type,anchor_p,p,E,A,B,C,sum_X,mean_X,Pi,Pi_tilde,K_P,K_P_tilde,abs_K_P_tilde,symmetry_cv,prime_density,is_quadruplet,p_times_abs_K_tilde
prime,739391,739391,739391.0,739393.0,739397.0,739399.0,2957580.0,739395.0,-4373639728144.0005,-4373639728136.0005,-0.3333333333290654,4.267919351264027e-12,4.267919351264027e-12,4.276844799015925e-06,0.14634146341463414,1,3.15566115705046e-06
control_ap,739391,739391,739391.0,739393.6666666666,739396.3333333334,739399.0,2957580.0,739395.0,-4373639728171.556,-4373639728163.556,-0.3333333333311655,2.1678214778830807e-12,2.1678214778830807e-12,4.032247945967172e-06,0.14634146341463414,1,1.6028676903534489e-06
control_consecutive,739391,739391,739391.0,739392.0,739393.0,739394.0,2957570.0,739392.5,-4373610152445.9995,-4373610152437.9995,-0.33333333333302845,3.04867242562068e-13,3.04867242562068e-13,1.5120980923527015e-06,0.14634146341463414,1,2.2541609534521e-07
control_random,739391,156663,156663.0,570645.0,454480.0,1775792.0,2957580.0,739395.0,-5184113549196.717,-5184113549188.717,-0.44541437549606566,-0.11208104216273235,0.11208104216273235,0.8346283294911777,0.12195121951219512,0,17558.952308340136
prime,768191,768191,768191.0,768193.0,768197.0,768199.0,3072780.0,768195.0,-4720988464144.002,-4720988464136.002,-0.3333333333293795,3.95383725759757e-12,3.95383725759757e-12,4.116503830626832e-06,0.12195121951219512,1,3.037302196751135e-06
control_ap,768191,768191,768191.0,768193.6666666666,768196.3333333334,768199.0,3072780.0,768195.0,-4720988464171.555,-4720988464163.555,-0.333333333331325,2.008337940395677e-12,2.008337940395677e-12,3.881077031233471e-06,0.12195121951219512,1,1.5427871307704955e-06
control_consecutive,768191,768191,768191.0,768192.0,768193.0,768194.0,3072770.0,768192.5,-4720957736445.999,-4720957736437.999,-0.3333333333330508,2.824962486158711e-13,2.824962486158711e-13,1.455408623163979e-06,0.12195121951219512,1,2.1701107572047462e-07
control_random,768191,121644,121644.0,2090379.0,114960.0,745797.0,3072780.0,768195.0,-8733263669564.875,-8733263669556.875,-0.75515661263645,-0.42182327930311664,0.42182327930311664,1.0481770617499813,0.0975609756097561,0,51312.27098754832
prime,773021,773021,773021.0,773023.0,773027.0,773029.0,3092100.0,773025.0,-4780541204944.0,-4780541204936.0,-0.3333333333294286,3.904709888757907e-12,3.904709888757907e-12,4.090783170231726e-06,0.12195121951219512,1,3.018422742917526e-06
control_ap,773021,773021,773021.0,773023.6666666666,773026.3333333334,773029.0,3092100.0,773025.0,-4780541204971.555,-4780541204963.555,-0.3333333333313499,1.983413433492842e-12,1.983413433492842e-12,3.8568273600574324e-06,0.12195121951219512,1,1.5332202357720703e-06
control_consecutive,773021,773021,773021.0,773022.0,773023.0,773024.0,3092090.0,773022.5,-4780510284046.001,-4780510284038.001,-0.3333333333330545,2.7883251263460807e-13,2.7883251263460807e-13,1.4463149374693425e-06,0.12195121951219512,1,2.1554338774931736e-07
control_random,773021,703271,703271.0,763191.0,1073870.0,551768.0,3092100.0,773025.0,-4797516821298.297,-4797516821290.297,-0.33532811015410546,-0.0019947768207721484,0.0019947768207721484,0.24580867464426048,0.04878048780487805,0,1402.8686895212495
prime,795791,795791,795791.0,795793.0,795797.0,795799.0,3183180.0,795795.0,-5066317456144.001,-5066317456136.001,-0.33333333332964893,3.6843861295210445e-12,3.6843861295210445e-12,3.9737340146248466e-06,0.12195121951219512,1,2.9320013223976815e-06
control_ap,795791,795791,795791.0,795793.6666666666,795796.3333333334,795799.0,3183180.0,795795.0,-5066317456171.554,-5066317456163.554,-0.33333333333146176,1.8715584637618576e-12,1.8715584637618576e-12,3.7464723578414e-06,0.12195121951219512,1,1.4893693814355125e-06
control_consecutive,795791,795791,795791.0,795792.0,795793.0,795794.0,3183170.0,795792.5,-5066285624445.999,-5066285624437.999,-0.3333333333330701,2.632338791386246e-13,2.632338791386246e-13,1.404931547796561e-06,0.12195121951219512,1,2.0947915191360522e-07
control_random,795791,147045,147045.0,640329.0,277949.0,2117857.0,3183180.0,795795.0,-7200350596559.878,-7200350596551.878,-0.5838822507784363,-0.25054891744510294,0.25054891744510294,0.9856660091581415,0.07317073170731707,0,36841.96556571516
prime,803441,803441,803441.0,803443.0,803447.0,803449.0,3213780.0,803445.0,-5164190944144.0,-5164190944136.0,-0.3333333333297187,3.6146086124233534e-12,3.6146086124233534e-12,3.935898113957246e-06,0.12195121951219512,1,2.9041247581740315e-06
control_ap,803441,803441,803441.0,803443.6666666666,803446.3333333334,803449.0,3213780.0,803445.0,-5164190944171.556,-5164190944163.556,-0.33333333333149734,1.8359758158226214e-12,1.8359758158226214e-12,3.7108003285954816e-06,0.12195121951219512,1,1.4750982454403427e-06
control_consecutive,803441,803441,803441.0,803442.0,803443.0,803444.0,3213770.0,803442.5,-5164158806445.999,-5164158806437.999,-0.3333333333330751,2.582378755278114e-13,2.582378755278114e-13,1.391554453181024e-06,0.12195121951219512,1,2.0747889695194033e-07
control_random,803441,1514903,1514903.0,185544.0,1249638.0,263695.0,3213780.0,803445.0,-10404465895464.129,-10404465895456.129,-0.6746869429001591,-0.34135360956682576,0.34135360956682576,0.7306346841764673,0.07317073170731707,0,517117.607193613
prime,814061,814061,814061.0,814063.0,814067.0,814069.0,3256260.0,814065.0,-5301614593743.999,-5301614593735.999,-0.33333333332981235,3.5209613002962215e-12,3.5209613002962215e-12,3.884551798896132e-06,0.17073170731707318,1,2.8662772770804423e-06
control_ap,814061,814061,814061.0,814063.6666666666,814066.3333333334,814069.0,3256260.0,814065.0,-5301614593771.556,-5301614593763.556,-0.3333333333315449,1.7884027592174334e-12,1.7884027592174334e-12,3.662390558503801e-06,0.17073170731707318,1,1.455868938571303e-06
control_consecutive,814061,814061,814061.0,814062.0,814063.0,814064.0,3256250.0,814062.5,-5301582031246.0,-5301582031238.0,-0.33333333333308185,2.5146551507759796e-13,2.5146551507759796e-13,1.37340067715918e-06,0.17073170731707318,1,2.0470826866958447e-07
control_random,814061,492649,492649.0,117876.0,2098350.0,547385.0,3256260.0,814065.0,-5131716287059.85,-5131716287051.85,-0.3827705656729058,-0.04943723233957248,0.04943723233957248,0.9332011262353549,0.12195121951219512,0,24355.203074858044
prime,822161,822161,822161.0,822163.0,822167.0,822169.0,3288660.0,822165.0,-5407642297744.002,-5407642297736.002,-0.3333333333298816,3.451738894710843e-12,3.451738894710843e-12,3.846281050845487e-06,0.0975609756097561,1,2.8378851014143613e-06
control_ap,822161,822161,822161.0,822163.6666666666,822166.3333333334,822169.0,3288660.0,822165.0,-5407642297771.557,-5407642297763.557,-0.33333333333158005,1.7532642004880472e-12,1.7532642004880472e-12,3.6263085512134384e-06,0.0975609756097561,1,1.4414654483374534e-06
control_consecutive,822161,822161,822161.0,822162.0,822163.0,822164.0,3288650.0,822162.5,-5407609411246.002,-5407609411238.002,-0.3333333333330869,2.464140003155535e-13,2.464140003155535e-13,1.3598698417282409e-06,0.0975609756097561,1,2.0259198091343578e-07
control_random,822161,239663,239663.0,528725.0,595147.0,1925125.0,3288660.0,822165.0,-5225027204227.379,-5225027204219.379,-0.36161288569130284,-0.02827955235796953,0.02827955235796953,0.7914076213687719,0.024390243902439025,0,6777.562356768051
prime,823721,823721,823721.0,823723.0,823727.0,823729.0,3294900.0,823725.0,-5428183004944.0,-5428183004936.0,-0.3333333333298945,3.43880479647396e-12,3.43880479647396e-12,3.838996825601237e-06,0.1951219512195122,1,2.8326157257563267e-06
control_ap,823721,823721,823721.0,823723.6666666666,823726.3333333334,823729.0,3294900.0,823725.0,-5428183004971.555,-5428183004963.555,-0.33333333333158655,1.74676939579399e-12,1.74676939579399e-12,3.6194409177922203e-06,0.1951219512195122,1,1.4388506334728213e-06
control_consecutive,823721,823721,823721.0,823722.0,823723.0,823724.0,3294890.0,823722.5,-5428150056045.999,-5428150056037.999,-0.3333333333330876,2.4569235534954714e-13,2.4569235534954714e-13,1.3572944635479725e-06,0.1951219512195122,1,2.0238195264088432e-07
control_random,823721,11348,11348.0,595972.0,1015716.0,1671864.0,3294900.0,823725.0,-4760006335847.628,-4760006335839.628,-0.284898759665609,0.0484345736677243,0.0484345736677243,0.7354530368154094,0.07317073170731707,0,549.6355419813353
prime,829721,829721,829721.0,829723.0,829727.0,829729.0,3318900.0,829725.0,-5507548604944.0,-5507548604936.0,-0.333333333329944,3.389288849575678e-12,3.389288849575678e-12,3.8112358434039946e-06,0.14634146341463414,1,2.812164133558781e-06
control_ap,829721,829721,829721.0,829723.6666666666,829726.3333333334,829729.0,3318900.0,829725.0,-5507548604971.556,-5507548604963.556,-0.3333333333316118,1.7215118219837677e-12,1.7215118219837677e-12,3.593267612773385e-06,0.14634146341463414,1,1.4283745104481937e-06
control_consecutive,829721,829721,829721.0,829722.0,829723.0,829724.0,3318890.0,829722.5,-5507515416045.999,-5507515416037.999,-0.3333333333330912,2.4213964167074664e-13,2.4213964167074664e-13,1.3474794148042206e-06,0.14634146341463414,1,2.0090834562669357e-07
control_random,829721,672001,672001.0,2127055.0,298404.0,221440.0,3318900.0,829725.0,-2885640600139.553,-2885640600131.553,-0.20943820926721754,0.12389512406611577,0.12389512406611577,0.9257959107433177,0.07317073170731707,0,83257.64726755387
prime,833711,833711,833711.0,833713.0,833717.0,833719.0,3334860.0,833715.0,-5560645609744.0,-5560645609736.0,-0.3333333333299764,3.3569258484078546e-12,3.3569258484078546e-12,3.79299600003404e-06,0.0975609756097561,1,2.798706006001961e-06
control_ap,833711,833711,833711.0,833713.6666666666,833716.3333333334,833719.0,3334860.0,833715.0,-5560645609771.556,-5560645609763.556,-0.33333333333162823,1.7050805212193154e-12,1.7050805212193154e-12,3.5760709235271006e-06,0.0975609756097561,1,1.4215443864262767e-06
control_consecutive,833711,833711,833711.0,833712.0,833713.0,833714.0,3334850.0,833712.5,-5560612261246.0,-5560612261238.0,-0.33333333333309356,2.3975266216780255e-13,2.3975266216780255e-13,1.34103061756888e-06,0.0975609756097561,1,1.9988443172858084e-07
control_random,833711,986595,986595.0,284668.0,1786762.0,276835.0,3334860.0,833715.0,-9492173697373.512,-9492173697365.512,-0.5988834284262191,-0.2655500950928858,0.2655500950928858,0.7450217625040519,0.0975609756097561,0,261990.39606816566
prime,837071,837071,837071.0,837073.0,837077.0,837079.0,3348300.0,837075.0,-5605556444944.0,-5605556444936.0,-0.3333333333300033,3.3300029400606945e-12,3.3300029400606945e-12,3.7777710004102137e-06,0.12195121951219512,1,2.7874488910395456e-06
control_ap,837071,837071,837071.0,837073.6666666666,837076.3333333334,837079.0,3348300.0,837075.0,-5605556444971.556,-5605556444963.556,-0.3333333333316419,1.691424778016426e-12,1.691424778016426e-12,3.561716656223632e-06,0.12195121951219512,1,1.4158426303589877e-06
control_consecutive,837071,837071,837071.0,837072.0,837073.0,837074.0,3348290.0,837072.5,-5605522962045.997,-5605522962037.997,-0.3333333333330953,2.3803181647963356e-13,2.3803181647963356e-13,1.3356477351124244e-06,0.12195121951219512,1,1.9924953065242335e-07
control_random,837071,816419,816419.0,381032.0,1725554.0,425295.0,3348300.0,837075.0,-7432890707781.984,-7432890707773.984,-0.467594434324423,-0.13426110099108968,0.13426110099108968,0.6453687921081445,0.04878048780487805,0,109613.31381004445
prime,845981,845981,845981.0,845983.0,845987.0,845989.0,3383940.0,845985.0,-5725524961744.002,-5725524961736.002,-0.3333333333300732,3.260114400660541e-12,3.260114400660541e-12,3.737983132287664e-06,0.12195121951219512,1,2.757994840785205e-06
control_ap,845981,845981,845981.0,845983.6666666666,845986.3333333334,845989.0,3383940.0,845985.0,-5725524961771.556,-5725524961763.556,-0.33333333333167736,1.6559531523796522e-12,1.6559531523796522e-12,3.5242042944123083e-06,0.12195121951219512,1,1.4009049038032906e-06
control_consecutive,845981,845981,845981.0,845982.0,845983.0,845984.0,3383930.0,845982.5,-5725491122446.002,-5725491122438.002,-0.33333333333310056,2.3275825711266407e-13,2.3275825711266407e-13,1.32158051584979e-06,0.12195121951219512,1,1.9690906311042866e-07
control_random,845981,705853,705853.0,230622.0,935565.0,1511900.0,3383940.0,845985.0,-4266447225502.05,-4266447225494.05,-0.2476995590965237,0.08563377423680962,0.08563377423680962,0.5448281804647654,0.0975609756097561,0,60444.85644637478
prime,854921,854921,854921.0,854923.0,854927.0,854929.0,3419700.0,854925.0,-5847174044944.0,-5847174044936.0,-0.3333333333301409,3.1923907961584064e-12,3.1923907961584064e-12,3.698894827228563e-06,0.0975609756097561,1,2.729241931842541e-06
control_ap,854921,854921,854921.0,854923.6666666666,854926.3333333334,854929.0,3419700.0,854925.0,-5847174044971.556,-5847174044963.556,-0.3333333333317118,1.6215362386162724e-12,1.6215362386162724e-12,3.487351486982363e-06,0.0975609756097561,1,1.3862853826540622e-06
control_consecutive,854921,854921,854921.0,854922.0,854923.0,854924.0,3419690.0,854922.5,-5847139848046.001,-5847139848038.001,-0.33333333333310533,2.279842981067759e-13,2.279842981067759e-13,1.3077606318115325e-06,0.0975609756097561,1,1.9490856412174296e-07
control_random,854921,2834194,2834194.0,465338.0,44267.0,75901.0,3419700.0,854925.0,-801673865502.3516,-801673865494.3516,-0.08640457054000214,0.24692876279333117,0.24692876279333117,1.3506448225857484,0.12195121951219512,0,699844.0179362824
prime,855731,855731,855731.0,855733.0,855737.0,855739.0,3422940.0,855735.0,-5858259121744.001,-5858259121736.001,-0.33333333333014703,3.186284569522968e-12,3.186284569522968e-12,3.6953936208854137e-06,0.1951219512195122,1,2.726602480962459e-06
control_ap,855731,855731,855731.0,855733.6666666666,855736.3333333334,855739.0,3422940.0,855735.0,-5858259121771.557,-5858259121763.557,-0.3333333333317149,1.618427614147322e-12,1.618427614147322e-12,3.4840505179855874e-06,0.1951219512195122,1,1.384938680681902e-06
control_consecutive,855731,855731,855731.0,855732.0,855733.0,855734.0,3422930.0,855732.5,-5858224892446.002,-5858224892438.002,-0.33333333333310583,2.274846977456946e-13,2.274846977456946e-13,1.3065227612015377e-06,0.1951219512195122,1,1.9466570788662096e-07
control_random,855731,469582,469582.0,892807.0,1091897.0,968654.0,3422940.0,855735.0,-5604400203704.321,-5604400203696.321,-0.3168332714716822,0.016500061861651094,0.016500061861651094,0.2734414390460008,0.04878048780487805,0,7748.132049117844
prime,857951,857951,857951.0,857953.0,857957.0,857959.0,3431820.0,857955.0,-5888694256143.998,-5888694256135.998,-0.3333333333301633,3.1700198022122095e-12,3.1700198022122095e-12,3.685831611411297e-06,0.12195121951219512,1,2.7197216593277673e-06
control_ap,857951,857951,857951.0,857953.6666666666,857956.3333333334,857959.0,3431820.0,857955.0,-5888694256171.556,-5888694256163.556,-0.3333333333317232,1.6101009414626333e-12,1.6101009414626333e-12,3.4750353689976707e-06,0.12195121951219512,1,1.3813877128288077e-06
control_consecutive,857951,857951,857951.0,857952.0,857953.0,857954.0,3431810.0,857952.5,-5888659938046.001,-5888659938038.001,-0.33333333333310694,2.2637447472106942e-13,2.2637447472106942e-13,1.3031420606034656e-06,0.12195121951219512,1,1.9421820696141623e-07
control_random,857951,844504,844504.0,1008837.0,721311.0,857168.0,3431820.0,857955.0,-5939810454933.3,-5939810454925.3,-0.336257424104297,-0.002924090770963672,0.002924090770963672,0.11889093861042192,0.17073170731707318,0,2469.406352441905
prime,875261,875261,875261.0,875263.0,875267.0,875269.0,3501060.0,875265.0,-6128710561744.001,-6128710561736.001,-0.33333333333028764,3.045674823454192e-12,3.045674823454192e-12,3.6129374077203812e-06,0.12195121951219512,1,2.6657603916513395e-06
control_ap,875261,875261,875261.0,875263.6666666666,875266.3333333334,875269.0,3501060.0,875265.0,-6128710561771.556,-6128710561763.556,-0.3333333333317863,1.5470402736639244e-12,1.5470402736639244e-12,3.4063100546787505e-06,0.12195121951219512,1,1.3540640169673601e-06
control_consecutive,875261,875261,875261.0,875262.0,875263.0,875264.0,3501050.0,875262.5,-6128675551246.001,-6128675551238.001,-0.3333333333331158,2.1749269052406817e-13,2.1749269052406817e-13,1.2773699190241727e-06,0.12195121951219512,1,1.9036286980078643e-07
control_random,875261,784534,784534.0,1941217.0,502646.0,272663.0,3501060.0,875265.0,-3889652256765.122,-3889652256757.122,-0.229343898835931,0.1039894344974023,0.1039894344974023,0.7330034471249764,0.07317073170731707,0,81583.24700398502
prime,876011,876011,876011.0,876013.0,876017.0,876019.0,3504060.0,876015.0,-6139218241744.001,-6139218241736.001,-0.3333333333302928,3.040512286389685e-12,3.040512286389685e-12,3.60984419235787e-06,0.12195121951219512,1,2.6635222085125143e-06
control_ap,876011,876011,876011.0,876013.6666666666,876016.3333333334,876019.0,3504060.0,876015.0,-6139218241771.556,-6139218241763.556,-0.33333333333178894,1.544375738404824e-12,1.544375738404824e-12,3.403393743267406e-06,0.12195121951219512,1,1.3528901349757483e-06
control_consecutive,876011,876011,876011.0,876012.0,876013.0,876014.0,3504050.0,876012.5,-6139183201246.001,-6139183201238.001,-0.3333333333331162,2.1710411246544936e-13,2.1710411246544936e-13,1.2762762960002225e-06,0.12195121951219512,1,1.9018559066497076e-07
control_random,876011,657909,657909.0,536082.0,583473.0,1726596.0,3504060.0,876015.0,-5463643668966.142,-5463643668958.142,-0.31288396443322886,0.02044936890010446,0.02044936890010446,0.5627750369549395,0.07317073170731707,0,13453.823843698825
prime,881471,881471,881471.0,881473.0,881477.0,881479.0,3525900.0,881475.0,-6215985404944.001,-6215985404936.001,-0.3333333333303304,3.0029312370061234e-12,3.0029312370061234e-12,3.5874842283313533e-06,0.0975609756097561,1,2.6469968004150246e-06
control_ap,881471,881471,881471.0,881473.6666666666,881476.3333333334,881479.0,3525900.0,881475.0,-6215985404971.556,-6215985404963.556,-0.333333333331808,1.5253354135325026e-12,1.5253354135325026e-12,3.382312567013695e-06,0.0975609756097561,1,1.3445389323019086e-06
control_consecutive,881471,881471,881471.0,881472.0,881473.0,881474.0,3525890.0,881472.5,-6215950146046.001,-6215950146038.001,-0.3333333333331188,2.1449508835758024e-13,2.1449508835758024e-13,1.2683708099230492e-06,0.0975609756097561,1,1.8907120002964461e-07
control_random,881471,1296487,1296487.0,4080.0,1890719.0,334614.0,3525900.0,881475.0,-13436706572093.742,-13436706572085.742,-0.7174522946197801,-0.3841189612864468,0.3841189612864468,0.8526762805177335,0.0975609756097561,0,498005.2397613815
prime,889871,889871,889871.0,889873.0,889877.0,889879.0,3559500.0,889875.0,-6335020124944.001,-6335020124936.001,-0.3333333333303868,2.9465319073551655e-12,2.9465319073551655e-12,3.5536200704238006e-06,0.12195121951219512,1,2.6220332949300484e-06
control_ap,889871,889871,889871.0,889873.6666666666,889876.3333333334,889879.0,3559500.0,889875.0,-6335020124971.555,-6335020124963.555,-0.3333333333318366,1.4966916594971735e-12,1.4966916594971735e-12,3.3503851327527984e-06,0.12195121951219512,1,1.3318625037284093e-06
control_consecutive,889871,889871,889871.0,889872.0,889873.0,889874.0,3559490.0,889872.5,-6334984530046.0,-6334984530038.0,-0.33333333333312287,2.1044277431769842e-13,2.1044277431769842e-13,1.2563979544821252e-06,0.12195121951219512,1,1.872669220248646e-07
control_random,889871,427233,427233.0,714807.0,1446384.0,971076.0,3559500.0,889875.0,-5300380667002.46,-5300380666994.46,-0.28021326159271653,0.05312007174061678,0.05312007174061678,0.4208386080964886,0.14634146341463414,0,22694.64760995893
prime,907391,907391,907391.0,907393.0,907397.0,907399.0,3629580.0,907395.0,-6586925488144.001,-6586925488136.001,-0.33333333333049947,2.833844270355712e-12,2.833844270355712e-12,3.4850067061956253e-06,0.0975609756097561,1,2.57140478632234e-06
control_ap,907391,907391,907391.0,907393.6666666666,907396.3333333334,907399.0,3629580.0,907395.0,-6586925488171.556,-6586925488163.556,-0.3333333333318939,1.4394041514265155e-12,1.4394041514265155e-12,3.2856958325849235e-06,0.0975609756097561,1,1.3061023723670573e-06
control_consecutive,907391,907391,907391.0,907392.0,907393.0,907394.0,3629570.0,907392.5,-6586889192446.002,-6586889192438.002,-0.33333333333313103,2.0228263508670352e-13,2.0228263508670352e-13,1.232139331931766e-06,0.0975609756097561,1,1.83549442533959e-07
control_random,907391,486881,486881.0,2905163.0,197844.0,39692.0,3629580.0,907395.0,-1364945185431.0195,-1364945185423.0195,-0.11784860203091922,0.21548473130241408,0.21548473130241408,1.2833487066059257,0.024390243902439025,0,104915.42146125066
prime,930071,930071,930071.0,930073.0,930077.0,930079.0,3720300.0,930075.0,-6920316044943.999,-6920316044935.999,-0.3333333333306359,2.6973978606292803e-12,2.6973978606292803e-12,3.4000243638076277e-06,0.12195121951219512,1,2.5087715256333354e-06
control_ap,930071,930071,930071.0,930073.6666666666,930076.3333333334,930079.0,3720300.0,930075.0,-6920316044971.555,-6920316044963.555,-0.3333333333319632,1.3701262346899057e-12,1.3701262346899057e-12,3.2055737118064638e-06,0.12195121951219512,1,1.2743146772242753e-06
control_consecutive,930071,930071,930071.0,930072.0,930073.0,930074.0,3720290.0,930072.5,-6920278842045.998,-6920278842037.998,-0.3333333333331406,1.9273471707492718e-13,1.9273471707492718e-13,1.2020933730971455e-06,0.12195121951219512,1,1.792569710445946e-07
control_random,930071,18282,18282.0,99942.0,2107119.0,1494957.0,3720300.0,930075.0,-895942790447.0879,-895942790439.0879,-0.04411173791349986,0.28922159541983344,0.28922159541983344,0.9654230617217225,0.0975609756097561,0,5287.549207465395
prime,938051,938051,938051.0,938053.0,938057.0,938059.0,3752220.0,938055.0,-7039577464143.999,-7039577464135.999,-0.3333333333306816,2.651712183165955e-12,2.651712183165955e-12,3.371100479362489e-06,0.14634146341463414,1,2.4874412651310074e-06
control_ap,938051,938051,938051.0,938053.6666666666,938056.3333333334,938059.0,3752220.0,938055.0,-7039577464171.556,-7039577464163.556,-0.33333333333198645,1.3468670623240087e-12,1.3468670623240087e-12,3.1783040120338325e-06,0.14634146341463414,1,1.2634299946800986e-06
control_consecutive,938051,938051,938051.0,938052.0,938053.0,938054.0,3752210.0,938052.5,-7039539942045.999,-7039539942037.999,-0.33333333333314386,1.8945955915228296e-13,1.8945955915228296e-13,1.1918671809412532e-06,0.14634146341463414,1,1.7772272892235819e-07
control_random,938051,189814,189814.0,933693.0,580964.0,2047749.0,3752220.0,938055.0,-9926908190809.14,-9926908190801.14,-0.49564982755259485,-0.16231649421926153,0.16231649421926153,0.7383438065865102,0.0975609756097561,0,30809.943033734908
prime,946661,946661,946661.0,946663.0,946667.0,946669.0,3786660.0,946665.0,-7169396977743.998,-7169396977735.998,-0.33333333333072956,2.6037505485021484e-12,2.6037505485021484e-12,3.340440029121579e-06,0.12195121951219512,1,2.4648690979955923e-06
control_ap,946661,946661,946661.0,946663.6666666666,946666.3333333334,946669.0,3786660.0,946665.0,-7169396977771.557,-7169396977763.557,-0.3333333333320109,1.3224421557822552e-12,1.3224421557822552e-12,3.1493970623276412e-06,0.12195121951219512,1,1.2519044136349855e-06
control_consecutive,946661,946661,946661.0,946662.0,946663.0,946664.0,3786650.0,946662.5,-7169359111245.999,-7169359111237.999,-0.33333333333314735,1.8596235662471372e-13,1.8596235662471372e-13,1.181027017284296e-06,0.12195121951219512,1,1.7604331048470812e-07
control_random,946661,423333,423333.0,1328590.0,1297618.0,737119.0,3786660.0,946665.0,-6230758301629.554,-6230758301621.554,-0.28783551933939566,0.04549781399393765,0.04549781399393765,0.4046004555013487,0.07317073170731707,0,19260.72609149561
prime,954971,954971,954971.0,954973.0,954977.0,954979.0,3819900.0,954975.0,-7295818004943.999,-7295818004935.999,-0.33333333333077475,2.5585644713999045e-12,2.5585644713999045e-12,3.3113721931656635e-06,0.12195121951219512,1,2.443354871817238e-06
control_ap,954971,954971,954971.0,954973.6666666666,954976.3333333334,954979.0,3819900.0,954975.0,-7295818004971.556,-7295818004963.556,-0.33333333333203374,1.299571561474977e-12,1.299571561474977e-12,3.1219916437691e-06,0.12195121951219512,1,1.2410531536333202e-06
control_consecutive,954971,954971,954971.0,954972.0,954973.0,954974.0,3819890.0,954972.5,-7295779806046.002,-7295779806038.002,-0.3333333333331507,1.8263168755083825e-13,1.8263168755083825e-13,1.1707499312806337e-06,0.12195121951219512,1,1.7440796529211156e-07
control_random,954971,314196,314196.0,1040163.0,76285.0,2389256.0,3819900.0,954975.0,-13590668272190.336,-13590668272182.336,-0.6918283769982717,-0.3584950436649384,0.3584950436649384,0.943466950240051,0.04878048780487805,0,112637.70873934898
prime,958541,958541,958541.0,958543.0,958547.0,958549.0,3834180.0,958545.0,-7350468136143.998,-7350468136135.998,-0.33333333333079374,2.5395796576788143e-12,2.5395796576788143e-12,3.2990393358354377e-06,0.14634146341463414,1,2.4342912246511084e-06
control_ap,958541,958541,958541.0,958543.6666666666,958546.3333333334,958549.0,3834180.0,958545.0,-7350468136171.556,-7350468136163.556,-0.3333333333320434,1.2899126211607381e-12,1.2899126211607381e-12,3.110364114369588e-06,0.14634146341463414,1,1.236434133800035e-06
control_consecutive,958541,958541,958541.0,958542.0,958543.0,958544.0,3834170.0,958542.5,-7350429794446.0,-7350429794438.0,-0.33333333333315196,1.8135493107251932e-13,1.8135493107251932e-13,1.1663895849687362e-06,0.14634146341463414,1,1.7383613698518374e-07
control_random,958541,155084,155084.0,1534297.0,743433.0,1401366.0,3834180.0,958545.0,-11135625348162.514,-11135625348154.514,-0.4890771416185704,-0.1557438082852371,0.1557438082852371,0.57601159599656,0.0975609756097561,0,24153.37276410771
prime,959471,959471,959471.0,959473.0,959477.0,959479.0,3837900.0,959475.0,-7364738204944.0,-7364738204936.0,-0.33333333333079873,2.534583654068001e-12,2.534583654068001e-12,3.2958416427404355e-06,0.17073170731707318,1,2.431859513152279e-06
control_ap,959471,959471,959471.0,959473.6666666666,959476.3333333334,959479.0,3837900.0,959475.0,-7364738204971.556,-7364738204963.556,-0.3333333333320459,1.2874146193553315e-12,1.2874146193553315e-12,3.1073493004074067e-06,0.17073170731707318,1,1.2352369922474793e-06
control_consecutive,959471,959471,959471.0,959472.0,959473.0,959474.0,3837890.0,959472.5,-7364699826046.0,-7364699826038.0,-0.3333333333331523,1.8102186416513177e-13,1.8102186416513177e-13,1.16525902383851e-06,0.17073170731707318,1,1.7368522903238315e-07
control_random,959471,1773292,1773292.0,1232145.0,568594.0,263869.0,3837900.0,959475.0,-5569864072080.891,-5569864072072.891,-0.25352476935560786,0.07980856397772546,0.07980856397772546,0.6106881294899569,0.07317073170731707,0,141523.88803318873
prime,976301,976301,976301.0,976303.0,976307.0,976309.0,3905220.0,976305.0,-7625371624144.0,-7625371624136.0,-0.3333333333308854,2.4479307469960077e-12,2.4479307469960077e-12,3.2390263904910653e-06,0.0975609756097561,1,2.3899172362229493e-06
control_ap,976301,976301,976301.0,976303.6666666666,976306.3333333334,976309.0,3905220.0,976305.0,-7625371624171.558,-7625371624163.558,-0.33333333333209003,1.2432832541264816e-12,1.2432832541264816e-12,3.053783366886779e-06,0.0975609756097561,1,1.213818684286938e-06
control_consecutive,976301,976301,976301.0,976302.0,976303.0,976304.0,3905210.0,976302.5,-7625332572045.998,-7625332572037.998,-0.3333333333331584,1.7491563752969341e-13,1.7491563752969341e-13,1.145171694991967e-06,0.0975609756097561,1,1.707703118358772e-07
control_random,976301,345734,345734.0,600934.0,1956995.0,1001557.0,3905220.0,976305.0,-5272119363422.543,-5272119363414.543,-0.23968805201513343,0.09364528131819988,0.09364528131819988,0.6274257719104301,0.12195121951219512,0,32376.357691266516
prime,978071,978071,978071.0,978073.0,978077.0,978079.0,3912300.0,978075.0,-7653045644944.0,-7653045644936.0,-0.3333333333308942,2.4391044739502377e-12,2.4391044739502377e-12,3.233164798372701e-06,0.17073170731707318,1,2.385617351940983e-06
