type,anchor_p,p,E,A,B,C,sum_X,mean_X,Pi,Pi_tilde,K_P,K_P_tilde,abs_K_P_tilde,symmetry_cv,prime_density,is_quadruplet,p_times_abs_K_tilde
control_consecutive,217361,217361,217361.0,217362.0,217363.0,217364.0,869450.0,217362.5,-377971651246.0,-377971651238.0,-0.33333333332980575,3.527567127292741e-12,3.527567127292741e-12,5.143637880268652e-06,0.12195121951219512,1,7.667555183554775e-07
control_random,217361,298058,298058.0,249428.0,154566.0,167408.0,869460.0,217365.0,-351634004461.2153,-351634004453.2153,-0.310495324183936,0.02283800914939732,0.02283800914939732,0.2719665725790649,0.07317073170731707,0,6807.051331051067
prime,225341,225341,225341.0,225343.0,225347.0,225349.0,901380.0,225345.0,-406242952144.00006,-406242952136.00006,-0.33333333328738385,4.594946645397613e-11,4.594946645397613e-11,1.4033050035138919e-05,0.12195121951219512,1,1.0354298720205435e-05
control_ap,225341,225341,225341.0,225343.66666666666,225346.33333333334,225349.0,901380.0,225345.0,-406242952171.55554,-406242952163.55554,-0.3333333333099939,2.3339441490577428e-11,2.3339441490577428e-11,1.323048645411209e-05,0.12195121951219512,1,5.259333084928208e-06
control_consecutive,225341,225341,225341.0,225342.0,225343.0,225344.0,901370.0,225342.5,-406233938446.0,-406233938438.0,-0.33333333333005116,3.2821523276993503e-12,3.2821523276993503e-12,4.961487463527274e-06,0.12195121951219512,1,7.396034876760993e-07
control_random,225341,419816,419816.0,43362.0,324787.0,113415.0,901380.0,225345.0,-730570898442.6155,-730570898434.6155,-0.5977210839712079,-0.2643877506378746,0.2643877506378746,0.6779351018246828,0.12195121951219512,0,110994.20792178997
prime,240041,240041,240041.0,240043.0,240047.0,240049.0,960180.0,240045.0,-460972816143.9999,-460972816135.9999,-0.33333333329283915,4.04941635778755e-11,4.04941635778755e-11,1.317368685108367e-05,0.12195121951219512,1,9.720259519396812e-06
control_ap,240041,240041,240041.0,240043.66666666666,240046.33333333334,240049.0,960180.0,240045.0,-460972816171.55554,-460972816163.55554,-0.3333333333127649,2.05684358434155e-11,2.05684358434155e-11,1.2420271074181461e-05,0.12195121951219512,1,4.9372679082893e-06
control_consecutive,240041,240041,240041.0,240042.0,240043.0,240044.0,960170.0,240042.5,-460963214445.99994,-460963214437.99994,-0.3333333333304408,2.8925195572071516e-12,2.8925195572071516e-12,4.657650160908568e-06,0.12195121951219512,1,6.943232870315619e-07
control_random,240041,268527,268527.0,475475.0,207181.0,8997.0,960180.0,240045.0,-302225782092.49475,-302225782084.49475,-0.21252018077240925,0.12081315256092406,0.12081315256092406,0.6930340041081985,0.17073170731707318,0,32441.593417727257
prime,243701,243701,243701.0,243703.0,243707.0,243709.0,974820.0,243705.0,-475137016143.99994,-475137016135.99994,-0.33333333329404635,3.928696257204933e-11,3.928696257204933e-11,1.297584235107355e-05,0.0975609756097561,1,9.574272065770995e-06
control_ap,243701,243701,243701.0,243703.66666666666,243706.33333333334,243709.0,974820.0,243705.0,-475137016171.55554,-475137016163.55554,-0.33333333331337806,1.9955259666915026e-11,1.9955259666915026e-11,1.2233741490744503e-05,0.0975609756097561,1,4.863116736086859e-06
control_consecutive,243701,243701,243701.0,243702.0,243703.0,243704.0,974810.0,243702.5,-475127268046.00006,-475127268038.00006,-0.3333333333305271,2.8061997170425457e-12,2.8061997170425457e-12,4.5877001210487985e-06,0.0975609756097561,1,6.838736772429854e-07
control_random,243701,449145,449145.0,6996.0,126451.0,392228.0,974820.0,243705.0,-277725282631.67883,-277725282623.67883,-0.18832413267866657,0.14500920065466674,0.14500920065466674,0.7511553814976565,0.12195121951219512,0,65130.15742804029
prime,247601,247601,247601.0,247603.0,247607.0,247609.0,990420.0,247605.0,-490465888143.99994,-490465888135.99994,-0.3333333332952743,3.805900039566268e-11,3.805900039566268e-11,1.2771461239346457e-05,0.14634146341463414,1,9.423446556966475e-06
control_ap,247601,247601,247601.0,247603.66666666666,247606.33333333334,247609.0,990420.0,247605.0,-490465888171.5555,-490465888163.5555,-0.3333333333140017,1.9331591882831844e-11,1.9331591882831844e-11,1.2041049130679465e-05,0.14634146341463414,1,4.7865214817810475e-06
control_consecutive,247601,247601,247601.0,247602.0,247603.0,247604.0,990410.0,247602.5,-490455984046.0,-490455984038.0,-0.33333333333061477,2.7185476092483896e-12,2.7185476092483896e-12,4.515439015154915e-06,0.14634146341463414,1,6.731151065975105e-07
control_random,247601,259451,259451.0,260701.0,236789.0,233479.0,990420.0,247605.0,-489216065866.88306,-489216065858.88306,-0.33248359015253737,0.0008497431807959477,0.0008497431807959477,0.050619258622525434,0.07317073170731707,0,220.4667180006894
prime,247991,247991,247991.0,247993.0,247997.0,247999.0,991980.0,247995.0,-492012160143.99994,-492012160135.99994,-0.33333333329539383,3.793948488706178e-11,3.793948488706178e-11,1.2751376681660434e-05,0.0975609756097561,1,9.408650796627338e-06
control_ap,247991,247991,247991.0,247993.66666666666,247996.33333333334,247999.0,991980.0,247995.0,-492012160171.55536,-492012160163.55536,-0.3333333333140624,1.927091819453608e-11,1.927091819453608e-11,1.2022113228096893e-05,0.0975609756097561,1,4.779014273981197e-06
control_consecutive,247991,247991,247991.0,247992.0,247993.0,247994.0,991970.0,247992.5,-492002240445.9999,-492002240437.9999,-0.33333333333062326,2.710054403110007e-12,2.710054403110007e-12,4.508337908404064e-06,0.0975609756097561,1,6.720691014816538e-07
control_random,247991,40049,40049.0,278463.0,446398.0,227070.0,991980.0,247995.0,-363278757058.0516,-363278757050.0516,-0.24079413457186424,0.09253919876146907,0.09253919876146907,0.5842421559126167,0.0975609756097561,0,3706.1023711980747
prime,257861,257861,257861.0,257863.0,257867.0,257869.0,1031460.0,257865.0,-531954865744.0,-531954865736.0,-0.33333333329824266,3.509065260587363e-11,3.509065260587363e-11,1.2263307002378684e-05,0.14634146341463414,1,9.04851077160318e-06
control_ap,257861,257861,257861.0,257863.66666666666,257866.33333333334,257869.0,1031460.0,257865.0,-531954865771.5556,-531954865763.5556,-0.3333333333155095,1.782379799308842e-11,1.782379799308842e-11,1.1561956721547666e-05,0.14634146341463414,1,4.596062374295773e-06
control_consecutive,257861,257861,257861.0,257862.0,257863.0,257864.0,1031450.0,257862.5,-531944551245.99994,-531944551237.99994,-0.33333333333082676,2.506550522696216e-12,2.506550522696216e-12,4.335775805903902e-06,0.14634146341463414,1,6.463416243329689e-07
control_random,257861,632317,632317.0,112158.0,261891.0,25094.0,1031460.0,257865.0,-881962930593.5802,-881962930585.5802,-0.6113611945285486,-0.27802786119521533,0.27802786119521533,0.9004211081044696,0.14634146341463414,0,175801.74310737496
prime,260411,260411,260411.0,260413.0,260417.0,260419.0,1041660.0,260415.0,-542527777743.99994,-542527777735.99994,-0.33333333329892645,3.4406866245006995e-11,3.4406866245006995e-11,1.214322393167974e-05,0.12195121951219512,1,8.959926445728517e-06
control_ap,260411,260411,260411.0,260413.66666666666,260416.33333333334,260419.0,1041660.0,260415.0,-542527777771.55554,-542527777763.55554,-0.33333333331585685,1.747646471983444e-11,1.747646471983444e-11,1.144874131675168e-05,0.12195121951219512,1,4.551063654156806e-06
control_consecutive,260411,260411,260411.0,260412.0,260413.0,260414.0,1041650.0,260412.5,-542517361246.0,-542517361238.0,-0.33333333333087567,2.4576451984614778e-12,2.4576451984614778e-12,4.293319209906955e-06,0.12195121951219512,1,6.399978437765519e-07
control_random,260411,56210,56210.0,514138.0,36498.0,434814.0,1041660.0,260415.0,-1264491657490.4849,-1264491657482.4849,-0.7800835142464766,-0.4467501809131433,0.4467501809131433,0.829456145879645,0.07317073170731707,0,25111.827669127782
prime,266681,266681,266681.0,266683.0,266687.0,266689.0,1066740.0,266685.0,-568967113744.0,-568967113736.0,-0.33333333330052534,3.2807978556093076e-11,3.2807978556093076e-11,1.1857726006968445e-05,0.1951219512195122,1,8.749264529317458e-06
control_ap,266681,266681,266681.0,266683.6666666667,266686.3333333333,266689.0,1066740.0,266685.0,-568967113771.5554,-568967113763.5554,-0.33333333331666887,1.66644475996236e-11,1.66644475996236e-11,1.1179571291956356e-05,0.1951219512195122,1,4.444091550315221e-06
control_consecutive,266681,266681,266681.0,266682.0,266683.0,266684.0,1066730.0,266682.5,-568956446446.0,-568956446438.0,-0.33333333333098986,2.3434587603787804e-12,2.3434587603787804e-12,4.19237853533657e-06,0.1951219512195122,1,6.249559256765735e-07
control_random,266681,737064,737064.0,62801.0,121495.0,145380.0,1066740.0,266685.0,-450740645052.4064,-450740645044.4064,-0.3512493818121741,-0.017916048478840763,0.017916048478840763,1.024544801686128,0.0975609756097561,0,13205.274356008287
prime,268811,268811,268811.0,268813.0,268817.0,268819.0,1075260.0,268815.0,-578092033743.9999,-578092033735.9999,-0.33333333330104314,3.22901705374079e-11,3.22901705374079e-11,1.1763769358735114e-05,0.12195121951219512,1,8.679953032331156e-06
control_ap,268811,268811,268811.0,268813.6666666667,268816.3333333333,268819.0,1075260.0,268815.0,-578092033771.5555,-578092033763.5555,-0.333333333316932,1.6401324742787438e-11,1.6401324742787438e-11,1.1090988114485356e-05,0.12195121951219512,1,4.408856505433434e-06
control_consecutive,268811,268811,268811.0,268812.0,268813.0,268814.0,1075250.0,268812.5,-578081281246.0,-578081281238.0,-0.3333333333310268,2.3064883336587627e-12,2.3064883336587627e-12,4.1591592234360194e-06,0.12195121951219512,1,6.200094354591457e-07
control_random,268811,26119,26119.0,502872.0,159970.0,386299.0,1075260.0,268815.0,-1025493209544.8164,-1025493209536.8164,-0.5789739331134032,-0.24564059978006986,0.24564059978006986,0.6942960130736822,0.12195121951219512,0,6415.886825655644
prime,276041,276041,276041.0,276043.0,276047.0,276049.0,1104180.0,276045.0,-609606736144.0,-609606736136.0,-0.3333333333027125,3.062083919758152e-11,3.062083919758152e-11,1.1455659983583761e-05,0.12195121951219512,1,8.4526070729396e-06
control_ap,276041,276041,276041.0,276043.6666666667,276046.3333333333,276049.0,1104180.0,276045.0,-609606736171.5554,-609606736163.5554,-0.3333333333177798,1.5553502930032437e-11,1.5553502930032437e-11,1.0800499809796884e-05,0.12195121951219512,1,4.293404502309084e-06
control_consecutive,276041,276041,276041.0,276042.0,276043.0,276044.0,1104170.0,276042.5,-609595694446.0,-609595694438.0,-0.33333333333114606,2.187250380814021e-12,2.187250380814021e-12,4.050224109511742e-06,0.12195121951219512,1,6.037707823702831e-07
control_random,276041,491786,491786.0,187628.0,146830.0,277936.0,1104180.0,276045.0,-503841664066.8976,-503841664058.8976,-0.28166070371389307,0.05167262961944025,0.05167262961944025,0.48284566255657807,0.0975609756097561,0,25411.87583002604
prime,284741,284741,284741.0,284743.0,284747.0,284749.0,1138980.0,284745.0,-648637720144.0,-648637720136.0,-0.33333333330455506,2.8778257554762376e-11,2.8778257554762376e-11,1.110564772048106e-05,0.21951219512195122,1,8.194349834400594e-06
control_ap,284741,284741,284741.0,284743.6666666667,284746.3333333333,284749.0,1138980.0,284745.0,-648637720171.5554,-648637720163.5554,-0.33333333331871573,1.461758492027343e-11,1.461758492027343e-11,1.0470505083479537e-05,0.21951219512195122,1,4.162225747783577e-06
control_consecutive,284741,284741,284741.0,284742.0,284743.0,284744.0,1138970.0,284742.5,-648626330446.0001,-648626330438.0001,-0.3333333333312778,2.055522418942246e-12,2.055522418942246e-12,3.926473879908672e-06,0.21951219512195122,1,5.852915090920341e-07
control_random,284741,108953,108953.0,344829.0,431129.0,254069.0,1138980.0,284745.0,-554643295279.8392,-554643295271.8392,-0.28198995072115973,0.05134338261217358,0.05134338261217358,0.41879560542470645,0.17073170731707318,0,5594.015565744148
prime,285281,285281,285281.0,285283.0,285287.0,285289.0,1141140.0,285285.0,-651100249744.0001,-651100249736.0001,-0.33333333330466397,2.866934467604665e-11,2.866934467604665e-11,1.1084626461848255e-05,0.12195121951219512,1,8.178819318527264e-06
control_ap,285281,285281,285281.0,285283.6666666667,285286.3333333333,285289.0,1141140.0,285285.0,-651100249771.5555,-651100249763.5555,-0.3333333333187711,1.4562240302495866e-11,1.4562240302495866e-11,1.0450686050775122e-05,0.12195121951219512,1,4.154330475736323e-06
control_consecutive,285281,285281,285281.0,285282.0,285283.0,285284.0,1141130.0,285282.5,-651088838446.0001,-651088838438.0001,-0.33333333333128556,2.04775085776987e-12,2.04775085776987e-12,3.919041612261162e-06,0.12195121951219512,1,5.841844124554463e-07
control_random,285281,334365,334365.0,301395.0,218645.0,286735.0,1141140.0,285285.0,-639301308513.969,-639301308505.969,-0.3270690547516284,0.0062642785817049185,0.0062642785817049185,0.14779771603302722,0.07317073170731707,0,2094.555507971765
prime,294311,294311,294311.0,294313.0,294317.0,294319.0,1177260.0,294315.0,-692970553744.0002,-692970553736.0002,-0.3333333333063963,2.6937008179572786e-11,2.6937008179572786e-11,1.0744534461948523e-05,0.12195121951219512,1,7.927857814338246e-06
control_ap,294311,294311,294311.0,294313.6666666667,294316.3333333333,294319.0,1177260.0,294315.0,-692970553771.5555,-692970553763.5555,-0.3333333333196509,1.368238855548043e-11,1.368238855548043e-11,1.0130044238300395e-05,0.12195121951219512,1,4.026877458152001e-06
control_consecutive,294311,294311,294311.0,294312.0,294313.0,294314.0,1177250.0,294312.5,-692958781245.9999,-692958781237.9999,-0.33333333333140913,1.92418303512909e-12,1.92418303512909e-12,3.7987988575065447e-06,0.12195121951219512,1,5.663082332518776e-07
control_random,294311,220446,220446.0,840838.0,18716.0,97260.0,1177260.0,294315.0,-380087472344.886,-380087472336.886,-0.24087336264155135,0.09245997069178197,0.09245997069178197,1.099583158547805,0.024390243902439025,0,20382.430699120567
prime,295871,295871,295871.0,295873.0,295877.0,295879.0,1183500.0,295875.0,-700336124944.0,-700336124936.0,-0.33333333330667947,2.665384579714214e-11,2.665384579714214e-11,1.0687883938042685e-05,0.14634146341463414,1,7.886100009846242e-06
control_ap,295871,295871,295871.0,295873.6666666667,295876.3333333333,295879.0,1183500.0,295875.0,-700336124971.5555,-700336124963.5555,-0.33333333331979487,1.3538448140337778e-11,1.3538448140337778e-11,1.0076633612151688e-05,0.14634146341463414,1,4.005634189729879e-06
control_consecutive,295871,295871,295871.0,295872.0,295873.0,295874.0,1183490.0,295872.5,-700324290046.0,-700324290038.0,-0.33333333333142945,1.9038659537784497e-12,1.9038659537784497e-12,3.778769533329035e-06,0.14634146341463414,1,5.632987236103837e-07
control_random,295871,128525,128525.0,62168.0,380567.0,612240.0,1183500.0,295875.0,-365868998829.71826,-365868998821.71826,-0.17885734617326815,0.15447598716006516,0.15447598716006516,0.7363877040088878,0.07317073170731707,0,19854.026249747374
prime,299471,299471,299471.0,299473.0,299477.0,299479.0,1197900.0,299475.0,-717482204944.0,-717482204936.0,-0.3333333333073164,2.6016910847914687e-11,2.6016910847914687e-11,1.055940449175517e-05,0.0975609756097561,1,7.79131030853586e-06
control_ap,299471,299471,299471.0,299473.6666666667,299476.3333333333,299479.0,1197900.0,299475.0,-717482204971.5554,-717482204963.5554,-0.33333333332011833,1.3214984662113238e-11,1.3214984662113238e-11,9.955502028534538e-06,0.0975609756097561,1,3.957504671747714e-06
control_consecutive,299471,299471,299471.0,299472.0,299473.0,299474.0,1197890.0,299472.5,-717470226045.9999,-717470226037.9999,-0.3333333333314749,1.8584023209200495e-12,1.8584023209200495e-12,3.7333444264494902e-06,0.0975609756097561,1,5.565376014482482e-07
control_random,299471,32271,32271.0,423505.0,307105.0,435019.0,1197900.0,299475.0,-930355931500.4055,-930355931492.4055,-0.4092319113572982,-0.07589857802396488,0.07589857802396488,0.5415538897614469,0.07317073170731707,0,2449.3230114113708
prime,300491,300491,300491.0,300493.0,300497.0,300499.0,1201980.0,300495.0,-722377960144.0001,-722377960136.0001,-0.3333333333074928,2.584049640930175e-11,2.584049640930175e-11,1.0523561657160284e-05,0.14634146341463414,1,7.764836606527492e-06
control_ap,300491,300491,300491.0,300493.6666666667,300496.3333333333,300499.0,1201980.0,300495.0,-722377960171.5554,-722377960163.5554,-0.33333333332020787,1.312544517517722e-11,1.312544517517722e-11,9.921709080002599e-06,0.14634146341463414,1,3.944078146134178e-06
control_consecutive,300491,300491,300491.0,300492.0,300493.0,300494.0,1201970.0,300492.5,-722365940446.0,-722365940438.0,-0.33333333333148757,1.8457457784393227e-12,1.8457457784393227e-12,3.7206718595302544e-06,0.14634146341463414,1,5.546299947090105e-07
control_random,300491,178996,178996.0,509893.0,502451.0,10640.0,1201980.0,300495.0,-451072099383.00995,-451072099375.00995,-0.19963793061039115,0.13369540272294217,0.13369540272294217,0.7126006996285781,0.024390243902439025,0,23930.942305795757
prime,301991,301991,301991.0,301993.0,301997.0,301999.0,1207980.0,301995.0,-729607840144.0,-729607840136.0,-0.33333333330774884,2.558447897982319e-11,2.558447897982319e-11,1.047129144578016e-05,0.14634146341463414,1,7.726282391595785e-06
control_ap,301991,301991,301991.0,301993.6666666667,301996.3333333333,301999.0,1207980.0,301995.0,-729607840171.5555,-729607840163.5555,-0.333333333320338,1.2995327036691151e-11,1.2995327036691151e-11,9.872428252108083e-06,0.14634146341463414,1,3.924471807137397e-06
control_consecutive,301991,301991,301991.0,301992.0,301993.0,301994.0,1207970.0,301992.5,-729595760446.0,-729595760438.0,-0.33333333333150583,1.827482609684239e-12,1.827482609684239e-12,3.702191242331829e-06,0.14634146341463414,1,5.51883300781153e-07
control_random,301991,268062,268062.0,763319.0,151239.0,25360.0,1207980.0,301995.0,-310390521805.63245,-310390521797.63245,-0.16107679409463177,0.17225653923870154,0.17225653923870154,0.9266140055507371,0.0975609756097561,0,46175.43242140481
prime,326141,326141,326141.0,326143.0,326147.0,326149.0,1304580.0,326145.0,-850964488144.0,-850964488136.0,-0.3333333333113974,2.1935897542846305e-11,2.1935897542846305e-11,9.695925616423308e-06,0.14634146341463414,1,7.154195560521437e-06
control_ap,326141,326141,326141.0,326143.6666666667,326146.3333333333,326149.0,1304580.0,326145.0,-850964488171.5554,-850964488163.5554,-0.3333333333221912,1.1142087252835609e-11,1.1142087252835609e-11,9.141406337657731e-06,0.14634146341463414,1,3.633891478727058e-06
control_consecutive,326141,326141,326141.0,326142.0,326143.0,326144.0,1304570.0,326142.5,-850951442446.0,-850951442438.0,-0.33333333333176646,1.5668577546534834e-12,1.5668577546534834e-12,3.4280536536939984e-06,0.14634146341463414,1,5.110165549604417e-07
control_random,326141,750081,750081.0,257157.0,80470.0,216872.0,1304580.0,326145.0,-505600836856.4562,-505600836848.4562,-0.21777879064654015,0.11555454268679316,0.11555454268679316,0.7768516200697778,0.07317073170731707,0,86675.2669330525
prime,334421,334421,334421.0,334423.0,334427.0,334429.0,1337700.0,334425.0,-894720644944.0,-894720644936.0,-0.3333333333124702,2.0863089034151017e-11,2.0863089034151017e-11,9.455865022556267e-06,0.12195121951219512,1,6.977055097889817e-06
control_ap,334421,334421,334421.0,334423.6666666667,334426.3333333333,334429.0,1337700.0,334425.0,-894720644971.5555,-894720644963.5555,-0.3333333333227362,1.059713428119835e-11,1.059713428119835e-11,8.915075039232656e-06,0.12195121951219512,1,3.5439042434526336e-06
control_consecutive,334421,334421,334421.0,334422.0,334423.0,334424.0,1337690.0,334422.5,-894707268046.0,-894707268038.0,-0.33333333333184306,1.4902523659543476e-12,1.4902523659543476e-12,3.343178131704341e-06,0.12195121951219512,1,4.983716864748189e-07
control_random,334421,245794,245794.0,7306.0,1050215.0,34385.0,1337700.0,334425.0,-1480268882338.6533,-1480268882330.6533,-0.8507293787632223,-0.5173960454298889,0.5173960454298889,1.2662049587994215,0.04878048780487805,0,127172.84359039411
prime,340931,340931,340931.0,340933.0,340937.0,340939.0,1363740.0,340935.0,-929893393744.0,-929893393736.0,-0.3333333333132594,2.0073942508247455e-11,2.0073942508247455e-11,9.275309546301728e-06,0.17073170731707318,1,6.843829293279313e-06
control_ap,340931,340931,340931.0,340933.6666666667,340936.3333333333,340939.0,1363740.0,340935.0,-929893393771.5554,-929893393763.5554,-0.33333333332313697,1.0196343769308669e-11,1.0196343769308669e-11,8.744845703712968e-06,0.17073170731707318,1,3.476249677614174e-06
control_consecutive,340931,340931,340931.0,340932.0,340933.0,340934.0,1363730.0,340932.5,-929879756446.0,-929879756438.0,-0.33333333333189946,1.4338530363033897e-12,1.4338530363033897e-12,3.279341185571616e-06,0.17073170731707318,1,4.888449495199509e-07
control_random,340931,487075,487075.0,277853.0,98761.0,500051.0,1363740.0,340935.0,-790083576354.1117,-790083576346.1117,-0.2778145209612631,0.055518812372070236,0.055518812372070236,0.4848565176524598,0.0975609756097561,0,27041.82553612611
prime,346391,346391,346391.0,346393.0,346397.0,346399.0,1385580.0,346395.0,-959915968143.9999,-959915968135.9999,-0.33333333331388715,1.944616689897316e-11,1.944616689897316e-11,9.129108850209672e-06,0.12195121951219512,1,6.735977198302212e-06
control_ap,346391,346391,346391.0,346393.6666666667,346396.3333333333,346399.0,1385580.0,346395.0,-959915968171.5555,-959915968163.5555,-0.33333333332345594,9.877376694333861e-12,9.877376694333861e-12,8.607006365551989e-06,0.12195121951219512,1,3.4214343905270006e-06
control_consecutive,346391,346391,346391.0,346392.0,346393.0,346394.0,1385570.0,346392.5,-959902112446.0001,-959902112438.0001,-0.33333333333194437,1.388944514957302e-12,1.388944514957302e-12,3.227650681668613e-06,0.12195121951219512,1,4.811178794805748e-07
control_random,346391,163898,163898.0,883734.0,11247.0,326701.0,1385580.0,346395.0,-1515049412630.0776,-1515049412622.0776,-0.5912209843212802,-0.2578876509879469,0.2578876509879469,0.9517401276321553,0.07317073170731707,0,42267.27022162252
prime,347981,347981,347981.0,347983.0,347987.0,347989.0,1391940.0,347985.0,-968748481743.9999,-968748481735.9999,-0.33333333331406445,1.9268864281940523e-11,1.9268864281940523e-11,9.087396468722444e-06,0.17073170731707318,1,6.705198661693945e-06
control_ap,347981,347981,347981.0,347983.6666666667,347986.3333333333,347989.0,1391940.0,347985.0,-968748481771.5557,-968748481763.5557,-0.33333333332354603,9.78728209588553e-12,9.78728209588553e-12,8.567679555139966e-06,0.17073170731707318,1,3.4057882110083426e-06
control_consecutive,347981,347981,347981.0,347982.0,347983.0,347984.0,1391930.0,347982.5,-968734562445.9999,-968734562437.9999,-0.3333333333319569,1.3763989947790378e-12,1.3763989947790378e-12,3.2129029153761896e-06,0.17073170731707318,1,4.789606986022044e-07
control_random,347981,75909,75909.0,547776.0,451164.0,317091.0,1391940.0,347985.0,-914260262770.3802,-914260262762.3802,-0.30560172435445626,0.027731608978877054,0.027731608978877054,0.5091013420492045,0.024390243902439025,0,2105.0787059775785
prime,354251,354251,354251.0,354253.0,354257.0,354259.0,1417020.0,354255.0,-1003972840143.9999,-1003972840135.9999,-0.33333333331474047,1.8592849482246265e-11,1.8592849482246265e-11,8.926557593169834e-06,0.14634146341463414,1,6.586535521935222e-06
control_ap,354251,354251,354251.0,354253.6666666667,354256.3333333333,354259.0,1417020.0,354255.0,-1003972840171.5554,-1003972840163.5554,-0.3333333333238893,9.444001136671432e-12,9.444001136671432e-12,8.416039209031293e-06,0.14634146341463414,1,3.3455468466669913e-06
control_consecutive,354251,354251,354251.0,354252.0,354253.0,354254.0,1417010.0,354252.5,-1003958670046.0001,-1003958670038.0001,-0.3333333333320053,1.327993270905381e-12,1.327993270905381e-12,3.156036975744405e-06,0.14634146341463414,1,4.704429442115021e-07
control_random,354251,430475,430475.0,121127.0,48662.0,816756.0,1417020.0,354255.0,-500577502806.22485,-500577502798.22485,-0.1768617981205732,0.1564715352127601,0.1564715352127601,0.855568064446494,0.024390243902439025,0,67357.08412071291
prime,358901,358901,358901.0,358903.0,358907.0,358909.0,1435620.0,358905.0,-1030502392143.9999,-1030502392135.9999,-0.33333333331521914,1.811417682517913e-11,1.811417682517913e-11,8.810904445935218e-06,0.0975609756097561,1,6.501196176733615e-06
control_ap,358901,358901,358901.0,358903.6666666667,358906.3333333333,358909.0,1435620.0,358905.0,-1030502392171.5554,-1030502392163.5554,-0.33333333332413245,9.200862294278522e-12,9.200862294278522e-12,8.307000376131235e-06,0.0975609756097561,1,3.302198678278856e-06
control_consecutive,358901,358901,358901.0,358902.0,358903.0,358904.0,1435610.0,358902.5,-1030488036046.0,-1030488036038.0,-0.33333333333203946,1.2938539128981574e-12,1.2938539128981574e-12,3.1151468400189326e-06,0.0975609756097561,1,4.643654631930616e-07
control_random,358901,222601,222601.0,544820.0,447267.0,220932.0,1435620.0,358905.0,-881751485468.2167,-881751485460.2167,-0.2860260376735235,0.04730729565980979,0.04730729565980979,0.3940049867830828,0.0975609756097561,0,10530.651321169318
prime,361211,361211,361211.0,361213.0,361217.0,361219.0,1444860.0,361215.0,-1043810209744.0,-1043810209736.0,-0.3333333333154501,1.7883194924905865e-11,1.7883194924905865e-11,8.754557978401726e-06,0.12195121951219512,1,6.4596067220201725e-06
control_ap,361211,361211,361211.0,361213.6666666667,361216.3333333333,361219.0,1444860.0,361215.0,-1043810209771.5555,-1043810209763.5555,-0.3333333333242498,9.083511720575643e-12,9.083511720575643e-12,8.253876417079526e-06,0.12195121951219512,1,3.2810643521008487e-06
control_consecutive,361211,361211,361211.0,361212.0,361213.0,361214.0,1444850.0,361212.5,-1043795761246.0,-1043795761238.0,-0.33333333333205595,1.2773671009824739e-12,1.2773671009824739e-12,3.095225078727605e-06,0.12195121951219512,1,4.6139904791298036e-07
control_random,361211,550333,550333.0,658710.0,110620.0,125197.0,1444860.0,361215.0,-574910510271.9885,-574910510263.9885,-0.1844614414000707,0.1488718919332626,0.1488718919332626,0.6820290117560569,0.04878048780487805,0,81929.11490330822
prime,375251,375251,375251.0,375253.0,375257.0,375259.0,1501020.0,375255.0,-1126530520144.0,-1126530520136.0,-0.3333333333167633,1.657002313137923e-11,1.657002313137923e-11,8.427010060274692e-06,0.14634146341463414,1,6.2179177500731875e-06
control_ap,375251,375251,375251.0,375253.6666666667,375256.3333333333,375259.0,1501020.0,375255.0,-1126530520171.5554,-1126530520163.5554,-0.33333333332491677,8.41654523853208e-12,8.41654523853208e-12,7.945061278318426e-06,0.14634146341463414,1,3.1583170173044017e-06
control_consecutive,375251,375251,375251.0,375252.0,375253.0,375254.0,1501010.0,375252.5,-1126515510046.0,-1126515510038.0,-0.3333333333321497,1.1836087665528794e-12,1.1836087665528794e-12,2.9794178286617543e-06,0.14634146341463414,1,4.4415037325773454e-07
control_random,375251,644890,644890.0,168508.0,638495.0,49127.0,1501020.0,375255.0,-2233704921293.5405,-2233704921285.5405,-0.6508370664403978,-0.31750373310706453,0.31750373310706453,0.7188962277501133,0.07317073170731707,0,204754.98244341486
prime,388691,388691,388691.0,388693.0,388697.0,388699.0,1554780.0,388695.0,-1208670424144.0,-1208670424136.0,-0.3333333333178894,1.5443923917501934e-11,1.5443923917501934e-11,8.135627317481263e-06,0.14634146341463414,1,6.002914231417744e-06
control_ap,388691,388691,388691.0,388693.6666666667,388696.3333333333,388699.0,1554780.0,388695.0,-1208670424171.5557,-1208670424163.5557,-0.3333333333254888,7.844502825093969e-12,7.844502825093969e-12,7.6703429938522e-06,0.14634146341463414,1,3.0490876475885997e-06
control_consecutive,388691,388691,388691.0,388692.0,388693.0,388694.0,1554770.0,388692.5,-1208654876446.0,-1208654876438.0,-0.3333333333322302,1.1031175972675555e-12,1.1031175972675555e-12,2.8763971230468684e-06,0.14634146341463414,1,4.2877188199952343e-07
control_random,388691,66099,66099.0,280132.0,956396.0,252153.0,1554780.0,388695.0,-621776779263.4017,-621776779255.4017,-0.19552017664191126,0.13781315669142205,0.13781315669142205,0.8693920382735065,0.12195121951219512,0,9109.311844146307
prime,389561,389561,389561.0,389563.0,389567.0,389569.0,1558260.0,389565.0,-1214087113744.0,-1214087113736.0,-0.3333333333179583,1.5375034578823943e-11,1.5375034578823943e-11,8.117458344996033e-06,0.12195121951219512,1,5.989513845561234e-06
