n,factorization_str,sB,mB,kL,sigma,epsilon,kappa,fam_support,fam_E_part,fam_A_part,fam_B_part,fam_C_part,rho_E,rho_A,rho_B,rho_C,C_fam,K,K2,K3
640,2^7 * 5,128,5,640,0.7509176136897225,0.2490823863102774,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
641,641,1,641,1,0.0,1.0,0.0,A,1,641,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
642,2 * 3 * 107,6,107,6,0.27716528648936944,0.7228347135106304,0.27716528648936944,C,1,1,1,107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
643,643,1,643,1,0.0,1.0,0.0,B,1,1,643,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
644,2^2 * 7 * 23,4,161,28,0.214341208492698,0.785658791507302,0.5152071318235735,B·C,1,1,7,23,0.0,0.0,0.38294731323970577,0.6170526867602942,0.6654885616623426,0.5228469391175687,2.1011164555978006,2.4590534416559673
645,3 * 5 * 43,3,215,15,0.16982064920503087,0.8301793507949691,0.418603403561529,A·B,1,5,43,1,0.0,0.2996735032234504,0.7003264967765497,0.0,0.6105874081721778,0.5068970581199613,2.3654744950245146,2.6084451239014395
646,2 * 17 * 19,2,323,2,0.10711924858045066,0.8928807514195494,0.10711924858045066,A·B,1,17,19,1,0.0,0.49037449565257113,0.5096255043474288,0.0,0.6929618684449177,0.6187323138021931,3.6443181916154637,3.523368183777345
647,647,1,647,1,0.0,1.0,0.0,C,1,1,1,647,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
648,2^3 * 3^4,648,1,648,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,11 * 59,1,649,11,0.0,1.0,0.37030656910583537,C,1,1,1,649,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
650,2 * 5^2 * 13,2,325,650,0.10701715890149324,0.8929828410985068,1.0,E·A,13,25,1,1,0.44346937824084953,0.5565306217591505,0.0,0.0,0.6867420713019425,0.613248885933082,3.6154666452683357,3.495982755266621
651,3 * 7 * 31,3,217,21,0.16957793525697143,0.8304220647430287,0.4699417930765824,B,1,1,217,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
652,2^2 * 163,4,163,4,0.21393284380558583,0.7860671561944141,0.21393284380558583,B,1,1,163,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
653,653,1,653,1,0.0,1.0,0.0,A,1,653,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
654,2 * 3 * 109,6,109,6,0.27637356164175253,0.7236264383582475,0.27637356164175253,E,109,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,5 * 131,1,655,5,0.0,1.0,0.24819251260112482,A·C,1,5,1,131,0.0,0.24819251260112482,0.0,0.7518074873988752,0.5603406906657595,0.5603406906657595,5.24218389479135,3.633604986651377
656,2^4 * 41,16,41,16,0.4274622249522037,0.5725377750477963,0.4274622249522037,A,1,41,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
657,3^2 * 73,9,73,9,0.3386762627581616,0.6613237372418385,0.3386762627581616,E,73,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,2 * 7 * 47,2,329,14,0.10681542467767018,0.8931845753223298,0.40668423289820077,B·C,1,1,7,47,0.0,0.0,0.33572994485749474,0.6642700551425053,0.6381624647883999,0.5699968700986782,3.3668169730456676,3.256485987077074
659,659,1,659,1,0.0,1.0,0.0,C,1,1,1,659,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
660,2^2 * 3 * 5 * 11,12,55,660,0.38275028540749606,0.617249714592504,1.0,A·C,1,5,1,11,0.0,0.4016231838083946,0.0,0.5983768161916053,0.6736643248589924,0.41581911225036494,1.0524954018532315,1.0256044441476144
661,661,1,661,1,0.0,1.0,0.0,E,661,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,2 * 331,2,331,2,0.10671575697569023,0.8932842430243098,0.10671575697569023,B,1,1,331,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
663,3 * 13 * 17,3,221,39,0.16910117563370933,0.8308988243662906,0.5639046529491761,E·A,13,17,1,1,0.4751522877849482,0.5248477122150519,0.0,0.0,0.6919118541943787,0.5749087462152096,2.6942710500768365,2.974909898357003
664,2^3 * 83,8,83,8,0.31999865408235256,0.6800013459176475,0.31999865408235256,C,1,1,1,83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
665,5 * 7 * 19,1,665,35,0.0,1.0,0.5469945460137206,A·B,1,5,133,1,0.0,0.24761394525192038,0.7523860547480796,0.0,0.559698581151399,0.559698581151399,5.248411429016431,3.637921584441332
666,2 * 3^2 * 37,18,37,18,0.44458436777451205,0.555415632225488,0.44458436777451205,E,37,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,23 * 29,1,667,1,0.0,1.0,0.0,A·C,1,29,1,23,0.0,0.5178232429788286,0.0,0.4821767570211714,0.6925117099603434,0.6925117099603434,6.496828351191243,4.503258254210128
668,2^2 * 167,4,167,4,0.21313544605237042,0.7868645539476297,0.21313544605237042,C,1,1,1,167,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
669,3 * 223,3,223,3,0.1688670079600607,0.8311329920399393,0.1688670079600607,B,1,1,223,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
670,2 * 5 * 67,2,335,10,0.10651876425078788,0.8934812357492121,0.3538476755973759,A·B,1,5,67,1,0.0,0.27681489151721794,0.7231851084827821,0.0,0.5899198850438004,0.527082347881968,3.122003322138385,3.020969909889536
671,11 * 61,1,671,11,0.0,1.0,0.3684099439289735,E·C,61,1,1,11,0.6315900560710265,0.0,0.0,0.3684099439289735,0.6581039997261111,0.6581039997261111,6.179707748179304,4.283447002334932
672,2^5 * 3 * 7,96,7,672,0.7011009322098661,0.29889906779013387,1.0,B,1,1,7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
673,673,1,673,1,0.0,1.0,0.0,E,673,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,2 * 337,2,337,2,0.10642141744672004,0.8935785825532799,0.10642141744672004,E,337,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,3^3 * 5^2,27,25,675,0.5059067103023557,0.49409328969764427,1.0,A,1,25,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
676,2^2 * 13^2,4,169,676,0.21274605355336315,0.7872539464466368,1.0,E,169,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,677,1,677,1,0.0,1.0,0.0,A,1,677,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
678,2 * 3 * 113,6,113,6,0.27484567997759235,0.7251543200224078,0.27484567997759235,A,1,113,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
679,7 * 97,1,679,7,0.0,1.0,0.2984240474931346,E·B,97,1,7,1,0.7015759525068653,0.0,0.2984240474931346,0.0,0.6095230815342256,0.6095230815342256,5.733946836480034,3.9744690831867535
680,2^3 * 5 * 17,8,85,40,0.3188304131862777,0.6811695868137223,0.5655975111468659,A,1,85,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
681,3 * 227,3,227,3,0.16840680553207718,0.8315931944679229,0.16840680553207718,C,1,1,1,227,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
682,2 * 11 * 31,2,341,22,0.1062289701207323,0.8937710298792677,0.4737208281716704,B·C,1,1,31,11,0.0,0.0,0.5888299734881991,0.4111700265118009,0.6772815670905863,0.6053346437367977,3.5952870216764445,3.4803706946286495
683,683,1,683,1,0.0,1.0,0.0,C,1,1,1,683,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
684,2^2 * 3^2 * 19,36,19,36,0.5489494545885814,0.4510505454114187,0.5489494545885814,B,1,1,19,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
685,5 * 137,1,685,5,0.0,1.0,0.2464902240614181,A,1,685,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
686,2 * 7^3,2,343,686,0.10613384908902448,0.8938661509109755,1.0,B,1,1,343,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
687,3 * 229,3,229,3,0.16818065939707957,0.8318193406029205,0.16818065939707957,E,229,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,2^4 * 43,16,43,16,0.4243462393738392,0.5756537606261608,0.4243462393738392,B,1,1,43,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
689,13 * 53,1,689,13,0.0,1.0,0.39247967306702,E·A,13,53,1,1,0.39247967306702,0.6075203269329801,0.0,0.0,0.6698443616907659,0.6698443616907659,6.315533901675745,4.377594517677294
690,2 * 3 * 5 * 23,6,115,30,0.274108001345558,0.7258919986544421,0.520323979016458,A·C,1,5,1,23,0.0,0.33919092389405175,0.0,0.6608090761059482,0.6404973632512694,0.46493191114336413,1.561796940366596,1.8914993014018322
691,691,1,691,1,0.0,1.0,0.0,B,1,1,691,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
692,2^2 * 173,4,173,4,0.21198503552492168,0.7880149644750785,0.21198503552492168,A,1,173,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
693,3^2 * 7 * 11,9,77,693,0.33591415688482434,0.6640858431151757,1.0,B·C,1,1,7,11,0.0,0.0,0.4479735992007008,0.5520264007992992,0.6877238766120716,0.45670769043036463,1.2973847147083373,1.4762548998527651
694,2 * 347,2,347,2,0.10594576251057429,0.8940542374894257,0.10594576251057429,C,1,1,1,347,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
695,5 * 139,1,695,5,0.0,1.0,0.24594431441262682,A·B,1,5,139,1,0.0,0.24594431441262682,0.7540556855873731,0.0,0.5578354960601235,0.5578354960601235,5.266451935352935,3.650426310544354
696,2^3 * 3 * 29,24,29,24,0.4855437822683976,0.5144562177316024,0.4855437822683976,A,1,29,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
697,17 * 41,1,697,1,0.0,1.0,0.0,A,1,697,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
698,2 * 349,2,349,2,0.10585277763041565,0.8941472223695843,0.10585277763041565,E,349,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,3 * 233,3,233,3,0.16773601095764984,0.8322639890423501,0.16773601095764984,A,1,233,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
700,2^2 * 5^2 * 7,4,175,700,0.21161309131018397,0.7883869086898161,1.0,A·B,1,25,7,1,0.0,0.6232350848844427,0.37676491511555715,0.0,0.6624581610000766,0.5222733416871909,2.1258692813255418,2.503092605172102
701,701,1,701,1,0.0,1.0,0.0,A,1,701,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
702,2 * 3^3 * 13,54,13,702,0.6086396978208546,0.39136030217914547,1.0,E,13,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,19 * 37,1,703,1,0.0,1.0,0.0,E·B,37,1,19,1,0.5508346795206824,0.0,0.4491653204793175,0.0,0.6879699103804312,0.6879699103804312,6.506393475809136,4.509888293370725
704,2^6 * 11,64,11,704,0.6342875811035616,0.3657124188964384,1.0,C,1,1,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
705,3 * 5 * 47,3,235,15,0.16751740671759027,0.8324825932824097,0.4129259718181954,A·C,1,5,1,47,0.0,0.29479122696485405,0.0,0.7052087730351458,0.6063861053233548,0.5048058774900068,2.3881052173704767,2.64443356961585
706,2 * 353,2,353,2,0.1056688777411938,0.8943311222588062,0.1056688777411938,A,1,353,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
707,7 * 101,1,707,7,0.0,1.0,0.2965860469407518,A·B,1,101,7,1,0.0,0.7034139530592481,0.2965860469407518,0.0,0.607943856146546,0.607943856146546,5.754532940751024,3.9887382833209033
708,2^2 * 3 * 59,12,59,12,0.3786556676613686,0.6213443323386315,0.3786556676613686,C,1,1,1,59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
709,709,1,709,1,0.0,1.0,0.0,E,709,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,2 * 5 * 71,2,355,10,0.10557794448869166,0.8944220555113084,0.35072233999744323,A·C,1,5,1,71,0.0,0.2740813400096797,0.0,0.7259186599903202,0.5872761099275305,0.525272705394067,3.139009574178519,3.0414857126328916
711,3^2 * 79,9,79,9,0.3346024338543191,0.665397566145681,0.3346024338543191,B,1,1,79,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
712,2^3 * 89,8,89,8,0.3165981843891993,0.6834018156108006,0.3165981843891993,A,1,89,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
713,23 * 31,1,713,1,0.0,1.0,0.0,B·C,1,1,31,23,0.0,0.0,0.5227181545584745,0.4772818454415255,0.6921145960076116,0.6921145960076116,6.5596948336376135,4.546833979269551
714,2 * 3 * 7 * 17,6,119,42,0.2726816897359702,0.7273183102640299,0.5688230394157803,A·B,1,17,7,1,0.0,0.5928311641538279,0.40716883584617214,0.0,0.6758115214904612,0.49153009386740537,1.6597820412409507,2.0188950262265575
715,5 * 11 * 13,1,715,715,0.0,1.0,1.0,E·A·C,13,5,1,11,0.39026766436157395,0.24488264191003337,0.0,0.3648496937283927,1.0796225880597332,1.0796225880597332,10.236764841878287,7.095584688203108
716,2^2 * 179,4,179,4,0.21088558096991303,0.7891144190300869,0.21088558096991303,C,1,1,1,179,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
717,3 * 239,3,239,3,0.16708739416881324,0.8329126058311869,0.16708739416881324,C,1,1,1,239,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
718,2 * 359,2,359,2,0.10539806704530386,0.8946019329546961,0.10539806704530386,C,1,1,1,359,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
719,719,1,719,1,0.0,1.0,0.0,C,1,1,1,719,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
720,2^4 * 3^2 * 5,144,5,720,0.7553767350460565,0.2446232649539434,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
721,7 * 103,1,721,7,0.0,1.0,0.29570230314409246,B,1,1,721,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
722,2 * 19^2,2,361,2,0.10530910562224635,0.8946908943777536,0.10530910562224635,B,1,1,361,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
723,3 * 241,3,241,3,0.16687589235230071,0.8331241076476993,0.16687589235230071,E,241,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,2^2 * 181,4,181,4,0.2105297310895716,0.7894702689104285,0.2105297310895716,E,181,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,5^2 * 29,1,725,25,0.0,1.0,0.48873245240967317,A,1,725,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
726,2 * 3 * 11^2,6,121,726,0.27199178225528947,0.7280082177447106,1.0,C,1,1,1,121,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
727,727,1,727,1,0.0,1.0,0.0,B,1,1,727,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
728,2^3 * 7 * 13,8,91,728,0.31553058448655186,0.6844694155134481,1.0,E·B,13,1,7,1,0.5686165471914938,0.0,0.43138345280850626,0.0,0.6837009379553649,0.4679723813883048,1.4036247852868062,1.662362743120591
729,3^6,729,1,729,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,2 * 5 * 73,2,365,10,0.10513309548728894,0.894866904512711,0.34924458360170096,E·A,73,5,1,1,0.7272091672142686,0.27279083278573135,0.0,0.0,0.5860149496848378,0.5244053840226429,3.1470866350829967,3.0512334406653276
731,17 * 43,1,731,1,0.0,1.0,0.0,A·B,1,17,43,1,0.0,0.4296384145988506,0.5703615854011495,0.0,0.6832127335782359,0.6832127335782359,6.499899837349362,4.505387246180757
732,2^2 * 3 * 61,12,61,12,0.3767418646706315,0.6232581353293686,0.3767418646706315,E,61,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,733,1,733,1,0.0,1.0,0.0,E,733,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,2 * 367,2,367,2,0.10504603048265965,0.8949539695173405,0.10504603048265965,B,1,1,367,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
735,3 * 5 * 7^2,3,245,735,0.16645967353437324,0.8335403264656268,1.0,A·B,1,5,49,1,0.0,0.2925581477613893,0.7074418522386106,0.0,0.6044263432735723,0.5038137314966784,2.398556523678813,2.661075175288189
736,2^5 * 23,32,23,32,0.5250136475271193,0.4749863524728806,0.5250136475271193,C,1,1,1,23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
737,11 * 67,1,737,11,0.0,1.0,0.36317506286209517,B·C,1,1,67,11,0.0,0.0,0.6368249371379048,0.36317506286209517,0.655223162825153,0.655223162825153,6.241341872092082,4.326168521551358
738,2 * 3^2 * 41,18,41,18,0.43767358334109197,0.562326416658908,0.43767358334109197,A,1,41,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
739,739,1,739,1,0.0,1.0,0.0,B,1,1,739,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
740,2^2 * 5 * 37,4,185,20,0.2098331714332269,0.790166828566773,0.4534419394282898,E·A,37,5,1,1,0.6916995763579099,0.3083004236420901,0.0,0.0,0.6177340416317141,0.48811294857386645,2.003675617224741,2.36843028399545
741,3 * 13 * 19,3,247,39,0.16625487056743188,0.8337451294325682,0.5544130295788966,E·B,13,1,19,1,0.4655597319958416,0.0,0.5344402680041583,0.0,0.69077303699139,0.5759286551349146,2.7452588858422975,3.0468451661381186
742,2 * 7 * 53,2,371,14,0.1048737409778289,0.8951262590221711,0.3992915539065311,A·B,1,53,7,1,0.0,0.6710879499275086,0.32891205007249136,0.0,0.6334054876372497,0.5669778845928454,3.4109893827689004,3.308311624519408
743,743,1,743,1,0.0,1.0,0.0,C,1,1,1,743,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
744,2^3 * 3 * 31,24,31,24,0.4806464166821629,0.5193535833178372,0.4806464166821629,B,1,1,31,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
745,5 * 149,1,745,5,0.0,1.0,0.2433607150725097,A,1,745,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
746,2 * 373,2,373,2,0.10478850105869751,0.8952114989413026,0.10478850105869751,E,373,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,3^2 * 83,9,83,9,0.332104433050883,0.6678955669491171,0.332104433050883,C,1,1,1,83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
748,2^2 * 11 * 17,4,187,44,0.20949220800577897,0.7905077919942209,0.5718541921224457,A·C,1,17,1,11,0.0,0.5416085865484855,0.0,0.4583914134515144,0.6896806240842714,0.5451979073260538,2.2416486076610957,2.6516938953832088
749,7 * 107,1,749,7,0.0,1.0,0.2940001341496096,B·C,1,1,7,107,0.0,0.0,0.2940001341496096,0.7059998658503903,0.6056945872341088,0.6056945872341088,5.783669744415938,4.0089343766317675
750,2 * 3 * 5^3,6,125,750,0.27065553708085555,0.7293444629191446,1.0,A,1,125,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
751,751,1,751,1,0.0,1.0,0.0,B,1,1,751,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
752,2^4 * 47,16,47,16,0.41864700429235757,0.5813529957076423,0.41864700429235757,C,1,1,1,47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
753,3 * 251,3,251,3,0.16585167127543535,0.8341483287245646,0.16585167127543535,C,1,1,1,251,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
754,2 * 13 * 29,2,377,26,0.1046197933735889,0.895380206626411,0.49175903207693156,E·A,13,29,1,1,0.4323741309426475,0.5676258690573525,0.0,0.0,0.6839725719023914,0.6124155027567609,3.693289288556435,3.5833993382199227
755,5 * 151,1,755,5,0.0,1.0,0.24287105220627367,A·B,1,5,151,1,0.0,0.24287105220627367,0.7571289477937263,0.0,0.5543667965858353,0.5543667965858353,5.299931087596732,3.6736322905296785
756,2^2 * 3^3 * 7,108,7,756,0.7064124922260285,0.29358750777397147,1.0,B,1,1,7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
757,757,1,757,1,0.0,1.0,0.0,E,757,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,2 * 379,2,379,2,0.10453631100239816,0.8954636889976019,0.10453631100239816,B,1,1,379,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
759,3 * 11 * 23,3,253,33,0.16565319575344445,0.8343468042465555,0.5272175247877496,C,1,1,1,253,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
760,2^3 * 5 * 19,8,95,40,0.3134843536602974,0.6865156463397025,0.5561137296841143,A·B,1,5,19,1,0.0,0.35342148036602605,0.646578519633974,0.0,0.6495389792872432,0.44591867218821246,1.3462076560039122,1.6072422114997673
761,761,1,761,1,0.0,1.0,0.0,A,1,761,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
762,2 * 3 * 127,6,127,6,0.2700081223066232,0.7299918776933767,0.2700081223066232,B,1,1,127,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
763,7 * 109,1,763,7,0.0,1.0,0.2931798251451641,E·B,109,1,7,1,0.7068201748548358,0.0,0.2931798251451641,0.0,0.6049743461365942,0.6049743461365942,5.7929555947590154,4.015370837616173
764,2^2 * 191,4,191,4,0.2088243134885486,0.7911756865114513,0.2088243134885486,C,1,1,1,191,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
765,3^2 * 5 * 17,9,85,45,0.33091350385538265,0.6690864961446173,0.5733032642534452,A,1,85,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
766,2 * 383,2,383,2,0.10437105365339197,0.8956289463466081,0.10437105365339197,C,1,1,1,383,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
767,13 * 59,1,767,13,0.0,1.0,0.386142936246946,E·C,13,1,1,59,0.386142936246946,0.0,0.0,0.613857063753054,0.666991470325607,0.666991470325607,6.391834465348769,4.430482038262384
768,2^8 * 3,768,1,768,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,769,1,769,1,0.0,1.0,0.0,E,769,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,2 * 5 * 7 * 11,2,385,770,0.10428926482900554,0.8957107351709945,1.0,A·B·C,1,5,7,11,0.0,0.270346401458936,0.32686554870818363,0.4027880498328803,1.085403275895584,0.9722073662094394,5.88166533716207,5.709325596781959
771,3 * 257,3,257,3,0.16526230276333273,0.8347376972366674,0.16526230276333273,A,1,257,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
772,2^2 * 193,4,193,4,0.20849715481963704,0.791502845180363,0.20849715481963704,E,193,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,773,1,773,1,0.0,1.0,0.0,A,1,773,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
774,2 * 3^2 * 43,18,43,18,0.43453965661447264,0.5654603433855273,0.43453965661447264,B,1,1,43,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
775,5^2 * 31,1,775,25,0.0,1.0,0.4838331723749726,A·B,1,25,31,1,0.0,0.4838331723749726,0.5161668276250273,0.0,0.6926243568077851,0.6926243568077851,6.647844939531782,4.607934976636155
776,2^3 * 97,8,97,8,0.31250283719414645,0.6874971628058535,0.31250283719414645,E,97,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,3 * 7 * 37,3,259,21,0.16506981218867392,0.834930187811326,0.45744868520311255,E·B,37,1,7,1,0.6498163831147652,0.0,0.3501836168852349,0.0,0.6475602309926423,0.5406675852818325,2.5956831132990166,2.8869632357992723
778,2 * 389,2,389,2,0.10412733316327685,0.8958726668367232,0.10412733316327685,A,1,389,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
779,19 * 41,1,779,1,0.0,1.0,0.0,A·B,1,41,19,1,0.0,0.5577599738299382,0.4422400261700618,0.0,0.6864598311808534,0.6864598311808534,6.593775848379758,4.570457138548691
780,2^2 * 3 * 5 * 13,12,65,780,0.3731486670746094,0.6268513329253905,1.0,E·A,13,5,1,1,0.6144493051612968,0.38555069483870325,0.0,0.0,0.6667161941484542,0.41793193498490194,1.0850629800507903,1.1264040891257336
781,11 * 71,1,781,11,0.0,1.0,0.3600132449306703,C,1,1,1,781,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
782,2 * 17 * 23,2,391,2,0.10404717718345315,0.8959528228165469,0.10404717718345315,A·C,1,17,1,23,0.0,0.474677862097027,0.0,0.525322137902973,0.6918642104593025,0.6198776923667535,3.758864875303862,3.6499714166415465
783,3^3 * 29,27,29,27,0.4946377351883491,0.505362264811651,0.4946377351883491,A,1,29,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
784,2^4 * 7^2,16,49,784,0.4160291953530189,0.583970804646981,1.0,B,1,1,49,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
785,5 * 157,1,785,5,0.0,1.0,0.24145128700608987,E·A,157,5,1,1,0.7585487129939101,0.24145128700608987,0.0,0.0,0.5527470311494882,0.5527470311494882,5.31551882330288,3.684436885585709
786,2 * 3 * 131,6,131,6,0.2687522245925941,0.7312477754074058,0.2687522245925941,C,1,1,1,131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
787,787,1,787,1,0.0,1.0,0.0,B,1,1,787,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
788,2^2 * 197,4,197,4,0.20785587497625796,0.792144125023742,0.20785587497625796,A,1,197,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
789,3 * 263,3,263,3,0.164690567144436,0.8353094328555641,0.164690567144436,C,1,1,1,263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
790,2 * 5 * 79,2,395,10,0.10388845292370566,0.8961115470762944,0.345109970501641,A·B,1,5,79,1,0.0,0.26918693143164896,0.730813068568351,0.0,0.5824484656946702,0.5219387956858649,3.1698105657931457,3.0786703285126364
791,7 * 113,1,791,7,0.0,1.0,0.29159647275667167,A·B,1,113,7,1,0.0,0.7084035272433283,0.29159647275667167,0.0,0.6035749562945394,0.6035749562945394,5.810938343544863,4.027835529235801
792,2^3 * 3^2 * 11,72,11,792,0.6407411465659585,0.35925885343404146,1.0,C,1,1,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
793,13 * 61,1,793,13,0.0,1.0,0.38421469117832696,E,793,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,2 * 397,2,397,2,0.10380987216692365,0.8961901278330764,0.10380987216692365,E,397,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
