n,factorization_str,sB,mB,kL,sigma,epsilon,kappa,fam_support,fam_E_part,fam_A_part,fam_B_part,fam_C_part,rho_E,rho_A,rho_B,rho_C,C_fam,K,K2,K3
2,2,2,1,2,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,3,1,3,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2^2,4,1,4,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,1,5,5,0.0,1.0,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2 * 3,6,1,6,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,1,7,7,0.0,1.0,1.0,B,1,1,7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,2^3,8,1,8,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,3^2,9,1,9,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2 * 5,2,5,10,0.30102999566398114,0.6989700043360187,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,1,11,11,0.0,1.0,1.0,C,1,1,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,2^2 * 3,12,1,12,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,1,13,13,0.0,1.0,1.0,E,13,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2 * 7,2,7,14,0.26264953503719357,0.7373504649628064,1.0,B,1,1,7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,3 * 5,3,5,15,0.40568387108221293,0.5943161289177871,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2^4,16,1,16,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,1,17,1,0.0,1.0,0.0,A,1,17,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2 * 3^2,18,1,18,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,1,19,1,0.0,1.0,0.0,B,1,1,19,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20,2^2 * 5,4,5,20,0.46275642631951835,0.5372435736804817,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,3 * 7,3,7,21,0.3608488067145302,0.6391511932854698,1.0,B,1,1,7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22,2 * 11,2,11,22,0.2242438242175754,0.7757561757824245,1.0,C,1,1,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23,23,1,23,1,0.0,1.0,0.0,C,1,1,1,23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24,2^3 * 3,24,1,24,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,5^2,1,25,25,0.0,1.0,1.0,A,1,25,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2 * 13,2,13,26,0.21274605355336315,0.7872539464466368,1.0,E,13,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,3^3,27,1,27,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2^2 * 7,4,7,28,0.4160291953530189,0.583970804646981,1.0,B,1,1,7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,29,1,29,1,0.0,1.0,0.0,A,1,29,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2 * 3 * 5,6,5,30,0.5268025545616606,0.4731974454383393,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,1,31,1,0.0,1.0,0.0,B,1,1,31,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32,2^5,32,1,32,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,3 * 11,3,11,33,0.3142027492734315,0.6857972507265686,1.0,C,1,1,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34,2 * 17,2,17,2,0.19656163223282258,0.8034383677671774,0.19656163223282258,A,1,17,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,5 * 7,1,35,35,0.0,1.0,1.0,A·B,1,5,7,1,0.0,0.4526808302869428,0.5473191697130572,0.0,0.6886622640698201,0.6886622640698201,3.532343655504198,2.4484340455815454
36,2^2 * 3^2,36,1,36,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,1,37,1,0.0,1.0,0.0,E,37,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2 * 19,2,19,2,0.1905514124267734,0.8094485875732266,0.1905514124267734,B,1,1,19,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,3 * 13,3,13,39,0.2998754749572002,0.7001245250427999,1.0,E,13,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2^3 * 5,8,5,40,0.5637054741273227,0.43629452587267725,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41,41,1,41,1,0.0,1.0,0.0,A,1,41,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2 * 3 * 7,6,7,42,0.47937877132408824,0.5206212286759118,1.0,B,1,1,7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43,43,1,43,1,0.0,1.0,0.0,B,1,1,43,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,2^2 * 11,4,11,44,0.36633850182726724,0.6336614981727329,1.0,C,1,1,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45,3^2 * 5,9,5,45,0.5772049881597967,0.42279501184020335,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2 * 23,2,23,2,0.1810425967800402,0.8189574032199598,0.1810425967800402,C,1,1,1,23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
47,47,1,47,1,0.0,1.0,0.0,C,1,1,1,47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
48,2^4 * 3,48,1,48,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,7^2,1,49,49,0.0,1.0,1.0,B,1,1,49,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50,2 * 5^2,2,25,50,0.17718382013555792,0.8228161798644421,1.0,A,1,25,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,3 * 17,3,17,3,0.2794153127047222,0.7205846872952778,0.2794153127047222,A,1,17,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2^2 * 13,4,13,52,0.350850127163909,0.6491498728360909,1.0,E,13,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,53,1,53,1,0.0,1.0,0.0,A,1,53,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2 * 3^3,54,1,54,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,5 * 11,1,55,55,0.0,1.0,1.0,A·C,1,5,1,11,0.0,0.4016231838083946,0.0,0.5983768161916053,0.6736643248589924,0.6736643248589924,3.8946957881785678,2.6995974047146682
56,2^3 * 7,8,7,56,0.5165863013822942,0.48341369861770556,1.0,B,1,1,7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
57,3 * 19,3,19,3,0.2717285079732675,0.7282714920267325,0.2717285079732675,B,1,1,19,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58,2 * 29,2,29,2,0.17070727966372012,0.82929272033628,0.17070727966372012,A,1,29,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
59,59,1,59,1,0.0,1.0,0.0,C,1,1,1,59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60,2^2 * 3 * 5,12,5,60,0.6069119518459338,0.3930880481540662,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
61,61,1,61,1,0.0,1.0,0.0,E,61,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2 * 31,2,31,2,0.16794877895704194,0.832051221042958,0.16794877895704194,B,1,1,31,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63,3^2 * 7,9,7,63,0.5303290195561404,0.46967098044385963,1.0,B,1,1,7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
64,2^6,64,1,64,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,5 * 13,1,65,65,0.0,1.0,1.0,E·A,13,5,1,1,0.6144493051612968,0.38555069483870325,0.0,0.0,0.6667161941484542,0.6667161941484542,4.01521014806448,2.783131593486575
66,2 * 3 * 11,6,11,66,0.4276627979043038,0.5723372020956964,1.0,C,1,1,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
67,67,1,67,1,0.0,1.0,0.0,B,1,1,67,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,2^2 * 17,4,17,4,0.32854409992410044,0.6714559000758995,0.32854409992410044,A,1,17,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
69,3 * 23,3,23,3,0.25946732503664494,0.740532674963355,0.25946732503664494,C,1,1,1,23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70,2 * 5 * 7,2,35,70,0.16315121968351076,0.8368487803164891,1.0,A·B,1,5,7,1,0.0,0.4526808302869428,0.5473191697130572,0.0,0.6886622640698201,0.576306175736821,2.2286607120969646,1.9710897388835211
71,71,1,71,1,0.0,1.0,0.0,C,1,1,1,71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
72,2^3 * 3^2,72,1,72,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,73,1,73,1,0.0,1.0,0.0,E,73,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,2 * 37,2,37,2,0.16104477175644444,0.8389552282435554,0.16104477175644444,E,37,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,3 * 5^2,3,25,75,0.2544563551254975,0.7455436448745025,1.0,A,1,25,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2^2 * 19,4,19,4,0.3201061465096427,0.6798938534903572,0.3201061465096427,B,1,1,19,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
77,7 * 11,1,77,77,0.0,1.0,1.0,B·C,1,1,7,11,0.0,0.0,0.4479735992007008,0.5520264007992992,0.6877238766120716,0.6877238766120716,4.3098187336670515,2.9873387039657504
78,2 * 3 * 13,6,13,78,0.4112644522515654,0.5887355477484346,1.0,E,13,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,79,1,79,1,0.0,1.0,0.0,B,1,1,79,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
80,2^4 * 5,16,5,80,0.6327183637591292,0.36728163624087096,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
81,3^4,81,1,81,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,2 * 41,2,41,2,0.1572932473495469,0.8427067526504531,0.1572932473495469,A,1,41,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83,83,1,83,1,0.0,1.0,0.0,C,1,1,1,83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
84,2^2 * 3 * 7,12,7,84,0.5608236049020798,0.4391763950979202,1.0,B,1,1,7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85,5 * 17,1,85,5,0.0,1.0,0.3622696942693522,A,1,85,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
86,2 * 43,2,43,2,0.15561139140249397,0.8443886085975061,0.15561139140249397,B,1,1,43,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
87,3 * 29,3,29,3,0.24599975178152161,0.7540002482184784,0.24599975178152161,A,1,29,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2^3 * 11,8,11,88,0.46443714820730453,0.5355628517926954,1.0,C,1,1,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
89,89,1,89,1,0.0,1.0,0.0,A,1,89,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2 * 3^2 * 5,18,5,90,0.6423320028298052,0.35766799717019476,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
91,7 * 13,1,91,91,0.0,1.0,1.0,E·B,13,1,7,1,0.5686165471914938,0.0,0.43138345280850626,0.0,0.6837009379553649,0.6837009379553649,4.449385299524745,3.0840788755904445
92,2^2 * 23,4,23,4,0.30658097730535616,0.6934190226946438,0.30658097730535616,C,1,1,1,23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
93,3 * 31,3,31,3,0.24238018168771028,0.7576198183122896,0.24238018168771028,B,1,1,31,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
94,2 * 47,2,47,2,0.15256487060115928,0.8474351293988407,0.15256487060115928,C,1,1,1,47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
95,5 * 19,1,95,5,0.0,1.0,0.35342148036602605,A·B,1,5,19,1,0.0,0.35342148036602605,0.646578519633974,0.0,0.6495389792872432,0.6495389792872432,4.2673773058998545,2.9579205479699793
96,2^5 * 3,96,1,96,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,97,1,97,1,0.0,1.0,0.0,E,97,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,2 * 7^2,2,49,98,0.15117821092177644,0.8488217890782235,1.0,B,1,1,49,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
99,3^2 * 11,9,11,99,0.4781648028770922,0.5218351971229079,1.0,C,1,1,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
100,2^2 * 5^2,4,25,100,0.30102999566398114,0.6989700043360187,1.0,A,1,25,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
101,101,1,101,1,0.0,1.0,0.0,A,1,101,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
102,2 * 3 * 17,6,17,6,0.387409730081353,0.6125902699186472,0.387409730081353,A,1,17,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
103,103,1,103,1,0.0,1.0,0.0,B,1,1,103,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
104,2^3 * 13,8,13,104,0.4477318095822362,0.5522681904177638,1.0,E,13,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,3 * 5 * 7,3,35,105,0.23605965801383008,0.76394034198617,1.0,A·B,1,5,7,1,0.0,0.4526808302869428,0.5473191697130572,0.0,0.6886622640698201,0.5260968855264685,1.766171827752099,1.6918612195324385
106,2 * 53,2,53,2,0.14863433757183497,0.8513656624281651,0.14863433757183497,A,1,53,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
107,107,1,107,1,0.0,1.0,0.0,C,1,1,1,107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
108,2^2 * 3^3,108,1,108,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,109,1,109,1,0.0,1.0,0.0,E,109,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,2 * 5 * 11,2,55,110,0.14746305199023912,0.8525369480097609,1.0,A·C,1,5,1,11,0.0,0.4016231838083946,0.0,0.5983768161916053,0.6736643248589924,0.5743237274983415,2.4572794538712968,2.2326488772948387
111,3 * 37,3,37,3,0.23327428463288674,0.7667257153671133,0.23327428463288674,E,37,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,2^4 * 7,16,7,112,0.5875997426017788,0.4124002573982212,1.0,B,1,1,7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
113,113,1,113,1,0.0,1.0,0.0,A,1,113,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
114,2 * 3 * 19,6,19,6,0.3783117385707172,0.6216882614292827,0.3783117385707172,B,1,1,19,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
115,5 * 23,1,115,5,0.0,1.0,0.33919092389405175,A·C,1,5,1,23,0.0,0.33919092389405175,0.0,0.6608090761059482,0.6404973632512694,0.6404973632512694,4.38451832779267,3.0391165170228955
116,2^2 * 29,4,29,4,0.2916310210572107,0.7083689789427893,0.2916310210572107,A,1,29,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
117,3^2 * 13,9,13,117,0.46139108050649835,0.5386089194935016,1.0,E,13,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2 * 59,2,59,2,0.14529302083924284,0.8547069791607571,0.14529302083924284,C,1,1,1,59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
119,7 * 17,1,119,7,0.0,1.0,0.40716883584617214,A·B,1,17,7,1,0.0,0.5928311641538279,0.40716883584617214,0.0,0.6758115214904612,0.6758115214904612,4.6595972830206,3.2297867192705105
120,2^3 * 3 * 5,24,5,120,0.6638243993087611,0.33617560069123886,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
121,11^2,1,121,121,0.0,1.0,1.0,C,1,1,1,121,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
122,2 * 61,2,61,2,0.1442847926987864,0.8557152073012135,0.1442847926987864,E,61,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,3 * 41,3,41,3,0.22829804669507256,0.7717019533049275,0.22829804669507256,A,1,41,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
124,2^2 * 31,4,31,4,0.2875961377467551,0.7124038622532448,0.2875961377467551,B,1,1,31,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
125,5^3,1,125,125,0.0,1.0,1.0,A,1,125,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
126,2 * 3^2 * 7,18,7,126,0.5976433577500228,0.4023566422499772,1.0,B,1,1,7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
127,127,1,127,1,0.0,1.0,0.0,B,1,1,127,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
128,2^7,128,1,128,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,3 * 43,3,43,3,0.2260606371723541,0.773939362827646,0.2260606371723541,B,1,1,43,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
130,2 * 5 * 13,2,65,130,0.14240211088697471,0.8575978891130253,1.0,E·A,13,5,1,1,0.6144493051612968,0.38555069483870325,0.0,0.0,0.6667161941484542,0.5717744007391842,2.5333155492559376,2.3209991432789168
131,131,1,131,1,0.0,1.0,0.0,C,1,1,1,131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
132,2^2 * 3 * 11,12,11,132,0.5089099843050301,0.4910900156949701,1.0,C,1,1,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
133,7 * 19,1,133,7,0.0,1.0,0.3979082265979018,B,1,1,133,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
134,2 * 67,2,67,2,0.14152099882215266,0.8584790011778474,0.14152099882215266,B,1,1,67,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
135,3^3 * 5,27,5,135,0.6718964818222768,0.32810351817772315,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
136,2^3 * 17,8,17,8,0.4232826424908286,0.5767173575091713,0.4232826424908286,A,1,17,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
137,137,1,137,1,0.0,1.0,0.0,A,1,137,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
138,2 * 3 * 23,6,23,6,0.36364262603842135,0.6363573739615785,0.36364262603842135,C,1,1,1,23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
139,139,1,139,1,0.0,1.0,0.0,B,1,1,139,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
140,2^2 * 5 * 7,4,35,140,0.2805331188629173,0.7194668811370827,1.0,A·B,1,5,7,1,0.0,0.4526808302869428,0.5473191697130572,0.0,0.6886622640698201,0.49546969128711554,1.5212976074849354,1.493745432185497
141,3 * 47,3,47,3,0.2219974929080985,0.7780025070919014,0.2219974929080985,C,1,1,1,47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
142,2 * 71,2,71,2,0.13986508659473787,0.8601349134052622,0.13986508659473787,C,1,1,1,71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
143,11 * 13,1,143,143,0.0,1.0,1.0,E·C,13,1,1,11,0.5168304769853754,0.0,0.0,0.4831695230146247,0.6925805436149368,0.6925805436149368,4.958787582638981,3.4371696319018765
144,2^4 * 3^2,144,1,144,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,5 * 29,1,145,5,0.0,1.0,0.3233924087028423,A,1,145,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
146,2 * 73,2,73,2,0.13908545219854063,0.8609145478014594,0.13908545219854063,E,73,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,3 * 7^2,3,49,147,0.22014369888067173,0.7798563011193284,1.0,B,1,1,49,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
148,2^2 * 37,4,37,4,0.27741354282628344,0.7225864571737166,0.27741354282628344,E,37,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,149,1,149,1,0.0,1.0,0.0,A,1,149,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
150,2 * 3 * 5^2,6,25,150,0.3575912761679507,0.6424087238320493,1.0,A,1,25,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
151,151,1,151,1,0.0,1.0,0.0,B,1,1,151,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
152,2^3 * 19,8,19,8,0.4139114242568715,0.5860885757431284,0.4139114242568715,B,1,1,19,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
153,3^2 * 17,9,17,9,0.4367859442201452,0.5632140557798548,0.4367859442201452,A,1,17,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
154,2 * 7 * 11,2,77,154,0.13761240878617756,0.8623875912138225,1.0,B·C,1,1,7,11,0.0,0.0,0.4479735992007008,0.5520264007992992,0.6877238766120716,0.5930845373717165,2.7191928715702036,2.5106448378883375
155,5 * 31,1,155,5,0.0,1.0,0.31911605211206506,A·B,1,5,31,1,0.0,0.31911605211206506,0.6808839478879348,0.0,0.6262013662895005,0.6262013662895005,4.556319043875107,3.158199698993616
156,2^2 * 3 * 13,12,13,156,0.4920747534624128,0.5079252465375872,1.0,E,13,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,157,1,157,1,0.0,1.0,0.0,E,157,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,2 * 79,2,79,2,0.13691539142239212,0.8630846085776078,0.13691539142239212,B,1,1,79,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
159,3 * 53,3,53,3,0.21673565820930418,0.7832643417906958,0.21673565820930418,A,1,53,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
160,2^5 * 5,32,5,160,0.6828802379924107,0.31711976200758935,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
161,7 * 23,1,161,7,0.0,1.0,0.38294731323970577,B·C,1,1,7,23,0.0,0.0,0.38294731323970577,0.6170526867602942,0.6654885616623426,0.6654885616623426,4.878641328882688,3.3816164820782597
162,2 * 3^4,162,1,162,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,163,1,163,1,0.0,1.0,0.0,B,1,1,163,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
164,2^2 * 41,4,41,4,0.27182954313400276,0.7281704568659972,0.27182954313400276,A,1,41,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
165,3 * 5 * 11,3,55,165,0.21516334130157638,0.7848366586984238,1.0,A·C,1,5,1,11,0.0,0.4016231838083946,0.0,0.5983768161916053,0.6736643248589924,0.5287164578066611,1.9473478940892839,1.9595014989872734
166,2 * 83,2,83,2,0.13559249537698634,0.8644075046230136,0.13559249537698634,C,1,1,1,83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
167,167,1,167,1,0.0,1.0,0.0,C,1,1,1,167,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
168,2^3 * 3 * 7,24,7,168,0.6202334448725115,0.3797665551274885,1.0,B,1,1,7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
169,13^2,1,169,169,0.0,1.0,1.0,E,169,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,2 * 5 * 17,2,85,10,0.13496385986636447,0.8650361401336355,0.44834023788451716,A,1,85,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
171,3^2 * 19,9,19,9,0.4273372913631018,0.5726627086368982,0.4273372913631018,B,1,1,19,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
172,2^2 * 43,4,43,4,0.26931439506430976,0.7306856049356903,0.26931439506430976,B,1,1,43,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
173,173,1,173,1,0.0,1.0,0.0,A,1,173,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
174,2 * 3 * 29,6,29,6,0.3473037921304802,0.6526962078695199,0.3473037921304802,A,1,29,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
175,5^2 * 7,1,175,175,0.0,1.0,1.0,A·B,1,25,7,1,0.0,0.6232350848844427,0.37676491511555715,0.0,0.6624581610000766,0.6624581610000766,4.936115610367781,3.421454618244361
176,2^4 * 11,16,11,176,0.5362338854351919,0.4637661145648082,1.0,C,1,1,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
177,3 * 59,3,59,3,0.21224507509017274,0.7877549249098273,0.21224507509017274,C,1,1,1,59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
178,2 * 89,2,89,2,0.13376613936737558,0.8662338606326244,0.13376613936737558,A,1,89,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
