n,e,a1,a2,b1,b2,c1,c2,abc_block,P_A,P_B,P_C,R_A,R_B,R_C,logR_A,logR_B,logR_C,logR_sum,excA,excB,excC,exc_combo,sigA,sigB,sigC,Faktorisierung,theta_sum_mod_2pi,wedge_sum,wedge_norm_sum,shell,state_key
846250405,13,5,809,7,19,11,11,65096185,4045,133,121,161.8,2.7142857142857144,1.0,5.086361004624392,0.9985288301111273,0.0,6.0848898347355185,True,True,False,A+B,5·809,7·19,11·11,13 * 5 * 809 * 7 * 19 * 11 * 11,3.48402991176628,148.0,1.0345916135780167,S10,5·809 | 7·19 | 11·11
846294085,13,5,17,7,67,23,71,65099545,85,469,1633,3.4,9.571428571428571,13.49586776859504,1.2237754316221157,2.2587824703356527,2.602383547373724,6.084941449331492,True,True,True,A+B+C,5·17,7·67,23·71,13 * 5 * 17 * 7 * 67 * 23 * 71,3.4157601047094523,12.0,1.0968325791855205,S10,5·17 | 7·67 | 23·71
846324325,181,5,5,7,7,11,347,4675825,25,49,3817,1.0,1.0,31.545454545454547,0.0,0.0,3.4514295071484886,3.4514295071484886,False,False,True,C,5·5,7·7,11·347,181 * 5 * 5 * 7 * 7 * 11 * 347,3.0522786605965706,94.0,1.2972375690607736,S3,5·5 | 7·7 | 11·347
846338185,37,5,53,7,19,11,59,22874005,265,133,649,10.6,2.7142857142857144,5.363636363636363,2.3608540011180215,0.9985288301111273,1.6796421711073488,5.039025002336498,True,True,True,A+B+C,5·53,7·19,11·59,37 * 5 * 53 * 7 * 19 * 11 * 59,3.805293034964145,22.0,0.8263131055583885,S7,5·53 | 7·19 | 11·59
846353725,37,5,5,7,7,71,263,22874425,25,49,18673,1.0,1.0,154.32231404958677,0.0,0.0,5.039043363622339,5.039043363622339,False,False,True,C,5·5,7·7,71·263,37 * 5 * 5 * 7 * 7 * 71 * 263,3.6199450849684505,10.0,0.9621621621621622,S7,5·5 | 7·7 | 71·263
846370525,13,5,5,7,31,11,1091,65105425,25,217,12001,1.0,4.428571428571429,99.18181818181819,0.0,1.488077055429833,4.5969547130347,6.085031768464533,False,True,True,B+C,5·5,7·31,11·1091,13 * 5 * 5 * 7 * 31 * 11 * 1091,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 7·31 | 11·1091
846647725,757,5,5,7,7,11,83,1118425,25,49,913,1.0,1.0,7.545454545454546,0.0,0.0,2.0209453349982276,2.0209453349982276,False,False,True,C,5·5,7·7,11·83,757 * 5 * 5 * 7 * 7 * 11 * 83,3.451849461271405,238.0,1.1091149273447822,S2,5·5 | 7·7 | 11·83
846670825,13,5,5,7,1471,11,23,65128525,25,10297,253,1.0,210.14285714285714,2.090909090909091,0.0,5.3477875715461245,0.7375989431307791,6.0853865146769035,False,True,True,B+C,5·5,7·1471,11·23,13 * 5 * 5 * 7 * 1471 * 11 * 23,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 7·1471 | 11·23
846979945,73,5,29,7,7,23,71,11602465,145,49,1633,5.8,1.0,13.49586776859504,1.7578579175523736,0.0,2.602383547373724,4.360241464926098,True,False,True,A+C,5·29,7·7,23·71,73 * 5 * 29 * 7 * 7 * 23 * 71,3.5094643240009464,36.0,1.073594709494568,S5,5·29 | 7·7 | 23·71
846985825,313,5,5,7,7,47,47,2706025,25,49,2209,1.0,1.0,18.25619834710744,0.0,0.0,2.904504657823376,2.904504657823376,False,False,True,C,5·5,7·7,47·47,313 * 5 * 5 * 7 * 7 * 47 * 47,3.0396742861089194,160.0,1.2984025559105432,S2,5·5 | 7·7 | 47·47
847063525,109,5,5,7,367,11,11,7771225,25,2569,121,1.0,52.42857142857143,1.0,0.0,3.959451698999257,0.0,3.959451698999257,False,True,False,B,5·5,7·367,11·11,109 * 5 * 5 * 7 * 367 * 11 * 11,3.4936369679052106,34.0,1.075229357798165,S4,5·5 | 7·367 | 11·11
847115185,37,5,17,7,7,23,239,22895005,85,49,5497,3.4,1.0,45.429752066115704,1.2237754316221157,0.0,3.8161672222639194,5.039942653886035,True,False,True,A+C,5·17,7·7,23·239,37 * 5 * 17 * 7 * 7 * 23 * 239,3.8386140308423924,12.0,0.7974562798092211,S7,5·17 | 7·7 | 23·239
847294525,277,5,5,7,7,11,227,3058825,25,49,2497,1.0,1.0,20.636363636363637,0.0,0.0,3.0270547446830323,3.0270547446830323,False,False,True,C,5·5,7·7,11·227,277 * 5 * 5 * 7 * 7 * 11 * 227,3.2137562825494506,130.0,1.2548736462093864,S3,5·5 | 7·7 | 11·227
847456225,61,5,5,7,7,11,1031,13892725,25,49,11341,1.0,1.0,93.72727272727273,0.0,0.0,4.5403892112185895,4.5403892112185895,False,False,True,C,5·5,7·7,11·1031,61 * 5 * 5 * 7 * 7 * 11 * 1031,3.0903554861863745,34.0,1.2918032786885245,S5,5·5 | 7·7 | 11·1031
847519225,37,5,5,7,19,83,83,22905925,25,133,6889,1.0,2.7142857142857144,56.93388429752066,0.0,0.9985288301111273,4.041890669996455,5.040419500107582,False,True,True,B+C,5·5,7·19,83·83,37 * 5 * 5 * 7 * 19 * 83 * 83,3.6199450849684505,10.0,0.9621621621621622,S7,5·5 | 7·19 | 83·83
847571725,13,5,5,7,3079,11,11,65197825,25,21553,121,1.0,439.85714285714283,1.0,0.0,6.086449998869187,0.0,6.086449998869187,False,True,False,B,5·5,7·3079,11·11,13 * 5 * 5 * 7 * 3079 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 7·3079 | 11·11
847575001,13,17,41,7,7,23,83,65198077,697,49,1909,27.88,1.0,15.776859504132231,3.327909585892323,0.0,2.7585442781290066,6.08645386402133,True,False,True,A+C,17·41,7·7,23·83,13 * 17 * 41 * 7 * 7 * 23 * 83,3.204666771486705,30.0,1.1846374572343008,S10,17·41 | 7·7 | 23·83
847747225,13,5,5,19,127,23,47,65211325,25,2413,1081,1.0,49.244897959183675,8.933884297520661,0.0,3.896805767514405,2.189851272042467,6.086657039556872,False,True,True,B+C,5·5,19·127,23·47,13 * 5 * 5 * 19 * 127 * 23 * 47,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 19·127 | 23·47
847814905,61,5,17,7,7,47,71,13898605,85,49,3337,3.4,1.0,27.578512396694215,1.2237754316221157,0.0,3.317036933154633,4.540812364776748,True,False,True,A+C,5·17,7·7,47·71,61 * 5 * 17 * 7 * 7 * 47 * 71,3.3090244320603164,36.0,1.1270973963355835,S5,5·17 | 7·7 | 47·71
847876645,37,5,773,7,7,11,11,22915585,3865,49,121,154.6,1.0,1.0,5.040841136153322,0.0,0.0,5.040841136153322,True,False,False,A,5·773,7·7,11·11,37 * 5 * 773 * 7 * 7 * 11 * 11,3.4257040887870467,382.0,1.0459913989021363,S7,5·773 | 7·7 | 11·11
847918225,97,5,5,7,19,11,239,8741425,25,133,2629,1.0,2.7142857142857144,21.727272727272727,0.0,0.9985288301111273,3.07856827913314,4.077097109244267,False,True,True,B+C,5·5,7·19,11·239,97 * 5 * 5 * 7 * 19 * 11 * 239,3.366869432803848,40.0,1.1711340206185568,S4,5·5 | 7·19 | 11·239
848052205,13,5,53,7,139,11,23,65234785,265,973,253,10.6,19.857142857142858,2.090909090909091,2.3608540011180215,2.9885637840753785,0.7375989431307791,6.087016728324179,True,True,True,A+B+C,5·53,7·139,11·23,13 * 5 * 53 * 7 * 139 * 11 * 23,3.382439108831205,22.0,1.125689404934688,S10,5·53 | 7·139 | 11·23
848428945,13,5,17,7,19,23,251,65263765,85,133,5773,3.4,2.7142857142857144,47.710743801652896,1.2237754316221157,0.9985288301111273,3.8651566094641927,6.087460871197436,True,True,True,A+B+C,5·17,7·19,23·251,13 * 5 * 17 * 7 * 19 * 23 * 251,3.4157601047094523,12.0,1.0968325791855205,S10,5·17 | 7·19 | 23·251
848484637,13,17,17,7,7,11,419,65268049,289,49,4609,11.56,1.0,38.09090909090909,2.4475508632442313,0.0,3.639975647123767,6.087526510367999,True,False,True,A+C,17·17,7·7,11·419,13 * 17 * 17 * 7 * 7 * 11 * 419,3.6344290505833943,14.0,0.9321266968325792,S10,17·17 | 7·7 | 11·419
848518825,241,5,5,7,31,11,59,3520825,25,217,649,1.0,4.428571428571429,5.363636363636363,0.0,1.488077055429833,1.6796421711073488,3.167719226537182,False,True,True,B+C,5·5,7·31,11·59,241 * 5 * 5 * 7 * 31 * 11 * 59,3.5244913706357366,64.0,1.0489626556016598,S3,5·5 | 7·31 | 11·59
848604757,13,29,41,7,31,11,23,65277289,1189,217,253,47.56,4.428571428571429,2.090909090909091,3.861992071822581,1.488077055429833,0.7375989431307791,6.087668070383193,True,True,True,A+B+C,29·41,7·31,11·23,13 * 29 * 41 * 7 * 31 * 11 * 23,3.0691390575012045,36.0,1.2941709257941385,S10,29·41 | 7·31 | 11·23
848796025,1009,5,5,7,19,11,23,841225,25,133,253,1.0,2.7142857142857144,2.090909090909091,0.0,0.9985288301111273,0.7375989431307791,1.7361277732419063,False,True,True,B+C,5·5,7·19,11·23,1009 * 5 * 5 * 7 * 19 * 11 * 23,3.293284586394379,424.0,1.2162537165510408,S1,5·5 | 7·19 | 11·23
848814505,97,5,17,7,7,11,191,8750665,85,49,2101,3.4,1.0,17.363636363636363,1.2237754316221157,0.0,2.854378155248259,4.078153586870375,True,False,True,A+C,5·17,7·7,11·191,97 * 5 * 17 * 7 * 7 * 11 * 191,3.58553837867779,42.0,1.0064281382656155,S4,5·17 | 7·7 | 11·191
848893045,13,5,17,7,907,11,11,65299465,85,6349,121,3.4,129.57142857142858,1.0,1.2237754316221157,4.864232301059824,0.0,6.088007732681939,True,True,False,A+B,5·17,7·907,11·11,13 * 5 * 17 * 7 * 907 * 11 * 11,3.4157601047094523,12.0,1.0968325791855205,S10,5·17 | 7·907 | 11·11
848911525,73,5,5,7,7,11,863,11628925,25,49,9493,1.0,1.0,78.45454545454545,0.0,0.0,4.362519418285057,4.362519418285057,False,False,True,C,5·5,7·7,11·863,73 * 5 * 5 * 7 * 7 * 11 * 863,3.426323092112505,28.0,1.1287671232876713,S5,5·5 | 7·7 | 11·863
848920345,13,5,53,7,7,47,107,65301565,265,49,5029,10.6,1.0,41.56198347107438,2.3608540011180215,0.0,3.7271858905752238,6.088039891693246,True,False,True,A+C,5·53,7·7,47·107,13 * 5 * 53 * 7 * 7 * 47 * 107,3.382439108831205,22.0,1.125689404934688,S10,5·53 | 7·7 | 47·107
849030325,13,5,5,31,163,11,47,65310025,25,5053,517,1.0,103.12244897959184,4.2727272727272725,0.0,4.635917107181282,1.452252328911688,6.0881694360929695,False,True,True,B+C,5·5,31·163,11·47,13 * 5 * 5 * 31 * 163 * 11 * 47,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 31·163 | 11·47
849058225,109,5,5,19,31,23,23,7789525,25,589,529,1.0,12.020408163265307,4.371900826446281,0.0,2.48660588554096,1.4751978862615585,3.9618037718025185,False,True,True,B+C,5·5,19·31,23·23,109 * 5 * 5 * 19 * 31 * 23 * 23,3.4936369679052106,34.0,1.075229357798165,S4,5·5 | 19·31 | 23·23
849147145,61,5,173,7,19,11,11,13920445,865,133,121,34.6,2.7142857142857144,1.0,3.543853682063679,0.9985288301111273,0.0,4.542382512174806,True,True,False,A+B,5·173,7·19,11·11,61 * 5 * 173 * 7 * 19 * 11 * 11,3.4013537667919156,58.0,1.042092296029565,S5,5·173 | 7·19 | 11·11
849248785,73,5,41,7,67,11,11,11633545,205,469,121,8.2,9.571428571428571,1.0,2.1041341542702074,2.2587824703356527,0.0,4.362916624605861,True,True,False,A+B,5·41,7·67,11·11,73 * 5 * 41 * 7 * 67 * 11 * 11,3.215229758889759,46.0,1.2165720013364516,S5,5·41 | 7·67 | 11·11
849633925,61,5,5,7,19,59,71,13928425,25,133,4189,1.0,2.7142857142857144,34.6198347107438,0.0,0.9985288301111273,3.544426775350294,4.542955605461421,False,True,True,B+C,5·5,7·19,59·71,61 * 5 * 5 * 7 * 19 * 59 * 71,3.0903554861863745,34.0,1.2918032786885245,S5,5·5 | 7·19 | 59·71
849673825,13,5,5,7,19,11,1787,65359525,25,133,19657,1.0,2.7142857142857144,162.45454545454547,0.0,0.9985288301111273,5.090398242361058,6.088927072472185,False,True,True,B+C,5·5,7·19,11·1787,13 * 5 * 5 * 7 * 19 * 11 * 1787,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 7·19 | 11·1787
849881725,1069,5,5,7,7,11,59,795025,25,49,649,1.0,1.0,5.363636363636363,0.0,0.0,1.6796421711073488,1.6796421711073488,False,False,True,C,5·5,7·7,11·59,1069 * 5 * 5 * 7 * 7 * 11 * 59,3.376185933432152,394.0,1.1648269410664174,S1,5·5 | 7·7 | 11·59
849914065,13,5,17,7,7,11,1427,65378005,85,49,15697,3.4,1.0,129.72727272727272,1.2237754316221157,0.0,4.865434344678466,6.0892097763005815,True,False,True,A+C,5·17,7·7,11·1427,13 * 5 * 17 * 7 * 7 * 11 * 1427,3.4157601047094523,12.0,1.0968325791855205,S10,5·17 | 7·7 | 11·1427
849955225,97,5,5,7,7,23,311,8762425,25,49,7153,1.0,1.0,59.11570247933884,0.0,0.0,4.079496582511643,4.079496582511643,False,False,True,C,5·5,7·7,23·311,97 * 5 * 5 * 7 * 7 * 23 * 311,3.366869432803848,40.0,1.1711340206185568,S4,5·5 | 7·7 | 23·311
849998149,13,29,89,7,7,11,47,65384473,2581,49,517,103.24,1.0,4.2727272727272725,4.637056374850413,0.0,1.452252328911688,6.089308703762101,True,False,True,A+C,29·89,7·7,11·47,13 * 29 * 89 * 7 * 7 * 11 * 47,3.185280684381195,56.0,1.2558042499925492,S10,29·89 | 7·7 | 11·47
850011085,541,5,53,7,7,11,11,1571185,265,49,121,10.6,1.0,1.0,2.3608540011180215,0.0,0.0,2.3608540011180215,True,False,False,A,5·53,7·7,11·11,541 * 5 * 53 * 7 * 7 * 11 * 11,3.526022502477673,226.0,1.0523209988490914,S2,5·53 | 7·7 | 11·11
850082233,13,41,269,7,7,11,11,65390941,11029,49,121,441.16,1.0,1.0,6.089407621437946,0.0,0.0,6.089407621437946,True,False,False,A,41·269,7·7,11·11,13 * 41 * 269 * 7 * 7 * 11 * 11,2.7939498083720333,156.0,1.4326147150519262,S10,41·269 | 7·7 | 11·11
850112725,2113,5,5,7,19,11,11,402325,25,133,121,1.0,2.7142857142857144,1.0,0.0,0.9985288301111273,0.0,0.9985288301111273,False,True,False,B,5·5,7·19,11·11,2113 * 5 * 5 * 7 * 19 * 11 * 11,3.0150790007662245,1060.0,1.2997633696166588,S1,5·5 | 7·19 | 11·11
850250665,229,5,17,19,19,11,11,3712885,85,361,121,3.4,7.36734693877551,1.0,1.2237754316221157,1.9970576602222543,0.0,3.22083309184437,True,True,False,A+B,5·17,19·19,11·11,229 * 5 * 17 * 19 * 19 * 11 * 11,3.8712111759603456,36.0,0.766298484459286,S3,5·17 | 19·19 | 11·11
850366825,5737,5,5,7,7,11,11,148225,25,49,121,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,grundzustand,5·5,7·7,11·11,5737 * 5 * 5 * 7 * 7 * 11 * 11,3.04639060302896,2860.0,1.2978211608854804,S1,5·5 | 7·7 | 11·11
850488925,13,5,5,19,19,11,659,65422225,25,361,7249,1.0,7.36734693877551,59.90909090909091,0.0,1.9970576602222543,4.0928282617041365,6.089885921926391,False,True,True,B+C,5·5,19·19,11·659,13 * 5 * 5 * 19 * 19 * 11 * 659,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 19·19 | 11·659
850563805,13,5,17,7,7,23,683,65427985,85,49,15709,3.4,1.0,129.82644628099175,1.2237754316221157,0.0,4.8661985299031985,6.089973961525314,True,False,True,A+C,5·17,7·7,23·683,13 * 5 * 17 * 7 * 7 * 23 * 683,3.4157601047094523,12.0,1.0968325791855205,S10,5·17 | 7·7 | 23·683
850814965,13,5,389,7,19,11,23,65447305,1945,133,253,77.8,2.7142857142857144,2.090909090909091,4.354141431184346,0.9985288301111273,0.7375989431307791,6.090269204426253,True,True,True,A+B+C,5·389,7·19,11·23,13 * 5 * 389 * 7 * 19 * 11 * 23,3.1290147005775104,178.0,1.2985564563970735,S10,5·389 | 7·19 | 11·23
850946005,13,5,53,7,7,71,71,65457385,265,49,5041,10.6,1.0,41.66115702479339,2.3608540011180215,0.0,3.7295692084858896,6.090423209603911,True,False,True,A+C,5·53,7·7,71·71,13 * 5 * 53 * 7 * 7 * 71 * 71,3.382439108831205,22.0,1.125689404934688,S10,5·53 | 7·7 | 71·71
850953565,37,5,41,7,31,11,47,22998745,205,217,517,8.2,4.428571428571429,4.2727272727272725,2.1041341542702074,1.488077055429833,1.452252328911688,5.044463538611728,True,True,True,A+B+C,5·41,7·31,11·47,37 * 5 * 41 * 7 * 31 * 11 * 47,3.408851751745704,28.0,1.0499670402109427,S7,5·41 | 7·31 | 11·47
851229925,13,5,5,7,19,47,419,65479225,25,133,19693,1.0,2.7142857142857144,162.7520661157025,0.0,0.9985288301111273,5.092227976035455,6.090756806146583,False,True,True,B+C,5·5,7·19,47·419,13 * 5 * 5 * 7 * 19 * 47 * 419,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 7·19 | 47·419
851304025,13,5,5,19,151,11,83,65484925,25,2869,913,1.0,58.55102040816327,7.545454545454546,0.0,4.0698985178707385,2.0209453349982276,6.090843852868966,False,True,True,B+C,5·5,19·151,11·83,13 * 5 * 5 * 19 * 151 * 11 * 83,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 19·151 | 11·83
851383225,1297,5,5,7,31,11,11,656425,25,217,121,1.0,4.428571428571429,1.0,0.0,1.488077055429833,0.0,1.488077055429833,False,True,False,B,5·5,7·31,11·11,1297 * 5 * 5 * 7 * 31 * 11 * 11,3.7573231257896564,40.0,0.8277563608326909,S1,5·5 | 7·31 | 11·11
851442865,13,5,197,7,7,23,59,65495605,985,49,1357,39.4,1.0,11.214876033057852,3.673765816303888,0.0,2.417241114238128,6.091006930542016,True,False,True,A+C,5·197,7·7,23·59,13 * 5 * 197 * 7 * 7 * 23 * 59,3.589431303051026,22.0,0.9326044513861773,S10,5·197 | 7·7 | 23·59
851630065,13,5,41,19,139,11,11,65510005,205,2641,121,8.2,53.89795918367347,1.0,2.1041341542702074,3.9870926141865057,0.0,6.091226768456713,True,True,False,A+B,5·41,19·139,11·11,13 * 5 * 41 * 19 * 139 * 11 * 11,2.9859978256127633,28.0,1.349343339587242,S10,5·41 | 19·139 | 11·11
851637325,37,5,5,7,1087,11,11,23017225,25,7609,121,1.0,155.28571428571428,1.0,0.0,5.045266738065896,0.0,5.045266738065896,False,True,False,B,5·5,7·1087,11·11,37 * 5 * 5 * 7 * 1087 * 11 * 11,3.6199450849684505,10.0,0.9621621621621622,S7,5·5 | 7·1087 | 11·11
851645725,181,5,5,7,7,23,167,4705225,25,49,3841,1.0,1.0,31.74380165289256,0.0,0.0,3.4576974827491638,3.4576974827491638,False,False,True,C,5·5,7·7,23·167,181 * 5 * 5 * 7 * 7 * 23 * 167,3.0522786605965706,94.0,1.2972375690607736,S3,5·5 | 7·7 | 23·167
851680225,373,5,5,19,19,11,23,2283325,25,361,253,1.0,7.36734693877551,2.090909090909091,0.0,1.9970576602222543,0.7375989431307791,2.7346566033530335,False,True,True,B+C,5·5,19·19,11·23,373 * 5 * 5 * 19 * 19 * 11 * 23,3.4142024735704153,130.0,1.1378016085790885,S2,5·5 | 19·19 | 11·23
851983825,2749,5,5,7,7,11,23,309925,25,49,253,1.0,1.0,2.090909090909091,0.0,0.0,0.7375989431307791,0.7375989431307791,False,False,True,C,5·5,7·7,11·23,2749 * 5 * 5 * 7 * 7 * 11 * 23,3.175930296722305,1294.0,1.26926154965442,S1,5·5 | 7·7 | 11·23
852016165,13,5,293,7,7,11,83,65539705,1465,49,913,58.6,1.0,7.545454545454546,4.070734696582967,0.0,2.0209453349982276,6.091680031581195,True,False,True,A+C,5·293,7·7,11·83,13 * 5 * 293 * 7 * 7 * 11 * 83,3.543630023269452,42.0,0.9775794171698609,S10,5·293 | 7·7 | 11·83
852076225,13,5,5,7,79,11,431,65544325,25,553,4741,1.0,11.285714285714286,39.18181818181818,0.0,2.423537703411708,3.668212817305377,6.091750520717085,False,True,True,B+C,5·5,7·79,11·431,13 * 5 * 5 * 7 * 79 * 11 * 431,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 7·79 | 11·431
852099325,109,5,5,7,31,11,131,7817425,25,217,1441,1.0,4.428571428571429,11.909090909090908,0.0,1.488077055429833,2.477302050402781,3.965379105832614,False,True,True,B+C,5·5,7·31,11·131,109 * 5 * 5 * 7 * 31 * 11 * 131,3.4936369679052106,34.0,1.075229357798165,S4,5·5 | 7·31 | 11·131
852145525,5749,5,5,7,7,11,11,148225,25,49,121,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,grundzustand,5·5,7·7,11·11,5749 * 5 * 5 * 7 * 7 * 11 * 11,3.0650230686089808,2854.0,1.295738389285093,S1,5·5 | 7·7 | 11·11
852436585,13,5,29,7,7,11,839,65572045,145,49,9229,5.8,1.0,76.27272727272727,1.7578579175523736,0.0,4.334315433668835,6.092173351221209,True,False,True,A+C,5·29,7·7,11·839,13 * 5 * 29 * 7 * 7 * 11 * 839,3.2802323907239512,18.0,1.2063660477453582,S10,5·29 | 7·7 | 11·839
852466825,157,5,5,7,19,23,71,5429725,25,133,1633,1.0,2.7142857142857144,13.49586776859504,0.0,0.9985288301111273,2.602383547373724,3.600912377484851,False,True,True,B+C,5·5,7·19,23·71,157 * 5 * 5 * 7 * 19 * 23 * 71,3.2857470407029474,70.0,1.2203821656050957,S3,5·5 | 7·19 | 23·71
852501265,193,5,149,7,7,11,11,4417105,745,49,121,29.8,1.0,1.0,3.3945083935113587,0.0,0.0,3.3945083935113587,True,False,False,A,5·149,7·7,11·11,193 * 5 * 149 * 7 * 7 * 11 * 11,3.1099409585683158,156.0,1.3050318183398826,S3,5·149 | 7·7 | 11·11
852653725,601,5,5,7,67,11,11,1418725,25,469,121,1.0,9.571428571428571,1.0,0.0,2.2587824703356527,0.0,2.2587824703356527,False,True,False,B,5·5,7·67,11·11,601 * 5 * 5 * 7 * 67 * 11 * 11,3.57969837319331,124.0,0.9996672212978369,S2,5·5 | 7·67 | 11·11
852662965,37,5,17,7,7,11,503,23044945,85,49,5533,3.4,1.0,45.72727272727273,1.2237754316221157,0.0,3.8226948973013686,5.046470328923484,True,False,True,A+C,5·17,7·7,11·503,37 * 5 * 17 * 7 * 7 * 11 * 503,3.8386140308423924,12.0,0.7974562798092211,S7,5·17 | 7·7 | 11·503
852708325,61,5,5,7,151,23,23,13978825,25,1057,529,1.0,21.571428571428573,4.371900826446281,0.0,3.0713696877596113,1.4751978862615585,4.54656757402117,False,True,True,B+C,5·5,7·151,23·23,61 * 5 * 5 * 7 * 151 * 23 * 23,3.0903554861863745,34.0,1.2918032786885245,S5,5·5 | 7·151 | 23·23
852833905,37,5,137,7,19,11,23,23049565,685,133,253,27.4,2.7142857142857144,2.090909090909091,3.3105430133940246,0.9985288301111273,0.7375989431307791,5.04667078663593,True,True,True,A+B+C,5·137,7·19,11·23,37 * 5 * 137 * 7 * 19 * 11 * 23,3.73482169038535,52.0,0.8833300453738411,S7,5·137 | 7·19 | 11·23
852857005,13,5,2213,7,7,11,11,65604385,11065,49,121,442.6,1.0,1.0,6.092666427616949,0.0,0.0,6.092666427616949,True,False,False,A,5·2213,7·7,11·11,13 * 5 * 2213 * 7 * 7 * 11 * 11,3.618211233216532,102.0,0.9040147380861344,S10,5·2213 | 7·7 | 11·11
852958645,73,5,89,7,31,11,11,11684365,445,217,121,17.8,4.428571428571429,1.0,2.8791984572980396,1.488077055429833,0.0,4.367275512727873,True,True,False,A+B,5·89,7·31,11·11,73 * 5 * 89 * 7 * 31 * 11 * 11,3.331371385769749,66.0,1.1782053255348623,S5,5·89 | 7·31 | 11·11
853020025,13,5,5,31,43,11,179,65616925,25,1333,1969,1.0,27.20408163265306,16.272727272727273,0.0,3.303367022068082,2.7894905330423847,6.0928575551104664,False,True,True,B+C,5·5,31·43,11·179,13 * 5 * 5 * 31 * 43 * 11 * 179,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 31·43 | 11·179
853122325,229,5,5,19,31,11,23,3725425,25,589,253,1.0,12.020408163265307,2.090909090909091,0.0,2.48660588554096,0.7375989431307791,3.224204828671739,False,True,True,B+C,5·5,19·31,11·23,229 * 5 * 5 * 19 * 31 * 11 * 23,3.6525422300864037,34.0,0.9310043668122271,S3,5·5 | 19·31 | 11·23
853161925,937,5,5,7,43,11,11,910525,25,301,121,1.0,6.142857142857143,1.0,0.0,1.8152899666382492,0.0,1.8152899666382492,False,True,False,B,5·5,7·43,11·11,937 * 5 * 5 * 7 * 43 * 11 * 11,3.11545481670644,460.0,1.2866595517609394,S1,5·5 | 7·43 | 11·11
853212745,1693,5,17,7,7,11,11,503965,85,49,121,3.4,1.0,1.0,1.2237754316221157,0.0,0.0,1.2237754316221157,True,False,False,A,5·17,7·7,11·11,1693 * 5 * 17 * 7 * 7 * 11 * 11,3.550984236433483,672.0,1.0286786421597582,S1,5·17 | 7·7 | 11·11
853277425,13,5,5,7,7,11,4871,65636725,25,49,53581,1.0,1.0,442.8181818181818,0.0,0.0,6.093159261008172,6.093159261008172,False,False,True,C,5·5,7·7,11·4871,13 * 5 * 5 * 7 * 7 * 11 * 4871,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 7·7 | 11·4871
853374445,61,5,29,7,7,11,179,13989745,145,49,1969,5.8,1.0,16.272727272727273,1.7578579175523736,0.0,2.7894905330423847,4.547348450594758,True,False,True,A+C,5·29,7·7,11·179,61 * 5 * 29 * 7 * 7 * 11 * 179,3.1734967180748157,42.0,1.2366308648954212,S5,5·29 | 7·7 | 11·179
853552609,13,17,149,7,7,23,23,65657893,2533,49,529,101.32,1.0,4.371900826446281,4.618283825133474,0.0,1.4751978862615585,6.093481711395032,True,False,True,A+C,17·149,7·7,23·23,13 * 17 * 149 * 7 * 7 * 23 * 23,3.2686817493210496,80.0,1.1666312369036411,S10,17·149 | 7·7 | 23·23
