n,e,a1,a2,b1,b2,c1,c2,abc_block,P_A,P_B,P_C,R_A,R_B,R_C,logR_A,logR_B,logR_C,logR_sum,excA,excB,excC,exc_combo,sigA,sigB,sigC,Faktorisierung,theta_sum_mod_2pi,wedge_sum,wedge_norm_sum,shell,state_key
648357325,457,5,5,7,67,11,11,1418725,25,469,121,1.0,9.571428571428571,1.0,0.0,2.2587824703356527,0.0,2.2587824703356527,False,True,False,B,5·5,7·67,11·11,457 * 5 * 5 * 7 * 67 * 11 * 11,3.5968722570783065,88.0,0.9838074398249453,S2,5·5 | 7·67 | 11·11
648380005,13,5,53,7,7,23,167,49875385,265,49,3841,10.6,1.0,31.74380165289256,2.3608540011180215,0.0,3.4576974827491638,5.818551483867186,True,False,True,A+C,5·53,7·7,23·167,13 * 5 * 53 * 7 * 7 * 23 * 167,3.382439108831205,22.0,1.125689404934688,S9,5·53 | 7·7 | 23·167
648474673,181,17,17,7,7,11,23,3582733,289,49,253,11.56,1.0,2.090909090909091,2.4475508632442313,0.0,0.7375989431307791,3.1851498063750103,True,False,True,A+C,17·17,7·7,11·23,181 * 17 * 17 * 7 * 7 * 11 * 23,3.4896165523444553,98.0,0.9678258043548911,S3,17·17 | 7·7 | 11·23
648495925,97,5,5,7,151,11,23,6685525,25,1057,253,1.0,21.571428571428573,2.090909090909091,0.0,3.0713696877596113,0.7375989431307791,3.8089686308903903,False,True,True,B+C,5·5,7·151,11·23,97 * 5 * 5 * 7 * 151 * 11 * 23,3.366869432803848,40.0,1.1711340206185568,S4,5·5 | 7·151 | 11·23
648532885,13,5,173,7,7,11,107,49887145,865,49,1177,34.6,1.0,9.727272727272727,3.543853682063679,0.0,2.2749335616635356,5.818787243727215,True,False,True,A+C,5·173,7·7,11·107,13 * 5 * 173 * 7 * 7 * 11 * 107,3.508089439441051,34.0,1.011827478879502,S9,5·173 | 7·7 | 11·107
648800425,13,5,5,7,7,131,311,49907725,25,49,40741,1.0,1.0,336.702479338843,0.0,0.0,5.819199689783645,5.819199689783645,False,False,True,C,5·5,7·7,131·311,13 * 5 * 5 * 7 * 7 * 131 * 311,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·7 | 131·311
648804541,157,17,41,7,7,11,11,4132513,697,49,121,27.88,1.0,1.0,3.327909585892323,0.0,0.0,3.327909585892323,True,False,False,A,17·41,7·7,11·11,157 * 17 * 41 * 7 * 7 * 11 * 11,3.293322653354143,90.0,1.1434811613009348,S3,17·41 | 7·7 | 11·11
648991525,13,5,5,7,7,83,491,49922425,25,49,40753,1.0,1.0,336.801652892562,0.0,0.0,5.819494189994377,5.819494189994377,False,False,True,C,5·5,7·7,83·491,13 * 5 * 5 * 7 * 7 * 83 * 491,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·7 | 83·491
648996205,13,5,101,19,43,11,11,49922785,505,817,121,20.2,16.6734693877551,1.0,3.005682604407159,2.813818796749376,0.0,5.819501401156535,True,True,False,A+B,5·101,19·43,11·11,13 * 5 * 101 * 19 * 43 * 11 * 11,3.5610701153451543,18.0,0.9605483625285606,S9,5·101 | 19·43 | 11·11
649013365,13,5,89,7,31,11,47,49924105,445,217,517,17.8,4.428571428571429,4.2727272727272725,2.8791984572980396,1.488077055429833,1.452252328911688,5.819527841639561,True,True,True,A+B+C,5·89,7·31,11·47,13 * 5 * 89 * 7 * 31 * 11 * 47,3.1021394524927537,48.0,1.3109766637856526,S9,5·89 | 7·31 | 11·47
649159225,13,5,5,19,19,11,503,49935325,25,361,5533,1.0,7.36734693877551,45.72727272727273,0.0,1.9970576602222543,3.8226948973013686,5.819752557523623,False,True,True,B+C,5·5,19·19,11·503,13 * 5 * 5 * 19 * 19 * 11 * 503,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 19·19 | 11·503
649244365,37,5,17,7,7,11,383,17547145,85,49,4213,3.4,1.0,34.81818181818182,1.2237754316221157,0.0,3.5501397163822754,4.7739151480043915,True,False,True,A+C,5·17,7·7,11·383,37 * 5 * 17 * 7 * 7 * 11 * 383,3.8386140308423924,12.0,0.7974562798092211,S6,5·17 | 7·7 | 11·383
649599925,13,5,5,43,43,23,47,49969225,25,1849,1081,1.0,37.734693877551024,8.933884297520661,0.0,3.6305799332764983,2.189851272042467,5.8204312053189655,False,True,True,B+C,5·5,43·43,23·47,13 * 5 * 5 * 43 * 43 * 23 * 47,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 43·43 | 23·47
649783225,13,5,5,7,103,47,59,49983325,25,721,2773,1.0,14.714285714285714,22.917355371900825,0.0,2.6888188391743224,3.131894500019037,5.820713339193359,False,True,True,B+C,5·5,7·103,47·59,13 * 5 * 5 * 7 * 103 * 47 * 59,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·103 | 47·59
649794145,13,5,17,7,7,11,1091,49984165,85,49,12001,3.4,1.0,99.18181818181819,1.2237754316221157,0.0,4.5969547130347,5.820730144656816,True,False,True,A+C,5·17,7·7,11·1091,13 * 5 * 17 * 7 * 7 * 11 * 1091,3.4157601047094523,12.0,1.0968325791855205,S9,5·17 | 7·7 | 11·1091
649974325,13,5,5,7,19,11,1367,49998025,25,133,15037,1.0,2.7142857142857144,124.27272727272727,0.0,0.9985288301111273,4.822478563925579,5.821007394036707,False,True,True,B+C,5·5,7·19,11·1367,13 * 5 * 5 * 7 * 19 * 11 * 1367,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·19 | 11·1367
650048425,13,5,5,19,199,23,23,50003725,25,3781,529,1.0,77.16326530612245,4.371900826446281,0.0,4.3459235057803065,1.4751978862615585,5.821121392041865,False,True,True,B+C,5·5,19·199,23·23,13 * 5 * 5 * 19 * 199 * 23 * 23,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 19·199 | 23·23
650074645,37,5,17,19,43,11,23,17569585,85,817,253,3.4,16.6734693877551,2.090909090909091,1.2237754316221157,2.813818796749376,0.7375989431307791,4.775193171502271,True,True,True,A+B+C,5·17,19·43,11·23,37 * 5 * 17 * 19 * 43 * 11 * 23,3.8386140308423924,12.0,0.7974562798092211,S6,5·17 | 19·43 | 11·23
650440945,37,5,593,7,7,11,11,17579485,2965,49,121,118.6,1.0,1.0,4.775756486563625,0.0,0.0,4.775756486563625,True,False,False,A,5·593,7·7,11·11,37 * 5 * 593 * 7 * 7 * 11 * 11,3.748855856652442,192.0,0.8724488400710998,S6,5·593 | 7·7 | 11·11
650572825,181,5,5,7,19,23,47,3594325,25,133,1081,1.0,2.7142857142857144,8.933884297520661,0.0,0.9985288301111273,2.189851272042467,3.1883801021535945,False,True,True,B+C,5·5,7·19,23·47,181 * 5 * 5 * 7 * 19 * 23 * 47,3.0522786605965706,94.0,1.2972375690607736,S3,5·5 | 7·19 | 23·47
650667325,109,5,5,7,7,11,443,5969425,25,49,4873,1.0,1.0,40.27272727272727,0.0,0.0,3.695674497246765,3.695674497246765,False,False,True,C,5·5,7·7,11·443,109 * 5 * 5 * 7 * 7 * 11 * 443,3.4936369679052106,34.0,1.075229357798165,S4,5·5 | 7·7 | 11·443
650695045,13,5,53,7,223,11,11,50053465,265,1561,121,10.6,31.857142857142858,1.0,2.3608540011180215,3.4612616224048054,0.0,5.822115623522826,True,True,False,A+B,5·53,7·223,11·11,13 * 5 * 53 * 7 * 223 * 11 * 11,3.382439108831205,22.0,1.125689404934688,S9,5·53 | 7·223 | 11·11
650796685,757,5,29,7,7,11,11,859705,145,49,121,5.8,1.0,1.0,1.7578579175523736,0.0,0.0,1.7578579175523736,True,False,False,A,5·29,7·7,11·11,757 * 5 * 29 * 7 * 7 * 11 * 11,3.534990693159846,246.0,1.0539425135516787,S1,5·29 | 7·7 | 11·11
650875225,13,5,5,7,31,11,839,50067325,25,217,9229,1.0,4.428571428571429,76.27272727272727,0.0,1.488077055429833,4.334315433668835,5.822392489098668,False,True,True,B+C,5·5,7·31,11·839,13 * 5 * 5 * 7 * 31 * 11 * 839,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·31 | 11·839
650939905,73,5,53,7,19,11,23,8916985,265,133,253,10.6,2.7142857142857144,2.090909090909091,2.3608540011180215,0.9985288301111273,0.7375989431307791,4.096981774359928,True,True,True,A+B+C,5·53,7·19,11·23,73 * 5 * 53 * 7 * 19 * 11 * 23,3.6116710421082,40.0,0.9929180666838977,S4,5·53 | 7·19 | 11·23
651115465,13,5,41,7,19,11,167,50085805,205,133,1837,8.2,2.7142857142857144,15.181818181818182,2.1041341542702074,0.9985288301111273,2.7200985396183848,5.82276152399972,True,True,True,A+B+C,5·41,7·19,11·167,13 * 5 * 41 * 7 * 19 * 11 * 167,2.9859978256127633,28.0,1.349343339587242,S9,5·41 | 7·19 | 11·167
651184765,97,5,53,7,7,11,47,6713245,265,49,517,10.6,1.0,4.2727272727272725,2.3608540011180215,0.0,1.452252328911688,3.8131063300297097,True,False,True,A+C,5·53,7·7,11·47,97 * 5 * 53 * 7 * 7 * 11 * 47,3.552217382799543,52.0,1.0352849640147832,S4,5·53 | 7·7 | 11·47
651393925,13,5,5,7,211,23,59,50107225,25,1477,1357,1.0,30.142857142857142,11.214876033057852,0.0,3.405947984420753,2.417241114238128,5.823189098658881,False,True,True,B+C,5·5,7·211,23·59,13 * 5 * 5 * 7 * 211 * 23 * 59,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·211 | 23·59
651411865,13,5,17,19,19,23,71,50108605,85,361,1633,3.4,7.36734693877551,13.49586776859504,1.2237754316221157,1.9970576602222543,2.602383547373724,5.823216639218094,True,True,True,A+B+C,5·17,19·19,23·71,13 * 5 * 17 * 19 * 19 * 23 * 71,3.4157601047094523,12.0,1.0968325791855205,S9,5·17 | 19·19 | 23·71
651443485,241,5,17,7,7,11,59,2703085,85,49,649,3.4,1.0,5.363636363636363,1.2237754316221157,0.0,1.6796421711073488,2.9034176027294647,True,False,True,A+C,5·17,7·7,11·59,241 * 5 * 17 * 7 * 7 * 11 * 59,3.7431603165096785,66.0,0.8842567732487185,S2,5·17 | 7·7 | 11·59
651466585,37,5,29,7,19,11,83,17607205,145,133,913,5.8,2.7142857142857144,7.545454545454546,1.7578579175523736,0.9985288301111273,2.0209453349982276,4.7773320826617285,True,True,True,A+B+C,5·29,7·19,11·83,37 * 5 * 29 * 7 * 19 * 11 * 83,3.7030863168568917,18.0,0.9069897483690588,S6,5·29 | 7·19 | 11·83
651475825,13,5,5,7,7,11,3719,50113525,25,49,40909,1.0,1.0,338.09090909090907,0.0,0.0,5.8233148211267,5.8233148211267,False,False,True,C,5·5,7·7,11·3719,13 * 5 * 5 * 7 * 7 * 11 * 3719,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·7 | 11·3719
651591325,61,5,5,7,31,11,179,10681825,25,217,1969,1.0,4.428571428571429,16.272727272727273,0.0,1.488077055429833,2.7894905330423847,4.277567588472218,False,True,True,B+C,5·5,7·31,11·179,61 * 5 * 5 * 7 * 31 * 11 * 179,3.0903554861863745,34.0,1.2918032786885245,S5,5·5 | 7·31 | 11·179
651637525,37,5,5,7,7,11,1307,17611825,25,49,14377,1.0,1.0,118.81818181818181,0.0,0.0,4.777594440825851,4.777594440825851,False,False,True,C,5·5,7·7,11·1307,37 * 5 * 5 * 7 * 7 * 11 * 1307,3.6199450849684505,10.0,0.9621621621621622,S6,5·5 | 7·7 | 11·1307
651836185,13,5,17,7,163,11,47,50141245,85,1141,517,3.4,23.285714285714285,4.2727272727272725,1.2237754316221157,3.147840051751449,1.452252328911688,5.823867812285252,True,True,True,A+B+C,5·17,7·163,11·47,13 * 5 * 17 * 7 * 163 * 11 * 47,3.4157601047094523,12.0,1.0968325791855205,S9,5·17 | 7·163 | 11·47
651857605,109,5,17,7,19,23,23,5980345,85,133,529,3.4,2.7142857142857144,4.371900826446281,1.2237754316221157,0.9985288301111273,1.4751978862615585,3.6975021479948014,True,True,True,A+B+C,5·17,7·19,23·23,109 * 5 * 17 * 7 * 19 * 23 * 23,3.7123059137791525,36.0,0.910523475445224,S4,5·17 | 7·19 | 23·23
651896245,13,5,809,7,7,11,23,50145865,4045,49,253,161.8,1.0,2.090909090909091,5.086361004624392,0.0,0.7375989431307791,5.823959947755171,True,False,True,A+C,5·809,7·7,11·23,13 * 5 * 809 * 7 * 7 * 11 * 23,3.48402991176628,148.0,1.0345916135780167,S9,5·809 | 7·7 | 11·23
651963865,37,5,53,7,7,23,59,17620645,265,49,1357,10.6,1.0,11.214876033057852,2.3608540011180215,0.0,2.417241114238128,4.77809511535615,True,False,True,A+C,5·53,7·7,23·59,37 * 5 * 53 * 7 * 7 * 23 * 59,3.805293034964145,22.0,0.8263131055583885,S6,5·53 | 7·7 | 23·59
652076425,13,5,5,7,367,11,71,50159725,25,2569,781,1.0,52.42857142857143,6.454545454545454,0.0,3.959451698999257,1.8647846042429448,5.824236303242202,False,True,True,B+C,5·5,7·367,11·71,13 * 5 * 5 * 7 * 367 * 11 * 71,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·367 | 11·71
652152025,241,5,5,7,7,47,47,2706025,25,49,2209,1.0,1.0,18.25619834710744,0.0,0.0,2.904504657823376,2.904504657823376,False,False,True,C,5·5,7·7,47·47,241 * 5 * 5 * 7 * 7 * 47 * 47,3.5244913706357366,64.0,1.0489626556016598,S2,5·5 | 7·7 | 47·47
652168825,1621,5,5,7,19,11,11,402325,25,133,121,1.0,2.7142857142857144,1.0,0.0,0.9985288301111273,0.0,0.9985288301111273,False,True,False,B,5·5,7·19,11·11,1621 * 5 * 5 * 7 * 19 * 11 * 11,3.5340910757400428,394.0,1.0405922270203578,S1,5·5 | 7·19 | 11·11
652270225,37,5,5,31,43,23,23,17628925,25,1333,529,1.0,27.20408163265306,4.371900826446281,0.0,3.303367022068082,1.4751978862615585,4.77856490832964,False,True,True,B+C,5·5,31·43,23·23,37 * 5 * 5 * 31 * 43 * 23 * 23,3.6199450849684505,10.0,0.9621621621621622,S6,5·5 | 31·43 | 23·23
652376725,13,5,5,7,199,11,131,50182825,25,1393,1441,1.0,28.428571428571427,11.909090909090908,0.0,3.3473946756691793,2.477302050402781,5.82469672607196,False,True,True,B+C,5·5,7·199,11·131,13 * 5 * 5 * 7 * 199 * 11 * 131,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·199 | 11·131
652622425,13,5,5,7,7,107,383,50201725,25,49,40981,1.0,1.0,338.68595041322317,0.0,0.0,5.825073278045811,5.825073278045811,False,False,True,C,5·5,7·7,107·383,13 * 5 * 5 * 7 * 7 * 107 * 383,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·7 | 107·383
652677025,13,5,5,7,2371,11,11,50205925,25,16597,121,1.0,338.7142857142857,1.0,0.0,5.825156937010092,0.0,5.825156937010092,False,True,False,B,5·5,7·2371,11·11,13 * 5 * 5 * 7 * 2371 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·2371 | 11·11
652769425,193,5,5,7,7,11,251,3382225,25,49,2761,1.0,1.0,22.818181818181817,0.0,0.0,3.1275576663334133,3.1275576663334133,False,False,True,C,5·5,7·7,11·251,193 * 5 * 5 * 7 * 7 * 11 * 251,3.257019313956718,88.0,1.2352331606217617,S3,5·5 | 7·7 | 11·251
652858525,37,5,5,19,307,11,11,17644825,25,5833,121,1.0,119.04081632653062,1.0,0.0,4.779466428643011,0.0,4.779466428643011,False,True,False,B,5·5,19·307,11·11,37 * 5 * 5 * 19 * 307 * 11 * 11,3.6199450849684505,10.0,0.9621621621621622,S6,5·5 | 19·307 | 11·11
653000425,61,5,5,7,67,11,83,10704925,25,469,913,1.0,9.571428571428571,7.545454545454546,0.0,2.2587824703356527,2.0209453349982276,4.279727805333881,False,True,True,B+C,5·5,7·67,11·83,61 * 5 * 5 * 7 * 67 * 11 * 83,3.0903554861863745,34.0,1.2918032786885245,S5,5·5 | 7·67 | 11·83
653181025,97,5,5,7,7,23,239,6733825,25,49,5497,1.0,1.0,45.429752066115704,0.0,0.0,3.8161672222639194,3.8161672222639194,False,False,True,C,5·5,7·7,23·239,97 * 5 * 5 * 7 * 7 * 23 * 239,3.366869432803848,40.0,1.1711340206185568,S4,5·5 | 7·7 | 23·239
653185225,109,5,5,7,283,11,11,5992525,25,1981,121,1.0,40.42857142857143,1.0,0.0,3.6995367485879243,0.0,3.6995367485879243,False,True,False,B,5·5,7·283,11·11,109 * 5 * 5 * 7 * 283 * 11 * 11,3.4936369679052106,34.0,1.075229357798165,S4,5·5 | 7·283 | 11·11
653234725,13,5,5,19,163,11,59,50248825,25,3097,649,1.0,63.204081632653065,5.363636363636363,0.0,4.146368881862577,1.6796421711073488,5.826011052969926,False,True,True,B+C,5·5,19·163,11·59,13 * 5 * 5 * 19 * 163 * 11 * 59,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 19·163 | 11·59
653312737,37,17,41,7,7,11,47,17657101,697,49,517,27.88,1.0,4.2727272727272725,3.327909585892323,0.0,1.452252328911688,4.780161914804011,True,False,True,A+C,17·41,7·7,11·47,37 * 17 * 41 * 7 * 7 * 11 * 47,3.627520697619646,30.0,0.8852611578580014,S6,17·41 | 7·7 | 11·47
653457025,13,5,5,19,43,23,107,50265925,25,817,2461,1.0,16.6734693877551,20.33884297520661,0.0,2.813818796749376,3.0125325047943146,5.82635130154369,False,True,True,B+C,5·5,19·43,23·107,13 * 5 * 5 * 19 * 43 * 23 * 107,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 19·43 | 23·107
653642605,1297,5,17,7,7,11,11,503965,85,49,121,3.4,1.0,1.0,1.2237754316221157,0.0,0.0,1.2237754316221157,True,False,False,A,5·17,7·7,11·11,1297 * 5 * 17 * 7 * 7 * 11 * 11,3.9759920716635984,42.0,0.6630504784797497,S1,5·17 | 7·7 | 11·11
653686165,73,5,41,19,19,11,11,8954605,205,361,121,8.2,7.36734693877551,1.0,2.1041341542702074,1.9970576602222543,0.0,4.101191814492462,True,True,False,A+B,5·41,19·19,11·11,73 * 5 * 41 * 19 * 19 * 11 * 11,3.215229758889759,46.0,1.2165720013364516,S4,5·41 | 19·19 | 11·11
653857225,1009,5,5,7,7,23,23,648025,25,49,529,1.0,1.0,4.371900826446281,0.0,0.0,1.4751978862615585,1.4751978862615585,False,False,True,C,5·5,7·7,23·23,1009 * 5 * 5 * 7 * 7 * 23 * 23,3.293284586394379,424.0,1.2162537165510408,S1,5·5 | 7·7 | 23·23
653871925,109,5,5,7,7,59,83,5998825,25,49,4897,1.0,1.0,40.47107438016529,0.0,0.0,3.700587506105576,3.700587506105576,False,False,True,C,5·5,7·7,59·83,109 * 5 * 5 * 7 * 7 * 59 * 83,3.4936369679052106,34.0,1.075229357798165,S4,5·5 | 7·7 | 59·83
653998345,13,5,1697,7,7,11,11,50307565,8485,49,121,339.4,1.0,1.0,5.827179352800126,0.0,0.0,5.827179352800126,True,False,False,A,5·1697,7·7,11·11,13 * 5 * 1697 * 7 * 7 * 11 * 11,3.5634855695847505,172.0,0.9581795929468293,S9,5·1697 | 7·7 | 11·11
654127705,61,5,173,7,7,11,23,10723405,865,49,253,34.6,1.0,2.090909090909091,3.543853682063679,0.0,0.7375989431307791,4.281452625194458,True,False,True,A+C,5·173,7·7,11·23,61 * 5 * 173 * 7 * 7 * 11 * 23,3.4013537667919156,58.0,1.042092296029565,S5,5·173 | 7·7 | 11·23
654192385,109,5,17,7,7,11,131,6001765,85,49,1441,3.4,1.0,11.909090909090908,1.2237754316221157,0.0,2.477302050402781,3.7010774820248966,True,False,True,A+C,5·17,7·7,11·131,109 * 5 * 17 * 7 * 7 * 11 * 131,3.7123059137791525,36.0,0.910523475445224,S4,5·17 | 7·7 | 11·131
654224725,1033,5,5,7,7,11,47,633325,25,49,517,1.0,1.0,4.2727272727272725,0.0,0.0,1.452252328911688,1.452252328911688,False,False,True,C,5·5,7·7,11·47,1033 * 5 * 5 * 7 * 7 * 11 * 47,3.691616981224488,100.0,0.8929332042594386,S1,5·5 | 7·7 | 11·47
654375865,13,5,29,19,151,11,11,50336605,145,2869,121,5.8,58.55102040816327,1.0,1.7578579175523736,4.0698985178707385,0.0,5.827756435423112,True,True,False,A+B,5·29,19·151,11·11,13 * 5 * 29 * 19 * 151 * 11 * 11,3.2802323907239512,18.0,1.2063660477453582,S9,5·29 | 19·151 | 11·11
654455725,997,5,5,7,31,11,11,656425,25,217,121,1.0,4.428571428571429,1.0,0.0,1.488077055429833,0.0,1.488077055429833,False,True,False,B,5·5,7·31,11·11,997 * 5 * 5 * 7 * 31 * 11 * 11,3.593909302786063,190.0,0.9865596790371114,S1,5·5 | 7·31 | 11·11
654533425,13,5,5,7,7,23,1787,50348725,25,49,41101,1.0,1.0,339.6776859504132,0.0,0.0,5.827997185491837,5.827997185491837,False,False,True,C,5·5,7·7,23·1787,13 * 5 * 5 * 7 * 7 * 23 * 1787,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·7 | 23·1787
654714445,37,5,41,7,19,11,59,17694985,205,133,649,8.2,2.7142857142857144,5.363636363636363,2.1041341542702074,0.9985288301111273,1.6796421711073488,4.782305155488683,True,True,True,A+B+C,5·41,7·19,11·59,37 * 5 * 41 * 7 * 19 * 11 * 59,3.408851751745704,28.0,1.0499670402109427,S6,5·41 | 7·19 | 11·59
654852121,73,17,89,7,7,11,11,8970577,1513,49,121,60.52,1.0,1.0,4.102973888920155,0.0,0.0,4.102973888920155,True,False,False,A,17·89,7·7,11·11,73 * 17 * 89 * 7 * 7 * 11 * 11,3.550040331643691,68.0,1.013499443181921,S4,17·89 | 7·7 | 11·11
654864925,13,5,5,19,31,11,311,50374225,25,589,3421,1.0,12.020408163265307,28.272727272727273,0.0,2.48660588554096,3.3418976393808637,5.828503524921824,False,True,True,B+C,5·5,19·31,11·311,13 * 5 * 5 * 19 * 31 * 11 * 311,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 19·31 | 11·311
654871525,2113,5,5,7,7,11,23,309925,25,49,253,1.0,1.0,2.090909090909091,0.0,0.0,0.7375989431307791,0.7375989431307791,False,False,True,C,5·5,7·7,11·23,2113 * 5 * 5 * 7 * 7 * 11 * 23,3.0150790007662245,1060.0,1.2997633696166588,S1,5·5 | 7·7 | 11·23
654899245,13,5,17,7,43,11,179,50376865,85,301,1969,3.4,6.142857142857143,16.272727272727273,1.2237754316221157,1.8152899666382492,2.7894905330423847,5.82855593130275,True,True,True,A+B+C,5·17,7·43,11·179,13 * 5 * 17 * 7 * 43 * 11 * 179,3.4157601047094523,12.0,1.0968325791855205,S9,5·17 | 7·43 | 11·179
654923269,13,29,293,7,7,11,11,50378713,8497,49,121,339.88,1.0,1.0,5.82859261413534,0.0,0.0,5.82859261413534,True,False,False,A,29·293,7·7,11·11,13 * 29 * 293 * 7 * 7 * 11 * 11,3.6267712551578932,50.0,0.9224070033767575,S9,29·293 | 7·7 | 11·11
654977785,229,5,17,7,19,11,23,2860165,85,133,253,3.4,2.7142857142857144,2.090909090909091,1.2237754316221157,0.9985288301111273,0.7375989431307791,2.959903204864022,True,True,True,A+B+C,5·17,7·19,11·23,229 * 5 * 17 * 7 * 19 * 11 * 23,3.8712111759603456,36.0,0.766298484459286,S3,5·17 | 7·19 | 11·23
654987025,73,5,5,7,79,11,59,8972425,25,553,649,1.0,11.285714285714286,5.363636363636363,0.0,2.423537703411708,1.6796421711073488,4.103179874519057,False,True,True,B+C,5·5,7·79,11·59,73 * 5 * 5 * 7 * 79 * 11 * 59,3.426323092112505,28.0,1.1287671232876713,S4,5·5 | 7·79 | 11·59
655161325,13,5,5,7,19,23,659,50397025,25,133,15157,1.0,2.7142857142857144,125.26446280991736,0.0,0.9985288301111273,4.8304272048349155,5.828956034946042,False,True,True,B+C,5·5,7·19,23·659,13 * 5 * 5 * 7 * 19 * 23 * 659,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·19 | 23·659
655259605,13,5,317,7,7,11,59,50404585,1585,49,649,63.4,1.0,5.363636363636363,4.14946386144318,0.0,1.6796421711073488,5.829106032550529,True,False,True,A+C,5·317,7·7,11·59,13 * 5 * 317 * 7 * 7 * 11 * 59,2.9947695304572064,162.0,1.3473428779422472,S9,5·317 | 7·7 | 11·59
655412485,13,5,389,7,7,23,23,50416345,1945,49,529,77.8,1.0,4.371900826446281,4.354141431184346,0.0,1.4751978862615585,5.829339317445905,True,False,True,A+C,5·389,7·7,23·23,13 * 5 * 389 * 7 * 7 * 23 * 23,3.1290147005775104,178.0,1.2985564563970735,S9,5·389 | 7·7 | 23·23
655508425,13,5,5,79,211,11,11,50423725,25,16669,121,1.0,340.18367346938777,1.0,0.0,5.829485687832461,0.0,5.829485687832461,False,True,False,B,5·5,79·211,11·11,13 * 5 * 5 * 79 * 211 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 79·211 | 11·11
655606525,193,5,5,7,7,47,59,3396925,25,49,2773,1.0,1.0,22.917355371900825,0.0,0.0,3.131894500019037,3.131894500019037,False,False,True,C,5·5,7·7,47·59,193 * 5 * 5 * 7 * 7 * 47 * 59,3.257019313956718,88.0,1.2352331606217617,S3,5·5 | 7·7 | 47·59
655716061,13,17,113,7,31,11,11,50439697,1921,217,121,76.84,4.428571428571429,1.0,4.341725337900356,1.488077055429833,0.0,5.829802393330189,True,True,False,A+B,17·113,7·31,11·11,13 * 17 * 113 * 7 * 31 * 11 * 11,3.1605777140886335,66.0,1.1924078004244585,S9,17·113 | 7·31 | 11·11
655789225,13,5,5,7,151,23,83,50445325,25,1057,1909,1.0,21.571428571428573,15.776859504132231,0.0,3.0713696877596113,2.7585442781290066,5.829913965888618,False,True,True,B+C,5·5,7·151,23·83,13 * 5 * 5 * 7 * 151 * 23 * 83,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·151 | 23·83
655953025,13,5,5,7,31,71,131,50457925,25,217,9301,1.0,4.428571428571429,76.86776859504133,0.0,1.488077055429833,4.342086654645726,5.830163710075559,False,True,True,B+C,5·5,7·31,71·131,13 * 5 * 5 * 7 * 31 * 71 * 131,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·31 | 71·131
655980325,13,5,5,7,2383,11,11,50460025,25,16681,121,1.0,340.42857142857144,1.0,0.0,5.830205328043429,0.0,5.830205328043429,False,True,False,B,5·5,7·2383,11·11,13 * 5 * 5 * 7 * 2383 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 7·2383 | 11·11
656040385,13,5,41,7,139,11,23,50464645,205,973,253,8.2,19.857142857142858,2.090909090909091,2.1041341542702074,2.9885637840753785,0.7375989431307791,5.8302968814763645,True,True,True,A+B+C,5·41,7·139,11·23,13 * 5 * 41 * 7 * 139 * 11 * 23,2.9859978256127633,28.0,1.349343339587242,S9,5·41 | 7·139 | 11·23
656079025,373,5,5,7,19,23,23,1758925,25,133,529,1.0,2.7142857142857144,4.371900826446281,0.0,0.9985288301111273,1.4751978862615585,2.4737267163726857,False,True,True,B+C,5·5,7·19,23·23,373 * 5 * 5 * 7 * 19 * 23 * 23,3.4142024735704153,130.0,1.1378016085790885,S2,5·5 | 7·19 | 23·23
656081965,37,5,53,7,79,11,11,17731945,265,553,121,10.6,11.285714285714286,1.0,2.3608540011180215,2.423537703411708,0.0,4.78439170452973,True,True,False,A+B,5·53,7·79,11·11,37 * 5 * 53 * 7 * 79 * 11 * 11,3.805293034964145,22.0,0.8263131055583885,S6,5·53 | 7·79 | 11·11
656194825,13,5,5,31,31,11,191,50476525,25,961,2101,1.0,19.612244897959183,17.363636363636363,0.0,2.9761541108596656,2.854378155248259,5.830532266107925,False,True,True,B+C,5·5,31·31,11·191,13 * 5 * 5 * 31 * 31 * 11 * 191,3.19709115883551,10.0,1.2615384615384615,S9,5·5 | 31·31 | 11·191
