pair_index,p_start,q_start,start_gap,Qp,Qq,sig_p,sig_q,sig_8,p_mod12,q_mod12,p_mod420,q_mod420,P_E,P_A,P_B,P_C,n_E,n_A,n_B,n_C,log_P_EAB,log_P_CE,log_raw_sqrt_EAB_times_CE,shadow_center_mu_geomean,shadow_start_mu_minus_4,root_1,root_2,root_3,root_4,poly_c4,poly_c3,poly_c2,poly_c1,poly_c0,projected_quad_start,projection_distance,projected_quad,projected_mod12,projected_mod420,projection_equals_left,projection_equals_right,projection_between_pair,model_note,p_mod60,q_mod60,R_11_47,typ_11_47_pfeil,mischung_homogen_gemischt,u_E,u_A,u_B,u_C,E_diag,E_1,E_2,Ptolemy_defect,Ptolemy_energy_norm
13,13001,15641,2640,"(13001,13003,13007,13009)","(15641,15643,15647,15649)",ABCE,ABCE,ABCEABCE,5,5,401,101,203577841.0,203348641.0,203405929.0,203520529.0,2,2,2,2,57.39270569861424,38.262836438130535,47.827771068372385,14264.856637853774,14260.856637853774,14260.856637853774,14262.856637853774,14266.856637853774,14268.856637853774,1.0,-57059.4265514151,1220916789.3911254,-11610801597879.23,4.140660302621641e+16,13001,1259.8566378537744,"(13001,13003,13007,13009)",5,401,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,41,2,41→41,homogen,19.13155900076473,19.13043250723641,19.13071419061309,19.1312774373658,7.138055507352411e-07,6.344938217743171e-07,7.931172896092397e-08,-2.6469779601696886e-23,1.854130972674016e-17
14,15641,15731,90,"(15641,15643,15647,15649)","(15731,15733,15737,15739)",ABCE,CEAB,ABCECEAB,5,11,101,191,246205717.0,246142417.0,246205177.0,246142957.0,2,2,2,2,57.96477464879208,38.64310104352816,48.303937846160125,15690.136872389576,15686.136872389576,15686.136872389576,15688.136872389576,15692.136872389576,15694.136872389576,1.0,-62760.5474895583,1477082350.4459138,-15450415748454.545,6.060478199533991e+16,15731,44.86312761042427,"(15731,15733,15737,15739)",11,191,False,True,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,11,0,41→11,gemischt,19.321677992403597,19.321420857275108,19.321675799113372,19.32142305112456,4.811748562790796e-12,6.499038657809265e-08,6.499519832665545e-08,-1.299807731561853e-07,0.9999259676301223
15,15731,16061,330,"(15731,15733,15737,15739)","(16061,16063,16067,16069)",CEAB,ABCE,CEABABCE,11,5,191,101,252813577.0,252751957.0,252815557.0,252749977.0,2,2,2,2,58.04425284105531,38.696074250148015,48.37016354560166,15899.337316311048,15895.337316311048,15895.337316311048,15897.337316311048,15901.337316311048,15903.337316311048,1.0,-63597.34926524419,1516733542.587046,-16076705051054.254,6.3902236607499096e+16,15731,164.3373163110482,"(15731,15733,15737,15739)",11,191,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,41,0,11→41,gemischt,19.348162925282175,19.34791915866376,19.34817075710937,19.34791132486584,6.135295157878917e-11,6.324092071242323e-08,6.330227366400202e-08,-1.2648184142484646e-07,0.9990307938715686
16,16061,18041,1980,"(16061,16063,16067,16069)","(18041,18043,18047,18049)",ABCE,ABCE,ABCEABCE,5,5,101,401,290029381.0,289756501.0,289824709.0,289961149.0,2,2,2,2,58.45483111258777,38.97075029261063,48.7127907025992,17027.04328437803,17023.04328437803,17023.04328437803,17025.04328437803,17029.04328437803,17031.04328437803,1.0,-68108.17313751212,1739521198.0484977,-19745934701455.445,8.405371831384402e+16,16061,962.043284378029,"(16061,16063,16067,16069)",5,101,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,41,2,41→41,homogen,19.485492789606003,19.4845514765157,19.484786846466065,19.485257503004632,4.984145564752128e-07,4.4303516078947954e-07,5.5379395685733296e-08,0.0,0.0
17,18041,18911,870,"(18041,18043,18047,18049)","(18911,18913,18917,18919)",ABCE,CEAB,ABCECEAB,5,11,401,11,341360737.0,341281597.0,341355517.0,341286817.0,2,2,2,2,58.94510391196589,39.29668414314128,49.12089402755358,18475.09347808892,18471.09347808892,18471.09347808892,18473.09347808892,18477.09347808892,18479.09347808892,1.0,-73900.37391235569,2047974454.144743,-25224345828039.016,1.1650553336087504e+17,18041,430.093478088922,"(18041,18043,18047,18049)",5,401,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,11,0,41→11,gemischt,19.648450355852702,19.648218492118467,19.648435063994718,19.64823378728857,2.33891569086813e-10,4.666876870177447e-08,4.690266027086128e-08,-9.333753740354894e-08,0.9950132557996477
18,18911,19421,510,"(18911,18913,18917,18919)","(19421,19423,19427,19429)",CEAB,ABCE,CEABABCE,11,5,11,101,367460677.0,367387057.0,367463737.0,367383997.0,2,2,2,2,59.166188567941234,39.444045041897624,49.30511680491943,19168.49569220635,19164.49569220635,19164.49569220635,19166.49569220635,19170.49569220635,19172.49569220635,1.0,-76673.98276882542,2204587342.612801,-28172414808817.54,1.3500569930115517e+17,18911,253.49569220635385,"(18911,18913,18917,18919)",11,11,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,41,0,11→41,gemischt,19.722126869531568,19.721926501491115,19.72213519691855,19.721918172366053,6.935984762264121e-11,4.348478431415035e-08,4.355414416177299e-08,-8.69695686283007e-08,0.9984075029148772
19,19421,21011,1590,"(19421,19423,19427,19429)","(21011,21013,21017,21019)",ABCE,CEAB,ABCECEAB,5,11,101,11,408261577.0,408171157.0,408252037.0,408180697.0,2,2,2,2,59.48201107328176,39.654639166164614,49.568325119723184,20204.588760344966,20200.588760344966,20200.588760344966,20202.588760344966,20206.588760344966,20208.588760344966,1.0,-80818.35504137987,2449352421.847949,-32992105069606.16,1.6664797473511722e+17,19421,779.5887603449664,"(19421,19423,19427,19429)",5,101,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,11,0,41→11,gemischt,19.827418647036783,19.827197146852864,19.827395279392114,19.82722051912783,5.461550165349342e-10,3.870943068040914e-08,3.925558569694408e-08,-7.741886136081829e-08,0.9860872024493205
20,21011,22271,1260,"(21011,21013,21017,21019)","(22271,22273,22277,22279)",CEAB,CEAB,CEABCEAB,11,11,11,11,468022549.0,468195709.0,468282301.0,467935981.0,2,2,2,2,59.89300586172794,39.927869086135054,49.910437473931495,21635.42928868342,21631.42928868342,21631.42928868342,21633.42928868342,21637.42928868342,21639.42928868342,1.0,-86541.71715473368,2808550783.033722,-40509467336390.24,2.191099243387575e+17,21011,620.4292886834191,"(21011,21013,21017,21019)",11,11,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,11,-2,11→11,homogen,19.964027034345154,19.964396948092286,19.964581879290503,19.9638420517899,3.0788140857159726e-07,2.736723629793648e-07,3.420904559223249e-08,-6.617444900424222e-24,1.074674325274393e-17
21,22271,25301,3030,"(22271,22273,22277,22279)","(25301,25303,25307,25309)",CEAB,ABCE,CEABABCE,11,5,11,101,563707357.0,563630377.0,563725537.0,563612197.0,2,2,2,2,60.45003309341764,40.29992278322459,50.37497793832111,23741.873622875097,23737.873622875097,23737.873622875097,23739.873622875097,23743.873622875097,23745.873622875097,1.0,-94967.4944915004,3382059358.7474337,-53530949953845.74,3.177312565423987e+17,22271,1466.8736228750968,"(22271,22273,22277,22279)",11,11,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,41,0,11→41,gemischt,20.15004580423504,20.149909234691066,20.15007805449153,20.14987697898955,1.0402546471057575e-09,2.74607896101794e-08,2.8501044257285158e-08,-5.49215792203588e-08,0.9635011742827683
22,25301,31721,6420,"(25301,25303,25307,25309)","(31721,31723,31727,31729)",ABCE,ABCE,ABCEABCE,5,5,101,221,803029261.0,802573021.0,802687069.0,802915189.0,2,2,2,2,61.51071060516908,41.00766135949803,51.259185982333555,28334.550266567,28330.550266567,28330.550266567,28332.550266567,28336.550266567,28338.550266567,1.0,-113338.201066268,4817080412.851671,-90993203975106.0,6.44562869958689e+17,25301,3029.550266566999,"(25301,25303,25307,25309)",5,101,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,41,2,41→41,homogen,20.503901710848623,20.503333400729243,20.503475493591207,20.50375964864941,1.816742195131252e-07,1.6148819505005572e-07,2.018602446306948e-08,-6.617444900424222e-24,1.8212393916314964e-17
23,31721,34841,3120,"(31721,31723,31727,31729)","(34841,34843,34847,34849)",ABCE,ABCE,ABCEABCE,5,5,221,401,1105723921.0,1105191361.0,1105324489.0,1105590769.0,2,2,2,2,62.47045520784718,41.64741175116769,52.05893347950743,33249.22361549583,33245.22361549583,33245.22361549583,33247.22361549583,33251.22361549583,33253.22361549583,1.0,-132996.89446198332,6633065206.199473,-147029511311414.88,1.2221542638624678e+18,31721,1524.22361549583,"(31721,31723,31727,31729)",5,221,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,41,2,41→41,homogen,20.823766089537454,20.823284334298222,20.823404784011498,20.823645661630234,1.3054956173500536e-07,1.1604405484002597e-07,1.4505506894979392e-08,-6.617444900424222e-24,2.5344569573724696e-17
24,34841,43781,8940,"(34841,34843,34847,34849)","(43781,43783,43787,43789)",ABCE,ABCE,ABCEABCE,5,5,401,101,1526002861.0,1525373821.0,1525531069.0,1525845589.0,2,2,2,2,63.43703141848522,42.291732222569266,52.86438182052724,39060.86556648716,39056.86556648716,39056.86556648716,39058.86556648716,39062.86556648716,39064.86556648716,1.0,-156243.46226594865,9154507292.819096,-238388651419865.56,2.3279167511643725e+18,34841,4215.865566487162,"(34841,34843,34847,34849)",5,401,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,41,2,41→41,homogen,21.14591764464309,21.145505345491287,21.14560842835084,21.14581457792617,9.56197069585145e-08,8.499529505353288e-08,1.0624411904981611e-08,8.271806125530277e-24,4.32536680389487e-17
25,43781,51341,7560,"(43781,43783,43787,43789)","(51341,51343,51347,51349)",ABCE,ABCE,ABCEABCE,5,5,101,101,2248521361.0,2247760321.0,2247950569.0,2248331089.0,2,2,2,2,64.60002358861962,43.06699270395771,53.833508146288665,47415.36585270207,47411.36585270207,47411.36585270207,47413.36585270207,47417.36585270207,47419.36585270207,1.0,-189661.46341080827,13489301493.673512,-426400109015543.5,5.054479269668841e+18,43781,3630.365852702067,"(43781,43783,43787,43789)",5,101,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,41,2,41→41,homogen,21.533538664241096,21.533200144521427,21.533284779857095,21.533454039716617,6.446002523168686e-08,5.729780019663947e-08,7.162225035047386e-09,9.098986738083304e-24,7.05785229324614e-17
26,51341,55331,3990,"(51341,51343,51347,51349)","(55331,55333,55337,55339)",ABCE,CEAB,ABCECEAB,5,11,101,311,2841294217.0,2841056917.0,2841270277.0,2841080857.0,2,2,2,2,65.3024845390403,43.53497589569315,54.41873021736672,53302.90137488949,53298.90137488949,53298.90137488949,53300.90137488949,53304.90137488949,53306.90137488949,1.0,-213211.60549955795,17047195749.887177,-605776661095036.9,8.072413376977657e+18,51341,1957.9013748894868,"(51341,51343,51347,51349)",5,101,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,11,0,41→11,gemischt,21.76752549552643,21.76744197376069,21.767517069753165,21.76745040016672,7.099898666006479e-11,5.568361581185639e-09,5.639360567845704e-09,-1.1136723162371278e-08,0.9874100998143506
27,55331,62981,7650,"(55331,55333,55337,55339)","(62981,62983,62987,62989)",CEAB,ABCE,CEABABCE,11,5,311,401,3485370337.0,3485179597.0,3485416237.0,3485133697.0,2,2,2,2,65.9154788663868,43.94361238549134,54.92954562593907,59036.37894657877,59032.37894657877,59032.37894657877,59034.37894657877,59038.37894657877,59040.37894657877,1.0,-236145.51578631508,20911764214.744293,-823036556174462.9,1.2147274469447748e+19,55331,3701.3789465787704,"(55331,55333,55337,55339)",11,311,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,41,0,11→41,gemischt,21.9718401415102,21.971785414120866,21.971853310755737,21.971772243981142,1.7344080378602577e-10,4.4365729352216894e-09,4.610013739007716e-09,-8.873145870443379e-09,0.9623773781152855
28,62981,67211,4230,"(62981,62983,62987,62989)","(67211,67213,67217,67219)",ABCE,CEAB,ABCECEAB,5,11,401,11,4233679657.0,4233393877.0,4233654277.0,4233419257.0,2,2,2,2,66.49893854276469,44.33261318560285,55.41577586418377,65065.85389432205,65061.85389432205,65061.85389432205,65063.85389432205,65067.85389432205,65069.85389432205,1.0,-260263.4155772882,25401392037.98358,-1101842173635467.4,1.792307542875623e+19,62981,2080.8538943220483,"(62981,62983,62987,62989)",5,401,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,11,0,41→11,gemischt,22.166337347136853,22.166269843294124,22.166331352333717,22.166275838466,3.5939875157480053e-11,3.74739939569925e-09,3.78333927085673e-09,-7.4947987913985e-09,0.9905004884350904
29,67211,69491,2280,"(67211,67213,67217,67219)","(69491,69493,69497,69499)",CEAB,CEAB,CEABCEAB,11,11,11,191,4670833009.0,4671379849.0,4671653281.0,4670559601.0,2,2,2,2,66.79410247070457,44.529147997594805,55.66162523414969,68345.09296588362,68341.09296588362,68341.09296588362,68343.09296588362,68347.09296588362,68349.09296588362,1.0,-273380.3718635345,28026310375.091656,-1276973856895029.2,2.181872419441292e+19,67211,1130.0929658836249,"(67211,67213,67217,67219)",11,11,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,11,-2,11→11,homogen,22.264603267238577,22.26472033586224,22.264778867603756,22.26454473035623,3.0836390982443834e-08,2.7410125315837095e-08,3.426265666606741e-09,-1.6543612251060553e-24,2.6824819189248465e-17
30,69491,72221,2730,"(69491,69493,69497,69499)","(72221,72223,72227,72229)",CEAB,ABCE,CEABABCE,11,5,191,401,5019409897.0,5019142837.0,5019426277.0,5019126457.0,2,2,2,2,67.00968469647968,44.67309995630036,55.84139232639002,70847.03996011312,70843.03996011312,70843.03996011312,70845.03996011312,70849.03996011312,70851.03996011312,1.0,-283388.1598404525,30115818406.65919,-1422411058169475.0,2.5193403219266863e+19,69491,1352.0399601131212,"(69491,69493,69497,69499)",11,191,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",11,41,0,11→41,gemischt,22.336578213342055,22.33652500646908,22.33658147666854,22.336521742958308,1.064990114900742e-11,3.1782439326512544e-09,3.1888938338002617e-09,-6.356487865302509e-09,0.99666031492296
31,72221,77261,5040,"(72221,72223,72227,72229)","(77261,77263,77267,77269)",ABCE,ABCE,ABCEABCE,5,5,401,401,5581062601.0,5579866681.0,5580165649.0,5580763609.0,2,2,2,2,67.32756004535685,44.88523647696473,56.10639826116079,74703.30787224785,74699.30787224785,74699.30787224785,74701.30787224785,74705.30787224785,74707.30787224785,1.0,-298813.2314889914,33483505222.335087,-1667552397518656.5,3.1142919980429468e+19,72221,2478.307872247853,"(72221,72223,72227,72229)",5,401,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,41,2,41→41,homogen,22.442645025496823,22.4424307207603,22.44248429909972,22.442591451467905,2.5833667537076498e-08,2.2963260031502544e-08,2.8704075055739543e-09,0.0,0.0
32,77261,79691,2430,"(77261,77263,77267,77269)","(79691,79693,79697,79699)",ABCE,CEAB,ABCECEAB,5,11,401,311,6157798417.0,6157469917.0,6157783837.0,6157484497.0,2,2,2,2,67.62289973617146,45.08191932098484,56.35240952857815,78470.80358353454,78466.80358353454,78466.80358353454,78468.80358353454,78472.80358353454,78474.80358353454,1.0,-313883.21433413815,36946002070.27394,-1932788312342996.0,3.791686294502794e+19,77261,1205.8035835345363,"(77261,77263,77267,77269)",5,401,True,False,True,"normalized quartic shadow: mu=(P_E^2*P_A*P_B*P_C)^(1/10); roots=mu+[-4,-2,2,4]; P(t)=(t-mu)^4-20*(t-mu)^2+64",41,11,0,41→11,gemischt,22.540985150771633,22.54093180236035,22.54098278303949,22.54093417021321,5.606441322893089e-12,2.5934170499392914e-09,2.5990234912621846e-09,-5.186834099878583e-09,0.9978428662373612
