n,e(E),a(A),b(B),c(C),k_ABC,resid_E8_abs_base,resid_E8_rel_base,min_resid_E8_abs_over_units,min_resid_E8_rel_over_units,best_unit_abs_idx,best_unit_rel_idx,pol_E8_axial_mean_deg,pol_E8_axial_spread_1minusR,octo0_count_tol5deg,octo90_count_tol5deg,H_balance_alpha_min,H_balance_alpha_max,H_balance_alpha_range,H_balance_alpha_absmax,improve_abs,improve_rel,stability_score
7121413,13,41,31,431,1,0.004434381731893739,0.03003113305905316,0.004434381731893739,0.03003113305905316,0,0,44.9254385263883,0.4507789014488277,4,4,0.00014990780829518262,0.006658314554437786,0.006508406746142603,0.006658314554437786,0.0,0.0,1.9965397683156632
4364737,13,41,19,431,1,0.004450878722223919,0.0015029196137000007,0.004450878722223919,0.0015029196137000007,0,0,44.92525040579306,0.45455344665350805,4,4,-0.002657516408426055,0.00039356779785306833,0.0030510842062791235,0.002657516408426055,0.0,0.0,1.9799608311521824
5843929,13,149,7,431,1,0.004477221818177953,0.017379339229419078,0.004477221818177953,0.017379339229419078,0,0,44.891487638599706,0.45270918697661133,4,4,-0.019746311998931777,0.006113559555142339,0.025859871554074116,0.019746311998931777,0.0,0.0,1.988026834586113
4431973,13,113,7,431,1,0.004477838985028111,0.0005305198039102458,0.004477838985028111,0.0005305198039102458,0,0,44.918632320459146,0.45293386782045864,4,4,-0.017516204948106896,0.0040817417454274375,0.021597946693534334,0.017516204948106896,0.0,0.0,1.9870406628900916
1608061,13,41,7,431,1,0.0044780656158655814,0.06907044565989887,0.0044780656158655814,0.06907044565989887,0,0,44.92484064357268,0.45319539605100234,4,4,-0.010388636855136224,0.00276000332564612,0.013148640180782344,0.010388636855136224,0.0,0.0,1.9858939917490315
4785313,13,17,367,59,1,0.35785012185849485,0.34890324624963687,0.004639801080971576,0.013586676689829729,8,8,44.910284419134896,0.5925936845862481,4,4,-0.00029533925472070496,0.002184483650074265,0.00247982290479497,0.002184483650074265,0.3532103207775233,0.33531656955980715,1.5187446384680003
6978385,37,5,67,563,1,0.0047333476905735035,0.028445507972233285,0.0047333476905735035,0.028445507972233285,0,0,44.292699024924964,0.520364296538181,4,4,-0.0005647773172280375,0.0012710731627017585,0.001835850479929796,0.0012710731627017585,0.0,0.0,1.729554230436587
5420305,709,5,139,11,1,0.007788044408535012,0.00922710835199582,0.004812295897580962,0.00922710835199582,8,0,17.230184937400963,0.0035527606072589535,0,0,-0.023926540935586632,-0.00022398586889258297,0.02370255506669405,0.023926540935586632,0.00297574851095405,0.0,28.1392054928345
3839185,229,5,7,479,1,0.5160079236485865,0.5214868458481077,0.004861732455505325,0.010340654655026562,8,8,30.877018029757252,0.3847132905643763,8,0,-0.00863749803191559,0.0016988403714788458,0.010336338403394436,0.00863749803191559,0.5111461911930811,0.5111461911930811,2.3393984109082586
6970705,277,5,7,719,1,0.004870276653524399,0.028238699407815697,0.004870276653524399,0.028238699407815697,0,0,39.49660700070613,0.46828076183688694,4,0,0.0005529155752726256,0.014931948281859118,0.014379032706586492,0.014931948281859118,0.0,0.0,1.0677332340228132
