u,v,weight,contexts
353,557,9.85710358961721,5
353,569,9.85710358961721,5
389,509,9.85710358961721,5
389,521,9.85710358961721,5
389,557,9.85710358961721,5
389,569,9.85710358961721,5
401,509,9.85710358961721,5
401,521,9.85710358961721,5
401,557,9.85710358961721,5
401,569,9.85710358961721,5
449,509,9.85710358961721,5
449,521,9.85710358961721,5
449,557,9.85710358961721,5
449,569,9.85710358961721,5
461,509,9.85710358961721,5
461,521,9.85710358961721,5
461,557,9.85710358961721,5
461,569,9.85710358961721,5
509,521,9.85710358961721,5
509,557,9.85710358961721,5
509,569,9.85710358961721,5
521,557,9.85710358961721,5
521,569,9.85710358961721,5
557,569,9.85710358961721,5
5,593,7.5236801649674,4
17,593,7.5236801649674,4
29,593,7.5236801649674,4
41,593,7.5236801649674,4
53,593,7.5236801649674,4
89,593,7.5236801649674,4
101,593,7.5236801649674,4
113,593,7.5236801649674,4
137,593,7.5236801649674,4
149,593,7.5236801649674,4
173,593,7.5236801649674,4
197,593,7.5236801649674,4
233,593,7.5236801649674,4
257,593,7.5236801649674,4
269,593,7.5236801649674,4
281,593,7.5236801649674,4
293,593,7.5236801649674,4
317,593,7.5236801649674,4
353,593,7.5236801649674,4
389,593,7.5236801649674,4
401,593,7.5236801649674,4
449,593,7.5236801649674,4
461,593,7.5236801649674,4
509,593,7.5236801649674,4
521,593,7.5236801649674,4
557,593,7.5236801649674,4
569,593,7.5236801649674,4
5,617,5.112287270068234,3
5,641,5.112287270068234,3
5,653,5.112287270068234,3
5,677,5.112287270068234,3
5,701,5.112287270068234,3
5,761,5.112287270068234,3
5,773,5.112287270068234,3
5,797,5.112287270068234,3
5,809,5.112287270068234,3
5,821,5.112287270068234,3
5,857,5.112287270068234,3
5,881,5.112287270068234,3
5,929,5.112287270068234,3
5,941,5.112287270068234,3
5,953,5.112287270068234,3
17,617,5.112287270068234,3
17,641,5.112287270068234,3
17,653,5.112287270068234,3
17,677,5.112287270068234,3
17,701,5.112287270068234,3
17,761,5.112287270068234,3
17,773,5.112287270068234,3
17,797,5.112287270068234,3
17,809,5.112287270068234,3
17,821,5.112287270068234,3
17,857,5.112287270068234,3
17,881,5.112287270068234,3
17,929,5.112287270068234,3
17,941,5.112287270068234,3
17,953,5.112287270068234,3
29,617,5.112287270068234,3
29,641,5.112287270068234,3
29,653,5.112287270068234,3
29,677,5.112287270068234,3
29,701,5.112287270068234,3
29,761,5.112287270068234,3
29,773,5.112287270068234,3
29,797,5.112287270068234,3
29,809,5.112287270068234,3
29,821,5.112287270068234,3
29,857,5.112287270068234,3
29,881,5.112287270068234,3
29,929,5.112287270068234,3
29,941,5.112287270068234,3
29,953,5.112287270068234,3
41,617,5.112287270068234,3
41,641,5.112287270068234,3
41,653,5.112287270068234,3
41,677,5.112287270068234,3
41,701,5.112287270068234,3
