bits,n,sigma,ring,use_sigma,dir_kind,dir_count,lambdas,base_samples,T,S,score,use_score,B,neighbor_safety,shadow,success_prefilter,factor_prefilter,rank_hit,tested,t_prefilter,success_pipeline,factor_pipeline,t_total,fallback_used
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,50,True,False,False,,,50,0.018464088439941406,True,2521130483,0.033225059509277344,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,False,50,True,False,False,,,50,0.013466835021972656,True,2828600491,0.03470420837402344,True
64,7131270922088867153,A,eisenstein,True,surrogate,240,"1,2,3,5,8,13,21",10,50,50,phase,True,50,True,False,False,,,50,0.020851850509643555,True,2828600491,0.05600380897521973,True
64,7131270922088867153,A,gaussian,False,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,50,True,False,False,,,50,0.013418912887573242,True,2521130483,0.02629709243774414,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,200,True,False,False,,,200,0.04187726974487305,True,2828600491,0.054557085037231445,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,False,200,True,False,False,,,200,0.03612780570983887,True,2828600491,0.0956888198852539,True
64,7131270922088867153,A,eisenstein,True,surrogate,240,"1,2,3,5,8,13,21",10,50,50,phase,True,200,True,False,False,,,200,0.042137861251831055,True,2828600491,0.05677914619445801,True
64,7131270922088867153,A,gaussian,False,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,200,True,False,False,,,200,0.016891956329345703,True,2521130483,0.03174090385437012,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,1000,True,False,False,,,1000,0.15160512924194336,True,2828600491,0.16155123710632324,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,False,1000,True,False,False,,,1000,0.14037299156188965,True,2828600491,0.16932916641235352,True
64,7131270922088867153,A,eisenstein,True,surrogate,240,"1,2,3,5,8,13,21",10,50,50,phase,True,1000,True,False,False,,,1000,0.1448209285736084,True,2828600491,0.20033502578735352,True
64,7131270922088867153,A,gaussian,False,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,1000,True,False,False,,,1000,0.040110111236572266,True,2828600491,0.06336688995361328,True
64,8524684473501168223,B,gaussian,True,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,True,50,True,False,False,,,50,0.009630918502807617,True,3546003011,0.030527830123901367,True
64,8524684473501168223,B,gaussian,True,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,False,50,True,False,False,,,50,0.007085084915161133,True,2404026293,0.03735804557800293,True
