T_K,Korrelation
5.481939799331104041e+03,-1.555768906290763420e-01
5.531772575250835871e+03,-1.416489684160301965e-01
5.581605351170568611e+03,-1.191467003737798486e-01
5.631438127090301350e+03,-1.019675403398112579e-01
5.681270903010033180e+03,-8.818458198048821639e-02
5.731103678929765920e+03,-8.116383170380063461e-02
5.780936454849498659e+03,-7.746073014634946574e-02
5.830769230769230489e+03,-7.223064748194295281e-02
5.880602006688963229e+03,-6.772149430476553933e-02
5.930434782608695969e+03,-5.970349397270775099e-02
5.980267558528427799e+03,-5.117447397901560280e-02
6.030100334448160538e+03,-4.206451629479124321e-02
6.079933110367893278e+03,-3.154944418658513910e-02
6.129765886287625108e+03,-2.058314904034336257e-02
6.179598662207357847e+03,-7.032328681089584053e-03
6.229431438127090587e+03,8.135460146798135020e-03
6.279264214046822417e+03,2.419899140681104274e-02
6.329096989966555157e+03,3.915013952597466013e-02
6.378929765886287896e+03,5.299666007987913208e-02
6.428762541806019726e+03,6.364022304833862054e-02
6.478595317725752466e+03,7.226253649398767243e-02
6.528428093645485205e+03,7.882644838586945479e-02
6.578260869565217035e+03,8.352611692015247946e-02
6.628093645484949775e+03,8.846113416613365921e-02
6.677926421404682515e+03,9.186317508218005967e-02
6.727759197324414345e+03,9.533978079914894044e-02
6.777591973244147084e+03,9.759355419187405734e-02
6.827424749163879824e+03,9.831999808770161553e-02
6.877257525083611654e+03,9.892349487492389792e-02
6.927090301003344393e+03,9.788590657734262679e-02
6.976923076923077133e+03,9.674727558284920703e-02
7.026755852842808963e+03,9.432847707370892176e-02
7.076588628762541703e+03,8.979788072045774561e-02
7.126421404682274442e+03,8.268682169652971647e-02
7.176254180602006272e+03,7.112811979617650326e-02
7.226086956521739012e+03,5.475091314249818514e-02
7.275919732441471751e+03,3.353986084648995225e-02
7.325752508361203581e+03,9.352099865777879079e-03
7.375585284280936321e+03,-1.756016015908059419e-02
7.425418060200669061e+03,-4.140761237000637612e-02
7.475250836120400891e+03,-6.347322700725989419e-02
7.525083612040133630e+03,-7.837006160170868763e-02
7.574916387959866370e+03,-8.449082621087146416e-02
7.624749163879598200e+03,-8.606864327018087790e-02
7.674581939799330939e+03,-7.762748049218942681e-02
7.724414715719063679e+03,-6.771098370858508186e-02
7.774247491638795509e+03,-5.383679881482997948e-02
7.824080267558528249e+03,-3.949981490836206033e-02
7.873913043478260988e+03,-2.974876505804676177e-02
7.923745819397992818e+03,-2.137775647990894368e-02
7.973578595317725558e+03,-1.887596467181882134e-02
8.023411371237458297e+03,-1.818361644697405466e-02
8.073244147157191037e+03,-1.885497752304203523e-02
8.123076923076922867e+03,-2.142217342258263130e-02
8.172909698996655607e+03,-2.095800203824363384e-02
8.222742474916387437e+03,-2.129757991157424715e-02
8.272575250836120176e+03,-1.956063638632583868e-02
8.322408026755852916e+03,-1.745157653503304901e-02
8.372240802675585655e+03,-1.768952025613436743e-02
8.422073578595318395e+03,-1.701724130150725559e-02
8.471906354515049316e+03,-2.013644983574063713e-02
8.521739130434782055e+03,-2.373166927613245408e-02
8.571571906354514795e+03,-2.854397651266829192e-02
8.621404682274247534e+03,-3.456623083724658096e-02
8.671237458193980274e+03,-3.753491230331892220e-02
8.721070234113713013e+03,-4.048873741177528435e-02
8.770903010033443934e+03,-3.990638786016571099e-02
8.820735785953176674e+03,-3.801649359057475419e-02
8.870568561872909413e+03,-3.576540679353462648e-02
8.920401337792642153e+03,-3.214833807128786997e-02
8.970234113712374892e+03,-3.098063247710683421e-02
9.020066889632107632e+03,-3.087588780324194634e-02
9.069899665551838552e+03,-3.440077430833926586e-02
9.119732441471571292e+03,-4.120666117892277797e-02
9.169565217391304031e+03,-4.968262331855771707e-02
9.219397993311036771e+03,-6.044837936372640663e-02
9.269230769230769511e+03,-7.035595756932837286e-02
9.319063545150502250e+03,-8.014569546663033450e-02
9.368896321070233171e+03,-8.752246306695843359e-02
9.418729096989965910e+03,-9.132041384274297569e-02
9.468561872909698650e+03,-9.185165353824302492e-02
9.518394648829431389e+03,-8.821805984993406902e-02
9.568227424749164129e+03,-8.187856238923676977e-02
9.618060200668896869e+03,-7.254317196879302154e-02
9.667892976588627789e+03,-6.174511120545129322e-02
9.717725752508360529e+03,-4.990691120591648350e-02
9.767558528428093268e+03,-3.825201483081344667e-02
9.817391304347826008e+03,-2.769081221159505266e-02
9.867224080267558747e+03,-1.816928982164079873e-02
9.917056856187291487e+03,-1.081660975608033509e-02
9.966889632107024227e+03,-4.614392331720587777e-03
1.001672240802675515e+04,-2.802997761011147651e-04
1.006655518394648789e+04,2.892819215088715968e-03
1.011638795986622063e+04,5.519642762400660783e-03
1.016622073578595337e+04,7.332966043394556835e-03
1.021605351170568611e+04,9.990301178057738735e-03
1.026588628762541884e+04,1.280818123776107133e-02
1.031571906354514977e+04,1.656703270848791307e-02
1.036555183946488251e+04,2.147127130433126863e-02
1.041538461538461524e+04,2.668737191762007854e-02
1.046521739130434798e+04,3.328154195610832228e-02
1.051505016722408072e+04,3.964419143486021951e-02
1.056488294314381346e+04,4.609287718799118944e-02
1.061471571906354438e+04,5.205649105954546219e-02
1.066454849498327712e+04,5.688917614658623584e-02
1.071438127090300986e+04,6.100031997433121023e-02
1.076421404682274260e+04,6.378321365334513326e-02
1.081404682274247534e+04,6.563876604826596184e-02
1.086387959866220808e+04,6.678515907994696243e-02
1.091371237458193900e+04,6.755767673529670947e-02
1.096354515050167174e+04,6.845663093059915771e-02
1.101337792642140448e+04,6.967351761723741821e-02
1.106321070234113722e+04,7.161764666159502191e-02
1.111304347826086996e+04,7.410295056153337612e-02
1.116287625418060270e+04,7.737597921759217789e-02
1.121270903010033362e+04,8.071769003530297748e-02
1.126254180602006636e+04,8.419438258155767518e-02
1.131237458193979910e+04,8.701596179170462131e-02
1.136220735785953184e+04,8.883748345581499173e-02
1.141204013377926458e+04,8.956351062725555201e-02
1.146187290969899732e+04,8.834331920689868223e-02
1.151170568561872824e+04,8.583222775035612151e-02
1.156153846153846098e+04,8.152871265863810557e-02
1.161137123745819372e+04,7.594925456979452483e-02
1.166120401337792646e+04,6.961021728840764700e-02
1.171103678929765920e+04,6.253064311110261009e-02
1.176086956521739194e+04,5.561882245234810868e-02
1.181070234113712286e+04,4.873617966439434956e-02
1.186053511705685560e+04,4.220937012079407219e-02
1.191036789297658834e+04,3.610846398119555573e-02
1.196020066889632108e+04,3.019280867746114427e-02
1.201003344481605382e+04,2.427682041911072980e-02
1.205986622073578656e+04,1.819835667777878335e-02
1.210969899665551748e+04,1.153747685887789726e-02
1.215953177257525022e+04,4.243149992544163925e-03
1.220936454849498296e+04,-3.704371772432467087e-03
1.225919732441471569e+04,-1.263712587540813219e-02
1.230903010033444843e+04,-2.182596455870604649e-02
1.235886287625418117e+04,-3.134004428035616630e-02
1.240869565217391209e+04,-4.072900301344616059e-02
1.245852842809364483e+04,-4.927602934847532395e-02
1.250836120401337757e+04,-5.750553535572049124e-02
1.255819397993311031e+04,-6.419783450635249689e-02
1.260802675585284305e+04,-6.982111446989064385e-02
1.265785953177257579e+04,-7.419892325999877247e-02
1.270769230769230671e+04,-7.697406448661277267e-02
1.275752508361203945e+04,-7.933878306283041748e-02
1.280735785953177219e+04,-8.051524460710293707e-02
1.285719063545150493e+04,-8.130584386207498349e-02
1.290702341137123767e+04,-8.187492672832895335e-02
1.295685618729097041e+04,-8.195075171406568382e-02
1.300668896321070315e+04,-8.258623210143907489e-02
1.305652173913043407e+04,-8.275240547962806059e-02
1.310635451505016681e+04,-8.299904631162739743e-02
1.315618729096989955e+04,-8.299316440394460814e-02
1.320602006688963229e+04,-8.228385458961672005e-02
1.325585284280936503e+04,-8.171180092590969724e-02
1.330568561872909777e+04,-7.997076238119305014e-02
1.335551839464882869e+04,-7.768250802335523175e-02
1.340535117056856143e+04,-7.459495468118254591e-02
1.345518394648829417e+04,-7.053008469598968933e-02
1.350501672240802691e+04,-6.638870706614942441e-02
1.355484949832775965e+04,-6.146339455387444389e-02
1.360468227424749239e+04,-5.660948024467431922e-02
1.365451505016722331e+04,-5.173041350383127124e-02
1.370434782608695605e+04,-4.696111658854559140e-02
1.375418060200668879e+04,-4.286778552616144627e-02
1.380401337792642153e+04,-3.913075144521948462e-02
1.385384615384615427e+04,-3.607718198292794720e-02
1.390367892976588701e+04,-3.360204180124425066e-02
1.395351170568561793e+04,-3.170209034695103262e-02
1.400334448160535067e+04,-3.033275785161315338e-02
1.405317725752508341e+04,-2.951401052555629664e-02
1.410301003344481614e+04,-2.923432788885769670e-02
1.415284280936454888e+04,-2.941172230523709380e-02
1.420267558528428162e+04,-2.999684521030614864e-02
1.425250836120401254e+04,-3.086405950306107121e-02
1.430234113712374528e+04,-3.201435598348750800e-02
1.435217391304347802e+04,-3.326789420336248582e-02
1.440200668896321076e+04,-3.441662797784551808e-02
1.445183946488294350e+04,-3.529122151434067878e-02
1.450167224080267624e+04,-3.563049241153307817e-02
1.455150501672240716e+04,-3.532285548366602412e-02
1.460133779264213990e+04,-3.408301306872039277e-02
1.465117056856187264e+04,-3.184597536471504842e-02
1.470100334448160538e+04,-2.854727030416722225e-02
1.475083612040133812e+04,-2.407488252632205422e-02
1.480066889632107086e+04,-1.897847699777196681e-02
1.485050167224080178e+04,-1.305800530551414970e-02
1.490033444816053452e+04,-6.881341426938008404e-03
1.495016722408026726e+04,-7.480739601146619601e-04
1.500000000000000000e+04,5.284636800883203180e-03
