n,e(E),a(A),b(B),c(C),k_ABC,resid_E8_abs_base,resid_E8_rel_base,min_resid_E8_abs_over_2s,min_resid_E8_rel_over_2s,best_u_abs_idx,best_v_abs_idx,best_u_rel_idx,best_v_rel_idx,theta_best_abs_deg,theta_best_rel_deg,pol_axial_mean_deg,pol_axial_spread_1minusR,octo0_count_tol5deg,octo90_count_tol5deg,tri60_count_tol5deg,tri120_count_tol5deg,H_balance_alpha_at_best_abs,H_balance_alpha_at_best_rel,improve_abs,improve_rel,stability_score,u_a,u_b,u_c,u_d,v_a,v_b,v_c,v_d
2632105,157,5,7,479,1,0.5754499351274174,0.6061422806697075,0.0033946321080050327,0.03408697765029494,9,0,9,0,2.4172654136377796,2.4172654136377796,39.16621113761179,0.4554582710971542,160,0,0,0,0.010617822556010618,0.010617822556010618,0.5720553030194123,0.5720553030194127,263.9037365383674,-0.5,-0.5,-0.5,0.5,-1.0,0.0,0.0,0.0
2809885,13,5,139,311,1,0.5304413658669026,0.556722273074147,0.0034036466489034472,0.029684553856148,9,0,9,0,1.7578242798429242,1.7578242798429242,44.908110766685425,0.595375203349065,128,96,32,0,-0.0009555554783197399,-0.0009555554783197399,0.5270377192179991,0.527037719217999,281.9473879525701,-0.5,-0.5,-0.5,0.5,-1.0,0.0,0.0,0.0
9934981,37,89,7,431,1,0.4477850278809676,0.3924373603149308,0.0034482686488958134,0.029491836038838856,9,8,0,8,5.183090738909853,80.78843937013121,44.05128392925549,0.6660529555620716,96,96,0,0,0.005828652957937178,0.011341682316909582,0.4443367592320718,0.36294552427609195,215.46737511210597,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
4576789,37,41,7,431,1,0.4477852319691993,0.441739224228889,0.003448352570138296,0.0025976551701717685,9,8,9,8,5.182354011864438,5.182354011864438,44.0640364275129,0.666330999099549,96,96,0,0,0.005165264827088249,0.005165264827088249,0.44433687939906097,0.43914156905871726,215.37612199903464,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
5626705,373,5,7,431,1,0.3593405168034588,0.339918052449174,0.0034806559751249487,0.02290312032940979,0,9,0,9,57.92164474334883,57.92164474334883,23.33074170612691,0.20941182792806623,160,0,32,0,0.004065607788233968,0.004065607788233968,0.3558598608283339,0.3170149321197642,570.3107643391954,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
8823505,709,5,19,131,1,0.0079887893761894,0.0399678076583438,0.003483022975926585,0.03991578294588706,0,9,0,8,21.314147789918714,16.586177363609956,17.10004110835374,0.0029779077855347502,0,0,0,0,-0.0029363345423911846,-0.00845644497520318,0.0045057664002628155,5.2024712456737177e-05,248.97495693444108,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
5420305,709,5,139,11,1,0.007788044408535,0.0092271083519958,0.003484756928500587,0.009227108351996043,0,9,0,0,21.230231064313827,16.665215813673605,17.23050216283345,0.003558024381708491,0,0,0,0,0.004945037737227557,-0.0008072898849600625,0.004303287480034413,-2.42861286636753e-16,208.36554886130523,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
3250765,709,5,7,131,1,0.0079929702027324,0.024506247745167,0.003485252280490707,0.019998529822925073,0,9,0,9,21.230227178518934,21.230227178518934,17.059819182355337,0.002862243184126867,0,0,0,0,-0.005602077626355059,-0.005602077626355059,0.004507717922241694,0.0045077179222419266,258.98981704635816,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
6294769,13,29,283,59,1,0.8221297530908203,0.7955148730905396,0.0035330091307740116,0.023081870869506915,0,9,0,9,89.84551743977626,89.84551743977626,44.84855607882961,0.5247395994823607,160,160,0,0,-0.002719751608650739,-0.002719751608650739,0.8185967439600462,0.7724330022210326,452.028679954437,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
3690037,13,17,283,59,1,0.8221297778814713,0.8302256837467599,0.0035330139531806375,0.011628919818469037,0,9,0,9,89.84882620187042,89.84882620187042,44.8531614781066,0.5247821054116788,160,160,0,0,-0.0017681332123542842,-0.0017681332123542842,0.8185967639282907,0.8185967639282908,451.99190586071313,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
8392237,109,17,7,647,1,0.0292028648222568,0.0156154237846425,0.0035684901398093795,0.015615423784642821,0,8,0,0,30.96668539510776,44.023235188318964,41.746445497401844,0.45179465534890106,96,96,0,0,0.0013560265157232679,0.00036576914816653275,0.02563437468244742,-3.209238430557093e-16,314.8355283107216,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5
8923105,37,5,139,347,1,0.7736347406581768,0.7249765298650604,0.003575740072970602,0.05223395086608719,0,9,0,9,88.93327669601437,88.93327669601437,43.68368477760485,0.5355184460214372,96,96,64,0,-0.0007252118305040024,-0.0007252118305040024,0.7700590005852063,0.6727425789989733,265.47189446965393,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
8547889,109,17,7,659,1,0.1010612932773896,0.1470316151583608,0.0035816287624143885,0.049551950643385904,9,9,9,9,37.455267516393114,37.455267516393114,42.0661434528607,0.5082767389930338,96,96,64,0,0.002550157024263482,0.002550157024263482,0.09747966451497521,0.09747966451497489,279.5788822694278,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,0.5
7889965,109,5,31,467,1,0.5686801809749352,0.5277404523023921,0.0036646000417877495,0.0053785929275288625,8,0,9,8,82.28125521057642,3.0208130156952007,40.305598998253345,0.5453324095210619,160,32,64,0,-0.0008651838478523715,-0.0018775715306605047,0.5650155809331475,0.5223618593748632,258.9991144367757,-0.5,-0.5,-0.5,-0.5,-1.0,0.0,0.0,0.0
4835785,109,5,19,467,1,0.568794553376228,0.5591657702936219,0.003684831379991121,0.005943951702615169,8,0,8,0,82.2926075634313,82.2926075634313,40.27831645645486,0.5453673710106055,160,32,64,0,0.003798399140187087,0.003798399140187087,0.5651097219962369,0.5532218185910067,258.5996372354126,-0.5,-0.5,-0.5,-0.5,-1.0,0.0,0.0,0.0
6965305,157,5,19,467,1,0.5775005396803161,0.5444407467551731,0.0036898478185390876,0.02936994510660412,9,0,9,0,1.8752108839211974,1.8752108839211974,39.08845567571778,0.45660674786474,96,0,0,0,-0.004380463880155889,-0.004380463880155889,0.573810691861777,0.515070801648569,155.17788824252975,-0.5,-0.5,-0.5,0.5,-1.0,0.0,0.0,0.0
2566165,157,5,7,467,1,0.5775053190349553,0.6099153558608825,0.003692073010136047,0.036102109836063254,9,0,9,0,1.8476430348644604,1.8476430348644604,39.0743624852808,0.4566045597514532,96,0,0,0,0.012318008933981226,0.012318008933981226,0.5738132460248192,0.5738132460248193,155.1534127438239,-0.5,-0.5,-0.5,0.5,-1.0,0.0,0.0,0.0
1781605,109,5,7,467,1,0.568800009305193,0.6262464174546246,0.003695968474267982,0.06114237662369907,8,0,8,0,82.25453125342878,82.25453125342878,40.26602128115544,0.545280931561481,160,32,64,0,-0.004879904098589691,-0.004879904098589691,0.565104040830925,0.5651040408309256,258.43031335685646,-0.5,-0.5,-0.5,-0.5,-1.0,0.0,0.0,0.0
4785313,13,17,367,59,1,0.3578501218584948,0.3489032462496368,0.003753981109076695,0.012700856717934887,0,8,0,8,7.340514930024305,7.340514930024305,44.92166367220024,0.6667400257084228,96,96,0,0,-0.00013512237876272694,-0.00013512237876272694,0.3540961407494181,0.33620238953170195,210.46103734744335,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5
5378905,313,5,7,491,1,0.4908866559992986,0.4743661071478544,0.003765153674773228,0.012755395176670719,0,9,0,9,79.66669617412515,79.66669617412515,43.1409904085845,0.4332857627198161,0,0,64,0,-0.005803752446857637,-0.005803752446857637,0.4871215023245254,0.46161071197118364,1.6766542517886662,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
3785665,13,5,139,419,1,0.151765921616358,0.1453605924733464,0.0037791868204855735,0.0031229605773155215,8,0,8,9,72.33796783750228,18.999233578960997,44.944293833627036,0.5891419672446214,96,96,32,0,-0.00011523189905403044,0.00021875320395924568,0.1479867347958724,0.1422376318960309,237.74589271900157,-0.5,-0.5,-0.5,-0.5,-1.0,0.0,0.0,0.0
9878089,13,41,43,431,1,0.0038180608463892,0.0511730980473408,0.0038180608463892307,0.01039095664630636,0,0,9,8,22.215618557140978,29.968383884652074,44.92564954887329,0.4413851481166531,96,96,128,0,-2.9841938127769903e-05,-0.0005319077080523179,-3.0791341698588326e-17,0.040782141401034436,316.4400967129011,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
7468321,97,17,7,647,1,0.0064154709312828,0.0310599719120979,0.0038208507007752744,0.031059971912097913,8,9,0,0,35.46199201484606,45.237240593915566,42.78463627563247,0.45976515598569967,96,96,0,0,-0.004530057924514249,-0.00014602121628380692,0.002594620230507526,-1.3877787807814457e-17,303.7284923258928,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5
9848845,37,5,139,383,1,0.5799319027722096,0.5251248483657414,0.003838510802033427,0.05864556520850177,9,8,9,8,1.617338846902452,1.617338846902452,44.01915295369183,0.6278681747303504,96,96,32,0,0.0023058038091731048,0.0023058038091731048,0.5760933919701762,0.4664792831572396,222.12569008611217,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
6428365,157,5,19,431,1,0.6373038352408137,0.6093483690700182,0.003908877854388801,0.024046588316406877,0,9,0,9,83.14175388081469,83.14175388081469,38.65338486822612,0.4723098034089076,96,0,32,0,0.00278980317728832,0.00278980317728832,0.6333949573864249,0.5853017807536114,147.65622517203894,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
2368345,157,5,7,431,1,0.6373092218318445,0.6751698897181393,0.003918337015840517,0.0417790049021355,0,9,0,9,83.11612507910412,83.11612507910412,38.63823670704754,0.47254333913816293,96,0,32,0,-0.0012152597490971268,-0.0012152597490971268,0.6333908848160039,0.6333908848160038,147.48295178569188,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
9995869,13,101,331,23,1,0.5594105122753426,0.5036836895504777,0.004058856660194081,0.05160836823414863,0,9,0,8,87.03873594416389,2.911621160543899,44.8487952310054,0.7081231455045176,128,128,0,0,0.0026387465876209163,-0.006448459215509756,0.5553516556151484,0.4520753213163291,258.1509438007886,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
5758597,13,17,367,71,1,0.3571480333784969,0.3362359884103971,0.0041217176846403214,0.003753259194042836,0,8,9,8,7.662199917060323,7.996415450730885,44.92260765940226,0.666291616210152,96,96,64,0,0.0004148378846858845,0.001711471541639803,0.35302631569385656,0.33248272921635424,205.11847713346864,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5
9324601,13,197,331,11,1,0.559423570344756,0.5080190858258402,0.004126614053620405,0.047277870465295524,8,0,8,0,86.8469888561961,86.8469888561961,44.71506344414864,0.7063316622596014,128,128,0,0,-0.004824476402816626,-0.004824476402816626,0.5552969562911356,0.4607412153605447,257.5643514860038,-0.5,-0.5,-0.5,-0.5,-1.0,0.0,0.0,0.0
8188609,13,173,331,11,1,0.5594328624693679,0.5161564601094265,0.004129674519281559,0.0391467278406606,8,0,8,0,86.89685712580032,86.89685712580032,44.75826898727118,0.7070736319269268,128,128,0,0,-0.003940892552969419,-0.003940892552969419,0.5553031879500863,0.4770097322687659,257.238346505916,-0.5,-0.5,-0.5,-0.5,-1.0,0.0,0.0,0.0
4780633,13,101,331,11,1,0.559444746223847,0.5505614879467708,0.004133588511778273,0.00474966976529797,8,0,8,0,87.00030048934956,87.00030048934956,44.84783098192778,0.7086214512153854,128,128,0,0,-0.003325106563234399,-0.003325106563234399,0.5553111577120687,0.5458118181814728,256.6053887514039,-0.5,-0.5,-0.5,-0.5,-1.0,0.0,0.0,0.0
5281885,229,5,7,659,1,0.0042128459709829,0.0195582443050845,0.00421284597098295,0.019558244305084703,0,0,0,0,17.794890762474964,17.794890762474964,35.192301595061764,0.4144708622494333,96,0,64,0,0.0006767159109092308,0.0006767159109092308,-5.0306980803327406e-17,-2.0469737016526324e-16,164.66285167713704,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
7707505,13,5,283,419,1,0.2126183420563984,0.2520837132749429,0.004356038355640465,0.0351093328629045,0,8,0,8,32.66758532177529,32.66758532177529,44.954897220890224,0.5549780976835529,96,96,96,0,3.780006627147792e-05,3.780006627147792e-05,0.20826230370075793,0.2169743804120384,242.24011976217645,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5
8228245,37,5,79,563,1,0.004364157859789,0.0392155424081476,0.004364157859789076,0.039215542408148,0,0,0,0,40.90062050795542,40.90062050795542,44.3664398550998,0.5800008429053688,96,96,32,0,9.58313280277626e-05,9.58313280277626e-05,-7.632783294297951e-17,-4.0245584642661925e-16,231.65824730290842,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
7121413,13,41,31,431,1,0.0044343817318937,0.0300311330590531,0.004434381731893739,0.013902556542731771,0,0,9,9,23.327943651479952,24.9299521734957,44.924552190758774,0.43656060134743724,96,96,160,0,0.00014990780829518262,-0.0003687805624509599,-3.8163916471489756e-17,0.01612857651632133,306.27643879440615,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
9164389,13,53,283,47,1,0.8232913022510603,0.7729673354752772,0.0044485241117496145,0.04587544266403355,0,9,0,9,89.85091450625502,89.85091450625502,44.823397320416625,0.5195160027594447,160,160,0,0,-0.000413869708688878,-0.000413869708688878,0.8188427781393107,0.7270918928112436,427.6434057922989,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
7089433,13,41,283,47,1,0.8232916046828128,0.7891113770850327,0.004448582913395383,0.029731644684385404,0,9,0,9,89.86487763604211,89.86487763604211,44.84778952767641,0.5196538091225184,160,160,0,0,0.000433615216932585,0.000433615216932585,0.8188430217694175,0.7593797324006473,427.52825984849426,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
5014477,13,29,283,47,1,0.8232916106534485,0.8113080977925322,0.004448584074262483,0.0075349287866542285,0,9,0,9,89.86487176415923,89.86487176415923,44.844069552871645,0.5196835731241545,160,160,0,0,-0.0003259790101327107,-0.0003259790101327107,0.818843026579186,0.803773169005878,427.503739586716,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
2939521,13,17,283,47,1,0.823291635501773,0.8465396265301735,0.0044485889055079,0.02769657993390811,0,9,0,9,89.8682376717408,89.8682376717408,44.84881077879238,0.5197259755980634,160,160,0,0,-0.0002298290110767687,-0.0002298290110767687,0.8188430465962651,0.8188430465962654,427.4687183080083,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
864565,13,5,283,47,1,0.8232916414724091,0.9322794607454972,0.004448590066375215,0.11343640933946336,0,9,0,9,89.87072752296618,89.87072752296618,44.85250188274162,0.5197558711073541,160,160,0,0,-0.00014120750922600242,-0.00014120750922600242,0.8188430514060339,0.8188430514060339,427.4440967095475,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
4364737,13,41,19,431,1,0.0044508787222239,0.0015029196137,0.004450878722223919,0.0015029196136995572,0,0,0,0,22.836992153516242,22.836992153516242,44.92434847514694,0.43948289232966664,96,96,128,0,0.00019889004571363626,0.00019889004571363626,-1.9081958235744878e-17,4.4278816724308e-16,303.8925759832638,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
5843929,13,149,7,431,1,0.0044772218181779,0.017379339229419,0.004477221818177953,0.0012469923871062292,0,0,9,9,22.977346176205522,24.559077323879514,44.89015087144146,0.43770407119982957,96,96,128,0,0.002727909018550957,-0.023731886316607984,-5.2909066017292616e-17,0.01613234684231277,304.57236949744123,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
4431973,13,113,7,431,1,0.0044778389850281,0.0005305198039102,0.004477838985028111,0.0005305198039102458,0,0,0,0,22.992360109400693,22.992360109400693,44.91762976495569,0.4379170357420792,96,96,128,0,0.0009128352026000806,0.0009128352026000806,-1.0408340855860843e-17,-4.575333167888829e-17,304.41127536231784,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
1608061,13,41,7,431,1,0.0044780656158655,0.0690704456598988,0.0044780656158655814,0.06907044565989824,0,0,0,0,22.986283917432814,22.986283917432814,44.92391438602099,0.4381649253666836,96,96,128,0,0.0009233929490838401,0.0009233929490838401,-8.153200337090993e-17,5.551115123125783e-16,304.23429421896316,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
4952365,709,5,127,11,1,0.008048679292952,0.0031266241085695,0.0045712004598088985,0.0031266241085698165,0,9,0,0,20.67762778208644,16.161100114930843,16.991566526016044,0.002628535349100014,0,0,0,0,0.0023865960343870058,-0.00013699582223335272,0.0034774788331431022,-3.165870343657673e-16,260.9910734387365,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
1202005,61,5,7,563,1,0.1121938676964546,0.1973622783907743,0.0045793649003475125,0.022506697374313798,9,9,9,8,20.461610840361924,13.799908197095116,44.698949267148414,0.5978653616045496,96,96,0,0,0.002332653620922419,0.002279153366428219,0.1076145027961071,0.1748555810164605,221.41884664091813,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,0.5
4086817,61,17,7,563,1,0.1121938671358479,0.1135583664071018,0.004579365344191306,0.003214866072937805,9,9,9,9,20.46106126209587,20.46106126209587,44.697973180557554,0.5978514726902697,96,96,0,0,0.0065317362841494945,0.0065317362841494945,0.1076145017916566,0.110343500334164,221.42398375663328,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,0.5
6971629,61,29,7,563,1,0.1121938648027405,0.079076477020217,0.0045793671913612255,0.037696754973884805,9,9,9,9,20.460416464696177,20.460416464696177,44.69671957110534,0.5978317829169579,96,96,0,0,0.0067332876042931564,0.0067332876042931564,0.10761449761137928,0.041379722046332196,221.43124835652216,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,0.5
9856441,61,41,7,563,1,0.1121938642421339,0.0573389337440568,0.004579367635205131,0.05733893374405667,9,9,0,0,20.461889331499634,34.311736949151694,44.69770949298957,0.5978181024270797,96,96,0,0,0.002975116199326043,0.00031129427660689087,0.10761449660692878,1.249000902703301e-16,221.43630884704794,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,0.5
3262585,61,5,19,563,1,0.1121807391774386,0.1284519908118797,0.00458287341479567,0.008441677314210642,9,9,8,9,20.567081747100854,18.8532951685986,44.699621668860146,0.5975158818343191,96,96,0,0,0.0007039887715042906,-0.0002449636777144126,0.10759786576264292,0.12001031349766905,221.49504897797672,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,0.5
5323165,61,5,31,563,1,0.1121727726202268,0.096324586397143,0.004596942136323057,0.0204451283594071,9,9,9,9,20.476075453551324,20.476075453551324,44.70055058320889,0.5970893695706156,96,96,0,0,0.0007210552664800555,0.0007210552664800555,0.10757583048390375,0.07587945803773591,221.43963454442047,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,0.5
7383745,61,5,43,563,1,0.1121232880823962,0.0753677501814986,0.004670682372986645,0.04142622027388424,9,9,9,9,20.322429960436242,20.322429960436242,44.70287153904805,0.5996551095192066,96,96,0,0,0.0003085510740157092,0.0003085510740157092,0.10745260570940955,0.033941529907614364,219.38388939272892,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,0.5
6978385,37,5,67,563,1,0.0047333476905735,0.0284455079722332,0.004733347690573282,0.028445507972233285,0,0,0,0,42.304516989230805,42.304516989230805,44.36237615306587,0.5835351905215461,96,96,32,0,-0.00015376387260077,-0.00015376387260077,2.177077962350893e-16,-8.673617379884035e-17,224.4853868353464,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
5482645,409,5,7,383,1,0.188692347983443,0.1709399583025603,0.004776152821872672,0.009750926106043632,0,9,8,0,40.2141161307911,38.41308799207873,15.916086521105345,0.11096597680804776,192,0,0,0,0.007468110731628075,-0.009223023861552349,0.18391619516157034,0.16118903219651667,1177.0697009301348,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
8255665,409,5,367,11,1,0.2069291330004279,0.1631405199183875,0.004785835361911466,0.0014978567375493331,0,9,8,0,40.38360250442138,37.51951209041222,14.879631496651776,0.09710542842917791,160,0,0,0,0.007551462731973348,-0.0034455730913789465,0.20214329763851643,0.16164266318083814,1121.3263529105884,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
5597545,37,5,79,383,1,0.5912598220201832,0.5721717050646736,0.004834147980095452,0.01425396897541447,9,8,9,8,1.1566845358020519,1.1566845358020519,43.918603805878305,0.620341626589329,96,96,32,0,-0.0023679263019112016,-0.0023679263019112016,0.5864256740400878,0.5579177360892592,209.73121722536857,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
3839185,229,5,7,479,1,0.5160079236485865,0.5214868458481077,0.004861732455505325,0.010340654655026562,8,0,8,0,69.89094986130266,69.89094986130266,30.74086555344094,0.36474705707931776,160,0,64,0,-0.005739169178769006,-0.005739169178769006,0.5111461911930811,0.5111461911930811,297.0047876287158,-0.5,-0.5,-0.5,-0.5,-1.0,0.0,0.0,0.0
6970705,277,5,7,719,1,0.0048702766535243,0.0282386994078156,0.004870276653524399,0.02823869940781581,0,0,0,0,41.36040973203758,41.36040973203758,39.52753201845235,0.45167198851164636,96,0,64,0,0.0005529155752726256,0.0005529155752726256,-9.8879238130678e-17,-2.1163626406917047e-16,144.42040771196454,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
5730205,13,5,199,443,1,0.0048927042309223,0.0157017715560779,0.004892704230922397,0.01208350855542875,0,0,9,9,56.46334289377954,42.429443307585686,44.94553688531515,0.5545209158708126,160,160,96,0,-0.00013991978195923354,-0.00073135272317127,-9.71445146547012e-17,0.003618263000649149,388.6983999093927,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
4478665,37,5,43,563,1,0.0050531342295419,0.0004212669822594,0.005053134229541929,0.00042126698225943454,0,0,0,0,41.45563516154381,41.45563516154381,44.351015437558395,0.5792084916251561,96,96,32,0,0.00023043883577264545,0.00023043883577264545,-2.862293735361732e-17,-3.4531839193663316e-17,221.35773616800125,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
3228805,37,5,31,563,1,0.0050668682982729,0.0220323003538563,0.005066868298272948,0.02203230035385638,0,0,0,0,41.25491186035613,41.25491186035613,44.34927631215114,0.580367290394318,96,96,32,0,2.8302888208111886e-06,2.8302888208111886e-06,-4.85722573273506e-17,-7.979727989493313e-17,220.71438601416529,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
1978945,37,5,19,563,1,0.0051294014718172,0.0553036950062201,0.005129401471817285,0.016636584679269567,0,0,8,9,41.68310880975167,62.20450885524535,44.345365537870954,0.5804056943563902,96,96,32,0,0.0011701281448349861,0.002993909851244236,-8.500145032286355e-17,0.038667110326950534,219.78758075955372,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
3753085,157,5,7,683,1,0.0119859131356145,0.0189620494706274,0.005131353660378016,0.0009794522016792295,9,9,8,9,35.76338438309577,32.230090525667244,41.433156268607604,0.43331433466813907,96,96,0,0,0.005265373691075091,-0.0015685027284437385,0.0068545594752364835,0.01798259726894817,294.35774575748087,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,0.5
4228693,37,29,7,563,1,0.0051323813143908,0.0042576557327179,0.005132381314390892,0.004257655732717925,0,0,0,0,41.642333034093426,41.642333034093426,44.34185073444706,0.5804812959767915,96,96,32,0,-0.0006384446323823427,-0.0006384446323823427,-9.194034422677078e-17,-2.5153490401663703e-17,219.7156812175059,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
729085,37,5,7,563,1,0.0051323843419752,0.1266664949308742,0.0051323843419750605,0.054725815513431426,0,0,8,9,41.645079756810325,62.239776047153114,44.34416104112057,0.5805136488601659,96,96,32,0,-0.00011747130076643056,-0.00013649848790410056,1.3964523981613297e-16,0.07194067941744278,219.70339220228595,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
8998585,37,5,127,383,1,0.5802254211161176,0.5310410252869662,0.005180064381415152,0.05436446021056662,9,8,9,8,1.1418018281623634,1.1418018281623634,44.001542029850874,0.6246187192159677,96,96,32,0,-0.002217977757048625,-0.002217977757048625,0.5750453567347025,0.47667656507639955,203.54854614363055,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
3854785,109,5,643,11,1,0.0360844533546384,0.0412959361799686,0.00523051314312764,1.9030317797680213e-05,0,8,0,8,55.29978540840774,55.29978540840774,41.776225326224896,0.4974504037149843,96,96,64,0,0.0022785780573610862,0.0022785780573610862,0.030853940211510757,0.04127690586217092,254.7370485001661,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5
8060005,109,5,643,23,1,0.036081254106247,0.0062002061631157,0.005235290945699098,0.006200206163115708,0,8,0,0,55.337909651927276,45.97450507173185,41.78256502569289,0.4977518675162499,96,96,64,0,-0.0025184169950587055,0.0001494852675547341,0.0308459631605479,-7.806255641895632e-18,254.50292970889055,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5
9561721,13,113,283,23,1,0.8243837688609273,0.7714157456862506,0.0052546069772003755,0.047713416197476925,0,9,0,9,89.84201456900632,89.84201456900632,44.82946092072436,0.5195129894903434,160,160,0,0,0.019645511159140327,0.019645511159140327,0.819129161883727,0.7237023294887737,405.0482524548173,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
7530913,13,89,283,23,1,0.8243840779378911,0.786381415365425,0.00525466703646061,0.032747995536005575,0,9,0,9,89.84197496140634,89.84197496140634,44.80787344676646,0.5196841930180214,160,160,0,0,-0.015828471169789603,-0.015828471169789603,0.8191294109014305,0.7536334198294194,404.91322038315644,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
4484701,13,53,283,23,1,0.8243846338688302,0.8196648285923653,0.005254775063850526,0.000534969787385714,0,9,0,9,89.85419695850187,89.85419695850187,44.81703242675909,0.5199027151661917,160,160,0,0,-0.009495189919423922,-0.009495189919423922,0.8191298588049797,0.8191298588049796,404.7401639970501,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
3469297,13,41,283,23,1,0.8243849369626234,0.8365685396688385,0.005254833960390458,0.017438436666605862,0,9,0,9,89.86856862552234,89.86856862552234,44.84230106459011,0.5200443278188375,160,160,0,0,0.011574216315843678,0.011574216315843678,0.8191301030022329,0.8191301030022327,404.6283876828384,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
2453893,13,29,283,23,1,0.8243849429463289,0.85983096034581,0.005254835123130927,0.04070085252261176,0,9,0,9,89.86856274685996,89.86856274685996,44.838446362098594,0.5200749099511919,160,160,0,0,-0.00784182677021849,-0.00784182677021849,0.819130107823198,0.8191301078231982,404.60456339583664,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
1438489,13,17,283,23,1,0.8243849678490477,0.8968057857465883,0.005254839962173057,0.07767565785971386,0,9,0,9,89.87202718622837,89.87202718622837,44.84335774722335,0.5201184824133618,160,160,0,0,-0.005174554209605087,-0.005174554209605087,0.8191301278868747,0.8191301278868744,404.5705397391154,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.5
