sector_S,sector_support,sector_type,log_mB,C_fam,kappa13,log_mult
"(0, 0, 0, 1)",1,C,8.23403420769204,0.0,0.17749719122352436,2.3978952727983707
"(0, 0, 0, 1)",1,C,8.237214703349489,0.0,0.1774433906953495,2.3978952727983707
"(0, 0, 0, 1)",1,C,8.24354550792826,0.0,0.1773363977368731,2.3978952727983707
"(0, 0, 0, 1)",1,C,8.247220052745229,0.0,0.41648343735145427,2.3978952727983707
"(0, 0, 0, 1)",1,C,8.253488028345904,0.0,0.1771686268393324,2.3978952727983707
"(0, 0, 0, 1)",1,C,8.25608813381491,0.0,0.17712480504203224,2.3978952727983707
"(0, 0, 0, 1)",1,C,8.259199362666282,0.0,0.17707239745947084,2.3978952727983707
"(0, 0, 0, 1)",1,C,8.268988209506656,0.0,0.1769077107315406,2.3978952727983707
"(0, 0, 0, 1)",1,C,8.271548374755515,0.0,0.1768646894875419,2.3978952727983707
"(0, 0, 0, 1)",1,C,8.274611946209552,0.0,0.1768132365808578,2.3978952727983707
"(0, 0, 0, 1)",1,C,8.280711075662847,0.0,0.17671089074492785,2.3978952727983707
"(0, 0, 0, 1)",1,C,8.28121766128665,0.0,0.4150950466812143,2.3978952727983707
"(0, 0, 0, 1)",1,C,8.295798110636145,0.0,0.17645823490854332,2.3978952727983707
"(0, 0, 0, 1)",1,C,8.2987883944492,0.0,0.17640824412246364,2.3978952727983707
"(0, 0, 0, 1)",1,C,8.313607139317558,0.0,0.17616092753033374,2.3978952727983707
"(0, 0, 0, 1)",1,C,8.316544717929398,0.0,0.17611198369507006,2.3978952727983707
"(0, 0, 0, 1)",1,C,8.322880021769905,0.0,0.17600652233449537,2.3978952727983707
"(0, 0, 0, 1)",1,C,8.325306029752582,0.0,0.1759661711053428,2.3978952727983707
"(0, 0, 0, 1)",1,C,8.328209491748732,0.0,0.17591790292116527,2.3978952727983707
"(0, 0, 0, 1)",1,C,8.340217320947035,0.0,0.16569900537585786,2.302585092994046
"(0, 0, 0, 1)",1,C,8.345455428161928,0.0,0.16561605082151196,2.302585092994046
"(0, 0, 0, 1)",1,C,8.345930261979017,0.0,0.4053401511904965,2.302585092994046
"(0, 0, 0, 1)",1,C,8.356789669923213,0.0,0.16543683848533872,2.302585092994046
"(0, 0, 0, 1)",1,C,8.359603270841466,0.0,0.16539241130567492,2.302585092994046
"(0, 0, 0, 1)",1,C,8.36240897761537,0.0,0.1653481326248415,2.302585092994046
"(0, 0, 0, 1)",1,C,8.387312270561717,0.0,0.16495615834514474,2.302585092994046
"(0, 0, 0, 1)",1,C,8.38776764397578,0.0,0.1649490082022263,2.302585092994046
"(0, 0, 0, 1)",1,C,8.400884069015854,0.0,0.16474332462880015,2.302585092994046
"(0, 0, 0, 1)",1,C,8.40357646462927,0.0,0.16470116785236735,2.302585092994046
"(0, 0, 0, 1)",1,C,8.416930769477844,0.0,0.1644923896365523,2.302585092994046
"(0, 0, 0, 1)",1,C,8.42222295382501,0.0,0.16440979975233225,2.302585092994046
"(0, 0, 0, 1)",1,C,8.430109084509125,0.0,0.16428688307510667,2.302585092994046
"(0, 0, 0, 1)",1,C,8.435766192720509,0.0,0.4017781539782078,2.302585092994046
"(0, 0, 0, 1)",1,C,8.443115988019922,0.0,0.16408455442161332,2.302585092994046
"(0, 0, 0, 1)",1,C,8.450839690866216,0.0,0.16396464508018638,2.302585092994046
"(0, 0, 0, 1)",1,C,8.453401058328458,0.0,0.16392491906774925,2.302585092994046
"(0, 0, 0, 1)",1,C,8.455955881945048,0.0,0.16388531379470966,2.302585092994046
"(0, 0, 0, 1)",1,C,8.464003362902119,0.0,0.4006715438766707,2.302585092994046
"(0, 0, 0, 1)",1,C,8.46611040118692,0.0,0.16372808661260815,2.302585092994046
"(0, 0, 0, 1)",1,C,8.473659189392508,0.0,0.16361140129729762,2.302585092994046
"(0, 0, 0, 1)",1,C,8.476162841858246,0.0,0.16357273797750885,2.302585092994046
"(0, 0, 0, 1)",1,C,8.491054533806542,0.0,0.16334314757417445,2.302585092994046
"(0, 0, 0, 1)",1,C,8.491465042843506,0.0,0.3996012009414256,2.302585092994046
"(0, 0, 0, 1)",1,C,8.496378051702317,0.0,0.16326122995172226,2.302585092994046
"(0, 0, 0, 1)",1,C,8.50086053679534,0.0,0.16319231797405367,2.302585092994046
"(0, 0, 0, 1)",1,C,8.503297086224126,0.0,0.16315488390763125,2.302585092994046
"(0, 0, 0, 1)",1,C,8.505727713306959,0.0,0.16311755800279887,2.302585092994046
"(0, 0, 0, 1)",1,C,8.51057131510735,0.0,0.1630432283706512,2.302585092994046
"(0, 0, 0, 1)",1,C,8.517793011488205,0.0,0.16293253083096193,2.302585092994046
"(0, 0, 0, 1)",1,C,8.522976436171964,0.0,0.16285316984869294,2.302585092994046
"(0, 0, 0, 1)",1,C,8.524962928680598,0.0,0.1628227761608116,2.302585092994046
"(0, 0, 0, 1)",1,C,8.525359754082631,0.0,0.1628167060264185,2.302585092994046
"(0, 0, 0, 1)",1,C,8.527341522468053,0.0,0.16278639823265798,2.302585092994046
"(0, 0, 0, 1)",1,C,8.534443544822764,0.0,0.16267787778600845,2.302585092994046
"(0, 0, 0, 1)",1,C,8.536799721055155,0.0,0.16264190697983905,2.302585092994046
"(0, 0, 0, 1)",1,C,8.544224530467268,0.0,0.39756093923283825,2.302585092994046
"(0, 0, 0, 1)",1,C,8.546169299652755,0.0,0.16249902321549498,2.302585092994046
"(0, 0, 0, 1)",1,C,8.550821372396221,0.0,0.16242817383810465,2.302585092994046
"(0, 0, 0, 1)",1,C,8.560444233410552,0.0,0.16228181780104448,2.302585092994046
"(0, 0, 0, 1)",1,C,8.562357743370612,0.0,0.162252746393619,2.302585092994046
"(0, 0, 0, 1)",1,C,8.569595870209286,0.0,0.39658726004781897,2.302585092994046
"(0, 0, 0, 1)",1,C,8.571491964823617,0.0,0.1621141167443715,2.302585092994046
"(0, 0, 0, 1)",1,C,8.57602797713713,0.0,0.1620453622258448,2.302585092994046
"(0, 0, 0, 1)",1,C,8.585038738311304,0.0,0.1619089552934028,2.302585092994046
"(0, 0, 0, 1)",1,C,8.591743922680534,0.0,0.16180760020076052,2.302585092994046
"(0, 0, 0, 1)",1,C,8.593969030218288,0.0,0.16177399377555066,2.302585092994046
"(0, 0, 0, 1)",1,C,8.594339400592892,0.0,0.39564229137081147,2.302585092994046
"(0, 0, 0, 1)",1,C,8.607216694063826,0.0,0.16157420028499506,2.302585092994046
"(0, 0, 0, 1)",1,C,8.609407675404048,0.0,0.16154120491844393,2.302585092994046
"(0, 0, 0, 1)",1,C,8.61195776786066,0.0,0.161502818502017,2.302585092994046
"(0, 0, 0, 1)",1,C,8.613775289262481,0.0,0.1614754706166844,2.302585092994046
"(0, 0, 0, 1)",1,C,8.615951963439501,0.0,0.16144273086203034,2.302585092994046
"(0, 0, 0, 1)",1,C,8.618123909994678,0.0,0.1614100754966588,2.302585092994046
"(0, 0, 0, 1)",1,C,8.618485442898109,0.0,0.3947245045834859,2.302585092994046
"(0, 0, 0, 1)",1,C,8.628913441026645,0.0,0.151284956659383,2.1972245773362196
"(0, 0, 0, 1)",1,C,8.637462023807181,0.0,0.15116325178646156,2.1972245773362196
"(0, 0, 0, 1)",1,C,8.639587799629844,0.0,0.15113301793763792,2.1972245773362196
"(0, 0, 0, 1)",1,C,8.645938147306799,0.0,0.6219484134237399,2.1972245773362196
"(0, 0, 0, 1)",1,C,8.650149418664864,0.0,0.15098298504017882,2.1972245773362196
"(0, 0, 0, 1)",1,C,8.660947155060933,0.0,0.150829906653844,2.1972245773362196
"(0, 0, 0, 1)",1,C,8.662677858158219,0.0,0.15080539961254205,2.1972245773362196
"(0, 0, 0, 1)",1,C,8.66681936537205,0.0,0.15074678761406476,2.1972245773362196
"(0, 0, 0, 1)",1,C,8.66888370465667,0.0,0.38563714160692697,2.1972245773362196
"(0, 0, 0, 1)",1,C,8.672999642554437,0.0,0.15065940721888557,2.1972245773362196
"(0, 0, 0, 1)",1,C,8.67709870892586,0.0,0.15060150824787827,2.1972245773362196
"(0, 0, 0, 1)",1,C,8.679141958402255,0.0,0.1505726641919119,2.1972245773362196
"(0, 0, 0, 1)",1,C,8.681520484837913,0.0,0.15053910107333782,2.1972245773362196
