k,t_k,Delta_t,n_k,mod12,label,q_e,q_a,q_b,q_c,sigma_t,Delta_eff,T,S_ent,u_e,u_a,u_b,u_c,u_norm
1445,14179.107024743711,9.804146199607716,14179,7,B,0.0,0.0,1.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,1.0,1.0
1446,14188.914071492194,9.807046748483042,14189,5,A,0.0,1.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1447,14198.725886653305,9.811815161110907,14199,3,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1448,14208.527897200003,9.8020105466984,14209,1,E,1.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1449,14218.337257241605,9.80936004160067,14218,10,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1450,14228.146116534803,9.808859293197754,14228,8,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1451,14237.951154807108,9.805038272304891,14238,6,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1452,14247.759320804113,9.808165997004844,14248,4,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1453,14257.564138094074,9.804817289961903,14258,2,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1454,14267.378221937364,9.814083843290268,14267,11,C,0.0,0.0,0.0,1.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1455,14277.183640028157,9.805418090792406,14277,9,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1456,14286.989729852232,9.806089824074101,14287,7,B,0.0,0.0,1.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,1.0,1.0
1457,14296.794402281048,9.804672428816803,14297,5,A,0.0,1.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1458,14306.59430245226,9.7999001712123,14307,3,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1459,14316.399193447996,9.804890995736237,14316,0,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1460,14326.205812337877,9.80661888988171,14326,10,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1461,14336.01685881824,9.8110464803625,14336,8,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1462,14345.824384661408,9.807525843167458,14346,6,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1463,14355.629533070905,9.805148409497729,14356,4,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1464,14365.435551464772,9.8060183938664,14365,1,E,1.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,1.0,1.0
1465,14375.242502901881,9.806951437108381,14375,11,C,0.0,0.0,0.0,1.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1466,14385.046989786251,9.80448688436992,14385,9,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1467,14394.855179583199,9.808189796948612,14395,7,B,0.0,0.0,1.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,1.0,1.0
1468,14404.666659321001,9.811479737801488,14405,5,A,0.0,1.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1469,14414.471201397591,9.804542076589822,14414,2,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1470,14424.281224128334,9.810022730742835,14424,0,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1471,14434.090091171402,9.808867043067174,14434,10,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1472,14443.897775039475,9.80768386807431,14444,8,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1473,14453.703974818396,9.806199778921595,14454,6,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1474,14463.510962696582,9.806987878186769,14464,4,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1475,14473.31601336585,9.805050669267493,14473,1,E,1.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,1.0,1.0
1476,14483.128232080124,9.812218714274495,14483,11,C,0.0,0.0,0.0,1.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1477,14492.931534548497,9.803302468374557,14493,9,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1478,14502.741304002528,9.80976945403057,14503,7,B,0.0,0.0,1.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,1.0,1.0
1479,14512.552520760195,9.811216757667534,14513,5,A,0.0,1.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1480,14522.357202461188,9.804681700993042,14522,2,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1481,14532.167079744142,9.809877282954606,14532,0,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1482,14541.973391376827,9.806311632684533,14542,10,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1483,14551.77941820305,9.806026826223523,14552,8,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1484,14561.584967254856,9.805549051805391,14562,6,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1485,14571.385145607606,9.800178352749832,14571,3,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1486,14581.192866738826,9.807721131218623,14581,1,E,1.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,1.0,1.0
1487,14591.00371303199,9.810846293165445,14591,11,C,0.0,0.0,0.0,1.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1488,14600.807063244256,9.80335021226618,14601,9,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1489,14610.61582913918,9.808765894924981,14611,7,B,0.0,0.0,1.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1490,14620.421341058336,9.80551191915501,14620,4,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1491,14630.22333751016,9.801996451824992,14630,2,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1492,14640.032628731806,9.809291221644942,14640,0,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1493,14649.844321141069,9.811692409262697,14650,10,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1494,14659.647358944767,9.80303780369839,14660,8,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1495,14669.453921184033,9.80656223926588,14669,5,A,0.0,1.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1496,14679.254706668202,9.800785484168703,14679,3,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1497,14689.060369320703,9.805662652501223,14689,1,E,1.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,1.0,1.0
1498,14698.86787460905,9.807505288346205,14699,11,C,0.0,0.0,0.0,1.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1499,14708.679800361057,9.811925752007161,14709,9,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1500,14718.49104451711,9.811244156052641,14718,6,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1501,14728.302585005194,9.811540488084717,14728,4,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1502,14738.106555026006,9.803970020812699,14738,2,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1503,14747.911508789319,9.804953763312039,14748,0,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1504,14757.711510670377,9.800001881058176,14758,10,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1505,14767.51482447094,9.803313800563894,14768,8,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1506,14777.315567756634,9.800743285693496,14777,5,A,0.0,1.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1507,14787.122652474936,9.807084718301708,14787,3,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1508,14796.926029661363,9.803377186426072,14797,1,E,1.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,1.0,1.0
1509,14806.727995640682,9.801965979319604,14807,11,C,0.0,0.0,0.0,1.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1510,14816.532564704987,9.80456906430502,14817,9,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1511,14826.334239481412,9.80167477642533,14826,6,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1512,14836.14112698119,9.806887499778345,14836,4,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1513,14845.947928749909,9.8068017687175,14846,2,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1514,14855.752636347985,9.80470759807653,14856,0,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1515,14865.55589599388,9.80325964589656,14866,10,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1516,14875.357031440422,9.801135446541823,14875,7,B,0.0,0.0,1.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,1.0,1.0
1517,14885.164778506773,9.807747066350826,14885,5,A,0.0,1.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1518,14894.97138582515,9.806607318377628,14895,3,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1519,14904.778815216785,9.807429391633825,14905,1,E,1.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,1.0,1.0
1520,14914.583555186322,9.804739969537833,14915,11,C,0.0,0.0,0.0,1.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1521,14924.388604005075,9.805048818752729,14924,8,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1522,14934.199444880616,9.810840875540979,14934,6,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1523,14944.003158458645,9.803713578028413,14944,4,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1524,14953.807876764038,9.804718305393024,14954,2,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1525,14963.616281697303,9.808404933264137,14964,0,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1526,14973.423147892752,9.806866195449983,14973,9,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1527,14983.22181573544,9.79866784268749,14983,7,B,0.0,0.0,1.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,1.0,1.0
1528,14993.02173533299,9.79991959755058,14993,5,A,0.0,1.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1529,15002.825238690033,9.80350335704275,15003,3,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1530,15012.634224278161,9.808985588127772,15013,1,E,1.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1531,15022.442377213792,9.808152935631531,15022,10,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1532,15032.249999245289,9.807622031496646,15032,8,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1533,15042.057998897179,9.807999651890302,15042,6,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1534,15051.860427137368,9.802428240190102,15052,4,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1535,15061.66833363398,9.807906496611325,15062,2,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1536,15071.470928180444,9.802594546465409,15071,11,C,0.0,0.0,0.0,1.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1537,15081.280042873033,9.809114692589821,15081,9,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1538,15091.08407056172,9.804027688685496,15091,7,B,0.0,0.0,1.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,1.0,1.0
1539,15100.89086248552,9.806791923800228,15101,5,A,0.0,1.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1540,15110.690130928988,9.799268443469087,15111,3,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1541,15120.491233409733,9.80110248074504,15120,0,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1542,15130.300848399662,9.809614989928134,15130,10,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1543,15140.109071369381,9.808222969719967,15140,8,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1544,15149.91063078842,9.801559419038503,15150,6,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1545,15159.720925903173,9.81029511475314,15160,4,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1546,15169.52292900168,9.80200309850645,15170,2,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1547,15179.328807883907,9.80587888222802,15179,11,C,0.0,0.0,0.0,1.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1548,15189.132941874042,9.804133990135796,15189,9,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1549,15198.935528982951,9.80258710890895,15199,7,B,0.0,0.0,1.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,1.0,1.0
1550,15208.745413571223,9.809884588272762,15209,5,A,0.0,1.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1551,15218.557102298048,9.811688726823563,15219,3,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1552,15228.363533590678,9.806431292630718,15228,0,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1553,15238.174667571097,9.811133980418896,15238,10,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1554,15247.979495543272,9.804827972174728,15248,8,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1555,15257.785682701131,9.806187157859885,15258,6,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1556,15267.5919507445,9.80626804336816,15268,4,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1557,15277.393723809268,9.801773064767271,15277,1,E,1.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,1.0,1.0
1558,15287.201275821764,9.80755201249693,15287,11,C,0.0,0.0,0.0,1.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1559,15297.00956142283,9.808285601066514,15297,9,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1560,15306.814765342891,9.80520392006184,15307,7,B,0.0,0.0,1.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,1.0,1.0
1561,15316.614671456051,9.799906113160352,15317,5,A,0.0,1.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1562,15326.421763741357,9.807092285305623,15326,2,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1563,15336.222286554654,9.800522813297365,15336,0,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1564,15346.025264978369,9.802978423714642,15346,10,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1565,15355.831532784587,9.806267806217939,15356,8,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1566,15365.634656391117,9.80312360653098,15366,6,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1567,15375.441350789488,9.806694398369624,15375,3,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1568,15385.246370692843,9.805019903355678,15385,1,E,1.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,1.0,1.0
1569,15395.046490545152,9.800119852308445,15395,11,C,0.0,0.0,0.0,1.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1570,15404.852885888175,9.80639534302272,15405,9,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1571,15414.66074190287,9.807856014694446,15415,7,B,0.0,0.0,1.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1572,15424.470083756,9.809341853129915,15424,4,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1573,15434.274613901316,9.804530145317115,15434,2,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1574,15444.080208593914,9.805594692597307,15444,0,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1575,15453.880800862249,9.800592268335647,15454,10,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1576,15463.693466286693,9.812665424445163,15464,8,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1577,15473.504527023046,9.811060736352093,15474,6,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1578,15483.31022517379,9.805698150743696,15483,3,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1579,15493.115598787605,9.80537361381574,15493,1,E,1.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,1.0,1.0
1580,15502.911183435388,9.795584647783228,15503,11,C,0.0,0.0,0.0,1.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1581,15512.720605063232,9.809421627844712,15513,9,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1582,15522.528378315701,9.80777325246843,15523,7,B,0.0,0.0,1.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1583,15532.337023734462,9.808645418760706,15532,4,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1584,15542.141418911307,9.804395176845885,15542,2,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1585,15551.945590139114,9.80417122780645,15552,0,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1586,15561.74708855772,9.801498418606938,15562,10,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1587,15571.555612539514,9.808523981793442,15572,8,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1588,15581.365790977814,9.810178438298868,15581,5,A,0.0,1.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1589,15591.175521833255,9.809730855439783,15591,3,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1590,15600.981984471999,9.806462638744842,15601,1,E,1.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,1.0,1.0
1591,15610.786653899648,9.804669427648294,15611,11,C,0.0,0.0,0.0,1.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1592,15620.588792433937,9.802138534289057,15621,9,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1593,15630.392153009245,9.803360575307345,15630,6,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1594,15640.19959368897,9.807440679725326,15640,4,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
1595,15650.00441001256,9.804816323588707,15650,2,X,0.0,0.0,0.0,0.0,0.0034893534183931974,9.805809230881877,6.283185307179586,3.0,0.0,0.0,0.0,0.0,0.0
