n,Faktorisierung,P_A,P_B,P_C,R_A,R_B,R_C,exc_combo,theta_sum_mod_2pi,wedge_sum,wedge_norm_sum
62402725,421 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.034164699985137,214.0,1.2988123515439431
62707645,13 * 5 * 17 * 7 * 67 * 11 * 11,85,469,121,3.4,9.571428571428571,1.0,A+B,3.4157601047094523,12.0,1.0968325791855205
62758465,73 * 5 * 29 * 7 * 7 * 11 * 11,145,49,121,5.8,1.0,1.0,A,3.5094643240009464,36.0,1.073594709494568
62858425,97 * 5 * 5 * 7 * 7 * 23 * 23,25,49,529,1.0,1.0,4.371900826446281,C,3.366869432803848,40.0,1.1711340206185568
62887825,13 * 5 * 5 * 7 * 7 * 11 * 359,25,49,3949,1.0,1.0,32.63636363636363,C,3.19709115883551,10.0,1.2615384615384615
63165025,157 * 5 * 5 * 7 * 19 * 11 * 11,25,133,121,1.0,2.7142857142857144,1.0,B,3.2857470407029474,70.0,1.2203821656050957
63398797,37 * 17 * 17 * 7 * 7 * 11 * 11,289,49,121,11.56,1.0,1.0,A,4.057282976716335,14.0,0.6327503974562798
63428365,13 * 5 * 29 * 7 * 19 * 11 * 23,145,133,253,5.8,2.7142857142857144,2.090909090909091,A+B+C,3.2802323907239512,18.0,1.2063660477453582
63488425,13 * 5 * 5 * 7 * 43 * 11 * 59,25,301,649,1.0,6.142857142857143,5.363636363636363,B+C,3.19709115883551,10.0,1.2615384615384615
63603925,37 * 5 * 5 * 7 * 19 * 11 * 47,25,133,517,1.0,2.7142857142857144,4.2727272727272725,B+C,3.6199450849684505,10.0,0.9621621621621622
63673225,97 * 5 * 5 * 7 * 31 * 11 * 11,25,217,121,1.0,4.428571428571429,1.0,B,3.366869432803848,40.0,1.1711340206185568
63728665,13 * 5 * 17 * 7 * 7 * 11 * 107,85,49,1177,3.4,1.0,9.727272727272727,A+C,3.4157601047094523,12.0,1.0968325791855205
64181425,433 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.170430810460912,208.0,1.2711316397228638
64278445,61 * 5 * 17 * 7 * 7 * 11 * 23,85,49,253,3.4,1.0,2.090909090909091,A+C,3.3090244320603164,36.0,1.1270973963355835
64389325,13 * 5 * 5 * 7 * 31 * 11 * 83,25,217,913,1.0,4.428571428571429,7.545454545454546,B+C,3.19709115883551,10.0,1.2615384615384615
64821757,13 * 29 * 29 * 7 * 7 * 11 * 11,841,49,121,33.64,1.0,1.0,A,3.3633736226123925,26.0,1.1511936339522548
65080225,37 * 5 * 5 * 7 * 19 * 23 * 23,25,133,529,1.0,2.7142857142857144,4.371900826446281,B+C,3.6199450849684505,10.0,0.9621621621621622
65313325,37 * 5 * 5 * 7 * 7 * 11 * 131,25,49,1441,1.0,1.0,11.909090909090908,C,3.6199450849684505,10.0,0.9621621621621622
65563225,13 * 5 * 5 * 7 * 7 * 23 * 179,25,49,4117,1.0,1.0,34.02479338842975,C,3.19709115883551,10.0,1.2615384615384615
65923825,37 * 5 * 5 * 19 * 31 * 11 * 11,25,589,121,1.0,12.020408163265307,1.0,B,3.6199450849684505,10.0,0.9621621621621622
66468325,73 * 5 * 5 * 7 * 43 * 11 * 11,25,301,121,1.0,6.142857142857143,1.0,B,3.426323092112505,28.0,1.1287671232876713
66509905,37 * 5 * 29 * 7 * 7 * 11 * 23,145,49,253,5.8,1.0,2.090909090909091,A+C,3.7030863168568917,18.0,0.9069897483690588
66613525,61 * 5 * 5 * 19 * 19 * 11 * 11,25,361,121,1.0,7.36734693877551,1.0,B,3.0903554861863745,34.0,1.2918032786885245
66671605,13 * 5 * 173 * 7 * 7 * 11 * 11,865,49,121,34.6,1.0,1.0,A,3.508089439441051,34.0,1.011827478879502
66709825,13 * 5 * 5 * 7 * 7 * 59 * 71,25,49,4189,1.0,1.0,34.6198347107438,C,3.19709115883551,10.0,1.2615384615384615
67092025,13 * 5 * 5 * 7 * 7 * 11 * 383,25,49,4213,1.0,1.0,34.81818181818182,C,3.19709115883551,10.0,1.2615384615384615
67177825,13 * 5 * 5 * 19 * 43 * 11 * 23,25,817,253,1.0,16.6734693877551,2.090909090909091,B+C,3.19709115883551,10.0,1.2615384615384615
67512445,13 * 5 * 41 * 7 * 7 * 11 * 47,205,49,517,8.2,1.0,4.2727272727272725,A+C,2.9859978256127633,28.0,1.349343339587242
67738825,457 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.5968722570783065,88.0,0.9838074398249453
68223925,61 * 5 * 5 * 7 * 7 * 11 * 83,25,49,913,1.0,1.0,7.545454545454546,C,3.0903554861863745,34.0,1.2918032786885245
68653585,13 * 5 * 29 * 7 * 43 * 11 * 11,145,301,121,5.8,6.142857142857143,1.0,A+B,3.2802323907239512,18.0,1.2063660477453582
69032425,109 * 5 * 5 * 7 * 7 * 11 * 47,25,49,517,1.0,1.0,4.2727272727272725,C,3.4936369679052106,34.0,1.075229357798165
69079465,13 * 5 * 41 * 7 * 7 * 23 * 23,205,49,529,8.2,1.0,4.371900826446281,A+C,2.9859978256127633,28.0,1.349343339587242
69446377,13 * 17 * 53 * 7 * 7 * 11 * 11,901,49,121,36.04,1.0,1.0,A,3.601108054705147,24.0,0.9609835225817467
69840925,73 * 5 * 5 * 7 * 7 * 11 * 71,25,49,781,1.0,1.0,6.454545454545454,C,3.426323092112505,28.0,1.1287671232876713
69958525,13 * 5 * 5 * 7 * 7 * 23 * 191,25,49,4393,1.0,1.0,36.30578512396694,C,3.19709115883551,10.0,1.2615384615384615
69974905,13 * 5 * 41 * 7 * 31 * 11 * 11,205,217,121,8.2,4.428571428571429,1.0,A+B,2.9859978256127633,28.0,1.349343339587242
70441525,37 * 5 * 5 * 7 * 43 * 11 * 23,25,301,253,1.0,6.142857142857143,2.090909090909091,B+C,3.6199450849684505,10.0,0.9621621621621622
70586425,13 * 5 * 5 * 7 * 19 * 23 * 71,25,133,1633,1.0,2.7142857142857144,13.49586776859504,B+C,3.19709115883551,10.0,1.2615384615384615
70634725,109 * 5 * 5 * 7 * 7 * 23 * 23,25,49,529,1.0,1.0,4.371900826446281,C,3.4936369679052106,34.0,1.075229357798165
70972825,229 * 5 * 5 * 7 * 7 * 11 * 23,25,49,253,1.0,1.0,2.090909090909091,C,3.6525422300864037,34.0,0.9310043668122271
71550325,109 * 5 * 5 * 7 * 31 * 11 * 11,25,217,121,1.0,4.428571428571429,1.0,B,3.4936369679052106,34.0,1.075229357798165
71716645,13 * 5 * 89 * 7 * 7 * 11 * 23,445,49,253,17.8,1.0,2.090909090909091,A+C,3.1021394524927537,48.0,1.3109766637856526
72137065,13 * 5 * 29 * 7 * 7 * 11 * 71,145,49,781,5.8,1.0,6.454545454545454,A+C,3.2802323907239512,18.0,1.2063660477453582
72711925,13 * 5 * 5 * 43 * 43 * 11 * 11,25,1849,121,1.0,37.734693877551024,1.0,B,3.19709115883551,10.0,1.2615384615384615
72820825,181 * 5 * 5 * 7 * 19 * 11 * 11,25,133,121,1.0,2.7142857142857144,1.0,B,3.0522786605965706,94.0,1.2972375690607736
73098025,13 * 5 * 5 * 7 * 127 * 11 * 23,25,889,253,1.0,18.142857142857142,2.090909090909091,B+C,3.19709115883551,10.0,1.2615384615384615
73398325,13 * 5 * 5 * 7 * 7 * 11 * 419,25,49,4609,1.0,1.0,38.09090909090909,C,3.19709115883551,10.0,1.2615384615384615
73474765,13 * 5 * 17 * 7 * 7 * 23 * 59,85,49,1357,3.4,1.0,11.214876033057852,A+C,3.4157601047094523,12.0,1.0968325791855205
73938865,13 * 5 * 17 * 7 * 79 * 11 * 11,85,553,121,3.4,11.285714285714286,1.0,A+B,3.4157601047094523,12.0,1.0968325791855205
74015725,37 * 5 * 5 * 7 * 7 * 23 * 71,25,49,1633,1.0,1.0,13.49586776859504,C,3.6199450849684505,10.0,0.9621621621621622
74142145,61 * 5 * 41 * 7 * 7 * 11 * 11,205,49,121,8.2,1.0,1.0,A,2.8792621529636278,52.0,1.379608156737305
74599525,13 * 5 * 5 * 7 * 271 * 11 * 11,25,1897,121,1.0,38.714285714285715,1.0,B,3.19709115883551,10.0,1.2615384615384615
74691925,241 * 5 * 5 * 7 * 7 * 11 * 23,25,49,253,1.0,1.0,2.090909090909091,C,3.5244913706357366,64.0,1.0489626556016598
75500425,13 * 5 * 5 * 7 * 7 * 11 * 431,25,49,4741,1.0,1.0,39.18181818181818,C,3.19709115883551,10.0,1.2615384615384615
75920845,13 * 5 * 197 * 7 * 7 * 11 * 11,985,49,121,39.4,1.0,1.0,A,3.589431303051026,22.0,0.9326044513861773
75980905,13 * 5 * 17 * 7 * 19 * 11 * 47,85,133,517,3.4,2.7142857142857144,4.2727272727272725,A+B+C,3.4157601047094523,12.0,1.0968325791855205
76143925,13 * 5 * 5 * 19 * 19 * 11 * 59,25,361,649,1.0,7.36734693877551,5.363636363636363,B+C,3.19709115883551,10.0,1.2615384615384615
76237525,13 * 5 * 5 * 7 * 31 * 23 * 47,25,217,1081,1.0,4.428571428571429,8.933884297520661,B+C,3.19709115883551,10.0,1.2615384615384615
76401325,13 * 5 * 5 * 7 * 43 * 11 * 71,25,301,781,1.0,6.142857142857143,6.454545454545454,B+C,3.19709115883551,10.0,1.2615384615384615
76923385,73 * 5 * 17 * 7 * 7 * 11 * 23,85,49,253,3.4,1.0,2.090909090909091,A+C,3.644992037986447,30.0,0.96406124093473
76959025,13 * 5 * 5 * 19 * 103 * 11 * 11,25,1957,121,1.0,39.93877551020408,1.0,B,3.19709115883551,10.0,1.2615384615384615
77117425,97 * 5 * 5 * 7 * 7 * 11 * 59,25,49,649,1.0,1.0,5.363636363636363,C,3.366869432803848,40.0,1.1711340206185568
77602525,13 * 5 * 5 * 7 * 7 * 11 * 443,25,49,4873,1.0,1.0,40.27272727272727,C,3.19709115883551,10.0,1.2615384615384615
77648725,193 * 5 * 5 * 7 * 19 * 11 * 11,25,133,121,1.0,2.7142857142857144,1.0,B,3.257019313956718,88.0,1.2352331606217617
77744485,13 * 5 * 17 * 7 * 19 * 23 * 23,85,133,529,3.4,2.7142857142857144,4.371900826446281,A+B+C,3.4157601047094523,12.0,1.0968325791855205
77902825,13 * 5 * 5 * 7 * 283 * 11 * 11,25,1981,121,1.0,40.42857142857143,1.0,B,3.19709115883551,10.0,1.2615384615384615
77984725,13 * 5 * 5 * 7 * 7 * 59 * 83,25,49,4897,1.0,1.0,40.47107438016529,C,3.19709115883551,10.0,1.2615384615384615
78022945,13 * 5 * 17 * 7 * 7 * 11 * 131,85,49,1441,3.4,1.0,11.909090909090908,A+C,3.4157601047094523,12.0,1.0968325791855205
78752245,13 * 5 * 17 * 19 * 31 * 11 * 11,85,589,121,3.4,12.020408163265307,1.0,A+B,3.4157601047094523,12.0,1.0968325791855205
78803725,13 * 5 * 5 * 7 * 67 * 11 * 47,25,469,517,1.0,9.571428571428571,4.2727272727272725,B+C,3.19709115883551,10.0,1.2615384615384615
79018225,13 * 5 * 5 * 31 * 31 * 11 * 23,25,961,253,1.0,19.612244897959183,2.090909090909091,B+C,3.19709115883551,10.0,1.2615384615384615
79122505,157 * 5 * 17 * 7 * 7 * 11 * 11,85,49,121,3.4,1.0,1.0,A,3.5044159865768894,72.0,1.0556762832521545
79404325,13 * 5 * 5 * 7 * 19 * 11 * 167,25,133,1837,1.0,2.7142857142857144,15.181818181818182,B+C,3.19709115883551,10.0,1.2615384615384615
79452373,13 * 17 * 29 * 7 * 7 * 11 * 23,493,49,253,19.72,1.0,2.090909090909091,A+C,3.498901336597893,20.0,1.041660165392417
79672285,37 * 5 * 17 * 7 * 7 * 11 * 47,85,49,517,3.4,1.0,4.2727272727272725,A+C,3.8386140308423924,12.0,0.7974562798092211
79717825,73 * 5 * 5 * 19 * 19 * 11 * 11,25,361,121,1.0,7.36734693877551,1.0,B,3.426323092112505,28.0,1.1287671232876713
79843225,37 * 5 * 5 * 7 * 19 * 11 * 59,25,133,649,1.0,2.7142857142857144,5.363636363636363,B+C,3.6199450849684505,10.0,0.9621621621621622
80004925,13 * 5 * 5 * 7 * 139 * 11 * 23,25,973,253,1.0,19.857142857142858,2.090909090909091,B+C,3.19709115883551,10.0,1.2615384615384615
80086825,13 * 5 * 5 * 7 * 7 * 47 * 107,25,49,5029,1.0,1.0,41.56198347107438,C,3.19709115883551,10.0,1.2615384615384615
80189725,541 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.3406745524819783,214.0,1.188170055452865
80277925,13 * 5 * 5 * 7 * 7 * 71 * 71,25,49,5041,1.0,1.0,41.66115702479339,C,3.19709115883551,10.0,1.2615384615384615
80632825,13 * 5 * 5 * 7 * 67 * 23 * 23,25,469,529,1.0,9.571428571428571,4.371900826446281,B+C,3.19709115883551,10.0,1.2615384615384615
80697925,37 * 5 * 5 * 7 * 103 * 11 * 11,25,721,121,1.0,14.714285714285714,1.0,B,3.6199450849684505,10.0,0.9621621621621622
80777725,61 * 5 * 5 * 7 * 7 * 23 * 47,25,49,1081,1.0,1.0,8.933884297520661,C,3.0903554861863745,34.0,1.2918032786885245
81386305,13 * 5 * 101 * 7 * 7 * 11 * 23,505,49,253,20.2,1.0,2.090909090909091,A+C,3.5610701153451543,18.0,0.9605483625285606
81521545,37 * 5 * 17 * 7 * 7 * 23 * 23,85,49,529,3.4,1.0,4.371900826446281,A+C,3.8386140308423924,12.0,0.7974562798092211
81598825,97 * 5 * 5 * 7 * 19 * 11 * 23,25,133,253,1.0,2.7142857142857144,2.090909090909091,B+C,3.366869432803848,40.0,1.1711340206185568
81645025,73 * 5 * 5 * 7 * 7 * 11 * 83,25,49,913,1.0,1.0,7.545454545454546,C,3.426323092112505,28.0,1.1287671232876713
81678025,13 * 5 * 5 * 31 * 67 * 11 * 11,25,2077,121,1.0,42.38775510204081,1.0,B,3.19709115883551,10.0,1.2615384615384615
81806725,13 * 5 * 5 * 7 * 7 * 11 * 467,25,49,5137,1.0,1.0,42.45454545454545,C,3.19709115883551,10.0,1.2615384615384615
82338685,13 * 5 * 29 * 19 * 19 * 11 * 11,145,361,121,5.8,7.36734693877551,1.0,A+B,3.2802323907239512,18.0,1.2063660477453582
82516525,13 * 5 * 5 * 7 * 19 * 23 * 83,25,133,1909,1.0,2.7142857142857144,15.776859504132231,B+C,3.19709115883551,10.0,1.2615384615384615
82578265,37 * 5 * 17 * 7 * 31 * 11 * 11,85,217,121,3.4,4.428571428571429,1.0,A+B,3.8386140308423924,12.0,0.7974562798092211
83007925,13 * 5 * 5 * 7 * 31 * 11 * 107,25,217,1177,1.0,4.428571428571429,9.727272727272727,B+C,3.19709115883551,10.0,1.2615384615384615
83144425,13 * 5 * 5 * 7 * 7 * 23 * 227,25,49,5221,1.0,1.0,43.14876033057851,C,3.19709115883551,10.0,1.2615384615384615
83262025,37 * 5 * 5 * 7 * 7 * 11 * 167,25,49,1837,1.0,1.0,15.181818181818182,C,3.6199450849684505,10.0,0.9621621621621622
83391385,97 * 5 * 29 * 7 * 7 * 11 * 11,145,49,121,5.8,1.0,1.0,A,3.4500106646922895,48.0,1.1159616068254534
83442205,61 * 5 * 17 * 7 * 19 * 11 * 11,85,133,121,3.4,2.7142857142857144,1.0,A+B,3.3090244320603164,36.0,1.1270973963355835
83724025,61 * 5 * 5 * 7 * 31 * 11 * 23,25,217,253,1.0,4.428571428571429,2.090909090909091,B+C,3.0903554861863745,34.0,1.2918032786885245
83908825,13 * 5 * 5 * 7 * 7 * 11 * 479,25,49,5269,1.0,1.0,43.54545454545455,C,3.19709115883551,10.0,1.2615384615384615
84149065,13 * 5 * 17 * 7 * 43 * 11 * 23,85,301,253,3.4,6.142857142857143,2.090909090909091,A+B+C,3.4157601047094523,12.0,1.0968325791855205
84329245,13 * 5 * 29 * 7 * 7 * 11 * 83,145,49,913,5.8,1.0,7.545454545454546,A+C,3.2802323907239512,18.0,1.2063660477453582
84483025,37 * 5 * 5 * 19 * 19 * 11 * 23,25,361,253,1.0,7.36734693877551,2.090909090909091,B+C,3.6199450849684505,10.0,0.9621621621621622
84509425,13 * 5 * 5 * 7 * 307 * 11 * 11,25,2149,121,1.0,43.857142857142854,1.0,B,3.19709115883551,10.0,1.2615384615384615
84749665,13 * 5 * 41 * 7 * 7 * 11 * 59,205,49,649,8.2,1.0,5.363636363636363,A+C,2.9859978256127633,28.0,1.349343339587242
85110025,13 * 5 * 5 * 7 * 19 * 11 * 179,25,133,1969,1.0,2.7142857142857144,16.272727272727273,B+C,3.19709115883551,10.0,1.2615384615384615
85525825,577 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.7434511832844892,28.0,0.8415944540727903
85849225,277 * 5 * 5 * 7 * 7 * 11 * 23,25,49,253,1.0,1.0,2.090909090909091,C,3.2137562825494506,130.0,1.2548736462093864
86010925,13 * 5 * 5 * 7 * 7 * 11 * 491,25,49,5401,1.0,1.0,44.63636363636363,C,3.19709115883551,10.0,1.2615384615384615
86338945,37 * 5 * 29 * 7 * 19 * 11 * 11,145,133,121,5.8,2.7142857142857144,1.0,A+B,3.7030863168568917,18.0,0.9069897483690588
86525425,37 * 5 * 5 * 7 * 7 * 23 * 83,25,49,1909,1.0,1.0,15.776859504132231,C,3.6199450849684505,10.0,0.9621621621621622
86542225,61 * 5 * 5 * 7 * 67 * 11 * 11,25,469,121,1.0,9.571428571428571,1.0,B,3.0903554861863745,34.0,1.2918032786885245
86657725,109 * 5 * 5 * 7 * 7 * 11 * 59,25,49,649,1.0,1.0,5.363636363636363,C,3.4936369679052106,34.0,1.075229357798165
86911825,13 * 5 * 5 * 7 * 151 * 11 * 23,25,1057,253,1.0,21.571428571428573,2.090909090909091,B+C,3.19709115883551,10.0,1.2615384615384615
87272185,13 * 5 * 53 * 7 * 7 * 11 * 47,265,49,517,10.6,1.0,4.2727272727272725,A+C,3.382439108831205,22.0,1.125689404934688
87539725,13 * 5 * 5 * 7 * 7 * 23 * 239,25,49,5497,1.0,1.0,45.429752066115704,C,3.19709115883551,10.0,1.2615384615384615
87951325,61 * 5 * 5 * 7 * 7 * 11 * 107,25,49,1177,1.0,1.0,9.727272727272727,C,3.0903554861863745,34.0,1.2918032786885245
88113025,13 * 5 * 5 * 7 * 7 * 11 * 503,25,49,5533,1.0,1.0,45.72727272727273,C,3.19709115883551,10.0,1.2615384615384615
88320925,97 * 5 * 5 * 7 * 43 * 11 * 11,25,301,121,1.0,6.142857142857143,1.0,B,3.366869432803848,40.0,1.1711340206185568
88418785,13 * 5 * 17 * 7 * 7 * 23 * 71,85,49,1633,3.4,1.0,13.49586776859504,A+C,3.4157601047094523,12.0,1.0968325791855205
88727485,73 * 5 * 41 * 7 * 7 * 11 * 11,205,49,121,8.2,1.0,1.0,A,3.215229758889759,46.0,1.2165720013364516
89083225,601 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.57969837319331,124.0,0.9996672212978369
89244925,37 * 5 * 5 * 7 * 7 * 11 * 179,25,49,1969,1.0,1.0,16.272727272727273,C,3.6199450849684505,10.0,0.9621621621621622
89297845,13 * 5 * 53 * 7 * 7 * 23 * 23,265,49,529,10.6,1.0,4.371900826446281,A+C,3.382439108831205,22.0,1.125689404934688
89314225,13 * 5 * 5 * 7 * 43 * 11 * 83,25,301,913,1.0,6.142857142857143,7.545454545454546,B+C,3.19709115883551,10.0,1.2615384615384615
89674585,13 * 5 * 41 * 7 * 19 * 11 * 23,205,133,253,8.2,2.7142857142857144,2.090909090909091,A+B+C,2.9859978256127633,28.0,1.349343339587242
89794705,13 * 5 * 233 * 7 * 7 * 11 * 11,1165,49,121,46.6,1.0,1.0,A,3.109083785307769,112.0,1.3078903928689338
90455365,13 * 5 * 53 * 7 * 31 * 11 * 11,265,217,121,10.6,4.428571428571429,1.0,A+B,3.382439108831205,22.0,1.125689404934688
90815725,13 * 5 * 5 * 7 * 19 * 11 * 191,25,133,2101,1.0,2.7142857142857144,17.363636363636363,B+C,3.19709115883551,10.0,1.2615384615384615
90861925,613 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.028259256824389,310.0,1.299184339314845
91055965,13 * 5 * 113 * 7 * 7 * 11 * 23,565,49,253,22.6,1.0,2.090909090909091,A+C,2.9419087682146916,64.0,1.3571136827773995
91116025,13 * 5 * 5 * 7 * 331 * 11 * 11,25,2317,121,1.0,47.285714285714285,1.0,B,3.19709115883551,10.0,1.2615384615384615
91217665,181 * 5 * 17 * 7 * 7 * 11 * 11,85,49,121,3.4,1.0,1.0,A,3.270947606470513,96.0,1.1325316867078323
91442725,37 * 5 * 5 * 19 * 43 * 11 * 11,25,817,121,1.0,16.6734693877551,1.0,B,3.6199450849684505,10.0,0.9621621621621622
91630825,13 * 5 * 5 * 19 * 19 * 11 * 71,25,361,781,1.0,7.36734693877551,6.454545454545454,B+C,3.19709115883551,10.0,1.2615384615384615
91644553,13 * 29 * 41 * 7 * 7 * 11 * 11,1189,49,121,47.56,1.0,1.0,A,3.0691390575012045,36.0,1.2941709257941385
91693525,109 * 5 * 5 * 7 * 19 * 11 * 23,25,133,253,1.0,2.7142857142857144,2.090909090909091,B+C,3.4936369679052106,34.0,1.075229357798165
91935025,13 * 5 * 5 * 7 * 7 * 23 * 251,25,49,5773,1.0,1.0,47.710743801652896,C,3.19709115883551,10.0,1.2615384615384615
92132425,229 * 5 * 5 * 7 * 19 * 11 * 11,25,133,121,1.0,2.7142857142857144,1.0,B,3.6525422300864037,34.0,0.9310043668122271
92802325,97 * 5 * 5 * 7 * 7 * 11 * 71,25,49,781,1.0,1.0,6.454545454545454,C,3.366869432803848,40.0,1.1711340206185568
92917825,13 * 5 * 5 * 7 * 79 * 11 * 47,25,553,517,1.0,11.285714285714286,4.2727272727272725,B+C,3.19709115883551,10.0,1.2615384615384615
93098005,13 * 5 * 89 * 7 * 19 * 11 * 11,445,133,121,17.8,2.7142857142857144,1.0,A+B,3.1021394524927537,48.0,1.3109766637856526
93707845,109 * 5 * 29 * 7 * 7 * 11 * 11,145,49,121,5.8,1.0,1.0,A,3.576778199793652,42.0,1.0200569440050617
93818725,13 * 5 * 5 * 7 * 163 * 11 * 23,25,1141,253,1.0,23.285714285714285,2.090909090909091,B+C,3.19709115883551,10.0,1.2615384615384615
93846025,13 * 5 * 5 * 7 * 7 * 71 * 83,25,49,5893,1.0,1.0,48.70247933884298,C,3.19709115883551,10.0,1.2615384615384615
94031245,37 * 5 * 41 * 7 * 7 * 11 * 23,205,49,253,8.2,1.0,2.090909090909091,A+C,3.408851751745704,28.0,1.0499670402109427
94891225,13 * 5 * 5 * 19 * 127 * 11 * 11,25,2413,121,1.0,49.244897959183675,1.0,B,3.19709115883551,10.0,1.2615384615384615
95074525,13 * 5 * 5 * 7 * 79 * 23 * 23,25,553,529,1.0,11.285714285714286,4.371900826446281,B+C,3.19709115883551,10.0,1.2615384615384615
95176081,13 * 17 * 17 * 7 * 7 * 11 * 47,289,49,517,11.56,1.0,4.2727272727272725,A+C,3.6344290505833943,14.0,0.9321266968325792
95227825,37 * 5 * 5 * 7 * 7 * 11 * 191,25,49,2101,1.0,1.0,17.363636363636363,C,3.6199450849684505,10.0,0.9621621621621622
95380285,13 * 5 * 17 * 7 * 19 * 11 * 59,85,133,649,3.4,2.7142857142857144,5.363636363636363,A+B+C,3.4157601047094523,12.0,1.0968325791855205
95484025,13 * 5 * 5 * 7 * 19 * 47 * 47,25,133,2209,1.0,2.7142857142857144,18.25619834710744,B+C,3.19709115883551,10.0,1.2615384615384615
95702425,13 * 5 * 5 * 7 * 31 * 23 * 59,25,217,1357,1.0,4.428571428571429,11.214876033057852,B+C,3.19709115883551,10.0,1.2615384615384615
95842285,61 * 5 * 53 * 7 * 7 * 11 * 11,265,49,121,10.6,1.0,1.0,A,3.275703436182069,46.0,1.155954222084751
96082525,37 * 5 * 5 * 7 * 19 * 11 * 71,25,133,781,1.0,2.7142857142857144,6.454545454545454,B+C,3.6199450849684505,10.0,0.9621621621621622
96306925,13 * 5 * 5 * 31 * 79 * 11 * 11,25,2449,121,1.0,49.97959183673469,1.0,B,3.19709115883551,10.0,1.2615384615384615
96330325,13 * 5 * 5 * 7 * 7 * 23 * 263,25,49,6049,1.0,1.0,49.99173553719008,C,3.19709115883551,10.0,1.2615384615384615
96401305,13 * 5 * 17 * 7 * 103 * 11 * 11,85,721,121,3.4,14.714285714285714,1.0,A+B,3.4157601047094523,12.0,1.0968325791855205
96668425,73 * 5 * 5 * 7 * 7 * 23 * 47,25,49,1081,1.0,1.0,8.933884297520661,C,3.426323092112505,28.0,1.1287671232876713
96960325,241 * 5 * 5 * 7 * 19 * 11 * 11,25,133,121,1.0,2.7142857142857144,1.0,B,3.5244913706357366,64.0,1.0489626556016598
97006525,313 * 5 * 5 * 7 * 7 * 11 * 23,25,49,253,1.0,1.0,2.090909090909091,C,3.0396742861089194,160.0,1.2984025559105432
97061965,13 * 5 * 41 * 7 * 43 * 11 * 11,205,301,121,8.2,6.142857142857143,1.0,A+B,2.9859978256127633,28.0,1.349343339587242
97265245,193 * 5 * 17 * 7 * 7 * 11 * 11,85,49,121,3.4,1.0,1.0,A,3.47568825983066,90.0,1.0705272782688204
97385197,13 * 17 * 17 * 7 * 7 * 23 * 23,289,49,529,11.56,1.0,4.371900826446281,A+C,3.6344290505833943,14.0,0.9321266968325792
97620985,37 * 5 * 89 * 7 * 7 * 11 * 11,445,49,121,17.8,1.0,1.0,A,3.524993378625694,48.0,1.0116003644093532
97976725,661 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.5495487816622138,154.0,1.026928895612708
98050225,13 * 5 * 5 * 7 * 7 * 47 * 131,25,49,6157,1.0,1.0,50.88429752066116,C,3.19709115883551,10.0,1.2615384615384615
98623525,13 * 5 * 5 * 7 * 7 * 11 * 563,25,49,6193,1.0,1.0,51.18181818181818,C,3.19709115883551,10.0,1.2615384615384615
98647549,13 * 17 * 17 * 7 * 31 * 11 * 11,289,217,121,11.56,4.428571428571429,1.0,A+B,3.6344290505833943,14.0,0.9321266968325792
98923825,13 * 5 * 5 * 7 * 67 * 11 * 59,25,469,649,1.0,9.571428571428571,5.363636363636363,B+C,3.19709115883551,10.0,1.2615384615384615
98966725,13 * 5 * 5 * 19 * 31 * 11 * 47,25,589,517,1.0,12.020408163265307,4.2727272727272725,B+C,3.19709115883551,10.0,1.2615384615384615
99043945,13 * 5 * 257 * 7 * 7 * 11 * 11,1285,49,121,51.4,1.0,1.0,A,3.598319957840359,24.0,0.923795270876983
99247225,109 * 5 * 5 * 7 * 43 * 11 * 11,25,301,121,1.0,6.142857142857143,1.0,B,3.4936369679052106,34.0,1.075229357798165
99432025,157 * 5 * 5 * 7 * 7 * 11 * 47,25,49,517,1.0,1.0,4.2727272727272725,C,3.2857470407029474,70.0,1.2203821656050957
99464365,13 * 5 * 17 * 7 * 7 * 11 * 167,85,49,1837,3.4,1.0,15.181818181818182,A+C,3.4157601047094523,12.0,1.0968325791855205
99501325,37 * 5 * 5 * 7 * 127 * 11 * 11,25,889,121,1.0,18.142857142857142,1.0,B,3.6199450849684505,10.0,0.9621621621621622
99755425,673 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.304206482187742,280.0,1.210104011887073
99846565,13 * 5 * 29 * 7 * 7 * 23 * 47,145,49,1081,5.8,1.0,8.933884297520661,A+C,3.2802323907239512,18.0,1.2063660477453582
99857065,73 * 5 * 17 * 7 * 19 * 11 * 11,85,133,121,3.4,2.7142857142857144,1.0,A+B,3.644992037986447,30.0,0.96406124093473
