k_active,label_from,label_to,t_from,t_to,Delta_t_active,u_e,u_a,u_b,u_c,u_norm,schwung_label
516,A,E,15316.614671456051,15385.246370692843,68.63169923679197,0.0,-1.0,0.0,0.0,1.0,-A
517,E,C,15385.246370692843,15395.046490545152,9.800119852308853,0.0,0.0,0.0,1.0,1.0,+C
518,C,B,15395.046490545152,15414.66074190287,19.614251357717876,0.0,1.0,0.0,0.0,1.0,+A
519,B,E,15414.66074190287,15493.115598787605,78.45485688473491,0.0,0.0,-1.0,0.0,1.0,-B
520,E,C,15493.115598787605,15502.911183435388,9.795584647783471,0.0,0.0,0.0,1.0,1.0,+C
521,C,B,15502.911183435388,15522.528378315701,19.617194880313036,0.0,1.0,0.0,0.0,1.0,+A
522,B,A,15522.528378315701,15581.365790977814,58.83741266211291,0.0,0.0,0.0,1.0,1.0,+C
523,A,E,15581.365790977814,15600.981984471999,19.6161934941847,0.0,-1.0,0.0,0.0,1.0,-A
524,E,C,15600.981984471999,15610.786653899648,9.80466942764906,0.0,0.0,0.0,1.0,1.0,+C
525,C,B,15610.786653899648,15679.429486197212,68.64283229756438,0.0,1.0,0.0,0.0,1.0,+A
526,B,A,15679.429486197212,15689.231053553514,9.801567356302257,0.0,0.0,0.0,1.0,1.0,+C
527,A,E,15689.231053553514,15708.844475887485,19.613422333970448,0.0,-1.0,0.0,0.0,1.0,-A
528,E,C,15708.844475887485,15718.648456967921,9.803981080436643,0.0,0.0,0.0,1.0,1.0,+C
529,C,B,15718.648456967921,15787.305105322199,68.65664835427742,0.0,1.0,0.0,0.0,1.0,+A
530,B,A,15787.305105322199,15797.109064597313,9.803959275113812,0.0,0.0,0.0,1.0,1.0,+C
531,A,E,15797.109064597313,15816.716075214945,19.607010617632113,0.0,-1.0,0.0,0.0,1.0,-A
532,E,C,15816.716075214945,15826.521062056563,9.804986841618302,0.0,0.0,0.0,1.0,1.0,+C
533,C,B,15826.521062056563,15895.162347593438,68.64128553687442,0.0,1.0,0.0,0.0,1.0,+A
534,B,A,15895.162347593438,15904.96885794324,9.80651034980292,0.0,0.0,0.0,1.0,1.0,+C
535,A,E,15904.96885794324,15924.583726723371,19.614868780130564,0.0,-1.0,0.0,0.0,1.0,-A
536,E,C,15924.583726723371,15983.401801394792,58.81807467142062,0.0,0.0,0.0,1.0,1.0,+C
537,C,B,15983.401801394792,16003.015662354075,19.613860959283556,0.0,1.0,0.0,0.0,1.0,+A
538,B,A,16003.015662354075,16012.824891561328,9.809229207252429,0.0,0.0,0.0,1.0,1.0,+C
539,A,E,16012.824891561328,16081.446048064292,68.62115650296437,0.0,-1.0,0.0,0.0,1.0,-A
540,E,C,16081.446048064292,16091.24884520483,9.802797140537223,0.0,0.0,0.0,1.0,1.0,+C
541,C,B,16091.24884520483,16110.857680035451,19.608834830622072,0.0,1.0,0.0,0.0,1.0,+A
542,B,A,16110.857680035451,16120.659837212876,9.802157177424306,0.0,0.0,0.0,1.0,1.0,+C
543,A,E,16120.659837212876,16189.298535142421,68.63869792954574,0.0,-1.0,0.0,0.0,1.0,-A
544,E,C,16189.298535142421,16199.107151342798,9.808616200376491,0.0,0.0,0.0,1.0,1.0,+C
545,C,B,16199.107151342798,16218.721757498502,19.614606155704678,0.0,1.0,0.0,0.0,1.0,+A
546,B,A,16218.721757498502,16228.529251790289,9.807494291786497,0.0,0.0,0.0,1.0,1.0,+C
547,A,E,16228.529251790289,16297.183628680683,68.6543768903939,0.0,-1.0,0.0,0.0,1.0,-A
548,E,C,16297.183628680683,16306.984139934451,9.80051125376849,0.0,0.0,0.0,1.0,1.0,+C
549,C,B,16306.984139934451,16326.585238534837,19.60109860038574,0.0,1.0,0.0,0.0,1.0,+A
550,B,A,16326.585238534837,16385.424374614813,58.839136079976015,0.0,0.0,0.0,1.0,1.0,+C
551,A,E,16385.424374614813,16405.038770710784,19.614396095970733,0.0,-1.0,0.0,0.0,1.0,-A
552,E,C,16405.038770710784,16414.842752008946,9.803981298162398,0.0,0.0,0.0,1.0,1.0,+C
553,C,B,16414.842752008946,16483.477018024434,68.63426601548781,0.0,1.0,0.0,0.0,1.0,+A
554,B,A,16483.477018024434,16493.28638250108,9.809364476644987,0.0,0.0,0.0,1.0,1.0,+C
555,A,E,16493.28638250108,16512.897436440053,19.611053938973782,0.0,-1.0,0.0,0.0,1.0,-A
556,E,C,16512.897436440053,16522.703320539284,9.805884099230752,0.0,0.0,0.0,1.0,1.0,+C
557,C,B,16522.703320539284,16591.342010120086,68.63868958080275,0.0,1.0,0.0,0.0,1.0,+A
558,B,A,16591.342010120086,16601.14862618762,9.806616067533469,0.0,0.0,0.0,1.0,1.0,+C
559,A,E,16601.14862618762,16620.7514815532,19.60285536558149,0.0,-1.0,0.0,0.0,1.0,-A
560,E,C,16620.7514815532,16630.561299595713,9.809818042511324,0.0,0.0,0.0,1.0,1.0,+C
561,C,B,16630.561299595713,16699.20020036903,68.63890077331598,0.0,1.0,0.0,0.0,1.0,+A
562,B,A,16699.20020036903,16709.00470547142,9.804505102390976,0.0,0.0,0.0,1.0,1.0,+C
563,A,E,16709.00470547142,16728.61074041536,19.60603494393945,0.0,-1.0,0.0,0.0,1.0,-A
564,E,C,16728.61074041536,16787.441393055637,58.83065264027755,0.0,0.0,0.0,1.0,1.0,+C
565,C,B,16787.441393055637,16807.056293259553,19.614900203916477,0.0,1.0,0.0,0.0,1.0,+A
566,B,A,16807.056293259553,16816.86139642947,9.805103169917857,0.0,0.0,0.0,1.0,1.0,+C
567,A,E,16816.86139642947,16885.49566863692,68.6342722074478,0.0,-1.0,0.0,0.0,1.0,-A
568,E,C,16885.49566863692,16895.297431108567,9.801762471648544,0.0,0.0,0.0,1.0,1.0,+C
569,C,B,16895.297431108567,16914.899648097962,19.602216989394947,0.0,1.0,0.0,0.0,1.0,+A
570,B,A,16914.899648097962,16924.70332025603,9.803672158068366,0.0,0.0,0.0,1.0,1.0,+C
571,A,E,16924.70332025603,16993.336123842048,68.63280358601696,0.0,-1.0,0.0,0.0,1.0,-A
572,E,C,16993.336123842048,17003.139281614523,9.80315777247597,0.0,0.0,0.0,1.0,1.0,+C
573,C,B,17003.139281614523,17022.753317082323,19.614035467799113,0.0,1.0,0.0,0.0,1.0,+A
574,B,A,17022.753317082323,17032.554464900102,9.801147817779565,0.0,0.0,0.0,1.0,1.0,+C
575,A,E,17032.554464900102,17101.192983866793,68.63851896669075,0.0,-1.0,0.0,0.0,1.0,-A
576,E,C,17101.192983866793,17110.9960203049,9.803036438108393,0.0,0.0,0.0,1.0,1.0,+C
577,C,B,17110.9960203049,17130.609326765374,19.613306460472813,0.0,1.0,0.0,0.0,1.0,+A
578,B,A,17130.609326765374,17189.442595913028,58.83326914765348,0.0,0.0,0.0,1.0,1.0,+C
579,A,E,17189.442595913028,17209.044177554297,19.60158164126915,0.0,-1.0,0.0,0.0,1.0,-A
580,E,C,17209.044177554297,17218.848130461076,9.803952906779159,0.0,0.0,0.0,1.0,1.0,+C
581,C,B,17218.848130461076,17287.478911731683,68.63078127060726,0.0,1.0,0.0,0.0,1.0,+A
582,B,A,17287.478911731683,17297.286201297673,9.807289565989777,0.0,0.0,0.0,1.0,1.0,+C
583,A,E,17297.286201297673,17316.902528673654,19.6163273759812,0.0,-1.0,0.0,0.0,1.0,-A
584,E,C,17316.902528673654,17326.71051573023,9.807987056574348,0.0,0.0,0.0,1.0,1.0,+C
585,C,B,17326.71051573023,17395.34956520076,68.63904947053015,0.0,1.0,0.0,0.0,1.0,+A
586,B,A,17395.34956520076,17405.15177927303,9.802214072271454,0.0,0.0,0.0,1.0,1.0,+C
587,A,E,17405.15177927303,17424.76399617647,19.61221690343882,0.0,-1.0,0.0,0.0,1.0,-A
588,E,C,17424.76399617647,17434.568650772817,9.804654596347973,0.0,0.0,0.0,1.0,1.0,+C
589,C,B,17434.568650772817,17503.20907664235,68.64042586953292,0.0,1.0,0.0,0.0,1.0,+A
590,B,A,17503.20907664235,17513.017160629133,9.808083986783458,0.0,0.0,0.0,1.0,1.0,+C
591,A,E,17513.017160629133,17532.62935015147,19.61218952233685,0.0,-1.0,0.0,0.0,1.0,-A
592,E,C,17532.62935015147,17591.459660210057,58.8303100585872,0.0,0.0,0.0,1.0,1.0,+C
593,C,B,17591.459660210057,17611.07588503311,19.616224823053926,0.0,1.0,0.0,0.0,1.0,+A
594,B,A,17611.07588503311,17620.880191539592,9.804306506481225,0.0,0.0,0.0,1.0,1.0,+C
595,A,C,17620.880191539592,17699.328350785974,78.44815924638169,0.0,0.0,1.0,0.0,1.0,+B
596,C,B,17699.328350785974,17718.934494150853,19.606143364879244,0.0,1.0,0.0,0.0,1.0,+A
597,B,A,17718.934494150853,17728.73719230953,9.80269815867723,0.0,0.0,0.0,1.0,1.0,+C
598,A,E,17728.73719230953,17797.387660416614,68.65046810708373,0.0,-1.0,0.0,0.0,1.0,-A
599,E,C,17797.387660416614,17807.19877161916,9.811111202547181,0.0,0.0,0.0,1.0,1.0,+C
600,C,B,17807.19877161916,17826.80832443128,19.609552812118636,0.0,1.0,0.0,0.0,1.0,+A
601,B,A,17826.80832443128,17836.612845478816,9.804521047535673,0.0,0.0,0.0,1.0,1.0,+C
602,A,E,17836.612845478816,17905.245838811534,68.63299333271789,0.0,-1.0,0.0,0.0,1.0,-A
603,E,C,17905.245838811534,17915.05318150869,9.807342697156855,0.0,0.0,0.0,1.0,1.0,+C
604,C,B,17915.05318150869,17934.66916273695,19.615981228260353,0.0,1.0,0.0,0.0,1.0,+A
605,B,A,17934.66916273695,17993.497853679943,58.82869094299167,0.0,0.0,0.0,1.0,1.0,+C
606,A,E,17993.497853679943,18013.122026126708,19.624172446765442,0.0,-1.0,0.0,0.0,1.0,-A
607,E,C,18013.122026126708,18022.92458469121,9.802558564500941,0.0,0.0,0.0,1.0,1.0,+C
608,C,B,18022.92458469121,18042.540436064515,19.615851373306214,0.0,1.0,0.0,0.0,1.0,+A
609,B,A,18042.540436064515,18101.381806253274,58.84137018875845,0.0,0.0,0.0,1.0,1.0,+C
610,A,E,18101.381806253274,18120.991204897105,19.60939864383181,0.0,-1.0,0.0,0.0,1.0,-A
611,E,C,18120.991204897105,18130.793606503026,9.80240160592075,0.0,0.0,0.0,1.0,1.0,+C
612,C,B,18130.793606503026,18199.431783987944,68.63817748491783,0.0,1.0,0.0,0.0,1.0,+A
613,B,A,18199.431783987944,18209.238914766047,9.807130778102874,0.0,0.0,0.0,1.0,1.0,+C
614,A,E,18209.238914766047,18228.842531584472,19.603616818425508,0.0,-1.0,0.0,0.0,1.0,-A
615,E,C,18228.842531584472,18238.643686020452,9.801154435979697,0.0,0.0,0.0,1.0,1.0,+C
616,C,B,18238.643686020452,18307.28160012487,68.63791410441627,0.0,1.0,0.0,0.0,1.0,+A
617,B,A,18307.28160012487,18317.089327443795,9.807727318926482,0.0,0.0,0.0,1.0,1.0,+C
618,A,E,18317.089327443795,18336.70509944302,19.615771999226126,0.0,-1.0,0.0,0.0,1.0,-A
619,E,C,18336.70509944302,18346.510450730046,9.805351287024678,0.0,0.0,0.0,1.0,1.0,+C
620,C,B,18346.510450730046,18415.159347757275,68.6488970272294,0.0,1.0,0.0,0.0,1.0,+A
621,B,A,18415.159347757275,18424.966886761544,9.80753900426862,0.0,0.0,0.0,1.0,1.0,+C
622,A,E,18424.966886761544,18444.569134443587,19.602247682043526,0.0,-1.0,0.0,0.0,1.0,-A
623,E,C,18444.569134443587,18503.41477529684,58.8456408532511,0.0,0.0,0.0,1.0,1.0,+C
624,C,B,18503.41477529684,18523.025771526416,19.610996229577722,0.0,1.0,0.0,0.0,1.0,+A
625,B,A,18523.025771526416,18532.835117192386,9.809345665969886,0.0,0.0,0.0,1.0,1.0,+C
626,A,E,18532.835117192386,18601.482596899692,68.64747970730605,0.0,-1.0,0.0,0.0,1.0,-A
627,E,C,18601.482596899692,18611.285376535452,9.80277963576009,0.0,0.0,0.0,1.0,1.0,+C
628,C,B,18611.285376535452,18630.902576206183,19.61719967073077,0.0,1.0,0.0,0.0,1.0,+A
629,B,A,18630.902576206183,18640.7088705734,9.806294367215742,0.0,0.0,0.0,1.0,1.0,+C
630,A,E,18640.7088705734,18709.351074081573,68.64220350817413,0.0,-1.0,0.0,0.0,1.0,-A
631,E,C,18709.351074081573,18719.157886922774,9.806812841201463,0.0,0.0,0.0,1.0,1.0,+C
632,C,B,18719.157886922774,18738.76893966242,19.611052739644947,0.0,1.0,0.0,0.0,1.0,+A
633,B,A,18738.76893966242,18748.573399575907,9.804459913488245,0.0,0.0,0.0,1.0,1.0,+C
634,A,E,18748.573399575907,18817.211383999795,68.63798442388725,0.0,-1.0,0.0,0.0,1.0,-A
635,E,C,18817.211383999795,18827.02013354207,9.808749542276928,0.0,0.0,0.0,1.0,1.0,+C
636,C,B,18827.02013354207,18846.63769683199,19.617563289917598,0.0,1.0,0.0,0.0,1.0,+A
637,B,A,18846.63769683199,18905.480157057867,58.84246022587831,0.0,0.0,0.0,1.0,1.0,+C
638,A,E,18905.480157057867,18925.087899498518,19.607742440650327,0.0,-1.0,0.0,0.0,1.0,-A
639,E,C,18925.087899498518,18934.897012826917,9.80911332839969,0.0,0.0,0.0,1.0,1.0,+C
640,C,B,18934.897012826917,18954.511227747036,19.614214920118684,0.0,1.0,0.0,0.0,1.0,+A
641,B,A,18954.511227747036,19013.353388394495,58.84216064745851,0.0,0.0,0.0,1.0,1.0,+C
642,A,E,19013.353388394495,19032.967468336294,19.61407994179899,0.0,-1.0,0.0,0.0,1.0,-A
643,E,C,19032.967468336294,19042.773196515805,9.805728179511789,0.0,0.0,0.0,1.0,1.0,+C
644,C,B,19042.773196515805,19111.41020537529,68.63700885948492,0.0,1.0,0.0,0.0,1.0,+A
645,B,A,19111.41020537529,19121.213495028805,9.803289653515094,0.0,0.0,0.0,1.0,1.0,+C
646,A,E,19121.213495028805,19140.81465613981,19.60116111100433,0.0,-1.0,0.0,0.0,1.0,-A
647,E,C,19140.81465613981,19150.62112551789,9.806469378079782,0.0,0.0,0.0,1.0,1.0,+C
648,C,B,19150.62112551789,19219.26524878072,68.64412326283127,0.0,1.0,0.0,0.0,1.0,+A
649,B,A,19219.26524878072,19229.06948949605,9.804240715329797,0.0,0.0,0.0,1.0,1.0,+C
650,A,E,19229.06948949605,19248.678977029424,19.609487533372885,0.0,-1.0,0.0,0.0,1.0,-A
651,E,B,19248.678977029424,19327.127029263716,78.44805223429285,0.0,0.0,1.0,0.0,1.0,+B
652,B,A,19327.127029263716,19336.93644717204,9.809417908323667,0.0,0.0,0.0,1.0,1.0,+C
653,A,E,19336.93644717204,19356.54610284445,19.609655672411463,0.0,-1.0,0.0,0.0,1.0,-A
654,E,C,19356.54610284445,19415.394218916765,58.84811607231313,0.0,0.0,0.0,1.0,1.0,+C
655,C,B,19415.394218916765,19435.01136604686,19.617147130094963,0.0,1.0,0.0,0.0,1.0,+A
656,B,A,19435.01136604686,19444.81659996997,9.80523392311079,0.0,0.0,0.0,1.0,1.0,+C
657,A,E,19444.81659996997,19513.455793503046,68.63919353307574,0.0,-1.0,0.0,0.0,1.0,-A
658,E,C,19513.455793503046,19523.257832791114,9.802039288068045,0.0,0.0,0.0,1.0,1.0,+C
659,C,B,19523.257832791114,19542.867910054123,19.61007726300886,0.0,1.0,0.0,0.0,1.0,+A
660,B,A,19542.867910054123,19552.676159489485,9.808249435362086,0.0,0.0,0.0,1.0,1.0,+C
