n,e,a,b,c,abc_state,t_abc
521445925,13,5,67,11,5·5 | 7·67 | 11·311,3685
521445925,13,5,67,311,5·5 | 7·67 | 11·311,104185
521552185,37,5,7,11,5·41 | 7·19 | 11·47,385
521552185,37,5,7,47,5·41 | 7·19 | 11·47,1645
521552185,37,5,19,11,5·41 | 7·19 | 11·47,1045
521552185,37,5,19,47,5·41 | 7·19 | 11·47,4465
521552185,37,41,7,11,5·41 | 7·19 | 11·47,3157
521552185,37,41,7,47,5·41 | 7·19 | 11·47,13489
521552185,37,41,19,11,5·41 | 7·19 | 11·47,8569
521552185,37,41,19,47,5·41 | 7·19 | 11·47,36613
521695405,193,5,7,11,5·17 | 7·7 | 11·59,385
521695405,193,5,7,59,5·17 | 7·7 | 11·59,2065
521695405,193,5,7,11,5·17 | 7·7 | 11·59,385
521695405,193,5,7,59,5·17 | 7·7 | 11·59,2065
521695405,193,17,7,11,5·17 | 7·7 | 11·59,1309
521695405,193,17,7,59,5·17 | 7·7 | 11·59,7021
521695405,193,17,7,11,5·17 | 7·7 | 11·59,1309
521695405,193,17,7,59,5·17 | 7·7 | 11·59,7021
521769325,73,5,7,11,5·5 | 7·79 | 11·47,385
521769325,73,5,7,47,5·5 | 7·79 | 11·47,1645
521769325,73,5,79,11,5·5 | 7·79 | 11·47,4345
521769325,73,5,79,47,5·5 | 7·79 | 11·47,18565
521769325,73,5,7,11,5·5 | 7·79 | 11·47,385
521769325,73,5,7,47,5·5 | 7·79 | 11·47,1645
521769325,73,5,79,11,5·5 | 7·79 | 11·47,4345
521769325,73,5,79,47,5·5 | 7·79 | 11·47,18565
521795365,13,5,7,23,5·17 | 7·7 | 23·419,805
521795365,13,5,7,419,5·17 | 7·7 | 23·419,14665
521795365,13,5,7,23,5·17 | 7·7 | 23·419,805
521795365,13,5,7,419,5·17 | 7·7 | 23·419,14665
521795365,13,17,7,23,5·17 | 7·7 | 23·419,2737
521795365,13,17,7,419,5·17 | 7·7 | 23·419,49861
521795365,13,17,7,23,5·17 | 7·7 | 23·419,2737
521795365,13,17,7,419,5·17 | 7·7 | 23·419,49861
521815525,1297,5,7,11,5·5 | 7·19 | 11·11,385
521815525,1297,5,7,11,5·5 | 7·19 | 11·11,385
521815525,1297,5,19,11,5·5 | 7·19 | 11·11,1045
521815525,1297,5,19,11,5·5 | 7·19 | 11·11,1045
521815525,1297,5,7,11,5·5 | 7·19 | 11·11,385
521815525,1297,5,7,11,5·5 | 7·19 | 11·11,385
521815525,1297,5,19,11,5·5 | 7·19 | 11·11,1045
521815525,1297,5,19,11,5·5 | 7·19 | 11·11,1045
521986465,13,5,7,11,5·317 | 7·7 | 11·47,385
521986465,13,5,7,47,5·317 | 7·7 | 11·47,1645
521986465,13,5,7,11,5·317 | 7·7 | 11·47,385
521986465,13,5,7,47,5·317 | 7·7 | 11·47,1645
521986465,13,317,7,11,5·317 | 7·7 | 11·47,24409
521986465,13,317,7,47,5·317 | 7·7 | 11·47,104293
521986465,13,317,7,11,5·317 | 7·7 | 11·47,24409
521986465,13,317,7,47,5·317 | 7·7 | 11·47,104293
521998225,97,5,7,23,5·5 | 7·7 | 23·191,805
521998225,97,5,7,191,5·5 | 7·7 | 23·191,6685
521998225,97,5,7,23,5·5 | 7·7 | 23·191,805
521998225,97,5,7,191,5·5 | 7·7 | 23·191,6685
521998225,97,5,7,23,5·5 | 7·7 | 23·191,805
521998225,97,5,7,191,5·5 | 7·7 | 23·191,6685
521998225,97,5,7,23,5·5 | 7·7 | 23·191,805
521998225,97,5,7,191,5·5 | 7·7 | 23·191,6685
522046525,13,5,7,11,5·5 | 7·907 | 11·23,385
522046525,13,5,7,23,5·5 | 7·907 | 11·23,805
522046525,13,5,907,11,5·5 | 7·907 | 11·23,49885
522046525,13,5,907,23,5·5 | 7·907 | 11·23,104305
522046525,13,5,7,11,5·5 | 7·907 | 11·23,385
522046525,13,5,7,23,5·5 | 7·907 | 11·23,805
522046525,13,5,907,11,5·5 | 7·907 | 11·23,49885
522046525,13,5,907,23,5·5 | 7·907 | 11·23,104305
522120445,97,5,7,11,5·41 | 7·31 | 11·11,385
522120445,97,5,7,11,5·41 | 7·31 | 11·11,385
522120445,97,5,31,11,5·41 | 7·31 | 11·11,1705
522120445,97,5,31,11,5·41 | 7·31 | 11·11,1705
522120445,97,41,7,11,5·41 | 7·31 | 11·11,3157
522120445,97,41,7,11,5·41 | 7·31 | 11·11,3157
522120445,97,41,31,11,5·41 | 7·31 | 11·11,13981
522120445,97,41,31,11,5·41 | 7·31 | 11·11,13981
522254425,109,5,7,11,5·5 | 7·19 | 11·131,385
522254425,109,5,7,131,5·5 | 7·19 | 11·131,4585
522254425,109,5,19,11,5·5 | 7·19 | 11·131,1045
522254425,109,5,19,131,5·5 | 7·19 | 11·131,12445
522254425,109,5,7,11,5·5 | 7·19 | 11·131,385
522254425,109,5,7,131,5·5 | 7·19 | 11·131,4585
522254425,109,5,19,11,5·5 | 7·19 | 11·131,1045
522254425,109,5,19,131,5·5 | 7·19 | 11·131,12445
522262825,193,5,7,47,5·5 | 7·7 | 47·47,1645
522262825,193,5,7,47,5·5 | 7·7 | 47·47,1645
522262825,193,5,7,47,5·5 | 7·7 | 47·47,1645
522262825,193,5,7,47,5·5 | 7·7 | 47·47,1645
522262825,193,5,7,47,5·5 | 7·7 | 47·47,1645
522262825,193,5,7,47,5·5 | 7·7 | 47·47,1645
522262825,193,5,7,47,5·5 | 7·7 | 47·47,1645
522262825,193,5,7,47,5·5 | 7·7 | 47·47,1645
522575053,13,17,7,11,17·41 | 7·7 | 11·107,1309
522575053,13,17,7,107,17·41 | 7·7 | 11·107,12733
522575053,13,17,7,11,17·41 | 7·7 | 11·107,1309
522575053,13,17,7,107,17·41 | 7·7 | 11·107,12733
522575053,13,41,7,11,17·41 | 7·7 | 11·107,3157
522575053,13,41,7,107,17·41 | 7·7 | 11·107,30709
522575053,13,41,7,11,17·41 | 7·7 | 11·107,3157
522575053,13,41,7,107,17·41 | 7·7 | 11·107,30709
522674425,13,5,7,23,5·5 | 7·7 | 23·1427,805
522674425,13,5,7,1427,5·5 | 7·7 | 23·1427,49945
522674425,13,5,7,23,5·5 | 7·7 | 23·1427,805
522674425,13,5,7,1427,5·5 | 7·7 | 23·1427,49945
522674425,13,5,7,23,5·5 | 7·7 | 23·1427,805
522674425,13,5,7,1427,5·5 | 7·7 | 23·1427,49945
522674425,13,5,7,23,5·5 | 7·7 | 23·1427,805
522674425,13,5,7,1427,5·5 | 7·7 | 23·1427,49945
522781105,73,5,7,11,5·89 | 7·19 | 11·11,385
522781105,73,5,7,11,5·89 | 7·19 | 11·11,385
522781105,73,5,19,11,5·89 | 7·19 | 11·11,1045
522781105,73,5,19,11,5·89 | 7·19 | 11·11,1045
522781105,73,89,7,11,5·89 | 7·19 | 11·11,6853
522781105,73,89,7,11,5·89 | 7·19 | 11·11,6853
522781105,73,89,19,11,5·89 | 7·19 | 11·11,18601
522781105,73,89,19,11,5·89 | 7·19 | 11·11,18601
522818725,13,5,19,11,5·5 | 19·43 | 11·179,1045
522818725,13,5,19,179,5·5 | 19·43 | 11·179,17005
522818725,13,5,43,11,5·5 | 19·43 | 11·179,2365
522818725,13,5,43,179,5·5 | 19·43 | 11·179,38485
522818725,13,5,19,11,5·5 | 19·43 | 11·179,1045
522818725,13,5,19,179,5·5 | 19·43 | 11·179,17005
522818725,13,5,43,11,5·5 | 19·43 | 11·179,2365
522818725,13,5,43,179,5·5 | 19·43 | 11·179,38485
522881425,229,5,19,11,5·5 | 19·19 | 11·23,1045
522881425,229,5,19,23,5·5 | 19·19 | 11·23,2185
522881425,229,5,19,11,5·5 | 19·19 | 11·23,1045
522881425,229,5,19,23,5·5 | 19·19 | 11·23,2185
522881425,229,5,19,11,5·5 | 19·19 | 11·23,1045
522881425,229,5,19,23,5·5 | 19·19 | 11·23,2185
522881425,229,5,19,11,5·5 | 19·19 | 11·23,1045
522881425,229,5,19,23,5·5 | 19·19 | 11·23,2185
523086025,3529,5,7,11,5·5 | 7·7 | 11·11,385
523086025,3529,5,7,11,5·5 | 7·7 | 11·11,385
523086025,3529,5,7,11,5·5 | 7·7 | 11·11,385
523086025,3529,5,7,11,5·5 | 7·7 | 11·11,385
523086025,3529,5,7,11,5·5 | 7·7 | 11·11,385
523086025,3529,5,7,11,5·5 | 7·7 | 11·11,385
523086025,3529,5,7,11,5·5 | 7·7 | 11·11,385
523086025,3529,5,7,11,5·5 | 7·7 | 11·11,385
523470805,13,5,19,11,5·113 | 19·31 | 11·11,1045
523470805,13,5,19,11,5·113 | 19·31 | 11·11,1045
523470805,13,5,31,11,5·113 | 19·31 | 11·11,1705
523470805,13,5,31,11,5·113 | 19·31 | 11·11,1705
523470805,13,113,19,11,5·113 | 19·31 | 11·11,23617
523470805,13,113,19,11,5·113 | 19·31 | 11·11,23617
523470805,13,113,31,11,5·113 | 19·31 | 11·11,38533
523470805,13,113,31,11,5·113 | 19·31 | 11·11,38533
523594225,313,5,7,11,5·5 | 7·79 | 11·11,385
523594225,313,5,7,11,5·5 | 7·79 | 11·11,385
523594225,313,5,79,11,5·5 | 7·79 | 11·11,4345
523594225,313,5,79,11,5·5 | 7·79 | 11·11,4345
523594225,313,5,7,11,5·5 | 7·79 | 11·11,385
523594225,313,5,7,11,5·5 | 7·79 | 11·11,385
523594225,313,5,79,11,5·5 | 7·79 | 11·11,4345
523594225,313,5,79,11,5·5 | 7·79 | 11·11,4345
523603465,37,5,7,11,5·89 | 7·7 | 11·59,385
523603465,37,5,7,59,5·89 | 7·7 | 11·59,2065
523603465,37,5,7,11,5·89 | 7·7 | 11·59,385
523603465,37,5,7,59,5·89 | 7·7 | 11·59,2065
523603465,37,89,7,11,5·89 | 7·7 | 11·59,6853
523603465,37,89,7,59,5·89 | 7·7 | 11·59,36757
523603465,37,89,7,11,5·89 | 7·7 | 11·59,6853
523603465,37,89,7,59,5·89 | 7·7 | 11·59,36757
523629925,13,5,7,131,5·5 | 7·7 | 131·251,4585
523629925,13,5,7,251,5·5 | 7·7 | 131·251,8785
523629925,13,5,7,131,5·5 | 7·7 | 131·251,4585
523629925,13,5,7,251,5·5 | 7·7 | 131·251,8785
523629925,13,5,7,131,5·5 | 7·7 | 131·251,4585
523629925,13,5,7,251,5·5 | 7·7 | 131·251,8785
523629925,13,5,7,131,5·5 | 7·7 | 131·251,4585
523629925,13,5,7,251,5·5 | 7·7 | 131·251,8785
523920925,37,5,31,11,5·5 | 31·151 | 11·11,1705
523920925,37,5,31,11,5·5 | 31·151 | 11·11,1705
523920925,37,5,151,11,5·5 | 31·151 | 11·11,8305
523920925,37,5,151,11,5·5 | 31·151 | 11·11,8305
523920925,37,5,31,11,5·5 | 31·151 | 11·11,1705
523920925,37,5,31,11,5·5 | 31·151 | 11·11,1705
523920925,37,5,151,11,5·5 | 31·151 | 11·11,8305
523920925,37,5,151,11,5·5 | 31·151 | 11·11,8305
524004481,13,17,7,11,17·53 | 7·7 | 11·83,1309
524004481,13,17,7,83,17·53 | 7·7 | 11·83,9877
524004481,13,17,7,11,17·53 | 7·7 | 11·83,1309
524004481,13,17,7,83,17·53 | 7·7 | 11·83,9877
524004481,13,53,7,11,17·53 | 7·7 | 11·83,4081
524004481,13,53,7,83,17·53 | 7·7 | 11·83,30793
524004481,13,53,7,11,17·53 | 7·7 | 11·83,4081
524004481,13,53,7,83,17·53 | 7·7 | 11·83,30793
524320225,13,5,67,11,5·5 | 67·199 | 11·11,3685
524320225,13,5,67,11,5·5 | 67·199 | 11·11,3685
524320225,13,5,199,11,5·5 | 67·199 | 11·11,10945
524320225,13,5,199,11,5·5 | 67·199 | 11·11,10945
524320225,13,5,67,11,5·5 | 67·199 | 11·11,3685
524320225,13,5,67,11,5·5 | 67·199 | 11·11,3685
524320225,13,5,199,11,5·5 | 67·199 | 11·11,10945
524320225,13,5,199,11,5·5 | 67·199 | 11·11,10945
524364925,37,5,7,23,5·5 | 7·7 | 23·503,805
524364925,37,5,7,503,5·5 | 7·7 | 23·503,17605
524364925,37,5,7,23,5·5 | 7·7 | 23·503,805
524364925,37,5,7,503,5·5 | 7·7 | 23·503,17605
524364925,37,5,7,23,5·5 | 7·7 | 23·503,805
524364925,37,5,7,503,5·5 | 7·7 | 23·503,17605
524364925,37,5,7,23,5·5 | 7·7 | 23·503,805
524364925,37,5,7,503,5·5 | 7·7 | 23·503,17605
524448925,13,5,7,11,5·5 | 7·19 | 11·1103,385
524448925,13,5,7,1103,5·5 | 7·19 | 11·1103,38605
524448925,13,5,19,11,5·5 | 7·19 | 11·1103,1045
524448925,13,5,19,1103,5·5 | 7·19 | 11·1103,104785
524448925,13,5,7,11,5·5 | 7·19 | 11·1103,385
524448925,13,5,7,1103,5·5 | 7·19 | 11·1103,38605
524448925,13,5,19,11,5·5 | 7·19 | 11·1103,1045
524448925,13,5,19,1103,5·5 | 7·19 | 11·1103,104785
524508985,13,5,7,11,5·1361 | 7·7 | 11·11,385
524508985,13,5,7,11,5·1361 | 7·7 | 11·11,385
524508985,13,5,7,11,5·1361 | 7·7 | 11·11,385
524508985,13,5,7,11,5·1361 | 7·7 | 11·11,385
524508985,13,1361,7,11,5·1361 | 7·7 | 11·11,104797
524508985,13,1361,7,11,5·1361 | 7·7 | 11·11,104797
524508985,13,1361,7,11,5·1361 | 7·7 | 11·11,104797
524508985,13,1361,7,11,5·1361 | 7·7 | 11·11,104797
524641117,13,29,7,11,29·53 | 7·31 | 11·11,2233
524641117,13,29,7,11,29·53 | 7·31 | 11·11,2233
524641117,13,29,31,11,29·53 | 7·31 | 11·11,9889
524641117,13,29,31,11,29·53 | 7·31 | 11·11,9889
524641117,13,53,7,11,29·53 | 7·31 | 11·11,4081
524641117,13,53,7,11,29·53 | 7·31 | 11·11,4081
524641117,13,53,31,11,29·53 | 7·31 | 11·11,18073
524641117,13,53,31,11,29·53 | 7·31 | 11·11,18073
524703025,1693,5,7,11,5·5 | 7·7 | 11·23,385
524703025,1693,5,7,23,5·5 | 7·7 | 11·23,805
524703025,1693,5,7,11,5·5 | 7·7 | 11·23,385
524703025,1693,5,7,23,5·5 | 7·7 | 11·23,805
524703025,1693,5,7,11,5·5 | 7·7 | 11·23,385
524703025,1693,5,7,23,5·5 | 7·7 | 11·23,805
524703025,1693,5,7,11,5·5 | 7·7 | 11·23,385
524703025,1693,5,7,23,5·5 | 7·7 | 11·23,805
524864725,3541,5,7,11,5·5 | 7·7 | 11·11,385
524864725,3541,5,7,11,5·5 | 7·7 | 11·11,385
524864725,3541,5,7,11,5·5 | 7·7 | 11·11,385
524864725,3541,5,7,11,5·5 | 7·7 | 11·11,385
524864725,3541,5,7,11,5·5 | 7·7 | 11·11,385
524864725,3541,5,7,11,5·5 | 7·7 | 11·11,385
524864725,3541,5,7,11,5·5 | 7·7 | 11·11,385
524864725,3541,5,7,11,5·5 | 7·7 | 11·11,385
525026425,829,5,7,11,5·5 | 7·7 | 11·47,385
525026425,829,5,7,47,5·5 | 7·7 | 11·47,1645
525026425,829,5,7,11,5·5 | 7·7 | 11·47,385
525026425,829,5,7,47,5·5 | 7·7 | 11·47,1645
525026425,829,5,7,11,5·5 | 7·7 | 11·47,385
525026425,829,5,7,47,5·5 | 7·7 | 11·47,1645
525026425,829,5,7,11,5·5 | 7·7 | 11·47,385
525026425,829,5,7,47,5·5 | 7·7 | 11·47,1645
525311605,13,5,7,23,5·101 | 7·7 | 23·71,805
525311605,13,5,7,71,5·101 | 7·7 | 23·71,2485
525311605,13,5,7,23,5·101 | 7·7 | 23·71,805
525311605,13,5,7,71,5·101 | 7·7 | 23·71,2485
525311605,13,101,7,23,5·101 | 7·7 | 23·71,16261
525311605,13,101,7,71,5·101 | 7·7 | 23·71,50197
525311605,13,101,7,23,5·101 | 7·7 | 23·71,16261
525311605,13,101,7,71,5·101 | 7·7 | 23·71,50197
525349825,13,5,7,11,5·5 | 7·7 | 11·2999,385
525349825,13,5,7,2999,5·5 | 7·7 | 11·2999,104965
525349825,13,5,7,11,5·5 | 7·7 | 11·2999,385
525349825,13,5,7,2999,5·5 | 7·7 | 11·2999,104965
525349825,13,5,7,11,5·5 | 7·7 | 11·2999,385
525349825,13,5,7,2999,5·5 | 7·7 | 11·2999,104965
525349825,13,5,7,11,5·5 | 7·7 | 11·2999,385
525349825,13,5,7,2999,5·5 | 7·7 | 11·2999,104965
525372925,577,5,7,11,5·5 | 7·43 | 11·11,385
525372925,577,5,7,11,5·5 | 7·43 | 11·11,385
525372925,577,5,43,11,5·5 | 7·43 | 11·11,2365
525372925,577,5,43,11,5·5 | 7·43 | 11·11,2365
525372925,577,5,7,11,5·5 | 7·43 | 11·11,385
525372925,577,5,7,11,5·5 | 7·43 | 11·11,385
525372925,577,5,43,11,5·5 | 7·43 | 11·11,2365
525372925,577,5,43,11,5·5 | 7·43 | 11·11,2365
525433909,13,17,7,11,17·401 | 7·7 | 11·11,1309
525433909,13,17,7,11,17·401 | 7·7 | 11·11,1309
525433909,13,17,7,11,17·401 | 7·7 | 11·11,1309
525433909,13,17,7,11,17·401 | 7·7 | 11·11,1309
525433909,13,401,7,11,17·401 | 7·7 | 11·11,30877
525433909,13,401,7,11,17·401 | 7·7 | 11·11,30877
525433909,13,401,7,11,17·401 | 7·7 | 11·11,30877
525433909,13,401,7,11,17·401 | 7·7 | 11·11,30877
525511525,661,5,7,11,5·5 | 7·7 | 11·59,385
525511525,661,5,7,59,5·5 | 7·7 | 11·59,2065
525511525,661,5,7,11,5·5 | 7·7 | 11·59,385
525511525,661,5,7,59,5·5 | 7·7 | 11·59,2065
525511525,661,5,7,11,5·5 | 7·7 | 11·59,385
525511525,661,5,7,59,5·5 | 7·7 | 11·59,2065
525511525,661,5,7,11,5·5 | 7·7 | 11·59,385
525511525,661,5,7,59,5·5 | 7·7 | 11·59,2065
525627025,241,5,7,11,5·5 | 7·103 | 11·11,385
525627025,241,5,7,11,5·5 | 7·103 | 11·11,385
525627025,241,5,103,11,5·5 | 7·103 | 11·11,5665
525627025,241,5,103,11,5·5 | 7·103 | 11·11,5665
525627025,241,5,7,11,5·5 | 7·103 | 11·11,385
525627025,241,5,7,11,5·5 | 7·103 | 11·11,385
525627025,241,5,103,11,5·5 | 7·103 | 11·11,5665
525627025,241,5,103,11,5·5 | 7·103 | 11·11,5665
525638113,13,17,7,11,17·17 | 7·79 | 11·23,1309
525638113,13,17,7,23,17·17 | 7·79 | 11·23,2737
525638113,13,17,79,11,17·17 | 7·79 | 11·23,14773
525638113,13,17,79,23,17·17 | 7·79 | 11·23,30889
525638113,13,17,7,11,17·17 | 7·79 | 11·23,1309
525638113,13,17,7,23,17·17 | 7·79 | 11·23,2737
525638113,13,17,79,11,17·17 | 7·79 | 11·23,14773
525638113,13,17,79,23,17·17 | 7·79 | 11·23,30889
525717325,397,5,7,23,5·5 | 7·7 | 23·47,805
525717325,397,5,7,47,5·5 | 7·7 | 23·47,1645
525717325,397,5,7,23,5·5 | 7·7 | 23·47,805
525717325,397,5,7,47,5·5 | 7·7 | 23·47,1645
525717325,397,5,7,23,5·5 | 7·7 | 23·47,805
525717325,397,5,7,47,5·5 | 7·7 | 23·47,1645
525717325,397,5,7,23,5·5 | 7·7 | 23·47,805
525717325,397,5,7,47,5·5 | 7·7 | 23·47,1645
525779485,109,5,7,11,5·17 | 7·67 | 11·11,385
525779485,109,5,7,11,5·17 | 7·67 | 11·11,385
525779485,109,5,67,11,5·17 | 7·67 | 11·11,3685
525779485,109,5,67,11,5·17 | 7·67 | 11·11,3685
525779485,109,17,7,11,5·17 | 7·67 | 11·11,1309
525779485,109,17,7,11,5·17 | 7·67 | 11·11,1309
525779485,109,17,67,11,5·17 | 7·67 | 11·11,12529
525779485,109,17,67,11,5·17 | 7·67 | 11·11,12529
525931945,157,5,7,11,5·113 | 7·7 | 11·11,385
525931945,157,5,7,11,5·113 | 7·7 | 11·11,385
525931945,157,5,7,11,5·113 | 7·7 | 11·11,385
525931945,157,5,7,11,5·113 | 7·7 | 11·11,385
525931945,157,113,7,11,5·113 | 7·7 | 11·11,8701
525931945,157,113,7,11,5·113 | 7·7 | 11·11,8701
525931945,157,113,7,11,5·113 | 7·7 | 11·11,8701
525931945,157,113,7,11,5·113 | 7·7 | 11·11,8701
526171525,181,5,31,11,5·5 | 31·31 | 11·11,1705
526171525,181,5,31,11,5·5 | 31·31 | 11·11,1705
526171525,181,5,31,11,5·5 | 31·31 | 11·11,1705
526171525,181,5,31,11,5·5 | 31·31 | 11·11,1705
526171525,181,5,31,11,5·5 | 31·31 | 11·11,1705
526171525,181,5,31,11,5·5 | 31·31 | 11·11,1705
526171525,181,5,31,11,5·5 | 31·31 | 11·11,1705
526171525,181,5,31,11,5·5 | 31·31 | 11·11,1705
526190665,13,5,7,11,5·653 | 7·7 | 11·23,385
526190665,13,5,7,23,5·653 | 7·7 | 11·23,805
526190665,13,5,7,11,5·653 | 7·7 | 11·23,385
526190665,13,5,7,23,5·653 | 7·7 | 11·23,805
526190665,13,653,7,11,5·653 | 7·7 | 11·23,50281
526190665,13,653,7,23,5·653 | 7·7 | 11·23,105133
526190665,13,653,7,11,5·653 | 7·7 | 11·23,50281
526190665,13,653,7,23,5·653 | 7·7 | 11·23,105133
526287685,433,5,7,11,5·41 | 7·7 | 11·11,385
526287685,433,5,7,11,5·41 | 7·7 | 11·11,385
526287685,433,5,7,11,5·41 | 7·7 | 11·11,385
526287685,433,5,7,11,5·41 | 7·7 | 11·11,385
526287685,433,41,7,11,5·41 | 7·7 | 11·11,3157
526287685,433,41,7,11,5·41 | 7·7 | 11·11,3157
526287685,433,41,7,11,5·41 | 7·7 | 11·11,3157
526287685,433,41,7,11,5·41 | 7·7 | 11·11,3157
526396585,13,5,31,11,5·17 | 31·127 | 11·11,1705
526396585,13,5,31,11,5·17 | 31·127 | 11·11,1705
526396585,13,5,127,11,5·17 | 31·127 | 11·11,6985
526396585,13,5,127,11,5·17 | 31·127 | 11·11,6985
526396585,13,17,31,11,5·17 | 31·127 | 11·11,5797
526396585,13,17,31,11,5·17 | 31·127 | 11·11,5797
526396585,13,17,127,11,5·17 | 31·127 | 11·11,23749
526396585,13,17,127,11,5·17 | 31·127 | 11·11,23749
526683325,97,5,7,23,5·5 | 7·19 | 23·71,805
526683325,97,5,7,71,5·5 | 7·19 | 23·71,2485
526683325,97,5,19,23,5·5 | 7·19 | 23·71,2185
526683325,97,5,19,71,5·5 | 7·19 | 23·71,6745
526683325,97,5,7,23,5·5 | 7·19 | 23·71,805
526683325,97,5,7,71,5·5 | 7·19 | 23·71,2485
526683325,97,5,19,23,5·5 | 7·19 | 23·71,2185
526683325,97,5,19,71,5·5 | 7·19 | 23·71,6745
526731205,13,5,7,11,5·29 | 7·19 | 11·191,385
526731205,13,5,7,191,5·29 | 7·19 | 11·191,6685
526731205,13,5,19,11,5·29 | 7·19 | 11·191,1045
526731205,13,5,19,191,5·29 | 7·19 | 11·191,18145
526731205,13,29,7,11,5·29 | 7·19 | 11·191,2233
526731205,13,29,7,191,5·29 | 7·19 | 11·191,38773
526731205,13,29,19,11,5·29 | 7·19 | 11·191,6061
526731205,13,29,19,191,5·29 | 7·19 | 11·191,105241
526828225,73,5,7,11,5·5 | 7·163 | 11·23,385
526828225,73,5,7,23,5·5 | 7·163 | 11·23,805
526828225,73,5,163,11,5·5 | 7·163 | 11·23,8965
526828225,73,5,163,23,5·5 | 7·163 | 11·23,18745
526828225,73,5,7,11,5·5 | 7·163 | 11·23,385
526828225,73,5,7,23,5·5 | 7·163 | 11·23,805
526828225,73,5,163,11,5·5 | 7·163 | 11·23,8965
526828225,73,5,163,23,5·5 | 7·163 | 11·23,18745
526981525,73,5,7,71,5·5 | 7·7 | 71·83,2485
526981525,73,5,7,83,5·5 | 7·7 | 71·83,2905
526981525,73,5,7,71,5·5 | 7·7 | 71·83,2485
526981525,73,5,7,83,5·5 | 7·7 | 71·83,2905
526981525,73,5,7,71,5·5 | 7·7 | 71·83,2485
526981525,73,5,7,83,5·5 | 7·7 | 71·83,2905
526981525,73,5,7,71,5·5 | 7·7 | 71·83,2485
526981525,73,5,7,83,5·5 | 7·7 | 71·83,2905
526999165,613,5,7,11,5·29 | 7·7 | 11·11,385
526999165,613,5,7,11,5·29 | 7·7 | 11·11,385
526999165,613,5,7,11,5·29 | 7·7 | 11·11,385
526999165,613,5,7,11,5·29 | 7·7 | 11·11,385
526999165,613,29,7,11,5·29 | 7·7 | 11·11,2233
526999165,613,29,7,11,5·29 | 7·7 | 11·11,2233
526999165,613,29,7,11,5·29 | 7·7 | 11·11,2233
526999165,613,29,7,11,5·29 | 7·7 | 11·11,2233
527069725,13,5,7,23,5·5 | 7·7 | 23·1439,805
527069725,13,5,7,1439,5·5 | 7·7 | 23·1439,50365
527069725,13,5,7,23,5·5 | 7·7 | 23·1439,805
527069725,13,5,7,1439,5·5 | 7·7 | 23·1439,50365
527069725,13,5,7,23,5·5 | 7·7 | 23·1439,805
527069725,13,5,7,1439,5·5 | 7·7 | 23·1439,50365
527069725,13,5,7,23,5·5 | 7·7 | 23·1439,805
527069725,13,5,7,1439,5·5 | 7·7 | 23·1439,50365
527083249,61,17,7,11,17·41 | 7·7 | 11·23,1309
527083249,61,17,7,23,17·41 | 7·7 | 11·23,2737
527083249,61,17,7,11,17·41 | 7·7 | 11·23,1309
527083249,61,17,7,23,17·41 | 7·7 | 11·23,2737
527083249,61,41,7,11,17·41 | 7·7 | 11·23,3157
527083249,61,41,7,23,17·41 | 7·7 | 11·23,6601
527083249,61,41,7,11,17·41 | 7·7 | 11·23,3157
527083249,61,41,7,23,17·41 | 7·7 | 11·23,6601
527193205,37,5,7,11,5·17 | 7·7 | 11·311,385
527193205,37,5,7,311,5·17 | 7·7 | 11·311,10885
527193205,37,5,7,11,5·17 | 7·7 | 11·311,385
527193205,37,5,7,311,5·17 | 7·7 | 11·311,10885
527193205,37,17,7,11,5·17 | 7·7 | 11·311,1309
527193205,37,17,7,311,5·17 | 7·7 | 11·311,37009
527193205,37,17,7,11,5·17 | 7·7 | 11·311,1309
527193205,37,17,7,311,5·17 | 7·7 | 11·311,37009
527194525,13,5,31,11,5·5 | 31·67 | 11·71,1705
527194525,13,5,31,71,5·5 | 31·67 | 11·71,11005
527194525,13,5,67,11,5·5 | 31·67 | 11·71,3685
527194525,13,5,67,71,5·5 | 31·67 | 11·71,23785
527194525,13,5,31,11,5·5 | 31·67 | 11·71,1705
527194525,13,5,31,71,5·5 | 31·67 | 11·71,11005
527194525,13,5,67,11,5·5 | 31·67 | 11·71,3685
527194525,13,5,67,71,5·5 | 31·67 | 11·71,23785
527290225,109,5,7,11,5·5 | 7·7 | 11·359,385
527290225,109,5,7,359,5·5 | 7·7 | 11·359,12565
527290225,109,5,7,11,5·5 | 7·7 | 11·359,385
527290225,109,5,7,359,5·5 | 7·7 | 11·359,12565
527290225,109,5,7,11,5·5 | 7·7 | 11·359,385
527290225,109,5,7,359,5·5 | 7·7 | 11·359,12565
527290225,109,5,7,11,5·5 | 7·7 | 11·359,385
527290225,109,5,7,359,5·5 | 7·7 | 11·359,12565
527338825,13,5,19,23,5·5 | 19·79 | 23·47,2185
527338825,13,5,19,47,5·5 | 19·79 | 23·47,4465
527338825,13,5,79,23,5·5 | 19·79 | 23·47,9085
527338825,13,5,79,47,5·5 | 19·79 | 23·47,18565
527338825,13,5,19,23,5·5 | 19·79 | 23·47,2185
527338825,13,5,19,47,5·5 | 19·79 | 23·47,4465
527338825,13,5,79,23,5·5 | 19·79 | 23·47,9085
527338825,13,5,79,47,5·5 | 19·79 | 23·47,18565
527359525,277,5,7,11,5·5 | 7·43 | 11·23,385
527359525,277,5,7,23,5·5 | 7·43 | 11·23,805
