n,e(E),a(A),b(B),c(C),k_ABC,resid_E8_abs_base,resid_E8_rel_base,min_resid_E8_abs_over_units,min_resid_E8_rel_over_units,best_unit_abs_idx,best_unit_rel_idx,pol_E8_axial_mean_deg,pol_E8_axial_spread_1minusR,octo0_count_tol5deg,octo90_count_tol5deg,H_balance_alpha_min,H_balance_alpha_max,H_balance_alpha_range,H_balance_alpha_absmax,improve_abs,improve_rel,stability_score
517465,13,5,19,419,1,0.14547982238401358,0.0017793945954491697,0.0324719371619204,0.0017793945954491697,8,0,44.938663450061085,0.6440201387000863,4,4,-0.0009539980472238098,0.000261670930346129,0.0012156689775699387,0.0009539980472238098,0.11300788522209318,0.0,1.3974696573106125
1305265,13,5,43,467,1,0.0774926720731792,0.0018059976056623403,0.0774926720731792,0.0018059976056623403,0,0,44.943601301247476,0.6258118290537571,4,4,-0.0006462840915481923,0.0008443338517812774,0.0014906179433294697,0.0008443338517812774,0.0,0.0,1.4381296742682952
4441885,709,5,7,179,1,0.006010163188739317,0.0019168845446088834,0.0007518692898053882,0.0019168845446088834,8,0,18.101799009145477,0.00791968857704406,0,0,0.0005270259900545679,0.03706600966372131,0.036538983673666744,0.03706600966372131,0.005258293898933929,0.0,12.625164974901619
5095765,73,5,607,23,1,0.014962054417114302,0.001936769062533784,0.014962054417114302,0.001936769062533784,0,0,43.4389079453018,0.577578144161248,4,4,-0.009924803628557504,0.008217886148975256,0.01814268977753276,0.009924803628557504,0.0,0.0,1.5582280092661014
7899805,61,5,439,59,1,0.5531651378539348,0.5121469305062656,0.031521932624304874,0.0019934899778816777,9,8,44.497647088005955,0.5774377846313636,8,4,-0.0015359743659745019,0.0005968023049266948,0.002132776670901197,0.0015359743659745019,0.5216432052296299,0.510153440528384,2.2513208925339483
5635285,37,5,367,83,1,0.7168095257670534,0.6972890345439156,0.021571647461447904,0.0020511562383102966,8,8,43.646473726528065,0.5471437090060087,4,4,-0.000540744431312567,0.002234644440241485,0.0027753888715540517,0.002234644440241485,0.6952378783056055,0.6952378783056052,1.6449030488387968
1264081,13,29,7,479,1,0.07951496782571366,0.002063026636973588,0.07951496782571366,0.002063026636973588,0,0,44.937102350735906,0.60752628787953,8,8,-0.0010756532904621662,0.007634016545232871,0.008709669835695037,0.007634016545232871,0.0,0.0,2.7982282177539033
1338805,13,5,43,479,1,0.07964755881657004,0.0021489645161745213,0.07964755881657004,0.0021489645161745213,0,0,44.94148495913031,0.6079931521606776,8,8,-0.0006126178098183853,0.0011879334700111864,0.0018005512798295717,0.0011879334700111864,0.0,0.0,2.7960795247101857
5474245,229,5,7,683,1,0.015402857620075821,0.002250714753817701,0.015402857620075821,0.002250714753817701,0,0,35.9009447590924,0.48512170542017186,8,0,-0.00847099904860174,0.0018824460495413034,0.010353445098143043,0.00847099904860174,0.0,0.0,1.8552007356994284
920185,61,5,7,431,1,0.5366617239219776,0.6410989523837282,0.10676687546739565,0.00232964700564529,9,9,44.507190368774786,0.5760610613126245,4,4,-0.00025838151437085853,0.010723361747346618,0.010981743261717476,0.010723361747346618,0.429894848454582,0.6387693053780829,1.5623316660521702
3488305,73,5,19,503,1,0.3506008403498893,0.36242168282465254,0.014193435305417949,0.0023725928306545813,9,9,42.82116712500409,0.5579648394300658,4,4,-0.004231880844948586,0.0048402445000555495,0.009072125345004137,0.0048402445000555495,0.33640740504447136,0.36004908999399793,1.613001973237833
6893845,457,5,7,431,1,0.03480363998886721,0.002398549550640611,0.005849689986837485,0.002398549550640611,9,0,16.257492903222076,0.11435853975793175,8,0,-0.009879614189352614,0.001460137796395174,0.011339751985747788,0.009879614189352614,0.028953950002029723,0.0,7.869916247521255
7502305,37,5,379,107,1,0.6645663857600804,0.6268041114010364,0.035289054743403006,0.0024732196156411574,8,8,43.7472089255813,0.5749309880319944,4,4,-0.001266206234293523,0.0010100340286983579,0.0022762402629918806,0.001266206234293523,0.6292773310166774,0.6243308917853952,1.5654025497532689
4977889,709,17,7,59,1,0.009033802370984062,0.002474921923967212,0.008826347922782031,0.002474921923967212,8,0,15.912968354424168,0.00019763902301628278,0,0,-0.01604162241158376,0.06699689010762262,0.08303851251920638,0.06699689010762262,0.00020745444820203032,0.0,503.4257543232219
7970545,313,5,463,11,1,0.6760685070130534,0.6344891549968661,0.03907661766036141,0.0025027343558261554,9,9,42.76684358495839,0.3422589999140285,0,0,-0.006946495613059891,0.0010900154474140485,0.00803651106047394,0.006946495613059891,0.636991889352692,0.6319864206410399,0.29217553913726046
3490669,13,89,7,431,1,0.014446331566959063,0.002670457666836374,0.014446331566959063,0.002670457666836374,0,0,44.92711298160181,0.6795446682275434,4,4,-0.005067667674241245,0.018921138428907906,0.02398880610314915,0.018921138428907906,0.0,0.0,1.3244142992588956
