Omega,P_E_centered,P_A_centered,P_B_centered,P_C_centered,P_total_centered
2.090963800822954,0.002961829338634715,0.0028074925298369863,0.0079642536875836,0.007710253940157903,0.021443829496213207
2.1032577055336774,0.0029967566895868054,0.0028405990342252434,0.008058181148153421,0.007801189405830119,0.021696726277795588
2.1155516102444003,0.0030318887148602517,0.0028738995232301255,0.008152659236763019,0.007892658043949877,0.021951105518803273
2.1278455149551236,0.0030672254130440866,0.0029073939951677007,0.00824768795335775,0.007984659855935874,0.02220696721750541
2.140139419665847,0.0031027667827142123,0.0029410824483508185,0.008343267297858534,0.008077194843208653,0.022464311372132218
2.1524333243765703,0.003138512822450917,0.002974964881079604,0.00843939727022331,0.008170263007212256,0.022723137980966087
2.1647272290872936,0.003174463530807707,0.003009041291643551,0.008536077870369438,0.008263864349386911,0.022983447042207606
2.177021133798017,0.0032106189063487584,0.0030433116783213287,0.008633309098258308,0.00835799887118678,0.023245238554115175
2.18931503850874,0.0032469789476197723,0.0030777760393837367,0.008731090953821836,0.008452666574072929,0.023508512514898272
2.201608943219463,0.0032835436531608152,0.003112434373093209,0.00882942343697834,0.008547867459497604,0.02377326892272997
2.2139028479301865,0.0033203130215013954,0.0031472866777057973,0.00892830654768328,0.008643601528965183,0.024039507775855656
2.22619675264091,0.0033572870511622303,0.003182332951454282,0.009027740285865593,0.008739868783944369,0.024307229072426474
2.238490657351633,0.0033944657406632006,0.0032175731925733757,0.00912772465146576,0.008836669225928644,0.02457643281063098
2.2507845620623566,0.003431849088508777,0.0032530073992844267,0.009228259644417413,0.008934002856421193,0.02484711898863181
2.2630784667730794,0.00346943709319271,0.0032886355697970197,0.009329345264651082,0.009031869676930905,0.025119287604571716
2.275372371483803,0.003507229753214473,0.0033244577023201515,0.009430981512107191,0.009130269688976974,0.02539293865661879
2.287666276194526,0.0035452270670448707,0.003360473795039059,0.00953316838672061,0.009229202894091215,0.025668072142895758
2.2999601809052495,0.003583429033169584,0.0033966838461437173,0.009635905888420343,0.009328669293797024,0.02594468806153067
2.312254085615973,0.0036218356500414385,0.0034330878537974347,0.009739194017146666,0.009428668889647399,0.026222786410632935
2.324547990326696,0.003660446916125879,0.003469685816172417,0.009843032772824611,0.009529201683189404,0.02650236718831231
2.336841895037419,0.0036992628298722313,0.0035064777314157353,0.00994742215540033,0.009630267675982901,0.026783430392671198
2.3491357997481424,0.003738283389714035,0.003543463597670666,0.01005236216479599,0.009731866869594728,0.02706597602177542
2.3614297044588657,0.0037775085940943394,0.0035806434130765223,0.010157852800949638,0.009833999265600836,0.027350004073721335
2.373723609169589,0.003816938441425479,0.003618017175751833,0.01026389406378407,0.009936664865588097,0.02763551454654948
2.3860175138803124,0.00385657293013388,0.003655584883810362,0.010370485953241061,0.010039863671138863,0.027922507438324168
2.3983114185910352,0.0038964120586219963,0.003693346535358633,0.010477628469252157,0.010143595683868111,0.028210982747100898
2.4106053233017586,0.003936455825287896,0.003731302128490404,0.010585321611739099,0.010247860905377035,0.028500940470894433
2.422899228012482,0.0039767042285297005,0.003769451661293436,0.010693565380643642,0.010352659337288002,0.028792380607754783
2.4351931327232053,0.004017157266725798,0.0038077951318377873,0.010802359775892754,0.01045799098122324,0.02908530315567958
2.4474870374339286,0.004057814938254834,0.003846332538191701,0.010911704797411634,0.01056385583881032,0.02937970811266849
2.459780942144652,0.00409867724147493,0.0038850638784055196,0.011021600445124687,0.010670253911690809,0.029675595476695946
2.472074846855375,0.004139744174755374,0.003923989150534064,0.011132046718977188,0.01077718520153527,0.029972965245801897
2.484368751566098,0.004181015736436839,0.003963108352602662,0.011243043618896218,0.010884649709989185,0.030271817417924906
2.4966626562768215,0.00422249192487057,0.004002421482645544,0.011354591144795732,0.01099264743871231,0.030572151991024157
2.508956560987545,0.004264172738387016,0.004041928538677524,0.011466689296613444,0.011101178389387557,0.030873968963065542
2.521250465698268,0.004306058175307951,0.004081629518698937,0.011579338074273979,0.011210242563691946,0.031177268331972815
2.5335443704089915,0.004348148233956188,0.0041215244207132495,0.011692537477710131,0.01131983996332777,0.03148205009570734
2.5458382751197144,0.0043904429126414915,0.004161613242705177,0.011806287506844778,0.011429970589984765,0.031788314252176215
2.5581321798304377,0.004432942209657496,0.004201895982647784,0.011920588161602384,0.011540634445373165,0.032096060799280825
2.570426084541161,0.0044756461233052105,0.004242372638511496,0.012035439441923382,0.011651831531216513,0.0324052897349566
2.5827199892518844,0.004518554651864427,0.004283043208261643,0.012150841347707086,0.011763561849233944,0.0327160010570671
2.5950138939626077,0.004561667793612252,0.00432390768982782,0.012266793878910495,0.011875825401157707,0.033028194763508274
2.607307798673331,0.0046049855468189346,0.004364966081167602,0.012383297035436228,0.01198862218873535,0.03334187085215812
2.619601703384054,0.004648507909743554,0.004406218380194713,0.012500350817218998,0.012101952213704322,0.033657029320861585
2.6318956080947773,0.004692234880638008,0.004447664584833334,0.012617955224174584,0.01221581547782285,0.03397367016746877
2.6441895128055006,0.0047361664577428774,0.00448930469299429,0.012736110256239302,0.012330211982877396,0.034291793389853865
2.656483417516224,0.004780302639297419,0.004531138702567517,0.012854815913333734,0.012445141730616217,0.03461139898581489
2.6687773222269473,0.004824643423525726,0.004573166611449945,0.012974072195376496,0.012560604722839453,0.03493248695319162
2.6810712269376706,0.004869188808652275,0.0046153884175226,0.013093879102290634,0.012676600961328185,0.035255057289793695
2.6933651316483935,0.004913938792881082,0.004657804118647628,0.0132142366340079,0.012793130447888598,0.03557910999342521
2.705659036359117,0.0049588933744180415,0.004700413712687907,0.013335144790441355,0.012910193184319907,0.03590464506186721
2.71795294106984,0.005004052551455821,0.004743217197494462,0.013456603571511473,0.013027789172439299,0.03623166249290105
2.7302468457805635,0.005049416322181353,0.004786214570905422,0.01357861297715064,0.01314591841407755,0.03656016228431497
2.742540750491287,0.005094984684773499,0.004829405830751557,0.013701173007276277,0.013264580911061221,0.03689014443386256
2.75483465520201,0.0051407576374041955,0.004872790974855423,0.013824283661804299,0.013383776665225276,0.03722160893928919
2.767128559912733,0.005186735178224975,0.004916370001024277,0.013947944940663476,0.013503505678436199,0.03755455579834893
2.7794224646234564,0.005232917305397476,0.004960142907061301,0.014072156843763487,0.013623767952531386,0.03788898500875365
2.7917163693341798,0.005279304017061701,0.005004109690756768,0.014196919371028283,0.013744563489384316,0.03822489656823107
2.804010274044903,0.005325895311363411,0.005048270349894119,0.014322232522389167,0.013865892290872074,0.03856229047451877
2.8163041787556264,0.005372691186423422,0.0050926248822427515,0.014448096297755356,0.013987754358867949,0.038901166725289475
2.8285980834663493,0.005419691640362364,0.005137173285563658,0.014574510697041672,0.014110149695267284,0.03924152531823498
2.8408919881770727,0.005466896671295448,0.005181915557610191,0.014701475720172141,0.014233078301961221,0.039583366251039004
2.853185892887796,0.0055143062773254405,0.005226851696127814,0.01482899136705693,0.014356540180857419,0.0399266895213676
2.8654797975985193,0.00556192045654594,0.005271981698842442,0.014957057637628713,0.014480535333881356,0.040271495126898454
2.8777737023092427,0.005609739207045164,0.005317305563484369,0.01508567453179719,0.014605063762955523,0.04061778306528224
2.890067607019966,0.005657762526904824,0.00536282328775779,0.015214842049480353,0.014730125469995178,0.04096555333413815
2.902361511730689,0.005705990414193724,0.005408534869369884,0.015344560190591322,0.014855720456945823,0.041314805931100755
2.9146554164414122,0.0057544228669754,0.005454440306016219,0.015474828955050845,0.01498184872576329,0.041665540853805756
2.9269493211521356,0.0058030598833039,0.0055005395953738895,0.015605648342778793,0.01510851027839551,0.04201775809985209
2.939243225862859,0.005851901461228129,0.005546832735124631,0.015737018353685215,0.01523570511681078,0.04237145766684876
2.9515371305735822,0.005900947598779075,0.00559331972293078,0.015868938987674604,0.01536343324298073,0.04272663955236519
