center,a0,b0,c0,rad_abc,abc_quality_q,abc_eps_eff,e_near,d_e,K_add,GP_235,BridgeP_M
1126665,1269374022209,12,1269374022221,9667862449645723881037134,0.4844278375357577,-0.5155721624642423,1126669,4.0,5.10594547390058,0.0,-5.10594547390058
1137885,1294782273209,12,1294782273221,10058766810190817438617134,0.4844385589853434,-0.5155614410146566,1137889,4.0,5.198497031265826,0.0,-5.198497031265826
1146795,1315138772009,12,1315138772021,10377539937942732882961134,0.48444698765683897,-0.5155530123431611,1146793,2.0,-5.176149732573829,0.0,5.176149732573829
1155615,1335446028209,12,1335446028221,10700496565651311456517134,0.4844552580537848,-0.5155447419462151,1155613,2.0,-4.962844630259907,0.0,4.962844630259907
1156035,1336416921209,12,1336416921221,10716061123858677102457134,0.4844556500876375,-0.5155443499123624,1156033,2.0,-4.919980925828125,0.0,4.919980925828125
1157835,1340581887209,12,1340581887221,10782958777973585882737134,0.48445732839749944,-0.5155426716025006,1157833,2.0,-4.976733742420574,0.0,4.976733742420574
1163715,1354232601209,12,1354232601221,11003675629161271316857134,0.48446279024018596,-0.5155372097598141,1163713,2.0,-5.030437921392435,0.0,5.030437921392435
1167705,1363534967009,12,1363534967021,11155365637635582828061134,0.4844664786232958,-0.5155335213767043,1167709,4.0,5.262690188904886,0.0,-5.262690188904886
1168245,1364796380009,12,1364796380021,11176014953412289748401134,0.4844669767002096,-0.5155330232997903,1168249,4.0,5.272999558563747,0.0,-5.272999558563747
1170135,1369215918209,12,1369215918221,11248513384160073412717134,0.4844687179071382,-0.5155312820928618,1170133,2.0,-5.198497031265826,0.0,5.198497031265826
1172025,1373642600609,12,1373642600621,11321363965346042390269134,0.4844704559145602,-0.5155295440854397,1172029,4.0,5.1647859739235145,0.0,-5.1647859739235145
1172535,1374838326209,12,1374838326221,11341082539377976537357134,0.4844709243539617,-0.5155290756460382,1172533,2.0,-5.153291594497779,0.0,5.153291594497779
1173585,1377301752209,12,1377301752221,11381760699927055544437134,0.4844718880579122,-0.5155281119420878,1173589,4.0,5.081404364984463,0.0,-5.081404364984463
1182285,1397797821209,12,1397797821221,11723032493960406624457134,0.48447983545940754,-0.5155201645405925,1182289,4.0,5.056245805348308,0.0,-5.056245805348308
1210875,1466218265609,12,1466218265621,12898776014538352147969134,0.484505490783325,-0.515494509216675,1210873,2.0,-5.043425116919247,0.0,5.043425116919247
1228395,1508954276009,12,1508954276021,13661658042623716825681134,0.48452087396718785,-0.5154791260328122,1228393,2.0,-5.093750200806762,0.0,5.093750200806762
1230375,1513822640609,12,1513822640621,13749953923431428685469134,0.48452259675657167,-0.5154774032434284,1230373,2.0,-5.017279836814924,0.0,5.017279836814924
1233435,1521361899209,12,1521361899221,13887252170298430905697134,0.48452525305193445,-0.5154747469480656,1233433,2.0,-5.043425116919247,0.0,5.043425116919247
1246245,1553126600009,12,1553126600021,14473213414044922788001134,0.4845362921812144,-0.5154637078187856,1246249,4.0,5.3981627015177525,0.0,-5.3981627015177525
1246365,1553425713209,12,1553425713221,14478788678865188553817134,0.48453639498084894,-0.515463605019151,1246369,4.0,5.3981627015177525,0.0,-5.3981627015177525
1257075,1580237555609,12,1580237555621,14982904393056421308169134,0.48454552475887946,-0.5154544752411205,1257073,2.0,-5.54907608489522,0.0,5.54907608489522
1272285,1618709121209,12,1618709121221,15721315314627825378457134,0.4845583395737895,-0.5154416604262104,1272289,4.0,5.342334251964811,0.0,-5.342334251964811
1285515,1652548815209,12,1652548815221,16385505520011001292977134,0.48456934522541006,-0.5154306547745899,1285513,2.0,-5.25227342804663,0.0,5.25227342804663
1298115,1685102553209,12,1685102553221,17037423689110271441017134,0.4845797076386299,-0.5154202923613701,1298113,2.0,-5.231108616854587,0.0,5.231108616854587
1322175,1748146730609,12,1748146730621,18336101950559480269669134,0.4845991807422879,-0.5154008192577121,1322173,2.0,-5.424950017481403,0.0,5.424950017481403
1322595,1749257534009,12,1749257534021,18359411521849433292121134,0.4845995170832961,-0.5154004829167038,1322593,2.0,-5.37989735354046,0.0,5.37989735354046
1324575,1754498930609,12,1754498930621,18469598985175071505669134,0.4846011010561026,-0.5153988989438973,1324573,2.0,-5.37989735354046,0.0,5.37989735354046
1329705,1768115387009,12,1768115387021,18757392130795219383661134,0.48460519248847866,-0.5153948075115213,1329709,4.0,5.3612921657094255,0.0,-5.3612921657094255
1337265,1788277680209,12,1788277680221,19187622369330850814677134,0.48461118935553926,-0.5153888106444607,1337269,4.0,5.43372200355424,0.0,-5.43372200355424
1339905,1795345409009,12,1795345409021,19339590826027425859621134,0.4846132744208177,-0.5153867255791823,1339909,4.0,5.424950017481403,0.0,-5.424950017481403
1340325,1796471105609,12,1796471105621,19363850599857482907169134,0.48461360570490064,-0.5153863942950994,1340329,4.0,5.407171771460119,0.0,-5.407171771460119
1351245,1825863050009,12,1825863050021,20002655264460470349001134,0.48462217788539425,-0.5153778221146057,1351249,4.0,5.484796933490655,0.0,-5.484796933490655
1352205,1828458362009,12,1828458362021,20059559889735460769161134,0.48462292771342674,-0.5153770722865733,1352209,4.0,5.54907608489522,0.0,-5.54907608489522
1358805,1846351028009,12,1846351028021,20454072711912283889041134,0.4846280664470146,-0.5153719335529854,1358809,4.0,5.765191102784844,0.0,-5.765191102784844
1360785,1851735816209,12,1851735816221,20573553198320593541557134,0.48462960253362064,-0.5153703974663794,1360789,4.0,5.739792912179234,0.0,-5.739792912179234
1368465,1872696456209,12,1872696456221,21041952102721316472757134,0.4846355367286218,-0.5153644632713782,1368469,4.0,5.673323267171493,0.0,-5.673323267171493
1381275,1907920625609,12,1907920625621,21840966681882797964769134,0.48464535100312994,-0.5153546489968701,1381273,2.0,-5.6937321388027,0.0,5.6937321388027
1400805,1962254648009,12,1962254648021,23102659821938829260641134,0.4846601162936899,-0.5153398837063101,1400809,4.0,5.8377304471659395,0.0,-5.8377304471659395
1402365,1966627593209,12,1966627593221,23205744542367741084217134,0.48466128559519656,-0.5153387144048034,1402369,4.0,5.849324779946859,0.0,-5.849324779946859
1410975,1990850450609,12,1990850450621,23780913100283691323269134,0.4846677127456901,-0.5153322872543099,1410973,2.0,-5.905361848054571,0.0,5.905361848054571
1440585,2075285142209,12,2075285142221,25840850528989996650637134,0.4846894802509778,-0.5153105197490222,1440589,4.0,5.746203190540153,0.0,-5.746203190540153
1447005,2093823470009,12,2093823470021,26304580341513933624601134,0.48469413277221807,-0.5153058672277819,1447009,4.0,5.783825182329737,0.0,-5.783825182329737
1451835,2107824867209,12,2107824867221,26657554025099594291137134,0.4846976175938505,-0.5153023824061496,1451833,2.0,-5.6937321388027,0.0,5.6937321388027
1461405,2135704574009,12,2135704574021,27367404164811555679321134,0.484704483544954,-0.515295516455046,1461409,4.0,5.616771097666572,0.0,-5.616771097666572
1468635,2156888763209,12,2156888763221,27913014821298794022817134,0.48470963687370644,-0.5152903631262935,1468633,2.0,-5.53338948872752,0.0,5.53338948872752
1508625,2275949390609,12,2275949390621,31079673771844739100469134,0.4847376293186052,-0.5152623706813948,1508629,4.0,5.476463551931511,0.0,-5.476463551931511
1514325,2293180205609,12,2293180205621,31552052732546722065169134,0.48474155050134693,-0.5152584494986531,1514329,4.0,5.41610040220442,0.0,-5.41610040220442
1524075,2322804605609,12,2322804605621,32372527415197534137169134,0.48474821906646864,-0.5152517809335313,1524073,2.0,-5.54907608489522,0.0,5.54907608489522
1525965,2328569181209,12,2328569181221,32533406590225773053257134,0.48474950613320333,-0.5152504938667967,1525969,4.0,5.41610040220442,0.0,-5.41610040220442
1540965,2374573131209,12,2374573131221,33831585332929257644257134,0.4847596571554006,-0.5152403428445994,1540969,4.0,5.43372200355424,0.0,-5.43372200355424
1571745,2470382345009,12,2470382345021,36616733583370862972101134,0.48478013997689023,-0.5152198600231097,1571749,4.0,5.37989735354046,0.0,-5.37989735354046
1573545,2476043867009,12,2476043867021,36784759388295570030061134,0.484781323671504,-0.515218676328496,1573549,4.0,5.407171771460119,0.0,-5.407171771460119
1573935,2477271384209,12,2477271384221,36821241066303012906997134,0.48478157993594756,-0.5152184200640524,1573933,2.0,-5.41610040220442,0.0,5.41610040220442
1577295,2487859517009,12,2487859517021,37136669858412654447061134,0.4847837847695751,-0.5152162152304249,1577293,2.0,-5.484796933490655,0.0,5.484796933490655
1584435,2510434269209,12,2510434269221,37813681320294306580297134,0.4847884523787872,-0.5152115476212128,1584433,2.0,-5.60947179518496,0.0,5.60947179518496
1588755,2524142450009,12,2524142450021,38227770647806360641001134,0.48479126489289504,-0.515208735107105,1588753,2.0,-5.517452896464707,0.0,5.517452896464707
1592865,2537218908209,12,2537218908221,38624878729222299566917134,0.48479393263618137,-0.5152060673638186,1592869,4.0,5.556828061699537,0.0,-5.556828061699537
1603335,2570683122209,12,2570683122221,39650470289046363759037134,0.4848006933919629,-0.5151993066080371,1603333,2.0,-5.3612921657094255,0.0,5.3612921657094255
1615845,2610955064009,12,2610955064021,40902518077833436487521134,0.48480870598443054,-0.5151912940155694,1615849,4.0,5.4680601411351315,0.0,-5.4680601411351315
1616805,2614058408009,12,2614058408021,40999808163083497297441134,0.4848093179470251,-0.5151906820529749,1616809,4.0,5.4680601411351315,0.0,-5.4680601411351315
1621725,2629991975609,12,2629991975621,41501146750795744527769134,0.48481244779212596,-0.515187552207874,1621729,4.0,5.41610040220442,0.0,-5.41610040220442
1627605,2649098036009,12,2649098036021,42106322426511181422481134,0.4848161742245484,-0.5151838257754515,1627609,4.0,5.241747015059643,0.0,-5.241747015059643
1631055,2660340413009,12,2660340413021,42464466678724924688341134,0.48481835354235514,-0.5151816464576449,1631053,2.0,-5.153291594497779,0.0,5.153291594497779
1653105,2732756141009,12,2732756141021,44807736757531167391381134,0.48483215972793975,-0.5151678402720603,1653109,4.0,5.187385805840755,0.0,-5.187385805840755
1659105,2752629401009,12,2752629401021,45461811715993186098181134,0.48483588034595754,-0.5151641196540424,1659109,4.0,5.117993812416755,0.0,-5.117993812416755
1670565,2790787419209,12,2790787419221,46730966515492320907297134,0.48484294445603926,-0.5151570555439607,1670569,4.0,5.209486152841421,0.0,-5.209486152841421
1678755,2818218350009,12,2818218350021,47654128010167614303001134,0.48484795926473434,-0.5151520407352657,1678753,2.0,-5.056245805348308,0.0,5.056245805348308
1681875,2828703515609,12,2828703515621,48009381475515963292969134,0.4848498623664493,-0.5151501376335508,1681873,2.0,-5.10594547390058,0.0,5.10594547390058
1685445,2840724848009,12,2840724848021,48418305972779069096641134,0.48485203504328106,-0.515147964956719,1685449,4.0,5.220355825078324,0.0,-5.220355825078324
1691865,2862407178209,12,2862407178221,49160249123380552623517134,0.48485592909598885,-0.5151440709040112,1691869,4.0,5.241747015059643,0.0,-5.241747015059643
1711815,2930310594209,12,2930310594221,51520321071411998348797134,0.4848679235528276,-0.5151320764471724,1711813,2.0,-5.187385805840755,0.0,5.187385805840755
1718865,2954496888209,12,2954496888221,52374311174832709235317134,0.4848721242973145,-0.5151278757026855,1718869,4.0,5.153291594497779,0.0,-5.153291594497779
1727775,2985206450609,12,2985206450621,53468745316760438603269134,0.4848774054324239,-0.5151225945675761,1727773,2.0,-4.962844630259907,0.0,4.962844630259907
1747725,3054542675609,12,3054542675621,55981385742919458693769134,0.4848891189342032,-0.5151108810657967,1747729,4.0,5.1647859739235145,0.0,-5.1647859739235145
1748475,3057164825609,12,3057164825621,56077540625865560160769134,0.4848895563276576,-0.5151104436723424,1748473,2.0,-5.1647859739235145,0.0,5.1647859739235145
1749495,3060732755009,12,3060732755021,56208509985730272045901134,0.4848901508411604,-0.5151098491588396,1749493,2.0,-5.117993812416755,0.0,5.117993812416755
1755825,3082921430609,12,3082921430621,57026427284071429555669134,0.48489383154808074,-0.5151061684519193,1755829,4.0,5.209486152841421,0.0,-5.209486152841421
1764225,3112489850609,12,3112489850621,58125558421088310095269134,0.4848986927137309,-0.5151013072862691,1764229,4.0,5.2832037287379885,0.0,-5.2832037287379885
1780485,3170126835209,12,3170126835221,60298224908101630584577134,0.48490802834471897,-0.5150919716552811,1780489,4.0,5.4680601411351315,0.0,-5.4680601411351315
1791735,3210314310209,12,3210314310221,61836707822227267520077134,0.4849144310529234,-0.5150855689470766,1791733,2.0,-5.198497031265826,0.0,5.198497031265826
1797375,3230556890609,12,3230556890621,62618986941000342450469134,0.48491762379936953,-0.5150823762006305,1797373,2.0,-5.293304824724492,0.0,5.293304824724492
1798635,3235087863209,12,3235087863221,62794760896325967300817134,0.4849183355190752,-0.5150816644809249,1798633,2.0,-5.272999558563747,0.0,5.272999558563747
1802655,3249565049009,12,3249565049021,63358038046679156114821134,0.48492060246770063,-0.5150793975322994,1802653,2.0,-5.198497031265826,0.0,5.198497031265826
1819845,3311835824009,12,3311835824021,65809539151374684304321134,0.4849302319197723,-0.5150697680802276,1819849,4.0,5.3706380281276624,0.0,-5.3706380281276624
1830345,3350162819009,12,3350162819021,67341545483463189873421134,0.48493606315223925,-0.5150639368477608,1830349,4.0,5.351858133476067,0.0,-5.351858133476067
1833525,3361813925609,12,3361813925621,67810757222753620518769134,0.48493782169817906,-0.515062178301821,1833529,4.0,5.43372200355424,0.0,-5.43372200355424
1834035,3363684381209,12,3363684381221,67886235698578424669257134,0.48493810340714644,-0.5150618965928535,1834033,2.0,-5.4510384535657,0.0,5.4510384535657
1837395,3376020386009,12,3376020386021,68385081880733217645481134,0.4849399571534145,-0.5150600428465855,1837393,2.0,-5.3981627015177525,0.0,5.3981627015177525
1857675,3450956405609,12,3450956405621,71454600680731202421169134,0.4849510647959589,-0.515048935204041,1857673,2.0,-5.3981627015177525,0.0,5.3981627015177525
1890525,3574084775609,12,3574084775621,76644491899697549391769134,0.48496876850842335,-0.5150312314915766,1890529,4.0,5.4680601411351315,0.0,-5.4680601411351315
1902615,3619943838209,12,3619943838221,78623960350984476566317134,0.4849751964591481,-0.5150248035408519,1902613,2.0,-5.602118820879701,0.0,5.602118820879701
1904475,3627025025609,12,3627025025621,78931863218624948436769134,0.4849761812618844,-0.5150238187381155,1904473,2.0,-5.616771097666572,0.0,5.616771097666572
1910265,3649112370209,12,3649112370221,79896126542736811314877134,0.4849792398885734,-0.5150207601114266,1910269,4.0,5.673323267171493,0.0,-5.673323267171493
1912065,3655992564209,12,3655992564221,80197689777572225391397134,0.48498018861505177,-0.5150198113849482,1912069,4.0,5.659482215759621,0.0,-5.659482215759621
1912455,3657484127009,12,3657484127021,80263140836200059916861134,0.4849803940389492,-0.5150196059610508,1912453,2.0,-5.666426688112432,0.0,5.666426688112432
1915935,3670806924209,12,3670806924221,80848940849188732520197134,0.4849822249514865,-0.5150177750485134,1915933,2.0,-5.645446897643238,0.0,5.645446897643238
1917735,3677707530209,12,3677707530221,81153196066800690827677134,0.4849831704958927,-0.5150168295041073,1917733,2.0,-5.680172609017068,0.0,5.680172609017068
1925385,3707107398209,12,3707107398221,82455871571402319511117134,0.4849871778611354,-0.5150128221388646,1925389,4.0,5.739792912179234,0.0,-5.739792912179234
1943655,3777794759009,12,3777794759021,85630399447447211542621134,0.484996675784557,-0.515003324215443,1943653,2.0,-5.707110264748875,0.0,5.707110264748875
1954155,3818721764009,12,3818721764021,87495815465771000093521134,0.4850020886625054,-0.5149979113374946,1954153,2.0,-5.6240175061873385,0.0,5.6240175061873385
1954365,3819542553209,12,3819542553221,87533431894920966641017134,0.48500219658343297,-0.514997803416567,1954369,4.0,5.631211781821365,0.0,-5.631211781821365
1959315,3838915269209,12,3838915269221,88423622665272455560297134,0.4850047366327363,-0.5149952633672636,1959313,2.0,-5.564520407322694,0.0,5.564520407322694
1979145,3917014931009,12,3917014931021,92058035818766671253581134,0.48501483975732623,-0.5149851602426738,1979149,4.0,5.5254529391317835,0.0,-5.5254529391317835
1979895,3919984211009,12,3919984211021,92197657287641352283981134,0.4850152196172064,-0.5149847803827936,1979893,2.0,-5.493061443340548,0.0,5.493061443340548
2002335,4009345452209,12,4009345452221,96449105731182617090437134,0.4850265101594118,-0.5149734898405882,2002333,2.0,-5.332718793265369,0.0,5.332718793265369
2007615,4030517988209,12,4030517988221,97470451519948145273317134,0.48502914591478247,-0.5149708540852176,2007613,2.0,-5.579729825986222,0.0,5.579729825986222
2007915,4031722647209,12,4031722647221,97528725024397964083537134,0.48502929543760004,-0.5149707045623999,2007913,2.0,-5.58724865840025,0.0,5.58724865840025
2016405,4065889124009,12,4065889124021,99188726212700784298321134,0.48503351646444315,-0.5149664835355569,2016409,4.0,5.564520407322694,0.0,-5.564520407322694
2020725,4083329525609,12,4083329525621,100041480088555325646769134,0.4850356565389435,-0.5149643434610565,2020729,4.0,5.53338948872752,0.0,-5.53338948872752
2050335,4203873612209,12,4203873612221,106035320084865553183237134,0.4850501867616784,-0.5149498132383217,2050333,2.0,-5.849324779946859,0.0,5.849324779946859
2062005,4251864620009,12,4251864620021,108470116481611802031601134,0.48505584824612286,-0.5149441517538771,2062009,4.0,5.777652323222656,0.0,-5.777652323222656
2063775,4259167250609,12,4259167250621,108843034012268029307269134,0.4850567037562922,-0.5149432962437078,2063773,2.0,-5.746203190540153,0.0,5.746203190540153
2065575,4266600080609,12,4266600080621,109223257487423546992669134,0.4850575729141554,-0.5149424270858446,2065573,2.0,-5.707110264748875,0.0,5.707110264748875
2075835,4309090947209,12,4309090947221,111409588748221595497537134,0.48506251077726514,-0.5149374892227349,2075833,2.0,-5.493061443340548,0.0,5.493061443340548
2079195,4323051848009,12,4323051848021,112132663683755439956641134,0.48506412184518355,-0.5149358781548165,2079193,2.0,-5.564520407322694,0.0,5.564520407322694
2083515,4341034755209,12,4341034755221,113067496475907329818177134,0.48506618888782876,-0.5149338111121713,2083513,2.0,-5.4680601411351315,0.0,5.4680601411351315
2084445,4344910958009,12,4344910958021,113269507398472950556441134,0.4850666332407842,-0.5149333667592157,2084449,4.0,5.459585514144159,0.0,-5.459585514144159
2087385,4357176138209,12,4357176138221,113909903396581084700317134,0.48506803649296226,-0.5149319635070377,2087389,4.0,5.517452896464707,0.0,-5.517452896464707
2107665,4442251752209,12,4442251752221,118401603780343426544437134,0.48507765546029225,-0.5149223445397078,2107669,4.0,5.771441123130016,0.0,-5.771441123130016
2116575,4479889730609,12,4479889730621,120416471990818423609669134,0.48508184843377716,-0.5149181515662229,2116573,2.0,-5.746203190540153,0.0,5.746203190540153
2136135,4563072738209,12,4563072738221,124929796885445627528317134,0.48509098347329016,-0.5149090165267098,2136133,2.0,-5.5254529391317835,0.0,5.5254529391317835
2141805,4587328658009,12,4587328658021,126261505299874204942441134,0.4850936138034419,-0.5149063861965582,2141809,4.0,5.389071729816501,0.0,-5.389071729816501
2143485,4594527945209,12,4594527945221,126658122236169420248377134,0.4850943916455246,-0.5149056083544754,2143489,4.0,5.303304908059076,0.0,-5.303304908059076
2144505,4598901695009,12,4598901695021,126899380802471040455101134,0.4850948635698372,-0.5149051364301628,2144509,4.0,5.198497031265826,0.0,-5.198497031265826
2157735,4655820330209,12,4655820330221,130059977683459869851677134,0.4851009617611371,-0.514899038238863,2157733,2.0,-5.241747015059643,0.0,5.241747015059643
2159235,4662295785209,12,4662295785221,130422011933001320475577134,0.48510165049099885,-0.5148983495090012,2159233,2.0,-5.262690188904886,0.0,5.262690188904886
2168655,4703064509009,12,4703064509021,132712894655739018097621134,0.4851059633595845,-0.5148940366404156,2168653,2.0,-5.3706380281276624,0.0,5.3706380281276624
2176635,4737739923209,12,4737739923221,134677077480151644575617134,0.48510960036258594,-0.5148903996374141,2176633,2.0,-5.093750200806762,0.0,5.093750200806762
2177505,4741528025009,12,4741528025021,134892528072015878794501134,0.4851099959644351,-0.5148900040355648,2177509,4.0,5.030437921392435,0.0,-5.030437921392435
2193885,4813131393209,12,4813131393221,138997402850110601688217134,0.48511741094394667,-0.5148825890560533,2193889,4.0,5.187385805840755,0.0,-5.187385805840755
2202795,4852305812009,12,4852305812021,141269230159887291110161134,0.4851214180768391,-0.5148785819231609,2202793,2.0,-5.10594547390058,0.0,5.10594547390058
2203965,4857461721209,12,4857461721221,141569606238413942286457134,0.48512194290183286,-0.5148780570981671,2203969,4.0,5.0689042022202315,0.0,-5.0689042022202315
2223675,4944730505609,12,4944730505621,146702158638957441279169134,0.4851307370368315,-0.5148692629631685,2223673,2.0,-5.231108616854587,0.0,5.231108616854587
2225055,4950869753009,12,4950869753021,147066667867912842609541134,0.48513134944972086,-0.5148686505502791,2225053,2.0,-5.153291594497779,0.0,5.153291594497779
2246145,5045167361009,12,5045167361021,152722282203906356050981134,0.4851406555383275,-0.5148593444616725,2246149,4.0,5.25227342804663,0.0,-5.25227342804663
2248245,5054605580009,12,5054605580021,153294225417112647404401134,0.48514157675379377,-0.5148584232462062,2248249,4.0,5.231108616854587,0.0,-5.231108616854587
2256345,5091092759009,12,5091092759021,155515352885369789182621134,0.48514512090579376,-0.5148548790942062,2256349,4.0,5.389071729816501,0.0,-5.389071729816501
2262975,5121055850609,12,5121055850621,157351278150708727175269134,0.485148011151446,-0.514851988848554,2262973,2.0,-5.389071729816501,0.0,5.389071729816501
2266635,5137634223209,12,5137634223221,158371712469299978669617134,0.48514960256603284,-0.5148503974339671,2266633,2.0,-5.389071729816501,0.0,5.389071729816501
2289645,5242474226009,12,5242474226021,164901216062589439816681134,0.4851595414032634,-0.5148404585967365,2289649,4.0,5.501258210544727,0.0,-5.501258210544727
2290035,5244260301209,12,5244260301221,165013596641397855182857134,0.4851597088819288,-0.5148402911180712,2290033,2.0,-5.517452896464707,0.0,5.517452896464707
2294055,5262688343009,12,5262688343021,166175331574235797795741134,0.485161433320293,-0.5148385666797071,2294053,2.0,-5.517452896464707,0.0,5.517452896464707
2303595,5306549924009,12,5306549924021,168956832576381613642321134,0.48516551198382507,-0.5148344880161749,2303593,2.0,-5.54907608489522,0.0,5.54907608489522
2340255,5476793465009,12,5476793465021,179971599950586060173701134,0.4851810092382489,-0.5148189907617511,2340253,2.0,-5.556828061699537,0.0,5.556828061699537
2342775,5488594700609,12,5488594700621,180748030725714368888269134,0.48518206440293327,-0.5148179355970668,2342773,2.0,-5.60947179518496,0.0,5.60947179518496
2362275,5580343175609,12,5580343175621,186841379745797416383769134,0.48519018616816123,-0.5148098138318388,2362273,2.0,-5.645446897643238,0.0,5.645446897643238
2373405,5633051294009,12,5633051294021,190387601286024395848921134,0.4851947878662677,-0.5148052121337323,2373409,4.0,5.652489180268651,0.0,-5.652489180268651
2376165,5646160107209,12,5646160107221,191274743737836601770337134,0.4851959252081114,-0.5148040747918886,2376169,4.0,5.6937321388027,0.0,-5.6937321388027
2381085,5669565777209,12,5669565777221,192863856613005162078937134,0.48519794893883794,-0.5148020510611621,2381089,4.0,5.631211781821365,0.0,-5.631211781821365
2403885,5778663093209,12,5778663093221,200357682869310910674217134,0.485207265798219,-0.5147927342017811,2403889,4.0,5.631211781821365,0.0,-5.631211781821365
2413425,5824620230609,12,5824620230621,203557204985337214699669134,0.4852111345238831,-0.5147888654761169,2413429,4.0,5.616771097666572,0.0,-5.616771097666572
2418675,5849988755609,12,5849988755621,205334210644931617164169134,0.4852132561616765,-0.5147867438383236,2418673,2.0,-5.659482215759621,0.0,5.659482215759621
2423415,5872940262209,12,5872940262221,206948563941275957740237134,0.4852151672240569,-0.5147848327759431,2423413,2.0,-5.707110264748875,0.0,5.707110264748875
2443785,5972085126209,12,5972085126221,213994804528550594881357134,0.4852233320621523,-0.5147766679378477,2443789,4.0,5.720311776607412,0.0,-5.720311776607412
2458665,6045033582209,12,6045033582221,219254586060642690985837134,0.4852292478214066,-0.5147707521785934,2458669,4.0,5.739792912179234,0.0,-5.739792912179234
2470335,6102555012209,12,6102555012221,223447066062662512795237134,0.4852338591146731,-0.5147661408853269,2470333,2.0,-5.746203190540153,0.0,5.746203190540153
2478525,6143086175609,12,6143086175621,226425046566192759723769134,0.48523708061856496,-0.514762919381435,2478529,4.0,5.739792912179234,0.0,-5.739792912179234
2479665,6148738512209,12,6148738512221,226841911749575590225237134,0.4852375280776198,-0.5147624719223802,2479669,4.0,5.720311776607412,0.0,-5.720311776607412
2499945,6249725003009,12,6249725003021,234354375679865050554541134,0.4852454494488179,-0.5147545505511821,2499949,4.0,5.905361848054571,0.0,-5.905361848054571
2508045,6290289722009,12,6290289722021,237406468721325275853961134,0.4852485930080577,-0.5147514069919423,2508049,4.0,5.877735781779639,0.0,-5.877735781779639
2535105,6426757361009,12,6426757361021,247819261064162922250981134,0.48525901211230893,-0.5147409878876911,2535109,4.0,5.631211781821365,0.0,-5.631211781821365
2541945,6461484383009,12,6461484383021,250504682591680411322941134,0.48526162584617566,-0.5147383741538243,2541949,4.0,5.572154032177765,0.0,-5.572154032177765
2546235,6483312675209,12,6483312675221,252200059467620880451777134,0.4852632611037489,-0.5147367388962512,2546233,2.0,-5.541263545158426,0.0,5.541263545158426
2552115,6513290973209,12,6513290973221,254537755810584011084617134,0.48526549737775565,-0.5147345026222443,2552113,2.0,-5.631211781821365,0.0,5.631211781821365
2552655,6516047549009,12,6516047549021,254753253966146332964821134,0.4852657024575024,-0.5147342975424976,2552653,2.0,-5.638354669333745,0.0,5.638354669333745
2561265,6560078400209,12,6560078400221,258207771701804362272277134,0.4852689657242984,-0.5147310342757017,2561269,4.0,5.631211781821365,0.0,-5.631211781821365
2564325,6575762705609,12,6575762705621,259443930963342630915169134,0.48527012250294627,-0.5147298774970537,2564329,4.0,5.594711379601839,0.0,-5.594711379601839
2576595,6638841794009,12,6638841794021,264445322195761822138921134,0.485274745320629,-0.514725254679371,2576593,2.0,-5.556828061699537,0.0,5.556828061699537
2594955,6733791452009,12,6733791452021,272063683915381692285361134,0.485281616273727,-0.514718383726273,2594953,2.0,-5.5093883366279774,0.0,5.5093883366279774
2594985,6733947150209,12,6733947150221,272076265331332318647277134,0.4852816274557172,-0.5147183725442828,2594989,4.0,5.5093883366279774,0.0,-5.5093883366279774
2596665,6742669122209,12,6742669122221,272781521350029591639037134,0.4852822534138364,-0.5147177465861636,2596669,4.0,5.53338948872752,0.0,-5.53338948872752
2604735,6784644420209,12,6784644420221,276188399452527201003877134,0.4852852538749223,-0.5147147461250777,2604733,2.0,-5.572154032177765,0.0,5.572154032177765
2614065,6833335824209,12,6833335824221,280166870919000560282197134,0.48528870972795823,-0.5147112902720418,2614069,4.0,5.53338948872752,0.0,-5.53338948872752
2635485,6945781185209,12,6945781185221,289463257637320140807577134,0.485296591227788,-0.514703408772212,2635489,4.0,5.60947179518496,0.0,-5.60947179518496
2668245,7119531380009,12,7119531380021,304126362426109742048401134,0.48530850617909,-0.51469149382091,2668249,4.0,5.638354669333745,0.0,-5.638354669333745
2673525,7147735925609,12,7147735925621,306540773173963924878769134,0.4853104110465096,-0.5146895889534904,2673529,4.0,5.638354669333745,0.0,-5.638354669333745
2674545,7153190957009,12,7153190957021,307008845205127029466261134,0.48531077854181054,-0.5146892214581895,2674549,4.0,5.638354669333745,0.0,-5.638354669333745
2679495,7179693455009,12,7179693455021,309287988647911366971901134,0.4853125597261886,-0.5146874402738114,2679493,2.0,-5.631211781821365,0.0,5.631211781821365
2683785,7202701926209,12,7202701926221,311273490227407627825357134,0.4853141004111962,-0.5146858995888037,2683789,4.0,5.60947179518496,0.0,-5.60947179518496
2696925,7273404455609,12,7273404455621,317414474249760807030169134,0.48531880215502066,-0.5146811978449793,2696929,4.0,5.594711379601839,0.0,-5.594711379601839
2704905,7316511059009,12,7316511059021,321188004460132780876621134,0.48532164492322755,-0.5146783550767724,2704909,4.0,5.638354669333745,0.0,-5.638354669333745
2712375,7356978140609,12,7356978140621,324750764168921656275469134,0.48532429742790745,-0.5146757025720925,2712373,2.0,-5.60947179518496,0.0,5.60947179518496
2715285,7372772631209,12,7372772631221,326146657629557726354257134,0.4853253284974541,-0.5146746715025459,2715289,4.0,5.652489180268651,0.0,-5.652489180268651
