center,a0,b0,c0,rad_abc,abc_quality_q,abc_eps_eff,e_near,d_e,K_add,GP_235,BridgeP_M
5184795,26882099192009,12,26882099192021,4335883541816001095038561134,0.48592196936674686,-0.5140780306332531,5184793,2.0,-5.910796644040527,0.0,5.910796644040527
5201295,27053469677009,12,27053469677021,4391341329391020530515861134,0.4859247804233255,-0.5140752195766745,5201293,2.0,-5.802118375377063,0.0,5.802118375377063
5205465,27096865866209,12,27096865866221,4405440838629885493670557134,0.4859254892650913,-0.5140745107349087,5205469,4.0,5.8888779583328805,0.0,-5.8888779583328805
5229405,27346676654009,12,27346676654021,4487044344115494216093721134,0.4859295464008895,-0.5140704535991105,5229409,4.0,6.0330862217988015,0.0,-6.0330862217988015
5234685,27401927049209,12,27401927049221,4505193636063004062192697134,0.4859304383938586,-0.5140695616061415,5234689,4.0,6.008813185442595,0.0,-6.008813185442595
5239185,27449059464209,12,27449059464221,4520705192820066377193397134,0.4859311978161209,-0.5140688021838791,5239189,4.0,6.023447592961033,0.0,-6.023447592961033
5248095,27542501129009,12,27542501129021,4551536210650755298049221134,0.48593269930843475,-0.5140673006915653,5248093,2.0,-5.988961416889864,0.0,5.988961416889864
5251785,27581245686209,12,27581245686221,4564350681620121277446157134,0.48593332029855685,-0.5140666797014432,5251789,4.0,6.028278520230698,0.0,-6.028278520230698
5253765,27602046675209,12,27602046675221,4571237883964484614171777134,0.48593365331033295,-0.5140663466896671,5253769,4.0,6.028278520230698,0.0,-6.028278520230698
5261745,27685960445009,12,27685960445021,4599074434577611061030101134,0.48593499401816576,-0.5140650059818342,5261749,4.0,6.066108090103747,0.0,-6.066108090103747
5274165,27816816447209,12,27816816447221,4642651663548305609287537134,0.48593707613725506,-0.514062923862745,5274169,4.0,5.993961427306569,0.0,-5.993961427306569
5274675,27822196355609,12,27822196355621,4644447660302379525252169134,0.485937161516903,-0.514062838483097,5274673,2.0,-6.013715156042802,0.0,6.013715156042802
5278575,27863354030609,12,27863354030621,4658198987012334998143669134,0.48593781411303894,-0.5140621858869611,5278573,2.0,-6.075346031088684,0.0,6.075346031088684
5318895,28290644021009,12,28290644021021,4802163234742750606569781134,0.48594452931263626,-0.5140554706873637,5318893,2.0,-6.1675164908883415,0.0,6.1675164908883415
5327895,28386465131009,12,28386465131021,4834748415805982646689581134,0.4859460204199869,-0.5140539795800131,5327893,2.0,-6.20050917404269,0.0,6.20050917404269
5381865,28964470878209,12,28964470878221,5033643439529788880169517134,0.4859549030319463,-0.5140450969680537,5381869,4.0,6.175867270105761,0.0,-6.175867270105761
5382105,28967054231009,12,28967054231021,5034541384935384077927581134,0.48595494230795133,-0.5140450576920487,5382109,4.0,6.159095388491933,0.0,-6.159095388491933
5417385,29348060238209,12,29348060238221,5167851838475377695278317134,0.48596069453870777,-0.5140393054612922,5417389,4.0,5.958424693029782,0.0,-5.958424693029782
5425755,29438817320009,12,29438817320021,5199863791207290881517601134,0.4859620530397437,-0.5140379469602563,5425753,2.0,-5.993961427306569,0.0,5.993961427306569
5436285,29553194601209,12,29553194601221,5240347866823700537276857134,0.48596375877569975,-0.5140362412243002,5436289,4.0,6.052089168924417,0.0,-6.052089168924417
5450115,29703753513209,12,29703753513221,5293877836642994731077817134,0.4859659934328385,-0.5140340065671616,5450113,2.0,-6.07073772800249,0.0,6.07073772800249
5461995,29833389380009,12,29833389380021,5340186731397550716488401134,0.4859679079190932,-0.5140320920809067,5461993,2.0,-5.988961416889864,0.0,5.988961416889864
5465355,29870105276009,12,29870105276021,5353339135201314836005681134,0.4859684485399931,-0.5140315514600069,5465353,2.0,-5.973809611869261,0.0,5.973809611869261
5484135,30075736698209,12,30075736698221,5427299627642139059905117134,0.48597146335356134,-0.5140285366464387,5484133,2.0,-5.883322388488279,0.0,5.883322388488279
5499075,30239825855609,12,30239825855621,5486682406667528800962169134,0.4859738534344319,-0.5140261465655681,5499073,2.0,-5.926926025970411,0.0,5.926926025970411
5527005,30547784270009,12,30547784270021,5599002742844255198568601134,0.48597830210225096,-0.514021697897749,5527009,4.0,5.8944028342648505,0.0,-5.8944028342648505
5610465,31477317516209,12,31477317516221,5944929108099693940727557134,0.48599144630174496,-0.514008553698255,5610469,4.0,5.937536205082426,0.0,-5.937536205082426
5614155,31518736364009,12,31518736364021,5960584451905689015521521134,0.4859920223564763,-0.5140079776435237,5614153,2.0,-6.008813185442595,0.0,6.008813185442595
5651745,31942221545009,12,31942221545021,6121833103384922722028101134,0.48599786646100107,-0.5140021335389989,5651749,4.0,5.883322388488279,0.0,-5.883322388488279
5675145,32207270771009,12,32207270771021,6223849743104862915384781134,0.4860014824102736,-0.5139985175897264,5675149,4.0,5.8888779583328805,0.0,-5.8888779583328805
5698575,32473757030609,12,32473757030621,6327269374100502852283669134,0.48600508622884514,-0.5139949137711548,5698573,2.0,-5.988961416889864,0.0,5.988961416889864
5732145,32857486301009,12,32857486301021,6477686436128330323140181134,0.48601022075494615,-0.5139897792450538,5732149,4.0,5.877735781779639,0.0,-5.877735781779639
5733525,32873308925609,12,32873308925621,6483926638313512953618769134,0.4860104311013627,-0.5139895688986373,5733529,4.0,5.883322388488279,0.0,-5.883322388488279
5734695,32886726743009,12,32886726743021,6489220775218427939107741134,0.4860106093939347,-0.5139893906060653,5734693,2.0,-5.921578419643816,0.0,5.921578419643816
5760105,33178809611009,12,33178809611021,6605000443223888013655981134,0.4860144714796405,-0.5139855285203595,5760109,4.0,6.037870919922137,0.0,-6.037870919922137
5774145,33340750481009,12,33340750481021,6669633855823811723252581134,0.4860165972188678,-0.5139834027811322,5774149,4.0,5.937536205082426,0.0,-5.937536205082426
5805255,33700985615009,12,33700985615021,6814538588540687746760701134,0.4860212868138389,-0.5139787131861611,5805253,2.0,-5.733341276897746,0.0,5.733341276897746
5839575,34100636180609,12,34100636180621,6977120327536012649410669134,0.48602642760902476,-0.5139735723909753,5839573,2.0,-5.963579343618446,0.0,5.963579343618446
5841465,34122713346209,12,34122713346221,6986157396647755694728957134,0.4860267097243646,-0.5139732902756353,5841469,4.0,5.932245187448011,0.0,-5.932245187448011
5851425,34239174530609,12,34239174530621,7033926435227489433433669134,0.4860281947332721,-0.5139718052667279,5851429,4.0,5.932245187448011,0.0,-5.932245187448011
5860245,34342471460009,12,34342471460021,7076432075891668834462801134,0.48602950739964057,-0.5139704926003594,5860249,4.0,5.968707559985366,0.0,-5.968707559985366
5892705,34723972217009,12,34723972217021,7234525479168177685533061134,0.48603431930230173,-0.5139656806976982,5892709,4.0,5.948034989180646,0.0,-5.948034989180646
5908455,34909840487009,12,34909840487021,7312181776972990154301661134,0.4860366433676232,-0.5139633566323768,5908453,2.0,-5.973809611869261,0.0,5.973809611869261
5922225,35072748950609,12,35072748950621,7380586313717193502253269134,0.4860386695630906,-0.5139613304369094,5922229,4.0,5.855071922202427,0.0,-5.855071922202427
5928825,35150965880609,12,35150965880621,7413542414040959174596669134,0.48603963884673385,-0.5139603611532662,5928829,4.0,5.8888779583328805,0.0,-5.8888779583328805
5930925,35175871355609,12,35175871355621,7424051553760655146752169134,0.4860399470006987,-0.5139600529993014,5930929,4.0,5.877735781779639,0.0,-5.877735781779639
5937855,35258122001009,12,35258122001021,7458811002230747925966181134,0.48604096303881983,-0.5139590369611802,5937853,2.0,-5.8377304471659395,0.0,5.8377304471659395
5938785,35269167276209,12,35269167276221,7463484962145810012628357134,0.48604109928875566,-0.5139589007112444,5938789,4.0,5.84354441703136,0.0,-5.84354441703136
5969655,35636780819009,12,35636780819021,7619880882855092485113421134,0.48604560833957605,-0.5139543916604239,5969653,2.0,-5.872117789475416,0.0,5.872117789475416
5977335,35728533702209,12,35728533702221,7659168723061878565775437134,0.4860467260520124,-0.5139532739479876,5977333,2.0,-5.796057750765372,0.0,5.796057750765372
5986035,35832615021209,12,35832615021221,7703857795551617129400457134,0.48604799026125306,-0.5139520097387469,5986033,2.0,-5.808142489980444,0.0,5.808142489980444
6005895,36070774751009,12,36070774751021,7806604746830767411461181134,0.4860508684201877,-0.5139491315798124,6005893,2.0,-5.860786223465865,0.0,5.860786223465865
6013155,36158033054009,12,36158033054021,7844420126011447847445721134,0.48605191788642743,-0.5139480821135726,6013153,2.0,-5.849324779946859,0.0,5.849324779946859
6016095,36193399049009,12,36193399049021,7859772808327439438234821134,0.4860523424716094,-0.5139476575283906,6016093,2.0,-5.8944028342648505,0.0,5.8944028342648505
6023655,36284419559009,12,36284419559021,7899354616407781722406621134,0.48605343319152866,-0.5139465668084713,6023653,2.0,-5.932245187448011,0.0,5.932245187448011
6024045,36289118162009,12,36289118162021,7901400581860121590733161134,0.4860534894170653,-0.5139465105829347,6024049,4.0,5.953243334287785,0.0,-5.953243334287785
6054285,36654366861209,12,36654366861221,8061255659979218226427657134,0.486057836638929,-0.513942163361071,6054289,4.0,5.958424693029782,0.0,-5.958424693029782
6056205,36677619002009,12,36677619002021,8071486413941830827444361134,0.48605811182823516,-0.5139418881717648,6056209,4.0,5.968707559985366,0.0,-5.968707559985366
6066585,36803453562209,12,36803453562221,8126965164636695837254237134,0.4860595978735352,-0.5139404021264649,6066589,4.0,5.958424693029782,0.0,-5.958424693029782
6102915,37245571497209,12,37245571497221,8323395576924926500516537134,0.48606477660586195,-0.5139352233941381,6102913,2.0,-5.988961416889864,0.0,5.988961416889864
6106485,37289159055209,12,37289159055221,8342888298270736988512177134,0.4860652836272143,-0.5139347163727856,6106489,4.0,6.0473721790462776,0.0,-6.0473721790462776
6130545,37583581997009,12,37583581997021,8475153814358100092813461134,0.48606869202644665,-0.5139313079735534,6130549,4.0,6.212606095751519,0.0,-6.212606095751519
6136215,37653134526209,12,37653134526221,8506551237895464555133357134,0.4860694930629543,-0.5139305069370457,6136213,2.0,-6.300785794663244,0.0,6.300785794663244
6144375,37753344140609,12,37753344140621,8551889962798253717355469134,0.48607064441784636,-0.5139293555821536,6144373,2.0,-6.274762021241939,0.0,6.274762021241939
6153315,37863285489209,12,37863285489221,8601770328226795091287897134,0.4860719038567647,-0.5139280961432353,6153313,2.0,-6.240275845170769,0.0,6.240275845170769
6156975,37908341150609,12,37908341150621,8622253972748463492689269134,0.4860724188725511,-0.5139275811274489,6156973,2.0,-6.208590026096629,0.0,6.208590026096629
6177885,38166263073209,12,38166263073221,8739981821843129378702617134,0.4860753546311311,-0.5139246453688688,6177889,4.0,6.212606095751519,0.0,-6.212606095751519
6187455,38284599377009,12,38284599377021,8794263296751223956661861134,0.4860766945321929,-0.5139233054678072,6187453,2.0,-6.240275845170769,0.0,6.240275845170769
6193305,38357026823009,12,38357026823021,8827569040208953104802141134,0.48607751244697545,-0.5139224875530246,6193309,4.0,6.240275845170769,0.0,-6.240275845170769
6201495,38458540235009,12,38458540235021,8874355902049605668592301134,0.4860786560695435,-0.5139213439304565,6201493,2.0,-6.248042874508429,0.0,6.248042874508429
6213795,38611248302009,12,38611248302021,8944970972639137323918361134,0.48608037041168484,-0.5139196295883152,6213793,2.0,-6.285998094508865,0.0,6.285998094508865
6250425,39067812680609,12,39067812680621,9157763925885733151980669134,0.48608545329428365,-0.5139145467057163,6250429,4.0,6.192362489474872,0.0,-6.192362489474872
6261375,39204816890609,12,39204816890621,9222106004559907181250469134,0.48608696624789505,-0.513913033752105,6261373,2.0,-6.1463292576688975,0.0,6.1463292576688975
6287925,39538000805609,12,39538000805621,9379521046228874334093169134,0.48609062232616246,-0.5139093776738375,6287929,4.0,6.175867270105761,0.0,-6.175867270105761
6297585,39659576832209,12,39659576832221,9437292207062188645570837134,0.4860919482563677,-0.5139080517436323,6297589,4.0,6.2285110035911835,0.0,-6.2285110035911835
6299145,39679227731009,12,39679227731021,9446646679978498711157581134,0.48609216216729484,-0.5139078378327051,6299149,4.0,6.244166900663736,0.0,-6.244166900663736
6324555,39999995948009,12,39999995948021,9599998055047298511494641134,0.4860956380854541,-0.5139043619145459,6324553,2.0,-6.184148890937483,0.0,6.184148890937483
6329505,40062633545009,12,40062633545021,9630087639372966876188101134,0.4860963133852831,-0.5139036866147169,6329509,4.0,6.142037405587356,0.0,-6.142037405587356
6332865,40105179108209,12,40105179108221,9650552347812029416082917134,0.4860967714324436,-0.5139032285675564,6332869,4.0,6.208590026096629,0.0,-6.208590026096629
6334875,40130641265609,12,40130641265621,9662810210336888933887969134,0.4860970453122197,-0.5139029546877802,6334873,2.0,-6.20455776256869,0.0,6.20455776256869
6359235,40439869785209,12,40439869785221,9812298409470870541395577134,0.486100356826199,-0.513899643173801,6359233,2.0,-6.111467339502679,0.0,6.111467339502679
6378135,40680606078209,12,40680606078221,9929470265345419216185517134,0.4861029162956916,-0.5138970837043084,6378133,2.0,-6.0330862217988015,0.0,6.0330862217988015
6402165,40987716687209,12,40987716687221,10079957515388417844866737134,0.4861061581950728,-0.5138938418049273,6402169,4.0,5.942799375126701,0.0,-5.942799375126701
6404775,41021142800609,12,41021142800621,10096404940010687073866269134,0.4861065094877778,-0.5138934905122222,6404773,2.0,-5.84354441703136,0.0,5.84354441703136
6406575,41044203230609,12,41044203230621,10107759713016160817239669134,0.48610675166486633,-0.5138932483351337,6406573,2.0,-5.8888779583328805,0.0,5.8888779583328805
6419295,41207348297009,12,41207348297021,10188273322029030123947461134,0.48610846087264015,-0.5138915391273599,6419293,2.0,-5.8944028342648505,0.0,5.8944028342648505
6438195,41450354858009,12,41450354858021,10308791507132206264858441134,0.48611099347929887,-0.5138890065207011,6438193,2.0,-6.07993319509559,0.0,6.07993319509559
6464205,41785946282009,12,41785946282021,10476391840100659211474761134,0.4861144651978184,-0.5138855348021816,6464209,4.0,6.052089168924417,0.0,-6.052089168924417
6471135,41875588188209,12,41875588188221,10521389316653829757589317134,0.48611538754001077,-0.5138846124599892,6471133,2.0,-6.0473721790462776,0.0,6.0473721790462776
6474825,41923358780609,12,41923358780621,10545408068689012918198669134,0.48611587820443286,-0.5138841217955672,6474829,4.0,6.07993319509559,0.0,-6.07993319509559
6484065,42043098924209,12,42043098924221,10605733002907970941880197134,0.48611710548244746,-0.5138828945175525,6484069,4.0,6.07993319509559,0.0,-6.07993319509559
6495945,42197301443009,12,42197301443021,10683673494436054807753741134,0.48611868052605556,-0.5138813194739444,6495949,4.0,6.18826412308259,0.0,-6.18826412308259
6498225,42226928150609,12,42226928150621,10698680766223209264749269134,0.4861189824368457,-0.5138810175631543,6498229,4.0,6.171700597410915,0.0,-6.171700597410915
6501795,42273338222009,12,42273338222021,10722210746597245928583961134,0.4861194549265018,-0.5138805450734982,6501793,2.0,-6.18826412308259,0.0,6.18826412308259
6503595,42296747924009,12,42296747924021,10734089309686003273282321134,0.486119693046019,-0.513880306953981,6503593,2.0,-6.2166061010848646,0.0,6.2166061010848646
6509685,42375998799209,12,42375998799221,10774351645386426731307697134,0.4861204981347991,-0.5138795018652009,6509689,4.0,6.270988431858299,0.0,-6.270988431858299
6510195,42382638938009,12,42382638938021,10777728500100871482072841134,0.48612056551760924,-0.5138794344823907,6510193,2.0,-6.2285110035911835,0.0,6.2285110035911835
6512085,42407251047209,12,42407251047221,10790249648289106284955537134,0.4861208151786535,-0.5138791848213464,6512089,4.0,6.2166061010848646,0.0,-6.2166061010848646
6528675,42623597255609,12,42623597255621,10900626258053223357894169134,0.48612300315912177,-0.5138769968408783,6528673,2.0,-6.056784013228625,0.0,6.056784013228625
6556605,42989069126009,12,42989069126021,11088360385927776455698681134,0.4861266726429064,-0.5138733273570937,6556609,4.0,6.175867270105761,0.0,-6.175867270105761
6561015,43046917830209,12,43046917830221,11118222808087692501401677134,0.486127250428907,-0.5138727495710931,6561013,2.0,-6.159095388491933,0.0,6.159095388491933
6578655,43278701609009,12,43278701609021,11238276077772945299575621134,0.48612955721608936,-0.5138704427839107,6578653,2.0,-6.129050210060545,0.0,6.129050210060545
6582465,43328845476209,12,43328845476221,11264333101810302420784357134,0.48613005453788355,-0.5138699454621165,6582469,4.0,6.142037405587356,0.0,-6.142037405587356
6595575,43501609580609,12,43501609580621,11354340216625528537102669134,0.4861317633262785,-0.5138682366737215,6595573,2.0,-6.07073772800249,0.0,6.07073772800249
6600495,43566534245009,12,43566534245021,11388257436732388296314101134,0.4861324036258688,-0.5138675963741313,6600493,2.0,-6.115892125483034,0.0,6.115892125483034
6601785,43583565186209,12,43583565186221,11397162926046312885756157134,0.486132571420545,-0.513867428579455,6601789,4.0,6.1070228877422545,0.0,-6.1070228877422545
6602205,43589110862009,12,43589110862021,11400063514446204338219161134,0.4861326260434185,-0.5138673739565816,6602209,4.0,6.102558594613569,0.0,-6.102558594613569
6613335,43736199822209,12,43736199822221,11477131049332316385645037134,0.4861340721283201,-0.51386592787168,6613333,2.0,-6.175867270105761,0.0,6.175867270105761
6616785,43781843736209,12,43781843736221,11501099045654091783015157134,0.4861345198204367,-0.5138654801795632,6616789,4.0,6.154858094016418,0.0,-6.154858094016418
6621285,43841415051209,12,43841415051221,11532418042157406846437857134,0.48613510337259797,-0.513864896627402,6621289,4.0,6.175867270105761,0.0,-6.175867270105761
6631905,43982163929009,12,43982163929021,11606584463272489091753221134,0.48613647879041866,-0.5138635212095813,6631909,4.0,6.129050210060545,0.0,-6.129050210060545
6641355,44107596236009,12,44107596236021,11672880274315947573498481134,0.48613770059958905,-0.513862299400411,6641353,2.0,-6.2166061010848646,0.0,6.2166061010848646
6655545,44296279247009,12,44296279247021,11772962130777190652318461134,0.48613953158807804,-0.5138604684119219,6655549,4.0,6.2166061010848646,0.0,-6.2166061010848646
6655635,44297477253209,12,44297477253221,11773598945994602047367017134,0.4861395431871082,-0.5138604568128917,6655633,2.0,-6.212606095751519,0.0,6.212606095751519
6692265,44786410830209,12,44786410830221,12034935570316796673341677134,0.4861442494148542,-0.5138557505851458,6692269,4.0,6.311734809152915,0.0,-6.311734809152915
6699615,44884841148209,12,44884841148221,12087893789402966637586117134,0.4861451902569297,-0.5138548097430703,6699613,2.0,-6.293419278846481,0.0,6.293419278846481
6700695,44899313483009,12,44899313483021,12095690107476315424160941134,0.4861453284053705,-0.5138546715946295,6700693,2.0,-6.255750041753367,0.0,6.255750041753367
6708855,45008735411009,12,45008735411021,12154717579792533605899981134,0.4861463713855603,-0.5138536286144397,6708853,2.0,-6.289715570908998,0.0,6.289715570908998
6715275,45094918325609,12,45094918325621,12201309952763325330990769134,0.4861471909640936,-0.5138528090359065,6715273,2.0,-6.267200548541362,0.0,6.267200548541362
6715995,45104588840009,12,45104588840021,12206543606560834099591201134,0.4861472828245304,-0.5138527171754697,6715993,2.0,-6.285998094508865,0.0,6.285998094508865
6727545,45259861727009,12,45259861727021,12290730501291103310284861134,0.48614875490822806,-0.5138512450917719,6727549,4.0,6.343880434126331,0.0,-6.343880434126331
6735015,45360427050209,12,45360427050221,12345410053067260116789277134,0.48614970547163505,-0.513850294528365,6735013,2.0,-6.38856140554563,0.0,6.38856140554563
6740475,45434003225609,12,45434003225621,12385491894631165347552769134,0.48615039951183986,-0.5138496004881601,6740473,2.0,-6.244166900663736,0.0,6.244166900663736
6753825,45614152130609,12,45614152130621,12483905247569333664121669134,0.4861520938210784,-0.5138479061789216,6753829,4.0,6.343880434126331,0.0,-6.343880434126331
6758955,45683472692009,12,45683472692021,12521878063212481386268561134,0.4861527438920767,-0.5138472561079233,6758953,2.0,-6.326149473155099,0.0,6.326149473155099
6760005,45697667600009,12,45697667600021,12529660944488764140168001134,0.4861528768791933,-0.5138471231208067,6760009,4.0,6.336825731146441,0.0,-6.336825731146441
6787635,46071988893209,12,46071988893221,12735768963459157924038217134,0.4861563680227927,-0.5138436319772073,6787633,2.0,-6.364750756851911,0.0,6.364750756851911
6796635,46194247323209,12,46194247323221,12803450914550137156067617134,0.4861575017565153,-0.5138424982434847,6796633,2.0,-6.343880434126331,0.0,6.343880434126331
6843375,46831781390609,12,46831781390621,13159294489310120539260469134,0.4861633626122355,-0.5138366373877645,6843373,2.0,-6.300785794663244,0.0,6.300785794663244
6880875,47346440765609,12,47346440765621,13450112719031339444197969134,0.4861680324148557,-0.5138319675851444,6880873,2.0,-6.22455842927536,0.0,6.22455842927536
6884745,47399713715009,12,47399713715021,13480397161592286555818701134,0.48616851271013545,-0.5138314872898646,6884749,4.0,6.20455776256869,0.0,-6.20455776256869
6900915,47622627837209,12,47622627837221,13607488092731310171233737134,0.48617051624904306,-0.5138294837509569,6900913,2.0,-6.244166900663736,0.0,6.244166900663736
6915195,47819921888009,12,47819921888021,13720469576255136493203841134,0.48617228122730477,-0.5138277187726952,6915193,2.0,-6.3473892096560105,0.0,6.3473892096560105
6918015,47858931540209,12,47858931540221,13742863969025916672973477134,0.4861726292892664,-0.5138273707107336,6918013,2.0,-6.297109319933935,0.0,6.297109319933935
6918345,47863497539009,12,47863497539021,13745486380003769768683021134,0.48617267000950315,-0.5138273299904969,6918349,4.0,6.304448802421981,0.0,-6.304448802421981
6925155,47957771774009,12,47957771774021,13799687241171059041375321134,0.4861735098402928,-0.5138264901597072,6925153,2.0,-6.285998094508865,0.0,6.285998094508865
6937965,48135358341209,12,48135358341221,13902076335823058858206057134,0.48617508709887025,-0.5138249129011297,6937969,4.0,6.336825731146441,0.0,-6.336825731146441
6942495,48198236825009,12,48198236825021,13938420198241392166378501134,0.48617564408187436,-0.5138243559181257,6942493,2.0,-6.336825731146441,0.0,6.336825731146441
6945555,48240734258009,12,48240734258021,13963010650514532195550441134,0.48617602009104477,-0.5138239799089552,6945553,2.0,-6.311734809152915,0.0,6.311734809152915
6949335,48293256942209,12,48293256942221,13993431996520783751094637134,0.4861764843160988,-0.5138235156839013,6949333,2.0,-6.326149473155099,0.0,6.326149473155099
7014615,49204823598209,12,49204823598221,14526687991988734438507117134,0.4861844569490251,-0.5138155430509749,7014613,2.0,-6.212606095751519,0.0,6.212606095751519
7016745,49234710395009,12,49234710395021,14544340246085988584021101134,0.4861847156796882,-0.5138152843203119,7016749,4.0,6.19644412779452,0.0,-6.19644412779452
7025655,49359828179009,12,49359828179021,14618355827171299505318221134,0.4861857970199091,-0.513814202980091,7025653,2.0,-6.282266746896006,0.0,6.282266746896006
7027455,49385123777009,12,49385123777021,14633342702826553796653861134,0.486186015285432,-0.513813984714568,7027453,2.0,-6.236369590203704,0.0,6.236369590203704
7039845,49559417624009,12,49559417624021,14736815251389171527428321134,0.486187515977902,-0.513812484022098,7039849,4.0,6.3080984415095305,0.0,-6.3080984415095305
7045695,49641818033009,12,49641818033021,14785860585737839461779941134,0.48618822350649366,-0.5138117764935064,7045693,2.0,-6.289715570908998,0.0,6.289715570908998
7051395,49722171446009,12,49722171446021,14833765999841456376356281134,0.4861889122588654,-0.5138110877411346,7051393,2.0,-6.336825731146441,0.0,6.336825731146441
7079715,50122364481209,12,50122364481221,15073508527126578096527257134,0.4861923250229488,-0.5138076749770513,7079713,2.0,-6.3578422665081,0.0,6.3578422665081
7081185,50143181004209,12,50143181004221,15086031607328808095086597134,0.48619250174970535,-0.5138074982502947,7081189,4.0,6.354370040797351,0.0,-6.354370040797351
7097805,50378835818009,12,50378835818021,15228162590271066565191241134,0.48619449698182965,-0.5138055030181703,7097809,4.0,6.19644412779452,0.0,-6.19644412779452
7130865,50849235648209,12,50849235648221,15513868596046194907396117134,0.48619845028105646,-0.5138015497189435,7130869,4.0,6.259581464064923,0.0,-6.259581464064923
7151145,51138874811009,12,51138874811021,15691107101619986711791981134,0.48620086517963657,-0.5137991348203634,7151149,4.0,6.3080984415095305,0.0,-6.3080984415095305
7159515,51258655035209,12,51258655035221,15764698296115032437340577134,0.48620185961952245,-0.5137981403804776,7159513,2.0,-6.333279628139691,0.0,6.333279628139691
7161855,51292167041009,12,51292167041021,15785318398580312764153381134,0.48620213740142326,-0.5137978625985767,7161853,2.0,-6.282266746896006,0.0,6.282266746896006
7166145,51353634161009,12,51353634161021,15823174449260200697674981134,0.4862026464035735,-0.5137973535964264,7166149,4.0,6.289715570908998,0.0,-6.289715570908998
7177065,51510262014209,12,51510262014221,15919842556638484493172397134,0.48620394050254695,-0.5137960594974531,7177069,4.0,6.282266746896006,0.0,-6.282266746896006
7187775,51664109450609,12,51664109450621,16015081231950756942743269134,0.4862052075686168,-0.5137947924313833,7187773,2.0,-6.318968113746434,0.0,6.318968113746434
7201635,51863546673209,12,51863546673221,16138964841148504163990617134,0.486206844157003,-0.513793155842997,7201633,2.0,-6.3473892096560105,0.0,6.3473892096560105
7235955,52359044762009,12,52359044762021,16448817410344142447921161134,0.48621088148296504,-0.5137891185170349,7235953,2.0,-6.415096959171596,0.0,6.415096959171596
7267455,52815902177009,12,52815902177021,16737117136632106898365861134,0.4862145681869253,-0.5137854318130747,7267453,2.0,-6.405228458030842,0.0,6.405228458030842
7273995,52911003260009,12,52911003260021,16797445595887907746186801134,0.4862153313670343,-0.5137846686329657,7273993,2.0,-6.47543271670409,0.0,6.47543271670409
7286685,53095778289209,12,53095778289221,16914970032824849713111897134,0.4862168100205554,-0.5137831899794446,7286689,4.0,6.57507584059962,0.0,-6.57507584059962
7305375,53368503890609,12,53368503890621,17089183245135530351310469134,0.4862189825427983,-0.5137810174572017,7305373,2.0,-6.505784060128229,0.0,6.505784060128229
7316295,53528172527009,12,53528172527021,17191591524491300465428861134,0.4862202489946065,-0.5137797510053935,7316293,2.0,-6.447305862541213,0.0,6.447305862541213
7328775,53710943000609,12,53710943000621,17309192388091880759342269134,0.4862216937712627,-0.5137783062287373,7328773,2.0,-6.466144724237619,0.0,6.466144724237619
7335945,53816089043009,12,53816089043021,17377028639314314831121741134,0.48622252257410237,-0.5137774774258976,7335949,4.0,6.411818267709897,0.0,-6.411818267709897
7340235,53879049855209,12,53879049855221,17417712079804461074776177134,0.4862230180338159,-0.5137769819661842,7340233,2.0,-6.38856140554563,0.0,6.38856140554563
7348635,54002436363209,12,54002436363221,17497578798978514292430817134,0.4862239872236437,-0.5137760127763563,7348633,2.0,-6.371611847231857,0.0,6.371611847231857
7356075,54111839405609,12,54111839405621,17568546983154409898961169134,0.4862248446105097,-0.5137751553894903,7356073,2.0,-6.418364935936212,0.0,6.418364935936212
7367025,54273057350609,12,54273057350621,17673388525098869298245269134,0.48622610472061706,-0.5137738952793829,7367029,4.0,6.318968113746434,0.0,-6.318968113746434
7369335,54307098342209,12,54307098342221,17695565582106067207506637134,0.4862263702834027,-0.5137736297165973,7369333,2.0,-6.315358001522335,0.0,6.315358001522335
7371645,54341150006009,12,54341150006021,17717763503857344207217081134,0.48622663575272257,-0.5137733642472775,7371649,4.0,6.270988431858299,0.0,-6.270988431858299
7417515,55019528775209,12,55019528775221,18162891279880268387989777134,0.4862318879535546,-0.5137681120464455,7417513,2.0,-6.20455776256869,0.0,6.20455776256869
7422225,55089423950609,12,55089423950621,18209067787263561563753269134,0.48623242519157567,-0.5137675748084243,7422229,4.0,6.1675164908883415,0.0,-6.1675164908883415
7433055,55250306633009,12,55250306633021,18315578298253087835327941134,0.4862336590460276,-0.5137663409539723,7433053,2.0,-6.20050917404269,0.0,6.20050917404269
7448475,55479779825609,12,55479779825621,18468035816992302958860769134,0.48623541235698237,-0.5137645876430177,7448473,2.0,-6.220590170099739,0.0,6.220590170099739
7464555,55719581348009,12,55719581348021,18628030473588366507266641134,0.486237236376377,-0.513762763623623,7464553,2.0,-6.212606095751519,0.0,6.212606095751519
7465485,55733466285209,12,55733466285221,18637315584991182550365577134,0.4862373417350348,-0.5137626582649653,7465489,4.0,6.22455842927536,0.0,-6.22455842927536
7475385,55881380898209,12,55881380898221,18736372386548329681141117134,0.48623846238229407,-0.5137615376177059,7475389,4.0,6.278521424165844,0.0,-6.278521424165844
7477995,55920409220009,12,55920409220021,18762553004003631724059601134,0.48623875754808643,-0.5137612424519136,7477993,2.0,-6.315358001522335,0.0,6.315358001522335
