n,epsilon,kappa,C_fam,K,K2,K3,rho_E,rho_A,rho_B,rho_C,mB,sB,fam_support
2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1
3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1
4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,1
5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,1,A
6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,1,B
8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,1
9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1
10,0.6989700043360187,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,2,A
11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,1,C
12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,1
13,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,1,E
14,0.7373504649628064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,2,B
15,0.5943161289177871,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,3,A
16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,1
17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,1,A
18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18,1
19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,1,B
20,0.5372435736804817,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,4,A
21,0.6391511932854698,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,3,B
22,0.7757561757824245,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,2,C
23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23,1,C
24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,1
25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,1,A
26,0.7872539464466368,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,2,E
27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27,1
28,0.583970804646981,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,4,B
29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,1,A
30,0.4731974454383393,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,6,A
31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31,1,B
32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,32,1
33,0.6857972507265686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,3,C
34,0.8034383677671774,0.19656163223282258,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,2,A
35,1.0,1.0,0.6886622640698201,0.6886622640698201,3.532343655504198,2.4484340455815454,0.0,0.4526808302869428,0.5473191697130572,0.0,35,1,A·B
36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,36,1
37,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37,1,E
38,0.8094485875732266,0.1905514124267734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,2,B
39,0.7001245250427999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,3,E
40,0.43629452587267725,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,8,A
41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41,1,A
42,0.5206212286759118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,6,B
43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43,1,B
44,0.6336614981727329,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,4,C
45,0.42279501184020335,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,9,A
46,0.8189574032199598,0.1810425967800402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23,2,C
47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47,1,C
48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,48,1
49,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49,1,B
50,0.8228161798644421,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,2,A
51,0.7205846872952778,0.2794153127047222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,3,A
52,0.6491498728360909,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,4,E
53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53,1,A
54,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,54,1
55,1.0,1.0,0.6736643248589924,0.6736643248589924,3.8946957881785678,2.6995974047146682,0.0,0.4016231838083946,0.0,0.5983768161916053,55,1,A·C
56,0.48341369861770556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,8,B
57,0.7282714920267325,0.2717285079732675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,3,B
58,0.82929272033628,0.17070727966372012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,2,A
59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59,1,C
60,0.3930880481540662,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,12,A
61,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61,1,E
62,0.832051221042958,0.16794877895704194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31,2,B
63,0.46967098044385963,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,9,B
64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,64,1
65,1.0,1.0,0.6667161941484542,0.6667161941484542,4.01521014806448,2.783131593486575,0.6144493051612968,0.38555069483870325,0.0,0.0,65,1,E·A
66,0.5723372020956964,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,6,C
67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67,1,B
68,0.6714559000758995,0.32854409992410044,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,4,A
69,0.740532674963355,0.25946732503664494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23,3,C
70,0.8368487803164891,1.0,0.6886622640698201,0.576306175736821,2.2286607120969646,1.9710897388835211,0.0,0.4526808302869428,0.5473191697130572,0.0,35,2,A·B
71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71,1,C
72,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,72,1
73,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73,1,E
74,0.8389552282435554,0.16104477175644444,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37,2,E
75,0.7455436448745025,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,3,A
76,0.6798938534903572,0.3201061465096427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,4,B
77,1.0,1.0,0.6877238766120716,0.6877238766120716,4.3098187336670515,2.9873387039657504,0.0,0.0,0.4479735992007008,0.5520264007992992,77,1,B·C
78,0.5887355477484346,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,6,E
79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79,1,B
80,0.36728163624087096,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,16,A
81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,81,1
82,0.8427067526504531,0.1572932473495469,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41,2,A
83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83,1,C
84,0.4391763950979202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,12,B
85,1.0,0.3622696942693522,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85,1,A
86,0.8443886085975061,0.15561139140249397,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43,2,B
87,0.7540002482184784,0.24599975178152161,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,3,A
88,0.5355628517926954,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,8,C
89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89,1,A
90,0.35766799717019476,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,18,A
91,1.0,1.0,0.6837009379553649,0.6837009379553649,4.449385299524745,3.0840788755904445,0.5686165471914938,0.0,0.43138345280850626,0.0,91,1,E·B
92,0.6934190226946438,0.30658097730535616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23,4,C
93,0.7576198183122896,0.24238018168771028,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31,3,B
94,0.8474351293988407,0.15256487060115928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47,2,C
95,1.0,0.35342148036602605,0.6495389792872432,0.6495389792872432,4.2673773058998545,2.9579205479699793,0.0,0.35342148036602605,0.646578519633974,0.0,95,1,A·B
96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,96,1
97,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97,1,E
98,0.8488217890782235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49,2,B
99,0.5218351971229079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,9,C
100,0.6989700043360187,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,4,A
101,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101,1,A
102,0.6125902699186472,0.387409730081353,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,6,A
103,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,103,1,B
104,0.5522681904177638,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,8,E
105,0.76394034198617,1.0,0.6886622640698201,0.5260968855264685,1.766171827752099,1.6918612195324385,0.0,0.4526808302869428,0.5473191697130572,0.0,35,3,A·B
106,0.8513656624281651,0.14863433757183497,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53,2,A
107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107,1,C
108,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,108,1
109,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,109,1,E
110,0.8525369480097609,1.0,0.6736643248589924,0.5743237274983415,2.4572794538712968,2.2326488772948387,0.0,0.4016231838083946,0.0,0.5983768161916053,55,2,A·C
111,0.7667257153671133,0.23327428463288674,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37,3,E
112,0.4124002573982212,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,16,B
113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113,1,A
114,0.6216882614292827,0.3783117385707172,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,6,B
115,1.0,0.33919092389405175,0.6404973632512694,0.6404973632512694,4.38451832779267,3.0391165170228955,0.0,0.33919092389405175,0.0,0.6608090761059482,115,1,A·C
116,0.7083689789427893,0.2916310210572107,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,4,A
117,0.5386089194935016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,9,E
118,0.8547069791607571,0.14529302083924284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59,2,C
119,1.0,0.40716883584617214,0.6758115214904612,0.6758115214904612,4.6595972830206,3.2297867192705105,0.0,0.5928311641538279,0.40716883584617214,0.0,119,1,A·B
120,0.33617560069123886,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,24,A
121,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,121,1,C
122,0.8557152073012135,0.1442847926987864,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61,2,E
123,0.7717019533049275,0.22829804669507256,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41,3,A
124,0.7124038622532448,0.2875961377467551,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31,4,B
125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,125,1,A
126,0.4023566422499772,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,18,B
127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,127,1,B
128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,128,1
129,0.773939362827646,0.2260606371723541,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43,3,B
130,0.8575978891130253,1.0,0.6667161941484542,0.5717744007391842,2.5333155492559376,2.3209991432789168,0.6144493051612968,0.38555069483870325,0.0,0.0,65,2,E·A
131,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,131,1,C
132,0.4910900156949701,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,12,C
133,1.0,0.3979082265979018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,133,1,B
134,0.8584790011778474,0.14152099882215266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67,2,B
135,0.32810351817772315,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,27,A
136,0.5767173575091713,0.4232826424908286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,8,A
137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,137,1,A
138,0.6363573739615785,0.36364262603842135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23,6,C
139,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,139,1,B
140,0.7194668811370827,1.0,0.6886622640698201,0.49546969128711554,1.5212976074849354,1.493745432185497,0.0,0.4526808302869428,0.5473191697130572,0.0,35,4,A·B
141,0.7780025070919014,0.2219974929080985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47,3,C
142,0.8601349134052622,0.13986508659473787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71,2,C
143,1.0,1.0,0.6925805436149368,0.6925805436149368,4.958787582638981,3.4371696319018765,0.5168304769853754,0.0,0.0,0.4831695230146247,143,1,E·C
144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,144,1
145,1.0,0.3233924087028423,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145,1,A
146,0.8609145478014594,0.13908545219854063,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73,2,E
147,0.7798563011193284,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49,3,B
148,0.7225864571737166,0.27741354282628344,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37,4,E
149,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,149,1,A
150,0.6424087238320493,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,6,A
151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,151,1,B
152,0.5860885757431284,0.4139114242568715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,8,B
153,0.5632140557798548,0.4367859442201452,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,9,A
154,0.8623875912138225,1.0,0.6877238766120716,0.5930845373717165,2.7191928715702036,2.5106448378883375,0.0,0.0,0.4479735992007008,0.5520264007992992,77,2,B·C
155,1.0,0.31911605211206506,0.6262013662895005,0.6262013662895005,4.556319043875107,3.158199698993616,0.0,0.31911605211206506,0.6808839478879348,0.0,155,1,A·B
156,0.5079252465375872,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,12,E
157,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,157,1,E
158,0.8630846085776078,0.13691539142239212,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79,2,B
159,0.7832643417906958,0.21673565820930418,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53,3,A
160,0.31711976200758935,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,32,A
161,1.0,0.38294731323970577,0.6654885616623426,0.6654885616623426,4.878641328882688,3.3816164820782597,0.0,0.0,0.38294731323970577,0.6170526867602942,161,1,B·C
162,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,162,1
163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,163,1,B
164,0.7281704568659972,0.27182954313400276,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41,4,A
165,0.7848366586984238,1.0,0.6736643248589924,0.5287164578066611,1.9473478940892839,1.9595014989872734,0.0,0.4016231838083946,0.0,0.5983768161916053,55,3,A·C
166,0.8644075046230136,0.13559249537698634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83,2,C
167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,167,1,C
168,0.3797665551274885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,24,B
169,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,169,1,E
170,0.8650361401336355,0.44834023788451716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85,2,A
171,0.5726627086368982,0.4273372913631018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,9,B
172,0.7306856049356903,0.26931439506430976,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43,4,B
173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,173,1,A
174,0.6526962078695199,0.3473037921304802,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,6,A
175,1.0,1.0,0.6624581610000766,0.6624581610000766,4.936115610367781,3.421454618244361,0.0,0.6232350848844427,0.37676491511555715,0.0,175,1,A·B
176,0.4637661145648082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,16,C
177,0.7877549249098273,0.21224507509017274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59,3,C
178,0.8662338606326244,0.13376613936737558,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89,2,A
179,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179,1,C
180,0.30992707211849835,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,36,A
181,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,181,1,E
182,0.8668050941822865,1.0,0.6837009379553649,0.5926354559169177,2.8072495705736125,2.6101734981004934,0.5686165471914938,0.0,0.43138345280850626,0.0,91,2,E·B
183,0.7891131185618199,0.2108868814381801,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61,3,E
184,0.6012527021745621,0.3987472978254379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23,8,C
185,1.0,0.3083004236420901,0.6177340416317141,0.6177340416317141,4.652390708674903,3.2247915025812945,0.6916995763579099,0.3083004236420901,0.0,0.0,185,1,E·A
186,0.6571285251462631,0.3428714748537368,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31,6,B
187,1.0,0.4583914134515144,0.6896806240842714,0.6896806240842714,5.204946880993436,3.6077942555248814,0.0,0.5416085865484855,0.0,0.4583914134515144,187,1,A·C
188,0.7352602452275264,0.2647397547724735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47,4,C
189,0.3712331296158847,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,27,B
190,0.867897083941805,0.43883638827026494,0.6495389792872432,0.5637329860299348,2.6924153120078245,2.507694435813242,0.0,0.35342148036602605,0.646578519633974,0.0,95,2,A·B
191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,191,1,C
192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,192,1
193,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,193,1,E
194,0.8684195436493695,0.13158045635063056,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97,2,E
195,0.7916532560895285,1.0,0.6667161941484542,0.527808045985242,2.00760507403224,2.05066898954105,0.6144493051612968,0.38555069483870325,0.0,0.0,65,3,E·A
196,0.7373504649628064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49,4,B
197,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,197,1,A
198,0.453436874287992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,18,C
199,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199,1,B
200,0.6075279380565617,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,8,A
201,0.7928438383773442,0.20715616162265582,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67,3,B
202,0.8694212085612614,0.13057879143873863,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101,2,A
203,1.0,0.3662402994973384,0.6569243417287531,0.6569243417287531,5.03554575152664,3.4903743402513014,0.0,0.6337597005026616,0.3662402994973384,0.0,203,1,A·B
204,0.532747163910497,0.467252836089503,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,12,A
205,1.0,0.30235485538101636,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,205,1,A
206,0.869901784763624,0.130098215236376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,103,2,B
207,0.5879729154083524,0.4120270845916477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23,9,C
208,0.4805491444109881,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,16,E
209,1.0,0.4488478555823177,0.6879049299829808,0.6879049299829808,5.301930344107787,3.6750180695435333,0.0,0.0,0.5511521444176823,0.4488478555823177,209,1,B·C
210,0.6649105223833719,1.0,0.6886622640698201,0.4578987857483797,1.2582461974260188,1.214516912834414,0.0,0.4526808302869428,0.5473191697130572,0.0,35,6,A·B
211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,211,1,B
212,0.7411981642721186,0.25880183572788146,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53,4,A
213,0.7950844209359111,0.20491557906408883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71,3,C
214,0.8708255164354992,0.12917448356450073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107,2,C
215,1.0,0.2996735032234504,0.6105874081721778,0.6105874081721778,4.730948990049029,3.2792439538254055,0.0,0.2996735032234504,0.7003264967765497,0.0,215,1,A·B
216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,216,1
217,1.0,0.3617002372312416,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,217,1,B
218,0.8712697899288433,0.12873021007115668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,109,2,E
219,0.7961407188941763,0.20385928110582371,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73,3,E
220,0.7429755115261114,1.0,0.6736643248589924,0.5005160963590024,1.6773541767956863,1.7657003498750088,0.0,0.4016231838083946,0.0,0.5983768161916053,55,4,A·C
221,1.0,0.4751522877849482,0.6919118541943787,0.6919118541943787,5.388542100153673,3.7350527640500846,0.4751522877849482,0.5248477122150519,0.0,0.0,221,1,E·A
222,0.6683571232219077,0.33164287677809234,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37,6,E
223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,223,1,B
224,0.3595782374548094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,32,B
225,0.5943161289177871,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,9,A
226,0.8721256885800015,0.12787431141999842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113,2,A
227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227,1,C
228,0.5423193107220671,0.4576806892779328,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,12,B
229,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,229,1,E
230,0.8725382361705208,0.4234188142890445,0.6404973632512694,0.558858439603132,2.766323068083768,2.595157575529199,0.0,0.33919092389405175,0.0,0.6608090761059482,115,2,A·C
231,0.7981389251794899,1.0,0.6877238766120716,0.5488991956994309,2.1549093668335257,2.2317968019092578,0.0,0.0,0.4479735992007008,0.5520264007992992,77,3,B·C
232,0.6182225431875971,0.38177745681240294,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,8,A
233,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,233,1,A
234,0.47017385470504147,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,18,E
235,1.0,0.29479122696485405,0.6063861053233548,0.6063861053233548,4.776210434740953,3.310616796601682,0.0,0.29479122696485405,0.0,0.7052087730351458,235,1,A·C
236,0.7462779948964053,0.2537220051035946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59,4,C
237,0.7990855513085038,0.2009144486914962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79,3,B
238,0.8733346316557663,0.4822600136196576,0.6758115214904612,0.590209606189595,2.9398785655184194,2.76134986855947,0.0,0.5928311641538279,0.40716883584617214,0.0,119,2,A·B
239,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,239,1,C
240,0.2936588114899376,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,48,A
241,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,241,1,E
242,0.8737192485794001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,121,2,C
243,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,243,1
244,0.7478166386210693,0.25218336137893066,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61,4,E
245,1.0,1.0,0.6044263432735723,0.6044263432735723,4.797113047357626,3.3251053836032654,0.0,0.2925581477613893,0.7074418522386106,0.0,245,1,A·B
