bits,n,sigma,ring,use_sigma,dir_kind,dir_count,lambdas,base_samples,T,S,score,use_score,B,neighbor_safety,shadow,success_prefilter,factor_prefilter,rank_hit,tested,t_prefilter,success_pipeline,factor_pipeline,t_total,fallback_used
64,10124945729605181239,B,gaussian,False,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,200,True,False,False,,,200,0.046186208724975586,True,2748198667,0.08987808227539062,True
64,10124945729605181239,B,gaussian,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,1000,True,False,False,,,1000,0.05928802490234375,True,2748198667,0.0982058048248291,True
64,10124945729605181239,B,gaussian,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,False,1000,True,False,False,,,1000,0.06160783767700195,True,2748198667,0.09184622764587402,True
64,10124945729605181239,B,gaussian,True,surrogate,240,"1,2,3,5,8,13,21",10,50,50,phase,True,1000,True,False,False,,,1000,0.06334090232849121,True,2748198667,0.11291122436523438,True
64,10124945729605181239,B,gaussian,False,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,1000,True,False,False,,,1000,0.05917692184448242,True,2748198667,0.10755300521850586,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,True,50,True,False,False,,,50,0.027698993682861328,True,2521130483,0.047981977462768555,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,False,50,True,False,False,,,50,0.020689010620117188,True,2521130483,0.043653011322021484,True
64,7131270922088867153,A,eisenstein,True,surrogate,240,"1,2,3,5,8,13,21",10,50,50,l1,True,50,True,False,False,,,50,0.023563146591186523,True,2828600491,0.026961803436279297,True
64,7131270922088867153,A,gaussian,False,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,True,50,True,False,False,,,50,0.013375997543334961,True,2521130483,0.0727081298828125,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,True,200,True,False,False,,,200,0.06076502799987793,True,2521130483,0.09907698631286621,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,False,200,True,False,False,,,200,0.07223081588745117,True,2828600491,0.1060342788696289,True
64,7131270922088867153,A,eisenstein,True,surrogate,240,"1,2,3,5,8,13,21",10,50,50,l1,True,200,True,False,False,,,200,0.0531768798828125,True,2828600491,0.1569821834564209,True
64,7131270922088867153,A,gaussian,False,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,True,200,True,False,False,,,200,0.020891904830932617,True,2828600491,0.08314108848571777,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,True,1000,True,False,False,,,1000,0.2505152225494385,True,2828600491,0.3084700107574463,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,False,1000,True,False,False,,,1000,0.28940296173095703,True,2828600491,0.31689000129699707,True
64,7131270922088867153,A,eisenstein,True,surrogate,240,"1,2,3,5,8,13,21",10,50,50,l1,True,1000,True,False,False,,,1000,0.2569122314453125,True,2828600491,0.30632591247558594,True
64,7131270922088867153,A,gaussian,False,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,True,1000,True,False,False,,,1000,0.06456589698791504,True,2828600491,0.11309003829956055,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,50,True,False,False,,,50,0.0419011116027832,True,2521130483,0.06900501251220703,True
